"query"	"ko"
"Saccharomyces_cerevisiae@YKL186C"	"K14543"
"Ambrosiozyma_monospora@Seq_794"	"K06009"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_1590"	"K03686"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_12295"	"K19838"
"Metschnikowia_kipukae@Seq_4879"	"K13350"
"Saccharomyces_cerevisiae@YGL173C"	"K12618"
"Saccharomyces_cerevisiae@YPR036W"	"K02144"
"Saccharomyces_cerevisiae@YCR009C"	"K20120"
"Saccharomyces_cerevisiae@YKL215C"	"K01469"
"yHMPu5000034673_Blastobotrys_nivea@Seq_1959"	"K04513"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_1919"	"K20279"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3044"	"K00354"
"yHMPu5000035645_Yarrowia_divulgata@Seq_3343"	"K00859"
"Saccharomyces_cerevisiae@YBR146W"	"K02996"
"yHAB159_Kazachstania_solicola@Seq_3466"	"K06867"
"Botrytis_cinerea@Seq_8384"	"K01895"
"Spathaspora_arborariae@Seq_3197"	"K05528"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_1121"	"K01183"
"yHMPu5000034594_Starmera_quercuum@Seq_2976"	"K16330"
"Metschnikowia_borealis@Seq_5780"	"K18097"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2516"	"K12472"
"yHAB134_Kazachstania_turicensis@Seq_5684"	"K08071"
"Schizosaccharomyces_pombe@Seq_4631"	"K10727"
"Candida_versatilis@Seq_4107"	"K19222"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_5526"	"K16912"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12569"	"K01875"
"yHMPu5000035658_Starmera_amethionina@Seq_2170"	"K16261"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8344"	"K11367"
"Saccharomyces_cerevisiae@YMR307W"	"K22832"
"yHMPu5000035044_Barnettozyma_californica@Seq_4654"	"K12578"
"yHAB132_Kazachstania_martiniae@Seq_571"	"K02736"
"yHAB154_Kazachstania_transvaalensis@Seq_240"	"K19815"
"Candida_apicola@Seq_2135"	"K03782"
"yHMPu5000035018_Candida_canberraensis@Seq_2334"	"K17775"
"Tetrapisispora_blattae@Seq_4380"	"K09467"
"Saccharomyces_cerevisiae@YOR254C"	"K09540"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4001"	"K01251"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2969"	"K08675"
"Metschnikowia_mauinuiana@Seq_1041"	"K01652"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2750"	"K01900"
"Spathaspora_girioi@Seq_3985"	"K08711"
"Cyberlindnera_fabianii_JCM3601@Seq_1286"	"K09247"
"Metschnikowia_borealis@Seq_1432"	"K00888"
"Sclerotinia_sclerotiorum@Seq_4893"	"K01265"
"yHAB166_Kazachstania_yakushimaensis@Seq_5281"	"K00002"
"Metschnikowia_continentalis@Seq_3982"	"K00264"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_8537"	"K13333"
"Spathaspora_hagerdaliae@Seq_2594"	"K10627"
"yHAB147_Kazachstania_taianensis@Seq_81"	"K09448"
"yHMPu5000034897_Ogataea_glucozyma@Seq_2294"	"K05747"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6162"	"K01057"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_1442"	"K14306"
"Candida_apicola@Seq_4739"	"K12763"
"Botrytis_cinerea@Seq_14224"	"K21632"
"yHAB154_Kazachstania_transvaalensis@Seq_3431"	"K01527"
"yHMPu5000035629_Yueomyces_sinensis@Seq_4331"	"K06276"
"yHMPu5000035325_Cyberlindnera_petersonii@Seq_1412"	"K10589"
"Saccharomyces_cerevisiae@YOL132W"	"K22835"
"yHAB166_Kazachstania_yakushimaensis@Seq_2579"	"K00764"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_282"	"K15443"
"Candida_apicola@Seq_1167"	"K10352"
"yHAB166_Kazachstania_yakushimaensis@Seq_4514"	"K11838"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2557"	"K08657"
"yHAB164_Kazachstania_aerobia@Seq_1792"	"K03035"
"Botrytis_cinerea@Seq_2110"	"K12874"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7328"	"K00002"
"Spathaspora_arborariae@Seq_2525"	"K17741"
"Geotrichum_candidum@Seq_460"	"K21544"
"Candida_parapsilosis@Seq_3349"	"K14015"
"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	"K01188"
"Saccharomyces_cerevisiae@YCR079W"	"K19708"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_2733"	"K14816"
"yHMPu5000035645_Yarrowia_divulgata@Seq_3041"	"K18626"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_1134"	"K13025"
"yHMPu5000035261_Candida_ponderosae@Seq_5526"	"K02331"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_491"	"K17846"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10695"	"K18664"
"Metschnikowia_lockheadii@Seq_44"	"K12471"
"Metschnikowia_hamakuensis@Seq_6322"	"K15908"
"Saccharomyces_cerevisiae@YJR035W"	"K10841"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2773"	"K17973"
"Lachancea_mirantina@Seq_4119"	"K03549"
"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1894"	"K17742"
"yHMPu5000035261_Candida_ponderosae@Seq_5844"	"K23460"
"Saccharomyces_cerevisiae@YPL037C"	"K01527"
"yHMPu5000035031_Candida_kruisii@Seq_411"	"K22493"
"Saccharomyces_cerevisiae@YDR231C"	"K18184"
"Neurospora_crassa@Seq_9017"	"K01176"
"Spathaspora_arborariae@Seq_3298"	"K14709"
"yHMPu5000041862_Candida_golubevii@Seq_697"	"K15565"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_433"	"K02261"
"Aspergillus_nidulans@Seq_1570"	"K00488"
"yHAB155_Kazachstania_spencerorum@Seq_4279"	"K02895"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_9380"	"K19691"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_5549"	"K09243"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4768"	"K11886"
"yHMPu5000034622_Pichia_occidentalis@Seq_2321"	"K08712"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_501"	"K09228"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10710"	"K05755"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_5610"	"K18441"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_312"	"K01293"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_748"	"K10580"
"yHMPu5000035318_Hyphopichia_heimii@Seq_4717"	"K00354"
"yHMPu5000035279_Tortispora_starmeri@Seq_1479"	"K10903"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11827"	"K01426"
"yHMPu5000034648_Candida_restingae@Seq_3163"	"K10955"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7862"	"K12856"
"yHMPu5000041829_Debaryomyces_fabryi@Seq_4047"	"K19525"
"yHMPu5000041824_Debaryomyces_subglobosus@Seq_995"	"K09499"
"yHMPu5000034918_Nakazawaea_holstii@Seq_4004"	"K01681"
"Metschnikowia_lockheadii@Seq_3683"	"K04646"
"yHAB155_Kazachstania_spencerorum@Seq_6010"	"K03685"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6751"	"K03030"
"yHMPu5000035633_Candida_hispaniensis@Seq_3653"	"K09184"
"Saitoella_complicata@Seq_2924"	"K05607"
"Dekkera_bruxellensis@Seq_4365"	"K01070"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3060"	"K14213"
"yHMPu5000035629_Yueomyces_sinensis@Seq_4067"	"K20120"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_748"	"K08838"
"Candida_versatilis@Seq_1442"	"K04705"
"yHMPu5000034892_Ogataea_pilisensis@Seq_281"	"K09203"
"yHAB164_Kazachstania_aerobia@Seq_3934"	"K03006"
"yHAB159_Kazachstania_solicola@Seq_5165"	"K02605"
"Fusarium_graminearum@Seq_11604"	"K14437"
"Schizosaccharomyces_pombe@Seq_3497"	"K14528"
"Candida_orthopsilosis@Seq_3321"	"K03283"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6861"	"K03032"
"yHMPu5000034918_Nakazawaea_holstii@Seq_939"	"K21436"
"Neurospora_crassa@Seq_3527"	"K00235"
"Fusarium_graminearum@Seq_8304"	"K06123"
"Saccharomyces_cerevisiae@YEL009C"	"K09464"
"Saccharomyces_cerevisiae@YBR201W"	"K13989"
"Spathaspora_arborariae@Seq_2875"	"K22493"
"yHAB148_Kazachstania_intestinalis@Seq_4699"	"K10246"
"Nakaseomyces_nivariensis@Seq_2182"	"K06009"
"yHAB166_Kazachstania_yakushimaensis@Seq_2277"	"K09184"
"yHMPu5000035658_Starmera_amethionina@Seq_3727"	"K04646"
"Saccharomyces_cerevisiae@YJL179W"	"K09548"
"yHMPu5000034892_Ogataea_pilisensis@Seq_3532"	"K05535"
"Saitoella_complicata@Seq_582"	"K13953"
"Nakazawaea_peltata@Seq_3679"	"K19784"
"yHMPu5000034613_Saturnispora_serradocipensis@Seq_1980"	"K09209"
"Spathaspora_girioi@Seq_1309"	"K22493"
"yHMPu5000034673_Blastobotrys_nivea@Seq_1643"	"K14644"
"yHMPu5000034918_Nakazawaea_holstii@Seq_1006"	"K16365"
"Metschnikowia_bicuspidata@Seq_373"	"K16368"
"Candida_versatilis@Seq_5473"	"K09299"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_3092"	"K21632"
"Aspergillus_nidulans@Seq_7850"	"K14338"
"Saccharomyces_cerevisiae@YDR121W"	"K02326"
"Saitoella_complicata@Seq_190"	"K01563"
"Metschnikowia_borealis@Seq_2776"	"K22211"
"Metschnikowia_matae@Seq_6346"	"K00052"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2411"	"K12197"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4521"	"K19900"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_586"	"K19487"
"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_4249"	"K00586"
"Metschnikowia_matae@Seq_4439"	"K19525"
"yHMPu5000034661_Dipodascus_albidus@Seq_6585"	"K10418"
"Saccharomyces_cerevisiae@YGR005C"	"K03139"
"Metschnikowia_borealis@Seq_1885"	"K02350"
"Saccharomyces_cerevisiae@YBL052C"	"K11378"
"Alloascoidea_hylecoeti@Seq_3668"	"K06005"
"yHMPu5000034612_Saturnispora_saitoi@Seq_3324"	"K22016"
"Lachancea_kluyveri@Seq_5105"	"K08197"
"Brettanomyces_anomalus@Seq_5021"	"K09184"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_40"	"K01657"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_5785"	"K01180"
"Botrytis_cinerea@Seq_1323"	"K11430"
"yHMPu5000035679_Candida_rhagii@Seq_1981"	"K00750"
"Naumovozyma_dairenensis@Seq_1930"	"K19030"
"Saccharomyces_cerevisiae@YDL219W"	"K07560"
"yHAB154_Kazachstania_transvaalensis@Seq_1832"	"K09233"
"Arthrobotrys_oligospora@Seq_5310"	"K17742"
"Lipomyces_starkeyi@Seq_76"	"K23107"
"Neurospora_crassa@Seq_1644"	"K11294"
"yHAB166_Kazachstania_yakushimaensis@Seq_832"	"K09827"
"Ascoidea_rubescens@Seq_6122"	"K01772"
"yHMPu5000034673_Blastobotrys_nivea@Seq_9197"	"K01192"
"Saccharomyces_cerevisiae@YML004C"	"K01759"
"Saccharomyces_cerevisiae@YDL208W"	"K11129"
"Saccharomyces_cerevisiae@YML105C"	"K03105"
"Geotrichum_candidum@Seq_5070"	"K10609"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_802"	"K12472"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5085"	"K01551"
"yHAB164_Kazachstania_aerobia@Seq_2813"	"K00354"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_4001"	"K14407"
"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3862"	"K13289"
"yHMPu5000034612_Saturnispora_saitoi@Seq_1740"	"K02145"
"yHMPu5000035689_Candida_mycetangii@Seq_3713"	"K03094"
"Candida_apicola@Seq_758"	"K06661"
"yHMPu5000034754_Lipomyces_arxii@Seq_3255"	"K05349"
"yHMPu5000034761_Lipomyces_lipofer@Seq_3620"	"K01007"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_164"	"K01647"
"yHMPu5000035261_Candida_ponderosae@Seq_323"	"K08592"
"yHMPu5000034637_Ogataea_populiabae@Seq_4969"	"K13237"
"Sclerotinia_sclerotiorum@Seq_9688"	"K01720"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_11131"	"K18550"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3177"	"K03695"
"yHMPu5000035244_Candida_incommunis@Seq_5057"	"K15692"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_998"	"K13289"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4681"	"K20368"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_5104"	"K08874"
"Metschnikowia_mauinuiana@Seq_4162"	"K01952"
"Candida_glabrata@Seq_1733"	"K08794"
"yHMPu5000035011_Candida_pyralidae@Seq_3144"	"K01183"
"yHAB155_Kazachstania_spencerorum@Seq_1881"	"K22587"
"Metschnikowia_borealis@Seq_1237"	"K12479"
"yHAB154_Kazachstania_transvaalensis@Seq_489"	"K09043"
"Metschnikowia_mauinuiana@Seq_5121"	"K15305"
"Metschnikowia_hawaiiensis@Seq_1266"	"K16261"
"yHMPu5000034761_Lipomyces_lipofer@Seq_3750"	"K06661"
"Candida_sojae@Seq_3236"	"K11361"
"yHAB155_Kazachstania_spencerorum@Seq_3884"	"K14541"
"Arthrobotrys_oligospora@Seq_4929"	"K21440"
"yHMPu5000026142_Citeromyces_matritensis@Seq_3148"	"K11644"
"yHMPu5000035022_Candida_emberorum@Seq_3148"	"K00698"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_9877"	"K11874"
"Kazachstania_naganishii@Seq_4923"	"K11839"
"yHAB134_Kazachstania_turicensis@Seq_77"	"K09468"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_522"	"K03457"
"yHAB155_Kazachstania_spencerorum@Seq_4598"	"K16675"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_1368"	"K01850"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12038"	"K10597"
"Botrytis_cinerea@Seq_9487"	"K20465"
"Metschnikowia_hawaiiensis@Seq_4436"	"K01867"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_2951"	"K00036"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_2648"	"K14297"
"yHMPu5000034952_Citeromyces_siamensis@Seq_235"	"K00620"
"Aspergillus_nidulans@Seq_563"	"K16261"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_61"	"K07431"
"Metschnikowia_lockheadii@Seq_5865"	"K19708"
"yHMPu5000041863_Candida_gorgasii@Seq_2482"	"K16261"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_2444"	"K16261"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_6431"	"K15692"
"Botrytis_cinerea@Seq_6998"	"K14709"
"Aspergillus_nidulans@Seq_6781"	"K01188"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_1749"	"K11365"
"Saccharomyces_cerevisiae@YLL023C"	"K20724"
"yHMPu5000034758_Lipomyces_japonicus@Seq_6352"	"K22766"
"Fusarium_graminearum@Seq_3401"	"K21440"
"Saccharomyces_cerevisiae@YEL005C"	"K22242"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_6531"	"K02912"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5714"	"K00384"
"Wickerhamomyces_ciferrii@Seq_4619"	"K05759"
"yHMPu5000026142_Citeromyces_matritensis@Seq_5670"	"K20361"
"Saccharomyces_cerevisiae@YOR151C"	"K03010"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1809"	"K16196"
"Saccharomyces_cerevisiae@YDR150W"	"K17978"
"Metschnikowia_lockheadii@Seq_1037"	"K00326"
"yHAB153_Kazachstania_rosinii@Seq_2584"	"K00685"
"Metschnikowia_hamakuensis@Seq_4997"	"K11238"
"Metschnikowia_continentalis@Seq_1374"	"K06009"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_1959"	"K01262"
"Aspergillus_nidulans@Seq_6622"	"K17960"
"yHAB133_Kazachstania_unispora@Seq_2587"	"K10957"
"yHMPu5000034754_Lipomyces_arxii@Seq_7411"	"K08139"
"yHAB164_Kazachstania_aerobia@Seq_1236"	"K02998"
"Metschnikowia_arizonensis@Seq_2175"	"K16219"
"yHMPu5000034998_Cephaloascus_albidus@Seq_4762"	"K02090"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2740"	"K12615"
"Spathaspora_hagerdaliae@Seq_4176"	"K01262"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5910"	"K17839"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3809"	"K06269"
"yHMPu5000035018_Candida_canberraensis@Seq_1539"	"K08675"
"Xylona_heveae@Seq_4343"	"K08157"
"Aspergillus_nidulans@Seq_9766"	"K06237"
"Alloascoidea_hylecoeti@Seq_3595"	"K22074"
"yHMPu5000034661_Dipodascus_albidus@Seq_3608"	"K07511"
"Spathaspora_gorwiae@Seq_3341"	"K17967"
"yHMPu5000034614_Saturnispora_silvae@Seq_1623"	"K06889"
"yHMPu5000034986_Candida_oregonensis@Seq_1437"	"K00668"
"yHMPu5000034890_Ogataea_ramenticola@Seq_1383"	"K12768"
"Candida_sojae@Seq_3538"	"K00122"
"yHMPu5000034754_Lipomyces_arxii@Seq_5547"	"K01193"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_3033"	"K01188"
"Alloascoidea_hylecoeti@Seq_335"	"K03787"
"Lachancea_nothofagi@Seq_1338"	"K07407"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_3045"	"K05535"
"yHAB155_Kazachstania_spencerorum@Seq_1673"	"K11484"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_244"	"K15110"
"yHAB166_Kazachstania_yakushimaensis@Seq_3043"	"K08139"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_531"	"K18468"
"Candida_sojae@Seq_3351"	"K03787"
"Saccharomyces_cerevisiae@YGR177C"	"K00664"
"Botrytis_cinerea@Seq_14780"	"K10765"
"Aspergillus_nidulans@Seq_8254"	"K00108"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2720"	"K00413"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1333"	"K13024"
"yHAB166_Kazachstania_yakushimaensis@Seq_3327"	"K09043"
"Geotrichum_candidum@Seq_1250"	"K12562"
"Saccharomyces_cerevisiae@YBL015W"	"K01067"
"Saccharomyces_cerevisiae@YJR042W"	"K14304"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_702"	"K15620"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11400"	"K18046"
"Saccharomyces_cerevisiae@YKL013C"	"K05755"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4620"	"K10899"
"yHAB166_Kazachstania_yakushimaensis@Seq_442"	"K08712"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_659"	"K14559"
"Spathaspora_arborariae@Seq_895"	"K17741"
"Aspergillus_nidulans@Seq_10443"	"K16794"
"yHMPu5000026142_Citeromyces_matritensis@Seq_3991"	"K00147"
"yHMPu5000035335_Candida_blattae@Seq_4005"	"K02937"
"yHAB159_Kazachstania_solicola@Seq_3849"	"K09448"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2439"	"K01537"
"Saccharomyces_cerevisiae@YAL002W"	"K20178"
"Metschnikowia_lockheadii@Seq_1067"	"K00858"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_3752"	"K09228"
"Spathaspora_gorwiae@Seq_903"	"K12856"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1637"	"K15447"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6689"	"K15014"
"yHAB155_Kazachstania_spencerorum@Seq_1135"	"K00004"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1347"	"K09184"
"yHMPu5000035667_Kurtzmaniella_cleridarum@Seq_3727"	"K06005"
"Saitoella_complicata@Seq_403"	"K11396"
"yHMPu5000034597_Candida_stellimalicola@Seq_4481"	"K09515"
"Ogataea_methanolica@Seq_238"	"K17743"
"yHAB154_Kazachstania_transvaalensis@Seq_4075"	"K12486"
"yHMPu5000035047_Barnettozyma_pratensis@Seq_2786"	"K03448"
"yHMPu5000034605_Spencermartinsiella_europaea@Seq_1356"	"K06102"
"Naumovozyma_castellii@Seq_1693"	"K00948"
"yHMPu5000034667_Blastobotrys_serpentis@Seq_1397"	"K00122"
"Aspergillus_nidulans@Seq_7008"	"K01464"
"yHAB166_Kazachstania_yakushimaensis@Seq_2361"	"K01530"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3230"	"K14824"
"Saccharomyces_cerevisiae@YBR258C"	"K14969"
"Metschnikowia_matae@Seq_4208"	"K15562"
"yHMPu5000034757_Lipomyces_doorenjongii@Seq_3945"	"K17900"
"yHAB155_Kazachstania_spencerorum@Seq_5452"	"K03841"
"yHMPu5000034761_Lipomyces_lipofer@Seq_2255"	"K00002"
"Aspergillus_nidulans@Seq_4684"	"K12627"
"Saccharomyces_cerevisiae@YNL282W"	"K14522"
"yHMPu5000035279_Tortispora_starmeri@Seq_2941"	"K11244"
"Saccharomyces_cerevisiae@YOL114C"	"K15033"
"Nadsonia_fulvescens_var_elongata@Seq_606"	"K14435"
"Saccharomyces_cerevisiae@YPR086W"	"K03124"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1868"	"K02542"
"Saccharomyces_cerevisiae@YJR082C"	"K11344"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_2132"	"K00966"
"Sporopachydermia_quercuum@Seq_3699"	"K09245"
"yHMPu5000035031_Candida_kruisii@Seq_3890"	"K10592"
"yHMPu5000035681_Candida_gotoi@Seq_2400"	"K06005"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5009"	"K20279"
"Saitoella_complicata@Seq_5239"	"K04574"
"yHMPu5000034893_Ogataea_philodendra@Seq_3209"	"K12733"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2331"	"K11251"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_196"	"K12818"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8691"	"K02503"
"Saccharomyces_cerevisiae@YPL110C"	"K18696"
"Saccharomyces_cerevisiae@YOR299W"	"K19881"
"yHMPu5000035703_Cyberlindnera_americana@Seq_3584"	"K19383"
"Stagonospora_nodorum@Seq_3141"	"K23335"
"Nakaseomyces_bracarensis@Seq_2720"	"K12781"
"yHMPu5000034892_Ogataea_pilisensis@Seq_2547"	"K11422"
"Nakaseomyces_delphensis@Seq_4483"	"K07117"
"yHMPu5000034884_Peterozyma_toletana@Seq_1789"	"K19564"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_5525"	"K08139"
"yHMPu5000035629_Yueomyces_sinensis@Seq_3767"	"K00772"
"yHMPu5000034661_Dipodascus_albidus@Seq_5894"	"K20471"
"yHAB153_Kazachstania_rosinii@Seq_2332"	"K09467"
"yHAB158_Kazachstania_viticola@Seq_1294"	"K08139"
"Metschnikowia_hawaiiensis@Seq_2377"	"K11880"
"Dekkera_bruxellensis@Seq_2196"	"K11321"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_2288"	"K03233"
"Ascoidea_asiatica@Seq_4518"	"K16261"
"yHMPu5000034681_Blastobotrys_americana@Seq_5575"	"K01230"
"Metschnikowia_kipukae@Seq_2523"	"K22493"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701"	"K21802"
"yHMPu5000034862_Zygotorulaspora_florentina@Seq_1776"	"K05535"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5954"	"K03686"
"Candida_homilentoma@Seq_589"	"K08158"
"yHMPu5000035044_Barnettozyma_californica@Seq_3309"	"K16261"
"yHAB160_Kazachstania_kunashirensis@Seq_5081"	"K00355"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_1328"	"K01426"
"Metschnikowia_dekortum@Seq_1432"	"K16261"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1446"	"K21545"
"Spathaspora_girioi@Seq_2153"	"K14834"
"Metschnikowia_matae@Seq_4613"	"K21642"
"Metschnikowia_bicuspidata@Seq_1772"	"K12823"
"Metschnikowia_bowlesiae@Seq_2638"	"K02987"
"yHMPu5000026142_Citeromyces_matritensis@Seq_4799"	"K04802"
"Saccharomyces_cerevisiae@YHR132C"	"K08783"
"Saccharomyces_cerevisiae@YMR129W"	"K18725"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_779"	"K13126"
"Schizosaccharomyces_pombe@Seq_442"	"K21390"
"Candida_apicola@Seq_4461"	"K09467"
"yHMPu5000035335_Candida_blattae@Seq_2737"	"K06009"
"Ambrosiozyma_monospora@Seq_6360"	"K11253"
"Saccharomyces_cerevisiae@YOL002C"	"K07297"
"yHMPu5000041693_Debaryomyces_nepalensis@Seq_1258"	"K03593"
"Alloascoidea_hylecoeti@Seq_5568"	"K19843"
"Stagonospora_nodorum@Seq_7504"	"K10901"
"Schizosaccharomyces_pombe@Seq_2452"	"K11597"
"Coccidioides_immitis@Seq_7698"	"K23504"
"Saitoella_complicata@Seq_4253"	"K00020"
"yHMPu5000035643_Yarrowia_bubula@Seq_3276"	"K03083"
"yHMPu5000026142_Citeromyces_matritensis@Seq_4040"	"K23503"
"Neurospora_crassa@Seq_3362"	"K09270"
"Nadsonia_fulvescens_var_elongata@Seq_331"	"K09047"
"yHMPu5000034903_Ogataea_naganishii@Seq_1648"	"K15631"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_12290"	"K11397"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_153"	"K08139"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3430"	"K08139"
"yHMPu5000035691_Candida_salmanticensis@Seq_3586"	"K10392"
"yHAB159_Kazachstania_solicola@Seq_2359"	"K01895"
"yHMPu5000026256_Zygotorulaspora_mrakii@Seq_898"	"K18626"
"yHMPu5000035244_Candida_incommunis@Seq_4748"	"K10352"
"yHMPu5000034594_Starmera_quercuum@Seq_2042"	"K01113"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_5944"	"K00826"
"yHAB155_Kazachstania_spencerorum@Seq_433"	"K02541"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4247"	"K08675"
"yHMPu5000035659_Saturnispora_dispora@Seq_4459"	"K00908"
"Saccharomyces_cerevisiae@YOL082W"	"K21997"
"Spathaspora_hagerdaliae@Seq_2483"	"K08711"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_429"	"K07088"
"Metschnikowia_mauinuiana@Seq_540"	"K01897"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7091"	"K20360"
"Saccharomyces_cerevisiae@YLR367W"	"K02957"
"Schizosaccharomyces_pombe@Seq_1491"	"K17771"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2198"	"K09525"
"Saccharomyces_cerevisiae@YIL023C"	"K14713"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8387"	"K17974"
"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_2793"	"K21633"
