"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YJR149W"	4662	"2755"	8
"YJR150C"	3188	"583"	2
"YJR151C"	8899	"6179"	25
"YJR151W-A"	403	"400"	3
"YJR152W"	4258	"597"	1
"YJR153W"	2840	"1373"	7
"YJR154W"	2828	"892"	5
"YJR155W"	2345	"349"	3
"YJR156C"	1	"1"	0
"YJR158W"	0	"NA"	NA
"YJR159W"	0	"NA"	NA
"YJR160C"	5	"5"	0
"YJR161C"	1	"1"	0
"YKL224C"	1	"0"	0
"YKL222C"	8185	"3059"	5
"YKL221W"	4420	"2638"	6
"YKL220C"	7689	"2149"	3
"YKL219W"	4575	"2815"	14
"YKL218C"	2677	"1624"	10
"YKL217W"	5066	"1470"	1
"YKL216W"	6730	"1036"	1
"YKL215C"	16927	"2197"	9
"YKL214C"	2522	"1407"	3
"YKL213C"	8047	"2934"	4
"YKL212W"	3756	"549"	3
"YKL211C"	9940	"309"	1
"YKL210W"	17332	"4428"	7
"YKL209C"	27095	"9487"	18
"YKL208W"	6303	"1399"	3
"YKL207W"	4134	"1171"	2
"YKL206C"	750	"224"	0
"YKL205W"	10896	"3450"	5
"YKL204W"	5736	"1418"	1
"YKL203C"	20946	"5125"	6
"YKL201C"	16085	"4267"	15
"YKL198C"	8398	"2994"	10
"YKL197C"	10891	"3983"	10
"YKL196C"	836	"17"	0
"YKL195W"	5330	"3182"	8
"YKL194C"	8125	"2407"	7
"YKL193C"	4754	"619"	2
"YKL192C"	913	"189"	1
"YKL191W"	10843	"2733"	9
"YKL190W"	2295	"5"	0
"YKL189W"	8244	"1073"	1
"YKL188C"	10220	"3422"	10
"YKL187C"	17599	"4941"	9
"YKL186C"	2109	"53"	0
"YKL185W"	5275	"1192"	4
"YKL184W"	13166	"2180"	8
"YKL183C-A"	2928	"885"	4
"YKL183W"	3778	"1492"	3
"YKL182W"	16189	"1799"	5
"YKL181W"	2642	"294"	2
"YKL180W"	3841	"79"	1
"YKL179C"	13746	"4858"	10
"YKL178C"	3846	"549"	2
"YKL176C"	8904	"1722"	4
"YKL175W"	5843	"2098"	7
"YKL174C"	6645	"380"	0
"YKL173W"	16791	"4369"	12
"YKL172W"	3442	"366"	2
"YKL171W"	11630	"3112"	9
"YKL170W"	1002	"52"	0
"YKL168C"	12737	"4437"	14
"YKL167C"	1499	"668"	1
"YKL166C"	2073	"684"	1
"YKL165C"	6413	"917"	2
"YKL164C"	4853	"1393"	2
"YKL163W"	2192	"160"	2
"YKL162C"	9695	"5075"	7
"YKL161C"	4826	"2866"	4
"YKL160W"	641	"21"	0
"YKL159C"	465	"184"	1
"YKL157W"	7714	"2569"	8
"YKL156W"	774	"7"	0
"YKL155C"	4766	"1394"	5
"YKL154W"	1416	"677"	1
"YKL152C"	1148	"5"	0
"YKL151C"	1937	"570"	2
"YKL150W"	3026	"913"	1
"YKL149C"	2806	"870"	4
"YKL148C"	3105	"436"	2
"YKL146W"	5967	"1471"	3
"YKL145W"	3025	"78"	0
"YKL144C"	1987	"56"	0
"YKL143W"	7073	"689"	3
"YKL142W"	810	"52"	0
"YKL141W"	7846	"1356"	4
"YKL140W"	3857	"1726"	4
"YKL139W"	2845	"324"	1
"YKL138C-A"	1249	"6"	0
"YKL138C"	614	"311"	1
"YKL137W"	1093	"515"	2
"YKL135C"	5387	"1927"	8
"YKL134C"	5894	"2519"	10
"YKL133C"	3555	"2199"	6
"YKL132C"	9399	"5241"	9
"YKL130C"	3701	"132"	0
"YKL129C"	13951	"4296"	9
"YKL128C"	2477	"496"	3
"YKL127W"	7256	"2318"	8
"YKL126W"	7398	"1315"	1
"YKL125W"	10570	"2172"	3
"YKL124W"	7662	"1314"	2
"YKL122C"	2714	"729"	2
"YKL121W"	12181	"3562"	11
"YKL120W"	3544	"26"	0
"YKL119C"	5664	"3835"	5
"YKL117W"	4789	"1483"	2
"YKL116C"	8006	"3409"	4
"YKL114C"	2201	"967"	2
"YKL113C"	5549	"111"	0
"YKL112W"	12923	"3271"	8
"YKL110C"	1598	"1210"	2
"YKL109W"	9288	"2625"	5
"YKL108W"	8575	"3376"	9
"YKL107W"	7298	"1772"	3
"YKL106C-A"	792	"692"	1
"YKL106W"	4150	"1244"	5
"YKL105C"	19785	"11906"	22
"YKL104C"	6229	"139"	1
"YKL103C"	5547	"2398"	4
"YKL102C"	2720	"2592"	4
"YKL101W"	27331	"6567"	18
"YKL100C"	8715	"2585"	5
"YKL099C"	305	"143"	0
"YKL098W"	1998	"818"	1
"YKL097C"	2620	"2536"	4
"YKL096C-B"	220	"189"	2
"YKL096W-A"	2068	"512"	1
"YKL096W"	3157	"877"	1
"YKL095W"	3830	"404"	2
"YKL094W"	4845	"1837"	5
"YKL093W"	6260	"2653"	7
"YKL092C"	17725	"4325"	10
"YKL091C"	4222	"1120"	1
"YKL090W"	6966	"3632"	9
"YKL089W"	11283	"2143"	3
"YKL088W"	5368	"1609"	6
"YKL087C"	1987	"1139"	3
"YKL086W"	801	"59"	0
"YKL085W"	1903	"254"	1
"YKL084W"	793	"466"	2
"YKL082C"	1937	"442"	1
"YKL081W"	4454	"1482"	4
"YKL080W"	2023	"81"	0
"YKL079W"	5227	"2471"	7
"YKL078W"	4727	"1696"	4
"YKL077W"	2868	"890"	5
"YKL075C"	1735	"433"	3
"YKL074C"	3396	"1546"	5
"YKL073W"	6332	"2450"	5
"YKL072W"	4915	"1580"	6
"YKL071W"	2040	"1831"	4
"YKL070W"	3123	"2927"	9
"YKL069W"	1749	"810"	1
"YKL068W-A"	1096	"1005"	1
"YKL068W"	37836	"18966"	27
"YKL067W"	4926	"2910"	3
"YKL065W-A"	1409	"60"	0
"YKL065C"	4448	"454"	2
"YKL064W"	4442	"677"	2
"YKL063C"	738	"93"	0
"YKL062W"	4663	"2693"	7
"YKL061W"	274	"134"	0
"YKL060C"	2118	"1546"	5
"YKL059C"	3691	"215"	0
"YKL058W"	103	"9"	0
"YKL057C"	7584	"2848"	7
"YKL056C"	839	"479"	1
"YKL055C"	4702	"2564"	10
"YKL054C"	6168	"3281"	10
"YKL053C-A"	409	"81"	0
"YKL052C"	3565	"2197"	5
"YKL051W"	3860	"1993"	6
"YKL050C"	9290	"5831"	15
"YKL049C"	219	"91"	0
"YKL048C"	2928	"1388"	4
"YKL047W"	4774	"2100"	5
"YKL046C"	6413	"276"	1
"YKL045W"	8373	"845"	2
"YKL044W"	1617	"1536"	7
"YKL043W"	2754	"876"	4
"YKL042W"	2810	"1371"	2
"YKL041W"	1252	"695"	2
"YKL040C"	3433	"1241"	5
"YKL039W"	3380	"677"	4
"YKL038W"	17212	"3191"	12
"YKL037W"	1064	"973"	4
"YKL035W"	2154	"168"	1
"YKL034W"	9634	"2137"	5
"YKL033W-A"	1122	"304"	2
"YKL033W"	14480	"6343"	14
"YKL032C"	6483	"1944"	7
"YKL029C"	14129	"2366"	4
"YKL028W"	9405	"2928"	6
"YKL027W"	4496	"1739"	5
"YKL026C"	1206	"509"	2
"YKL025C"	10265	"3100"	5
"YKL024C"	3760	"1918"	3
"YKL023C-A"	1149	"302"	1
"YKL023W"	2501	"761"	3
"YKL022C"	14158	"3192"	6
"YKL021C"	8568	"2705"	6
"YKL020C"	15705	"4604"	9
"YKL019W"	2449	"382"	2
"YKL018C-A"	899	"723"	2
"YKL018W"	5701	"912"	1
"YKL017C"	12195	"1123"	2
"YKL016C"	1653	"1113"	1
"YKL015W"	19797	"6507"	10
"YKL014C"	25832	"11362"	22
"YKL013C"	1051	"29"	0
"YKL012W"	5087	"2741"	4
"YKL011C"	2761	"196"	0
"YKL010C"	13154	"5594"	14
"YKL009W"	715	"90"	0
"YKL008C"	3720	"116"	0
"YKL007W"	2508	"244"	1
"YKL006C-A"	1525	"8"	0
"YKL006W"	1731	"19"	0
"YKL005C"	6610	"4965"	6
"YKL004W"	1105	"159"	1
"YKL003C"	547	"213"	1
"YKL002W"	1418	"1113"	1
"YKL001C"	676	"21"	0
"YKR001C"	1993	"818"	1
"YKR002W"	2568	"449"	1
"YKR003W"	2295	"1207"	2
"YKR004C"	4793	"736"	6
"YKR005C"	4188	"2660"	12
"YKR006C"	1839	"777"	3
"YKR007W"	410	"176"	1
"YKR008W"	3205	"1959"	7
"YKR009C"	4717	"1842"	5
"YKR010C"	6628	"4279"	26
"YKR011C"	1305	"358"	1
"YKR013W"	1745	"457"	1
"YKR014C"	847	"20"	0
"YKR015C"	13873	"5005"	14
"YKR016W"	5956	"2351"	3
"YKR017C"	2776	"520"	2
"YKR018C"	5663	"1575"	4
"YKR019C"	5054	"2282"	5
"YKR020W"	1485	"233"	1
"YKR021W"	7093	"1532"	3
"YKR022C"	3100	"2232"	5
"YKR023W"	6262	"2769"	10
"YKR024C"	5073	"1752"	6
"YKR025W"	2581	"426"	1
"YKR026C"	436	"17"	0
"YKR027W"	3579	"1772"	8
"YKR028W"	7771	"2338"	5
"YKR029C"	5790	"2261"	11
"YKR030W"	2026	"217"	0
"YKR031C"	29122	"7990"	13
"YKR032W"	1353	"1130"	2
"YKR034W"	3700	"296"	2
"YKR035W-A"	2677	"74"	0
"YKR036C"	9824	"4954"	8
"YKR037C"	6220	"60"	0
"YKR038C"	3448	"772"	2
"YKR039W"	8995	"3180"	10
"YKR041W"	4113	"1941"	6
"YKR042W"	5882	"1020"	3
"YKR043C"	3451	"749"	2
"YKR044W"	8068	"4308"	8
"YKR045C"	1368	"155"	0
"YKR046C"	2450	"197"	1
"YKR048C"	4863	"1736"	4
"YKR049C"	159	"86"	0
"YKR050W"	12277	"4251"	13
"YKR051W"	5837	"677"	1
"YKR052C"	3593	"371"	1
"YKR053C"	1911	"1196"	3
"YKR054C"	44950	"22659"	48
"YKR055W"	3919	"2594"	3
"YKR056W"	10623	"5518"	7
"YKR057W"	2803	"6"	0
"YKR058W"	14665	"7560"	11
"YKR059W"	51	"0"	0
"YKR060W"	4231	"2169"	2
"YKR061W"	6789	"2383"	5
"YKR062W"	2089	"188"	1
"YKR063C"	4949	"1579"	4
"YKR064W"	12639	"6154"	11
"YKR065C"	1706	"664"	2
"YKR066C"	7744	"1984"	4
"YKR067W"	12532	"2689"	4
"YKR068C"	2686	"48"	0
"YKR069W"	9371	"2725"	5
"YKR070W"	2062	"308"	3
"YKR071C"	7566	"2568"	3
"YKR072C"	7074	"2253"	4
"YKR073C"	864	"805"	1
"YKR074W"	2381	"655"	1
"YKR075C"	4874	"2396"	4
"YKR076W"	2651	"457"	3
"YKR077W"	2761	"380"	1
"YKR078W"	10610	"3397"	9
"YKR079C"	10095	"4340"	6
"YKR080W"	1890	"109"	0
"YKR081C"	5721	"843"	1
"YKR082W"	10442	"5315"	9
"YKR083C"	1654	"923"	3
"YKR084C"	7210	"3534"	5
"YKR085C"	3038	"624"	2
"YKR086W"	12477	"3713"	6
"YKR087C"	1689	"677"	1
"YKR088C"	1503	"365"	2
"YKR089C"	7292	"742"	2
"YKR090W"	12768	"5139"	12
"YKR091W"	4243	"2179"	5
"YKR092C"	7615	"1272"	5
"YKR093W"	12374	"3007"	8
"YKR094C"	1273	"1"	0
"YKR095W"	27804	"12220"	22
"YKR095W-A"	266	"43"	0
"YKR096W"	19384	"4469"	13
"YKR097W"	8644	"262"	0
"YKR098C"	11337	"1684"	4
"YKR099W"	7825	"1951"	3
"YKR100C"	3561	"2831"	6
"YKR101W"	5365	"3560"	10
"YKR102W"	4226	"2606"	11
"YKR103W"	9033	"5195"	19
"YKR104W"	3019	"1502"	4
"YKR105C"	35	"35"	0
"YKR106W"	7	"1"	0
"YLL067C"	0	"NA"	NA
"YLL066W-B"	0	"NA"	NA
"YLL066C"	0	"NA"	NA
"YLL064C"	0	"NA"	NA
"YLL063C"	5845	"2839"	6
"YLL062C"	1715	"645"	3
"YLL061W"	10937	"1147"	6
"YLL060C"	5888	"2262"	5
"YLL058W"	15451	"9225"	17
"YLL057C"	3980	"750"	3
"YLL056C"	3815	"2013"	5
"YLL055W"	5841	"690"	1
"YLL054C"	6719	"3587"	11
"YLL053C"	2362	"1040"	4
"YLL052C"	2556	"586"	3
"YLL051C"	5659	"1945"	9
"YLL050C"	1379	"6"	0
"YLL049W"	1654	"1114"	6
"YLL048C"	9751	"2668"	8
"YLL046C"	1803	"594"	1
"YLL045C"	2090	"749"	3
"YLL043W"	6436	"1091"	3
"YLL042C"	1847	"683"	3
"YLL041C"	1063	"247"	2
"YLL040C"	18473	"4878"	15
"YLL039C"	6450	"15"	0
"YLL038C"	3830	"1173"	2
"YLL036C"	8480	"4766"	13
"YLL035W"	6924	"4701"	11
"YLL034C"	8456	"2840"	4
"YLL033W"	2379	"1956"	5
"YLL032C"	9977	"7168"	12
"YLL031C"	11140	"2558"	4
"YLL030C"	2191	"1490"	9
"YLL029W"	10614	"3585"	5
"YLL028W"	7146	"3411"	7
"YLL027W"	3434	"1474"	6
"YLL026W"	7360	"365"	2
"YLL025W"	756	"113"	1
"YLL024C"	2682	"608"	1
"YLL023C"	4747	"2513"	3
"YLL022C"	4801	"2822"	4
"YLL021W"	16468	"9953"	23
"YLL019C"	5375	"1944"	5
"YLL018C-A"	1635	"95"	0
"YLL018C"	5845	"149"	0
"YLL015W"	20803	"7498"	20
"YLL014W"	2563	"1060"	2
"YLL013C"	10841	"4331"	12
"YLL012W"	7933	"3059"	7
"YLL011W"	1960	"143"	1
"YLL010C"	4393	"1774"	6
"YLL009C"	712	"47"	0
"YLL008W"	6663	"2041"	5
"YLL007C"	4588	"1848"	9
"YLL006W-A"	154	"27"	0
"YLL006W"	1256	"260"	0
"YLL005C"	5209	"2407"	8
"YLL004W"	4336	"598"	1
"YLL003W"	7880	"3360"	7
"YLL002W"	2090	"782"	3
"YLL001W"	2170	"176"	0
"YLR001C"	7817	"4183"	14
"YLR002C"	2382	"1599"	4
"YLR003C"	782	"250"	0
"YLR004C"	1695	"185"	0
"YLR005W"	2178	"167"	1
"YLR006C"	3261	"2197"	7
"YLR007W"	3222	"1845"	10
"YLR008C"	1180	"353"	5
"YLR009W"	1044	"79"	0
"YLR010C"	1898	"1041"	3
"YLR011W"	1084	"441"	2
"YLR012C"	609	"60"	0
"YLR013W"	190	"85"	0
"YLR014C"	5686	"2822"	8
"YLR015W"	3251	"1045"	4
"YLR016C"	880	"655"	2
"YLR017W"	3114	"57"	0
"YLR018C"	3885	"1567"	5
"YLR019W"	2971	"1366"	6
"YLR020C"	4406	"814"	2
"YLR021W"	946	"443"	4
"YLR022C"	936	"130"	0
"YLR023C"	3771	"2119"	6
"YLR024C"	9534	"5346"	15
"YLR025W"	843	"37"	0
"YLR026C"	1769	"465"	3
"YLR027C"	5330	"2662"	3
"YLR028C"	4526	"1155"	2
"YLR029C"	1379	"436"	1
"YLR030W"	2344	"1698"	10
"YLR031W"	1033	"235"	1
"YLR032W"	12474	"4672"	18
"YLR033W"	4235	"2043"	5
"YLR034C"	6347	"186"	1
"YLR035C"	8191	"4863"	14
"YLR036C"	1032	"304"	1
"YLR037C"	327	"140"	0
"YLR038C"	90	"5"	0
"YLR039C"	11921	"2449"	6
"YLR040C"	2817	"1266"	5
"YLR042C"	1557	"619"	2
"YLR043C"	84	"58"	0
"YLR044C"	1375	"498"	2
"YLR045C"	10229	"3382"	7
"YLR046C"	6404	"2130"	6
"YLR047C"	6872	"2440"	6
"YLR048W"	1969	"20"	0
"YLR049C"	6923	"264"	0
"YLR050C"	2254	"1145"	2
"YLR051C"	5356	"1316"	2
"YLR052W"	6441	"1457"	2
"YLR053C"	1653	"1606"	2
"YLR054C"	14758	"5643"	10
"YLR055C"	3207	"2039"	6
"YLR056W"	2294	"1090"	1
"YLR057W"	15585	"7885"	17
"YLR058C"	4027	"111"	1
"YLR059C"	4094	"1788"	4
"YLR060W"	5013	"914"	2
"YLR061W"	2433	"3"	0
"YLR063W"	3570	"359"	1
"YLR064W"	2479	"211"	1
"YLR065C"	4810	"1184"	1
"YLR066W"	1317	"93"	0
"YLR067C"	9166	"2439"	6
"YLR068W"	1070	"540"	1
"YLR069C"	9712	"1582"	3
"YLR070C"	4605	"2853"	3
"YLR071C"	15511	"5863"	8
"YLR072W"	10336	"2880"	5
"YLR073C"	2331	"78"	0
"YLR074C"	3852	"1713"	3
"YLR075W"	204	"60"	0
"YLR077W"	9295	"2317"	5
"YLR078C"	3193	"125"	0
"YLR079W"	3876	"2318"	3
"YLR080W"	7157	"1502"	4
"YLR081W"	8000	"2489"	5
"YLR082C"	5605	"2264"	5
"YLR083C"	9711	"1929"	4
"YLR084C"	13681	"6892"	17
"YLR085C"	4638	"727"	2
"YLR086W"	21314	"10020"	18
"YLR087C"	35154	"8216"	19
"YLR088W"	8597	"2049"	6
"YLR089C"	6141	"303"	0
"YLR090W"	9969	"2878"	7
"YLR091W"	2320	"1122"	2
"YLR092W"	12050	"3407"	6
"YLR093C"	3664	"1162"	1
"YLR094C"	5395	"1525"	6
"YLR095C"	11492	"4194"	8
"YLR096W"	7337	"1558"	5
"YLR097C"	2775	"790"	2
"YLR098C"	5338	"913"	3
"YLR099C"	5152	"834"	2
"YLR099W-A"	470	"64"	0
"YLR100W"	3882	"1028"	1
"YLR102C"	1613	"197"	0
"YLR103C"	7348	"2431"	9
"YLR104W"	895	"391"	1
"YLR105C"	2548	"369"	0
"YLR106C"	32799	"14340"	32
"YLR107W"	4380	"2131"	4
"YLR108C"	6531	"5207"	12
"YLR109W"	792	"23"	0
"YLR110C"	1267	"463"	2
"YLR111W"	1945	"1311"	3
"YLR112W"	965	"905"	2
"YLR113W"	2395	"587"	2
"YLR114C"	8111	"2703"	9
"YLR115W"	8359	"2415"	10
"YLR116W"	3610	"1391"	5
"YLR117C"	7850	"3573"	12
"YLR118C"	1225	"552"	2
"YLR119W"	2850	"1144"	4
"YLR120C"	3410	"502"	2
"YLR121C"	10235	"1970"	3
"YLR122C"	3346	"2120"	11
"YLR125W"	779	"598"	3
"YLR126C"	2502	"504"	5
"YLR127C"	6773	"2271"	11
"YLR128W"	3119	"1580"	4
"YLR129W"	5273	"1807"	4
"YLR130C"	5740	"2600"	11
"YLR131C"	5721	"3702"	10
"YLR132C"	3407	"1749"	7
"YLR133W"	3078	"1860"	3
"YLR134W"	4974	"620"	1
"YLR135W"	3695	"2187"	7
"YLR136C"	1389	"333"	1
"YLR137W"	3035	"1931"	4
"YLR138W"	5698	"867"	3
"YLR139C"	4688	"1707"	7
"YLR141W"	3736	"2775"	6
"YLR142W"	2203	"1080"	5
"YLR143W"	3850	"2407"	8
"YLR144C"	4963	"2428"	6
"YLR145W"	534	"286"	1
"YLR146C"	1928	"582"	3
"YLR146W-A"	525	"199"	2
"YLR147C"	931	"4"	0
"YLR148W"	9220	"2038"	8
"YLR149C"	6428	"2758"	8
"YLR150W"	1101	"538"	1
"YLR151C"	1006	"545"	2
"YLR152C"	6857	"3834"	6
"YLR153C"	3992	"1543"	3
"YLR154C"	922	"537"	2
"YLR154W-C"	0	"NA"	NA
"YLR154C-G"	0	"NA"	NA
"YLR154C-H"	0	"NA"	NA
"YLR155C"	0	"NA"	NA
"YLR156W"	0	"NA"	NA
"YLR156C-A"	0	"NA"	NA
"YLR157C"	0	"NA"	NA
"YLR157W-D"	0	"NA"	NA
"YLR157W-E"	0	"NA"	NA
"YLR157C-C"	0	"NA"	NA
"YLR158C"	0	"NA"	NA
"YLR159W"	0	"NA"	NA
"YLR159C-A"	0	"NA"	NA
"YLR160C"	0	"NA"	NA
"YLR161W"	0	"NA"	NA
"YLR162W"	48	"2"	0
"YLR162W-A"	1526	"1503"	4
"YLR163C"	2584	"758"	1
"YLR164W"	1784	"108"	0
"YLR165C"	3307	"3016"	6
"YLR166C"	6854	"665"	3
"YLR167W"	112	"36"	0
"YLR168C"	1633	"105"	0
"YLR170C"	2536	"1028"	1
"YLR172C"	3165	"124"	0
"YLR173W"	15252	"6289"	12
"YLR174W"	5806	"119"	0
"YLR175W"	4010	"823"	1
"YLR176C"	19365	"3238"	6
"YLR177W"	6894	"1939"	5
"YLR178C"	2284	"843"	2
"YLR179C"	1658	"1426"	2
"YLR180W"	4643	"158"	1
"YLR181C"	4576	"2548"	4
"YLR182W"	11027	"3391"	8
"YLR183C"	4645	"1319"	4
"YLR185W"	2514	"1"	0
"YLR186W"	208	"50"	0
"YLR187W"	19849	"6567"	14
"YLR188W"	11889	"3556"	10
"YLR189C"	15889	"2913"	5
"YLR190W"	4541	"1046"	2
"YLR191W"	2677	"800"	3
"YLR192C"	673	"159"	0
"YLR193C"	1083	"98"	1
"YLR194C"	2999	"1236"	4
"YLR195C"	2538	"1590"	3
"YLR196W"	5773	"2931"	6
"YLR197W"	2165	"659"	1
"YLR199C"	3615	"1348"	2
"YLR200W"	1157	"916"	1
"YLR201C"	2179	"432"	1
"YLR203C"	3669	"1049"	3
"YLR204W"	1180	"143"	1
"YLR205C"	5436	"1167"	5
"YLR206W"	9837	"1131"	6
"YLR207W"	11187	"2813"	9
"YLR208W"	2380	"109"	0
"YLR209C"	430	"123"	0
"YLR210W"	5312	"1462"	2
"YLR211C"	1280	"327"	1
"YLR212C"	3104	"333"	2
"YLR213C"	1928	"586"	5
"YLR214W"	4863	"1740"	4
"YLR215C"	6015	"1957"	5
"YLR216C"	4250	"2210"	2
"YLR218C"	1562	"1064"	4
"YLR219W"	9282	"3948"	16
"YLR220W"	1799	"449"	4
"YLR221C"	1252	"961"	6
"YLR222C"	4869	"1837"	7
"YLR223C"	4807	"1645"	4
"YLR224W"	1466	"723"	1
"YLR225C"	1718	"156"	0
"YLR226W"	2140	"984"	2
"YLR227C"	5189	"3195"	5
"YLR228C"	6134	"2146"	10
"YLR229C"	868	"497"	1
"YLR231C"	5161	"333"	2
"YLR233C"	29628	"10147"	21
"YLR234W"	7489	"1721"	4
"YLR236C"	3351	"2249"	3
"YLR237W"	16593	"3980"	10
"YLR238W"	2369	"772"	2
"YLR239C"	2588	"562"	3
"YLR240W"	10017	"365"	0
"YLR241W"	7914	"317"	2
"YLR242C"	5030	"183"	0
"YLR243W"	1007	"55"	0
"YLR244C"	414	"84"	1
"YLR245C"	274	"94"	1
"YLR246W"	5403	"3017"	3
"YLR247C"	21780	"10426"	21
"YLR248W"	8486	"1572"	6
"YLR249W"	4717	"906"	1
"YLR250W"	982	"42"	0
"YLR251W"	2196	"398"	1
"YLR253W"	5073	"878"	1
"YLR254C"	1397	"400"	2
"YLR255C"	776	"508"	2
"YLR256W"	20151	"3826"	12
"YLR257W"	1749	"666"	2
"YLR258W"	10175	"916"	4
"YLR259C"	5766	"105"	0
"YLR260W"	4933	"745"	4
"YLR261C"	2072	"1960"	4
"YLR262C"	75	"2"	0
"YLR262C-A"	156	"18"	0
"YLR263W"	23511	"11394"	20
"YLR264W"	729	"4"	0
"YLR264C-A"	877	"848"	2
"YLR265C"	8374	"5788"	12
"YLR266C"	15313	"7966"	17
"YLR267W"	10458	"3825"	7
"YLR268W"	1654	"74"	0
"YLR270W"	3445	"124"	0
"YLR271W"	5905	"3010"	8
"YLR272C"	18038	"1616"	3
"YLR273C"	17758	"10127"	16
"YLR274W"	11548	"249"	0
"YLR275W"	377	"50"	0
"YLR276C"	3319	"337"	1
"YLR277C"	5654	"579"	2
"YLR278C"	19793	"3519"	8
"YLR281C"	2365	"206"	1
"YLR283W"	5961	"992"	2
"YLR284C"	8422	"1138"	1
"YLR285W"	3493	"2146"	4
"YLR285C-A"	1653	"716"	1
"YLR286C"	13856	"4677"	11
"YLR287C"	7074	"3040"	4
"YLR287C-A"	4130	"571"	1
"YLR288C"	14822	"1413"	2
"YLR289W"	12388	"1052"	3
"YLR290C"	5121	"754"	1
"YLR291C"	8109	"725"	2
"YLR292C"	1829	"790"	1
"YLR293C"	1243	"40"	0
"YLR295C"	2543	"753"	1
"YLR296W"	4189	"4137"	7
"YLR297W"	536	"329"	3
"YLR298C"	1640	"690"	4
"YLR299W"	9753	"1317"	3
"YLR300W"	4242	"103"	0
"YLR301W"	2091	"1274"	2
"YLR302C"	1998	"1607"	4
"YLR303W"	2249	"587"	3
"YLR304C"	6327	"231"	0
"YLR305C"	23928	"5715"	10
"YLR306W"	3621	"555"	3
"YLR307W"	3917	"1687"	3
"YLR307C-A"	168	"101"	0
"YLR308W"	6105	"1881"	4
"YLR309C"	12924	"4146"	9
"YLR310C"	15649	"5825"	11
"YLR312C"	8604	"4297"	8
"YLR312W-A"	5443	"1042"	1
"YLR313C"	11747	"8160"	21
"YLR314C"	7581	"818"	1
"YLR315W"	1230	"194"	1
"YLR316C"	8905	"2995"	4
"YLR318W"	7146	"2909"	7
"YLR319C"	9118	"2907"	7
"YLR320W"	9959	"2594"	7
"YLR321C"	3558	"495"	2
"YLR323C"	1946	"400"	3
"YLR324W"	7088	"3085"	6
"YLR325C"	25	"5"	0
"YLR326W"	2619	"615"	2
"YLR327C"	168	"58"	1
"YLR328W"	3176	"734"	2
"YLR329W"	8140	"2826"	4
"YLR330W"	15043	"8300"	16
"YLR331C"	2066	"1012"	6
"YLR332W"	2789	"307"	0
"YLR333C"	32	"3"	0
"YLR335W"	13624	"5539"	9
"YLR336C"	9126	"4803"	9
"YLR337C"	18075	"6241"	14
"YLR340W"	2784	"2041"	5
"YLR341W"	20092	"10814"	23
"YLR342W"	43359	"8186"	21
"YLR342W-A"	812	"707"	1
"YLR343W"	19504	"8959"	17
"YLR344W"	9604	"986"	1
"YLR345W"	10953	"1289"	3
"YLR346C"	3246	"1448"	4
"YLR347C"	9489	"597"	1
"YLR348C"	1392	"351"	1
"YLR350W"	3115	"478"	2
"YLR351C"	5209	"875"	3
"YLR352W"	13035	"1238"	3
"YLR353W"	13471	"5257"	11
"YLR354C"	1145	"130"	0
"YLR355C"	488	"184"	1
"YLR356W"	3750	"2243"	3
"YLR357W"	7178	"2306"	4
"YLR358C"	789	"761"	1
"YLR359W"	3995	"157"	0
"YLR360W"	4393	"1240"	2
"YLR361C"	7365	"3303"	7
"YLR361C-A"	5161	"2878"	4
"YLR362W"	10526	"2783"	5
"YLR363C"	1752	"910"	1
"YLR363W-A"	325	"41"	0
"YLR364W"	830	"83"	0
"YLR365W"	3637	"3403"	5
"YLR367W"	2756	"38"	0
"YLR368W"	8734	"3685"	6
"YLR369W"	6800	"2979"	6
"YLR370C"	2258	"91"	0
"YLR371W"	15662	"1528"	3
"YLR372W"	1038	"586"	2
"YLR373C"	10856	"3223"	11
"YLR375W"	4654	"512"	2
"YLR376C"	2572	"847"	2
"YLR377C"	9443	"241"	1
"YLR378C"	3235	"131"	0
"YLR380W"	3384	"212"	0
"YLR381W"	11519	"5272"	11
"YLR382C"	9748	"2691"	5
"YLR383W"	19770	"6451"	9
"YLR384C"	20029	"4142"	6
"YLR385C"	3094	"1756"	3
"YLR386W"	11424	"1482"	2
"YLR387C"	1188	"351"	1
"YLR388W"	25	"7"	0
"YLR389C"	15757	"6652"	10
"YLR390W"	942	"562"	2
"YLR390W-A"	2871	"136"	0
"YLR392C"	6092	"4251"	6
"YLR393W"	1065	"816"	3
"YLR394W"	5112	"2892"	5
"YLR395C"	257	"156"	1
"YLR396C"	8940	"2228"	4
"YLR397C"	11382	"1001"	3
"YLR398C"	11638	"3655"	5
"YLR399C"	11519	"4096"	6
"YLR401C"	9238	"1670"	3
"YLR403W"	9487	"4687"	7
"YLR404W"	681	"189"	1
"YLR405W"	5752	"2329"	4
"YLR406C"	1150	"14"	0
"YLR406C-A"	598	"86"	0
"YLR407W"	2483	"536"	2
"YLR408C"	2069	"1474"	4
"YLR409C"	12822	"3149"	10
"YLR410W"	14739	"2171"	4
"YLR411W"	2674	"1009"	1
"YLR412W"	3941	"2079"	3
"YLR412C-A"	664	"599"	2
"YLR413W"	8867	"2962"	5
"YLR414C"	3001	"531"	2
"YLR415C"	1428	"1370"	9
