	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
OG0000023	YOR003W	maker-NODE_282_length_1105_cov_54.9867_ID_177440-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_282_length_1105_cov_54.9867_ID_177440-snap-gene-0.1&CDS=1-1041, snap_masked-NODE_150_length_17371_cov_32.0316_ID_38713-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_150_length_17371_cov_32.0316_ID_38713-processed-gene-0.12&CDS=1-1182, snap_masked-NODE_191_length_8871_cov_35.2959_ID_31839-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_191_length_8871_cov_35.2959_ID_31839-processed-gene-0.3&CDS=1-1179, snap_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.25&CDS=1-1443, snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.152&CDS=1-1416
OG0000024	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.20&CDS=1-4656
OG0000025	YBL089W, YER119C, YIL088C	snap_masked-NODE_110_length_36453_cov_15.3143_ID_19504-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_110_length_36453_cov_15.3143_ID_19504-processed-gene-0.11&CDS=1-1314, snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.27&CDS=1-1395
OG0000026	YBR010W, YNL031C	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.63&CDS=1-408, snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.165&CDS=1-408, snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.16&CDS=1-408
OG0000027	YBR015C, YJL186W	genemark-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.194-mRNA-1_1&gene=genemark-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.194&CDS=1-1692, snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.0&CDS=1-2799, snap_masked-NODE_194_length_8748_cov_18.524_ID_26438-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_194_length_8748_cov_18.524_ID_26438-processed-gene-0.0&CDS=1-1767
OG0000028	YBR033W, YKL038W	augustus_masked-NODE_236_length_3039_cov_30.7098_ID_30322-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_236_length_3039_cov_30.7098_ID_30322-processed-gene-0.2&CDS=1-2154, genemark-NODE_225_length_3847_cov_34.9428_ID_30266-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_225_length_3847_cov_34.9428_ID_30266-processed-gene-0.5&CDS=1-2175, snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.44&CDS=1-2925
OG0000029	YBR293W, YMR088C	snap_masked-NODE_103_length_38898_cov_22.1995_ID_25639-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_103_length_38898_cov_22.1995_ID_25639-processed-gene-0.48&CDS=1-1686, snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.18&CDS=1-1794, snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.49&CDS=1-1845
OG0000030	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.97&CDS=1-1863
OG0000031	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.98&CDS=1-1743
OG0000032	YCL024W, YDR507C, YKL101W	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.226-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.226&CDS=1-4173, snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.110&CDS=1-4197
OG0000033	YCR037C, YJL198W, YNR013C	snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.80&CDS=1-2547, snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.38&CDS=1-2805
OG0000034	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.253-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.253&CDS=1-1017
OG0000035	YDR038C, YDR039C, YDR040C	maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-2.118-mRNA-1_1&gene=maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-2.118&CDS=1-3345, snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.95&CDS=1-3303
OG0000036	YDR242W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.87&CDS=1-1620, snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.111&CDS=1-1650, snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.56&CDS=1-1359, snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.48&CDS=1-1650
OG0000037	YDR253C, YGR067C, YPL038W	genemark-NODE_160_length_14721_cov_18.7326_ID_25837-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_160_length_14721_cov_18.7326_ID_25837-processed-gene-0.6&CDS=1-2403, snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.53&CDS=1-1353
OG0000038	YDR326C, YFL042C, YHR080C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.28&CDS=1-3183, snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.69&CDS=1-2625
OG0000039	YDR380W, YLR044C	snap_masked-NODE_176_length_12278_cov_17.0782_ID_26257-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_176_length_12278_cov_17.0782_ID_26257-processed-gene-0.10&CDS=1-1689, snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.96&CDS=1-1863, snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.85&CDS=1-1767
OG0000040	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.17&CDS=1-702
OG0000041	YER015W	augustus_masked-NODE_216_length_5080_cov_19.2718_ID_27720-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_216_length_5080_cov_19.2718_ID_27720-processed-gene-0.1&CDS=1-2178, snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.89&CDS=1-2265, snap_masked-NODE_72_length_54127_cov_16.1238_ID_17706-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_72_length_54127_cov_16.1238_ID_17706-processed-gene-0.64&CDS=1-2202, snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.59&CDS=1-2199
OG0000042	YER045C, YIL036W, YNL167C	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.157&CDS=1-1095, snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_45_length_92142_cov_16.7978_ID_20267-processed-gene-0.111&CDS=1-1995
OG0000043	YER056C, YER060W, YER060W-A	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.124&CDS=1-1557, snap_masked-NODE_83_length_47882_cov_17.9364_ID_18193-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_83_length_47882_cov_17.9364_ID_18193-processed-gene-0.14&CDS=1-1530
OG0000044	YFR032C, YIR001C	maker-NODE_13_length_179126_cov_16.6208_ID_16477-snap-gene-0.237-mRNA-1_1&gene=maker-NODE_13_length_179126_cov_16.6208_ID_16477-snap-gene-0.237&CDS=1-837, snap_masked-NODE_117_length_33968_cov_26.8801_ID_21843-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_117_length_33968_cov_26.8801_ID_21843-processed-gene-0.33&CDS=1-615, snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.118&CDS=1-546
OG0000045	YGL257C, YNR059W	augustus_masked-NODE_244_length_2374_cov_17.8883_ID_177320-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_244_length_2374_cov_17.8883_ID_177320-processed-gene-0.1&CDS=1-1386, snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.18&CDS=1-1716, snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.43&CDS=1-2673
OG0000046	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.81&CDS=1-3585
OG0000047	YGR192C, YJL052W, YJR009C	snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.166&CDS=1-996, snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.53&CDS=1-1002
OG0000048	YGR197C, YJR015W	genemark-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.23&CDS=1-1551, genemark-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.53&CDS=1-1899, snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.16&CDS=1-1545
OG0000049	YIL120W, YIL121W, YNL065W	snap_masked-NODE_44_length_93205_cov_17.6086_ID_19683-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_44_length_93205_cov_17.6086_ID_19683-processed-gene-0.77&CDS=1-1452, snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.42&CDS=1-1641
OG0000050	YIL166C	snap_masked-NODE_129_length_27369_cov_28.9528_ID_24194-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_129_length_27369_cov_28.9528_ID_24194-processed-gene-0.5&CDS=1-1707, snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.110&CDS=1-1650, snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.3&CDS=1-1662, snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.44&CDS=1-1653
OG0000051	YJL079C, YKR013W	genemark-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.0&CDS=1-627, snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.53&CDS=1-1059, snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.62&CDS=1-849
OG0000052	YJL089W, YMR280C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.3&CDS=1-3069, snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.38&CDS=1-1293, snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.23&CDS=1-3390
OG0000053	YJL116C, YKR042W, YNL066W	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.29&CDS=1-1158, snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.4&CDS=1-1173
OG0000054	YJL172W, YOL153C	augustus_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.8&CDS=1-1713, snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.204&CDS=1-1746, snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.83&CDS=1-1791
OG0000055	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
OG0000056	YLR343W, YMR307W	genemark-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.164&CDS=1-1602, snap_masked-NODE_126_length_29002_cov_16.3227_ID_20596-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_126_length_29002_cov_16.3227_ID_20596-processed-gene-0.14&CDS=1-1626, snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.86&CDS=1-1653
OG0000057	YMR008C, YOL011W	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.39&CDS=1-2166, snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.83&CDS=1-1977, snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.89&CDS=1-1920
OG0000058	YPR159W	snap_masked-NODE_166_length_13686_cov_17.1971_ID_24180-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_166_length_13686_cov_17.1971_ID_24180-processed-gene-0.15&CDS=1-1968, snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.78&CDS=1-2061, snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.68&CDS=1-1887, snap_masked-NODE_60_length_67036_cov_16.5396_ID_22534-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_60_length_67036_cov_16.5396_ID_22534-processed-gene-0.36&CDS=1-1998
OG0000059	YAL054C, YLR153C	snap_masked-NODE_105_length_38056_cov_19.2652_ID_22360-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_105_length_38056_cov_19.2652_ID_22360-processed-gene-0.24&CDS=1-2013, snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.26&CDS=1-2037
OG0000060	YAR035W, YER024W	snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.17&CDS=1-2634, snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.14&CDS=1-2364
OG0000061	YBL002W, YDR224C	snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.109&CDS=1-390, snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.21&CDS=1-390
OG0000062	YBL003C, YDR225W	snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.71&CDS=1-393, snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.1&CDS=1-390
OG0000063	YBR002C, YMR101C	genemark-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.10&CDS=1-924, snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.49&CDS=1-1017
OG0000064	YBR009C, YNL030W	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.29&CDS=1-309, snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.195&CDS=1-309
OG0000065	YBR021W, YIR028W	maker-NODE_1_length_317107_cov_21.5492_ID_27152-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_1_length_317107_cov_21.5492_ID_27152-augustus-gene-1.0&CDS=1-3294, snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.32&CDS=1-1791
OG0000066	YBR025C, YHL014C	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.39&CDS=1-1206, snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.44&CDS=1-1188
OG0000067	YBR155W, YCR060W	snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.25&CDS=1-1179, snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.8&CDS=1-960
OG0000068	YBR239C, YJL103C	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.43&CDS=1-1542, snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.154&CDS=1-1671
OG0000069	YBR245C, YOR304W	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.195&CDS=1-3156, snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.110&CDS=1-3102
OG0000070	YBR249C, YDR035W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.110&CDS=1-1125, snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.103&CDS=1-1098
OG0000071	YBR263W, YLR058C	snap_masked-NODE_146_length_18238_cov_17.0172_ID_23261-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_146_length_18238_cov_17.0172_ID_23261-processed-gene-0.25&CDS=1-1410, snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.131&CDS=1-1482
OG0000072	YCL036W, YDR514C	augustus_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.173&CDS=1-861, snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.93&CDS=1-1164
OG0000073	YCL064C, YIL167W	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.156&CDS=1-987, snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.92&CDS=1-1053
OG0000074	YCR010C, YNR002C	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.34&CDS=1-774, snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.171-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.171&CDS=1-786
