	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
OG0000026	YBL016W, YHR030C, YJL106W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.172&CDS=1-1122, augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.63&CDS=1-1395, augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.3&CDS=1-1290
OG0000027	YBR142W, YJL033W, YMR290C	augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.162&CDS=1-2268, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.6&CDS=1-1464, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.7&CDS=1-2046
OG0000028	YCR106W, YKR064W, YLL054C, YOR363C	augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.48&CDS=1-2115, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.200&CDS=1-2598
OG0000029	YDL048C, YDR463W, YHR006W, YLR375W	augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.16&CDS=1-1902, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.36&CDS=1-1431
OG0000030	YDL159W, YJL128C, YOR231W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.239&CDS=1-1128, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.19&CDS=1-1635, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.97&CDS=1-1137
OG0000031	YDL216C, YFR004W, YLR073C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.36&CDS=1-1248, augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.59&CDS=1-852, augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.181&CDS=1-936
OG0000032	YDR135C, YGR281W, YLL048C	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.74&CDS=1-4503, augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.141&CDS=1-4230, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.135&CDS=1-4905
OG0000033	YDR257C, YHL039W, YPL208W	genemark-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.30&CDS=1-1233, snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.127&CDS=1-1563, snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.147&CDS=1-642
OG0000034	YDR524C, YGL181W, YIL044C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.36&CDS=1-1653, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.1&CDS=1-3165, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.23&CDS=1-1179
OG0000035	YER015W, YIL009W, YMR246W, YOR317W	augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.47&CDS=1-2157, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.127&CDS=1-2127
OG0000036	YFL039C, YLR085C, YOR303W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.68&CDS=1-2403, augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.75&CDS=1-1179, genemark-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.217-mRNA-1_1&gene=genemark-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.217&CDS=1-1140
OG0000037	YGL003C, YGL116W, YGR225W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.132&CDS=1-1335, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.42&CDS=1-1473, genemark-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.277-mRNA-1_1&gene=genemark-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.277&CDS=1-1578
OG0000038	YGR096W, YNL083W, YPR011C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.7&CDS=1-1578, augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.24&CDS=1-1023, augustus_masked-NODE_57_length_32135_cov_15.1454_ID_12067-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_57_length_32135_cov_15.1454_ID_12067-processed-gene-0.36&CDS=1-927
OG0000039	YGR100W, YMR192W, YPL249C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.201&CDS=1-1818, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.106&CDS=1-2712, genemark-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.1&CDS=1-2331
OG0000040	YHR065C, YHR169W, YNR038W	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.182&CDS=1-1263, augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.198&CDS=1-1548, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.131&CDS=1-1326
OG0000041	YIL107C, YJL155C, YLR345W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.154&CDS=1-3543, augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.201&CDS=1-1491, maker-NODE_11_length_292204_cov_10.5323_ID_7970-augustus-gene-1.214-mRNA-1_1&gene=maker-NODE_11_length_292204_cov_10.5323_ID_7970-augustus-gene-1.214&CDS=1-1320
OG0000042	YKL055C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.17&CDS=1-717, augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.17&CDS=1-759, augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.121&CDS=1-837, augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.64&CDS=1-864, augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.66&CDS=1-798
OG0000043	YKL221W, YOL119C, YOR306C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.114&CDS=1-1485, augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.136&CDS=1-1338, genemark-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.33&CDS=1-1446
OG0000044	YKR089C, YMR313C, YOR081C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.267-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.267&CDS=1-1554, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.101&CDS=1-1935, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.68&CDS=1-2049
OG0000045	YAL023C, YDL093W, YDL095W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.85&CDS=1-2205, maker-NODE_12_length_274470_cov_11.5893_ID_6473-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_12_length_274470_cov_11.5893_ID_6473-augustus-gene-0.5&CDS=1-3960
OG0000046	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.116&CDS=1-4395
OG0000047	YBR038W, YNL192W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.206&CDS=1-2973, augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.77&CDS=1-2805, genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.23&CDS=1-2973
OG0000048	YBR126C, YML100W, YMR261C	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.64&CDS=1-1422, augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.50&CDS=1-2814
OG0000049	YBR140C, YKL092C, YOL081W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.32&CDS=1-3057, augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.38&CDS=1-2220
OG0000050	YBR145W, YMR083W, YMR303C, YOL086C	maker-NODE_40_length_66930_cov_9.42058_ID_7647-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_40_length_66930_cov_9.42058_ID_7647-snap-gene-0.0&CDS=1-2139
OG0000051	YBR182C, YMR042W, YPL089C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.20&CDS=1-1701, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.93&CDS=1-726
OG0000052	YBR260C, YDR379W, YOR127W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.91&CDS=1-2892, augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.107&CDS=1-1743
OG0000053	YCR027C, YOR101W	augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.13&CDS=1-609, augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.128&CDS=1-552, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.166&CDS=1-660
OG0000054	YCR045C, YEL060C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.34&CDS=1-1539, augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.127&CDS=1-1071, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.58&CDS=1-1581
OG0000055	YCR065W, YIL131C, YNL068C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.90&CDS=1-2445, genemark-NODE_39_length_68645_cov_16.4678_ID_8572-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_39_length_68645_cov_16.4678_ID_8572-processed-gene-0.11&CDS=1-1644
OG0000056	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.127&CDS=1-1041, genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.119&CDS=1-1170
OG0000057	YDL042C, YOL068C, YPL015C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.25&CDS=1-1323, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.82&CDS=1-993
OG0000058	YDL210W, YGL077C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.84&CDS=1-1581, augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.33&CDS=1-1737, snap_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.212-mRNA-1_1&gene=snap_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.212&CDS=1-1680
OG0000059	YDR243C, YNL112W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.158&CDS=1-2385, augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.33&CDS=1-1677, genemark-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.209-mRNA-1_1&gene=genemark-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.209&CDS=1-1647
OG0000060	YDR247W, YHR082C, YPL026C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.47&CDS=1-1698, augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.16&CDS=1-1719
OG0000061	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-NODE_63_length_17456_cov_30.6226_ID_9104-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_63_length_17456_cov_30.6226_ID_9104-processed-gene-0.21&CDS=1-1032
OG0000062	YEL006W, YIL006W, YIL134W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.64&CDS=1-1005, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.73&CDS=1-852
OG0000063	YFL004W, YJL012C, YPL019C	augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.143&CDS=1-2322, augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.34&CDS=1-2061
OG0000064	YFL037W, YLR212C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.118&CDS=1-1359, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.28&CDS=1-1320, maker-NODE_1_length_530835_cov_11.0226_ID_5813-augustus-gene-4.144-mRNA-1_1&gene=maker-NODE_1_length_530835_cov_11.0226_ID_5813-augustus-gene-4.144&CDS=1-1368
OG0000065	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.105&CDS=1-1854, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.43&CDS=1-2208
OG0000066	YGL134W, YIL050W, YPL219W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.118&CDS=1-777, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.158&CDS=1-1002
OG0000067	YGR056W, YKR008W, YLR357W	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.15&CDS=1-2079, augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.210&CDS=1-1620
OG0000068	YGR189C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.83&CDS=1-1137, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.250&CDS=1-1218, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.36&CDS=1-1182, genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.151&CDS=1-993
OG0000069	YGR263C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.60&CDS=1-2250, augustus_masked-NODE_43_length_62223_cov_26.2295_ID_7310-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_43_length_62223_cov_26.2295_ID_7310-processed-gene-0.67&CDS=1-1002, augustus_masked-NODE_61_length_23706_cov_17.2317_ID_8766-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_61_length_23706_cov_17.2317_ID_8766-processed-gene-0.24&CDS=1-1173, snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.33&CDS=1-1050
