	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
OG0000464	YAL009W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.142&CDS=1-1191
OG0000465	YAL010C	genemark-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.197-mRNA-1_1&gene=genemark-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.197&CDS=1-1047
OG0000466	YAL011W	maker-NODE_10_length_488516_cov_19.456_ID_19-snap-gene-3.116-mRNA-1_1&gene=maker-NODE_10_length_488516_cov_19.456_ID_19-snap-gene-3.116&CDS=1-2685
OG0000467	YAL013W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.78&CDS=1-1014
OG0000468	YAL016W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.67&CDS=1-1872
OG0000469	YAL019W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.143&CDS=1-3129
OG0000470	YAL020C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.106&CDS=1-1101
OG0000471	YAL021C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.124&CDS=1-3534
OG0000472	YAL022C	maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-6.93-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-6.93&CDS=1-2130
OG0000473	YAL024C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.40&CDS=1-3681
OG0000474	YAL025C	maker-NODE_7_length_761518_cov_19.0131_ID_13-augustus-gene-3.6-mRNA-1_1&gene=maker-NODE_7_length_761518_cov_19.0131_ID_13-augustus-gene-3.6&CDS=1-882
OG0000475	YAL026C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.100&CDS=1-3978
OG0000476	YAL033W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.81&CDS=1-495
OG0000477	YAL034W-A	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.258-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.258&CDS=1-954
OG0000478	YAL035W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.154&CDS=1-3069
OG0000479	YAL036C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.134&CDS=1-1101
OG0000480	YAL038W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.40&CDS=1-1515
OG0000481	YAL039C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.71&CDS=1-780
OG0000482	YAL042W	maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-3.113-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-3.113&CDS=1-3021
OG0000483	YAL043C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.77&CDS=1-2241
OG0000484	YAL044C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.24&CDS=1-555
OG0000485	YAL044W-A	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.150&CDS=1-396
OG0000486	YAL046C	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.19&CDS=1-360
OG0000487	YAL048C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.73&CDS=1-1932
OG0000488	YAL049C	maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-8.59-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-8.59&CDS=1-717
OG0000489	YAL051W, YOR363C	
OG0000490	YAL053W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.138&CDS=1-2259
OG0000491	YAL058W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.61&CDS=1-1683
OG0000492	YAL059W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.77&CDS=1-537
OG0000493	YAL061W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.97&CDS=1-1143
OG0000494	YAL062W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.10&CDS=1-1377
OG0000495	YAL067C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.166&CDS=1-1668
OG0000496	YAR002W	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.40&CDS=1-1314
OG0000497	YAR003W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.173-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.173&CDS=1-1305
OG0000498	YAR007C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.266-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.266&CDS=1-1836
OG0000499	YAR008W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.62&CDS=1-870
OG0000500	YAR014C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.50&CDS=1-1401
OG0000501	YAR015W	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-2.110-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-2.110&CDS=1-2151
OG0000502	YAR042W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.66&CDS=1-3621
OG0000503	YBL001C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.81&CDS=1-318
OG0000504	YBL004W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.70&CDS=1-7584
OG0000505	YBL007C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.20&CDS=1-3378
OG0000506	YBL013W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.105&CDS=1-1011
OG0000507	YBL015W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.117&CDS=1-1569
OG0000508	YBL019W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.122&CDS=1-1656
OG0000509	YBL020W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.95&CDS=1-1602
OG0000510	YBL021C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-4.165-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-4.165&CDS=1-612
OG0000511	YBL022C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.87&CDS=1-3366
OG0000512	YBL023C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.102&CDS=1-2634
OG0000513	YBL024W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.77&CDS=1-2064
OG0000514	YBL029C-A	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-3.96-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-3.96&CDS=1-333
OG0000515	YBL029W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.132&CDS=1-1254
OG0000516	YBL033C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.129&CDS=1-1050
OG0000517	YBL034C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.117&CDS=1-4233
OG0000518	YBL035C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.32&CDS=1-1860
OG0000519	YBL037W	maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-1.2&CDS=1-3594
OG0000520	YBL038W	genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.45&CDS=1-669
OG0000521	YBL039C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.131&CDS=1-1725
OG0000522	YBL040C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.145&CDS=1-633
OG0000523	YBL041W	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-11.159-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-11.159&CDS=1-735
OG0000524	YBL047C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.63&CDS=1-4245
OG0000525	YBL049W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.174&CDS=1-660
OG0000526	YBL050W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.118&CDS=1-894
OG0000527	YBL051C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.109&CDS=1-2007
OG0000528	YBL055C	snap_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.44&CDS=1-1128
OG0000529	YBL057C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.133&CDS=1-657
OG0000530	YBL059C-A	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.152&CDS=1-312
OG0000531	YBL060W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.174-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.174&CDS=1-2202
OG0000532	YBL064C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.176&CDS=1-726
OG0000533	YBL066C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.175&CDS=1-2799
OG0000534	YBL071W-A	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.88&CDS=1-228
OG0000535	YBL074C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.112&CDS=1-1140
OG0000536	YBL076C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.114&CDS=1-3213
OG0000537	YBL078C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.113&CDS=1-372
OG0000538	YBL079W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.122&CDS=1-4365
OG0000539	YBL080C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.91&CDS=1-1503
OG0000540	YBL086C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.176-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.176&CDS=1-1095
OG0000541	YBL088C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.104&CDS=1-8616
OG0000542	YBL090W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.131&CDS=1-468
OG0000543	YBL091C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.130&CDS=1-1218
OG0000544	YBL092W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.101&CDS=1-393
OG0000545	YBL093C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.76&CDS=1-531
OG0000546	YBL095W	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.19&CDS=1-687
OG0000547	YBL098W	snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.31&CDS=1-1347
OG0000548	YBL099W	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-9.102-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-9.102&CDS=1-1644
OG0000549	YBL102W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.34&CDS=1-621
OG0000550	YBL103C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.138&CDS=1-1365
OG0000551	YBL104C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.2&CDS=1-9723
OG0000552	YBL107C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.136&CDS=1-609
OG0000553	YBR003W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.99&CDS=1-1344
OG0000554	YBR004C	snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.69&CDS=1-1224
OG0000555	YBR007C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.145&CDS=1-1437
OG0000556	YBR011C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.66&CDS=1-855
OG0000557	YBR017C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.49&CDS=1-2766
OG0000558	YBR022W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.176-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.176&CDS=1-543
OG0000559	YBR023C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.79&CDS=1-3603
OG0000560	YBR026C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.118&CDS=1-1515
OG0000561	YBR028C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.135&CDS=1-1338
OG0000562	YBR029C	augustus_masked-NODE_19_length_33519_cov_17.042_ID_37-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_19_length_33519_cov_17.042_ID_37-processed-gene-0.26&CDS=1-1284
OG0000563	YBR030W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.10&CDS=1-1656
OG0000564	YBR034C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.46&CDS=1-1047
OG0000565	YBR035C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.5&CDS=1-693
OG0000566	YBR037C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.80&CDS=1-924
OG0000567	YBR039W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-13.109-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-13.109&CDS=1-2964
OG0000568	YBR040W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.126&CDS=1-858
OG0000569	YBR041W	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.37-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.37&CDS=1-1974
OG0000570	YBR043C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.145&CDS=1-1926
OG0000571	YBR045C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.75&CDS=1-1887
OG0000572	YBR056W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.65&CDS=1-1482
OG0000573	YBR057C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.106&CDS=1-1479
OG0000574	YBR058C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.133&CDS=1-2337
OG0000575	YBR061C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.140&CDS=1-906
OG0000576	YBR062C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.139&CDS=1-582
OG0000577	YBR065C	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.218-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.218&CDS=1-1080
OG0000578	YBR070C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.180-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.180&CDS=1-669
