	Candida_auris	Saccharomyces_cerevisiae
OG0000051	maker-LGST01000016.1-augustus-gene-3.47-mRNA-1_1&gene=maker-LGST01000016.1-augustus-gene-3.47&CDS=1-3405, snap_masked-LGST01000033.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.92&CDS=1-1092	YBL067C, YER098W, YLR130C
OG0000052	snap_masked-LGST01000016.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.76&CDS=1-858, snap_masked-LGST01000016.1-processed-gene-6.216-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-6.216&CDS=1-996, snap_masked-LGST01000048.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.11&CDS=1-717	YJL079C, YKR013W
OG0000053	snap_masked-LGST01000016.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.98&CDS=1-993, snap_masked-LGST01000029.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.92&CDS=1-996	YGR192C, YJL052W, YJR009C
OG0000054	snap_masked-LGST01000016.1-processed-gene-5.96-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-5.96&CDS=1-1248, snap_masked-LGST01000025.1-processed-gene-1.195-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.195&CDS=1-1287, snap_masked-LGST01000041.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-1.9&CDS=1-1488	YLR300W, YOR190W
OG0000055	augustus_masked-LGST01000017.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-LGST01000017.1-processed-gene-1.41&CDS=1-3021, snap_masked-LGST01000030.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000030.1-processed-gene-0.80&CDS=1-2199	YFL050C, YKL064W, YOL130W
OG0000056	snap_masked-LGST01000017.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.142&CDS=1-813, snap_masked-LGST01000035.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-LGST01000035.1-processed-gene-0.141&CDS=1-780, snap_masked-LGST01000040.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-2.48&CDS=1-768	YCR010C, YNR002C
OG0000057	genemark-LGST01000031.1-processed-gene-3.58-mRNA-1_1&gene=genemark-LGST01000031.1-processed-gene-3.58&CDS=1-2208, snap_masked-LGST01000018.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.2&CDS=1-924, snap_masked-LGST01000020.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-1.68&CDS=1-1314, snap_masked-LGST01000041.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.51&CDS=1-1932	YFL021W
OG0000058	snap_masked-LGST01000018.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.52&CDS=1-4374, snap_masked-LGST01000023.1-processed-gene-2.151-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.151&CDS=1-3810	YCL024W, YDR507C, YKL101W
OG0000059	augustus_masked-LGST01000043.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LGST01000043.1-processed-gene-0.34&CDS=1-2760, snap_masked-LGST01000018.1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.58&CDS=1-1704	YGR187C, YJL172W, YOL153C
OG0000060	snap_masked-LGST01000020.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-0.37&CDS=1-1227, snap_masked-LGST01000041.1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.12&CDS=1-1413	YCR094W, YNL323W, YNR048W
OG0000061	snap_masked-LGST01000020.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-1.57&CDS=1-3393, snap_masked-LGST01000064.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.81&CDS=1-2352	YHL007C, YNL298W, YOL113W
OG0000062	augustus_masked-LGST01000050.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LGST01000050.1-processed-gene-0.16&CDS=1-4005, snap_masked-LGST01000021.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.31&CDS=1-3081	YIL002C, YNL106C, YOR109W
OG0000063	augustus_masked-LGST01000040.1-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-LGST01000040.1-processed-gene-3.126&CDS=1-2841, snap_masked-LGST01000021.1-processed-gene-2.38-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.38&CDS=1-2502	YCR037C, YJL198W, YNR013C
OG0000064	maker-LGST01000029.1-snap-gene-0.228-mRNA-1_1&gene=maker-LGST01000029.1-snap-gene-0.228&CDS=1-585	Q0105, Q0110, Q0115, Q0120
OG0000065	snap_masked-LGST01000031.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-1.43&CDS=1-1035	YDL244W, YFL058W, YJR156C, YNL332W
OG0000066	snap_masked-LGST01000031.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-1.65&CDS=1-1557, snap_masked-LGST01000039.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LGST01000039.1-processed-gene-0.24&CDS=1-2148, snap_masked-LGST01000047.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.31&CDS=1-1617	YGL257C, YNR059W
OG0000067		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
OG0000068	genemark-LGST01000002.1-processed-gene-1.202-mRNA-1_1&gene=genemark-LGST01000002.1-processed-gene-1.202&CDS=1-3699, snap_masked-LGST01000021.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.63&CDS=1-2604	YDR466W, YDR490C
OG0000069	snap_masked-LGST01000002.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.105&CDS=1-1332, snap_masked-LGST01000002.1-processed-gene-1.147-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.147&CDS=1-1617	YDR463W, YHR006W
OG0000070	maker-LGST01000066.1-snap-gene-0.2-mRNA-1_1&gene=maker-LGST01000066.1-snap-gene-0.2&CDS=1-1209, snap_masked-LGST01000002.1-processed-gene-1.118-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.118&CDS=1-1575	YER133W, YML016C
OG0000071	augustus_masked-LGST01000016.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-LGST01000016.1-processed-gene-2.24&CDS=1-408, snap_masked-LGST01000003.1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.34&CDS=1-408	YBR010W, YNL031C
OG0000072	snap_masked-LGST01000003.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.10&CDS=1-309, snap_masked-LGST01000016.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.89&CDS=1-309	YBR009C, YNL030W
OG0000073	snap_masked-LGST01000003.1-processed-gene-2.152-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.152&CDS=1-1323, snap_masked-LGST01000062.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.68&CDS=1-1389	YBL089W, YER119C
OG0000074	snap_masked-LGST01000003.1-processed-gene-2.219-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.219&CDS=1-1737	YBR298C, YDL247W, YJR160C
OG0000075	maker-LGST01000004.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LGST01000004.1-augustus-gene-0.33&CDS=1-3282, snap_masked-LGST01000013.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.17&CDS=1-1920	YGR068C, YOR018W
OG0000076	augustus_masked-LGST01000004.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LGST01000004.1-processed-gene-0.21&CDS=1-4365, snap_masked-LGST01000023.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.115&CDS=1-1326	YMR130W, YPL259C
OG0000077	maker-LGST01000032.1-snap-gene-0.87-mRNA-1_1&gene=maker-LGST01000032.1-snap-gene-0.87&CDS=1-1500, snap_masked-LGST01000004.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LGST01000004.1-processed-gene-1.81&CDS=1-1578	YER028C, YGL209W
OG0000078	snap_masked-LGST01000004.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-LGST01000004.1-processed-gene-1.88&CDS=1-1686, snap_masked-LGST01000008.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LGST01000008.1-processed-gene-0.85&CDS=1-1848	YDR380W, YLR044C
OG0000079	maker-LGST01000004.1-augustus-gene-2.1-mRNA-1_1&gene=maker-LGST01000004.1-augustus-gene-2.1&CDS=1-3567, snap_masked-LGST01000016.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-1.73&CDS=1-663	YBL064C, YBL066C
OG0000080	augustus_masked-LGST01000004.1-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-LGST01000004.1-processed-gene-2.158&CDS=1-2880, augustus_masked-LGST01000063.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LGST01000063.1-processed-gene-0.33&CDS=1-1011	YJR107W, YMR065W
OG0000081	snap_masked-LGST01000006.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-0.73&CDS=1-1815, snap_masked-LGST01000018.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.16&CDS=1-1896	YDL113C, YDR425W
OG0000082	snap_masked-LGST01000006.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-0.81&CDS=1-1512, snap_masked-LGST01000041.1-processed-gene-7.34-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.34&CDS=1-1452	YGL253W, YLR446W
OG0000083	snap_masked-LGST01000006.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-1.123&CDS=1-4218, snap_masked-LGST01000006.1-processed-gene-1.135-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-1.135&CDS=1-4680, snap_masked-LGST01000016.1-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.70&CDS=1-4272	YGR281W
OG0000084	snap_masked-LGST01000006.1-processed-gene-1.124-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-1.124&CDS=1-1740, snap_masked-LGST01000008.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LGST01000008.1-processed-gene-4.74&CDS=1-1707, snap_masked-LGST01000034.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-LGST01000034.1-processed-gene-0.136&CDS=1-1767	YKR093W
OG0000085	maker-LGST01000006.1-augustus-gene-1.2-mRNA-1_1&gene=maker-LGST01000006.1-augustus-gene-1.2&CDS=1-2730, snap_masked-LGST01000032.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LGST01000032.1-processed-gene-0.13&CDS=1-2463	YNL183C, YOR267C
OG0000086	snap_masked-LGST01000006.1-processed-gene-1.176-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-1.176&CDS=1-1560, snap_masked-LGST01000025.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-0.43&CDS=1-1632	YBR139W, YMR297W
OG0000087	snap_masked-LGST01000006.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-LGST01000006.1-processed-gene-1.142&CDS=1-1461, snap_masked-LGST01000009.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.31&CDS=1-1407	YBR263W, YLR058C
OG0000088	snap_masked-LGST01000008.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-LGST01000008.1-processed-gene-0.83&CDS=1-2832, snap_masked-LGST01000031.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-4.106&CDS=1-2937	YGR240C, YMR205C
OG0000089	augustus_masked-LGST01000052.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LGST01000052.1-processed-gene-0.44&CDS=1-2175, snap_masked-LGST01000008.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LGST01000008.1-processed-gene-0.86&CDS=1-2238, snap_masked-LGST01000064.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.102&CDS=1-2085	YER015W
OG0000090	augustus_masked-LGST01000023.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-0.25&CDS=1-7725, snap_masked-LGST01000008.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LGST01000008.1-processed-gene-3.47&CDS=1-7977	YLR454W, YPR117W
OG0000091	maker-LGST01000008.1-snap-gene-3.0-mRNA-1_1&gene=maker-LGST01000008.1-snap-gene-3.0&CDS=1-3357, snap_masked-LGST01000023.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.73&CDS=1-1095	YBL097W, YMR152W
OG0000092	snap_masked-LGST01000009.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.13&CDS=1-762, snap_masked-LGST01000031.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-1.58&CDS=1-762	YFR031C-A, YIL018W
OG0000093	snap_masked-LGST01000009.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.34&CDS=1-783, snap_masked-LGST01000031.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-1.55&CDS=1-789	YHL033C, YLL045C
OG0000094	augustus_masked-LGST01000009.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-LGST01000009.1-processed-gene-0.115&CDS=1-1434, snap_masked-LGST01000027.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-LGST01000027.1-processed-gene-1.95&CDS=1-1482	YBR283C, YLR378C
OG0000095	snap_masked-LGST01000009.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.19&CDS=1-1365, snap_masked-LGST01000074.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LGST01000074.1-processed-gene-0.13&CDS=1-1452	YER048C, YIR004W
OG0000096	maker-LGST01000009.1-augustus-gene-1.2-mRNA-1_1&gene=maker-LGST01000009.1-augustus-gene-1.2&CDS=1-2481, snap_masked-LGST01000040.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-4.125&CDS=1-1020	YDL134C, YOL140W
OG0000097	snap_masked-LGST01000013.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.31&CDS=1-2136, snap_masked-LGST01000043.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-2.39&CDS=1-2679	YIL095W, YNL020C
OG0000098	snap_masked-LGST01000013.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.42&CDS=1-1383, snap_masked-LGST01000021.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.87&CDS=1-1128	YFL039C, YPR034W
OG0000099	maker-LGST01000019.1-augustus-gene-1.230-mRNA-1_1&gene=maker-LGST01000019.1-augustus-gene-1.230&CDS=1-2130, snap_masked-LGST01000016.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-0.60&CDS=1-1671, snap_masked-LGST01000057.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.119&CDS=1-1860	YGL242C
OG0000100	snap_masked-LGST01000016.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.75&CDS=1-1845, snap_masked-LGST01000016.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.76&CDS=1-1554, snap_masked-LGST01000069.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LGST01000069.1-processed-gene-0.5&CDS=1-1347	YOR049C
OG0000101	augustus_masked-LGST01000016.1-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-LGST01000016.1-processed-gene-2.45&CDS=1-3135, snap_masked-LGST01000073.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LGST01000073.1-processed-gene-0.8&CDS=1-2016	YAL054C, YLR153C
OG0000102	augustus_masked-LGST01000023.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-0.8&CDS=1-1239, snap_masked-LGST01000016.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-4.76&CDS=1-1419	YLR455W, YMR044W
OG0000103	snap_masked-LGST01000016.1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-5.85&CDS=1-660, snap_masked-LGST01000061.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LGST01000061.1-processed-gene-0.82&CDS=1-1332	YJL049W, YLR025W
OG0000104	maker-LGST01000066.1-augustus-gene-1.0-mRNA-1_1&gene=maker-LGST01000066.1-augustus-gene-1.0&CDS=1-3837, snap_masked-LGST01000016.1-processed-gene-5.89-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-5.89&CDS=1-2253	YAR035W, YER024W
OG0000105	snap_masked-LGST01000016.1-processed-gene-6.169-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-6.169&CDS=1-1263, snap_masked-LGST01000020.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-1.79&CDS=1-1236	YDL066W, YLR174W
OG0000106	augustus_masked-LGST01000017.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LGST01000017.1-processed-gene-0.8&CDS=1-1701, snap_masked-LGST01000066.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.24&CDS=1-1134	YER107C, YOR026W
OG0000107	maker-LGST01000017.1-snap-gene-1.11-mRNA-1_1&gene=maker-LGST01000017.1-snap-gene-1.11&CDS=1-3954, snap_masked-LGST01000055.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.100&CDS=1-3243	YJL089W, YMR280C
OG0000108	augustus_masked-LGST01000029.1-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-LGST01000029.1-processed-gene-0.206&CDS=1-960, maker-LGST01000017.1-augustus-gene-1.0-mRNA-1_1&gene=maker-LGST01000017.1-augustus-gene-1.0&CDS=1-5346	YAL021C, YKL128C
OG0000109	augustus_masked-LGST01000033.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-LGST01000033.1-processed-gene-0.186&CDS=1-1872, snap_masked-LGST01000017.1-processed-gene-1.147-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.147&CDS=1-1983	YIL038C, YPR072W
OG0000110	augustus_masked-LGST01000062.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LGST01000062.1-processed-gene-0.3&CDS=1-720, maker-LGST01000018.1-snap-gene-0.122-mRNA-1_1&gene=maker-LGST01000018.1-snap-gene-0.122&CDS=1-3036	YNL001W, YPL157W
OG0000111	augustus_masked-LGST01000041.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-1.119&CDS=1-1320, genemark-LGST01000018.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LGST01000018.1-processed-gene-0.63&CDS=1-1566	YBR239C, YJL103C
OG0000112	snap_masked-LGST01000018.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.55&CDS=1-1017, snap_masked-LGST01000025.1-processed-gene-1.191-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.191&CDS=1-1188	YBR025C, YHL014C
OG0000113	snap_masked-LGST01000019.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.13&CDS=1-993	YLL062C, YMR321C, YPL273W
OG0000114	snap_masked-LGST01000021.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-0.91&CDS=1-1278, snap_masked-LGST01000031.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-2.66&CDS=1-1230	YBR078W, YDR055W
OG0000115	snap_masked-LGST01000021.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.80&CDS=1-2655, snap_masked-LGST01000053.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000053.1-processed-gene-0.31&CDS=1-2565	YMR266W, YOL084W
OG0000116	snap_masked-LGST01000021.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.84&CDS=1-4686, snap_masked-LGST01000043.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-2.8&CDS=1-5667	YHR023W, YOR326W
OG0000117	augustus_masked-LGST01000041.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-5.14&CDS=1-1833, snap_masked-LGST01000023.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.55&CDS=1-1773, snap_masked-LGST01000023.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.56&CDS=1-1878	YJL163C
OG0000118	snap_masked-LGST01000023.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.126&CDS=1-945, snap_masked-LGST01000063.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-LGST01000063.1-processed-gene-0.105&CDS=1-1365	YJL155C, YOL136C
OG0000119	genemark-LGST01000041.1-processed-gene-7.125-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-7.125&CDS=1-1659, snap_masked-LGST01000025.1-processed-gene-1.164-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.164&CDS=1-1656, snap_masked-LGST01000062.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.56&CDS=1-1698	YIL166C
OG0000120	maker-LGST01000032.1-augustus-gene-0.129-mRNA-1_1&gene=maker-LGST01000032.1-augustus-gene-0.129&CDS=1-1548, snap_masked-LGST01000025.1-processed-gene-1.169-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.169&CDS=1-900	YDR368W, YOR120W
OG0000121	augustus_masked-LGST01000041.1-processed-gene-7.209-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.209&CDS=1-2583, snap_masked-LGST01000025.1-processed-gene-1.214-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.214&CDS=1-2517, snap_masked-LGST01000027.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000027.1-processed-gene-0.69&CDS=1-5385	YJR004C
OG0000122	augustus_masked-LGST01000025.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-LGST01000025.1-processed-gene-1.72&CDS=1-888, snap_masked-LGST01000041.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-0.88&CDS=1-1560, snap_masked-LGST01000081.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LGST01000081.1-processed-gene-0.0&CDS=1-1566	YJR152W
OG0000123	snap_masked-LGST01000026.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-LGST01000026.1-processed-gene-0.113&CDS=1-1662, snap_masked-LGST01000048.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.39&CDS=1-1530	YIL120W, YIL121W
OG0000124	maker-LGST01000029.1-snap-gene-0.231-mRNA-1_1&gene=maker-LGST01000029.1-snap-gene-0.231&CDS=1-258	Q0045, Q0065, Q0070
OG0000125	snap_masked-LGST01000029.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.109&CDS=1-1422, snap_masked-LGST01000041.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.23&CDS=1-1158	YGR059W, YHR107C
OG0000126	snap_masked-LGST01000031.1-processed-gene-3.41-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-3.41&CDS=1-1044, snap_masked-LGST01000033.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.74&CDS=1-1044	YMR303C, YOL086C
OG0000127	snap_masked-LGST01000031.1-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-4.87&CDS=1-1710	YOL055C, YPL258C, YPR121W
OG0000128	augustus_masked-LGST01000040.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LGST01000040.1-processed-gene-0.4&CDS=1-738, snap_masked-LGST01000032.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LGST01000032.1-processed-gene-0.26&CDS=1-792	YHR203C, YJR145C
OG0000129	snap_masked-LGST01000032.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LGST01000032.1-processed-gene-0.8&CDS=1-1521, snap_masked-LGST01000048.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.45&CDS=1-936	YDL216C, YFR004W
