	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
OG0000057	YDL132W, YGR003W	augustus_masked-flattened_line_16-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.62&CDS=1-2553, genemark-flattened_line_8-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.39&CDS=1-2343
OG0000058	YDL210W	augustus_masked-flattened_line_2-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.23&CDS=1-1656, augustus_masked-flattened_line_23-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.75&CDS=1-1656, maker-flattened_line_0-augustus-gene-3.54-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.54&CDS=1-2760
OG0000059	YDR037W, YNL073W	augustus_masked-flattened_line_22-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.177&CDS=1-1668, augustus_masked-flattened_line_23-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.228&CDS=1-1773
OG0000060	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_23-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.237&CDS=1-3219
OG0000061	YDR155C, YLR216C	augustus_masked-flattened_line_14-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.29&CDS=1-1059, augustus_masked-flattened_line_53-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.26&CDS=1-483
OG0000062	YDR242W	augustus_masked-flattened_line_0-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.146&CDS=1-1680, augustus_masked-flattened_line_2-processed-gene-8.170-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.170&CDS=1-1668, augustus_masked-flattened_line_25-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.92&CDS=1-1710
OG0000063	YDR243C, YNL112W	genemark-flattened_line_61-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.29&CDS=1-1800, snap_masked-flattened_line_25-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.17&CDS=1-1815
OG0000064	YDR458C, YML034W	augustus_masked-flattened_line_14-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.82&CDS=1-2313, augustus_masked-flattened_line_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.37&CDS=1-1854
OG0000065	YDR465C, YLR034C	augustus_masked-flattened_line_2-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.134&CDS=1-1464, augustus_masked-flattened_line_4-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.8&CDS=1-2883
OG0000066	YDR466W, YDR490C	augustus_masked-flattened_line_20-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.39&CDS=1-1839, maker-flattened_line_16-snap-gene-2.52-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.52&CDS=1-4122
OG0000067	YDR497C, YOL103W	augustus_masked-flattened_line_0-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.116&CDS=1-3663, augustus_masked-flattened_line_2-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.122&CDS=1-1593
OG0000068	YDR519W, YNL135C	augustus_masked-flattened_line_14-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.29&CDS=1-387, augustus_masked-flattened_line_2-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.54&CDS=1-327
OG0000069	YEL063C, YNL270C	augustus_masked-flattened_line_10-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.23&CDS=1-1698, maker-flattened_line_2-augustus-gene-2.1-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.1&CDS=1-3375
OG0000070	YER047C, YPR173C	augustus_masked-flattened_line_2-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.47&CDS=1-1320, augustus_masked-flattened_line_23-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.107&CDS=1-1995
OG0000071	YER054C, YIL045W	augustus_masked-flattened_line_20-processed-gene-2.262-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.262&CDS=1-1848, augustus_masked-flattened_line_39-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.38&CDS=1-2274
OG0000072	YER056C, YER060W, YER060W-A	maker-flattened_line_4-augustus-gene-2.152-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.152&CDS=1-2556
OG0000073	YFL017W-A, YNL147W	augustus_masked-flattened_line_12-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.105&CDS=1-378, snap_masked-flattened_line_4-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.109&CDS=1-213
OG0000074	YFL039C, YHR128W	augustus_masked-flattened_line_45-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.137&CDS=1-1128, augustus_masked-flattened_line_8-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.97&CDS=1-1755
OG0000075	YFR031C-A, YIL018W	snap_masked-flattened_line_0-processed-gene-9.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.103&CDS=1-768, snap_masked-flattened_line_8-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.122&CDS=1-768
OG0000076	YGL003C, YGL116W	augustus_masked-flattened_line_33-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.129&CDS=1-1587, augustus_masked-flattened_line_55-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.90&CDS=1-1671
OG0000077	YGL195W, YOR348C	augustus_masked-flattened_line_4-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.30&CDS=1-9819, augustus_masked-flattened_line_6-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.26&CDS=1-1725
OG0000078	YGR052W, YHR082C	augustus_masked-flattened_line_10-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.30&CDS=1-2421, augustus_masked-flattened_line_35-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.111&CDS=1-1464
OG0000079	YGR086C, YPL004C	augustus_masked-flattened_line_4-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.168&CDS=1-936, maker-flattened_line_39-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_39-augustus-gene-0.9&CDS=1-930
OG0000080	YGR087C, YLR044C, YLR134W	augustus_masked-flattened_line_14-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.39&CDS=1-1731
OG0000081	YGR169C, YOL066C	augustus_masked-flattened_line_18-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.100&CDS=1-1209, augustus_masked-flattened_line_47-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.88&CDS=1-1662
OG0000082	YGR240C, YMR205C	genemark-flattened_line_14-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.128&CDS=1-2943, snap_masked-flattened_line_41-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.32&CDS=1-5511
OG0000083	YHL007C, YNL298W	augustus_masked-flattened_line_16-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.37&CDS=1-2112, genemark-flattened_line_8-processed-gene-4.126-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.126&CDS=1-3471
OG0000084	YHL033C, YLL045C	augustus_masked-flattened_line_0-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.24&CDS=1-795, augustus_masked-flattened_line_8-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.29&CDS=1-789
OG0000085	YHR004C, YLR019W	augustus_masked-flattened_line_39-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.66&CDS=1-540, snap_masked-flattened_line_2-processed-gene-8.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.76&CDS=1-1068
OG0000086	YHR028C, YOR219C	augustus_masked-flattened_line_0-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.125&CDS=1-2529, augustus_masked-flattened_line_6-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.71&CDS=1-2838
OG0000087	YHR031C, YML061C	augustus_masked-flattened_line_16-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.151&CDS=1-1788, snap_masked-flattened_line_18-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.138&CDS=1-2682
OG0000088	YHR036W, YPL189C-A	augustus_masked-flattened_line_4-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.11&CDS=1-978, maker-flattened_line_0-augustus-gene-7.60-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.60&CDS=1-1206
OG0000089	YIL035C, YOR061W	augustus_masked-flattened_line_16-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.108&CDS=1-1002, augustus_masked-flattened_line_6-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.45&CDS=1-1005
OG0000090	YIL120W, YIL121W, YNL065W	maker-flattened_line_0-snap-gene-7.56-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.56&CDS=1-3027
OG0000091	YIL148W, YKR094C, YLR167W	genemark-flattened_line_16-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.43&CDS=1-1635
OG0000092	YJL065C, YOR358W	augustus_masked-flattened_line_20-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.207&CDS=1-405, augustus_masked-flattened_line_6-processed-gene-4.191-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.191&CDS=1-459
OG0000093	YJL095W, YLR362W	augustus_masked-flattened_line_22-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.183&CDS=1-3375, augustus_masked-flattened_line_43-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.104&CDS=1-2139
OG0000094	YJL190C, YLR367W	augustus_masked-flattened_line_12-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.41&CDS=1-390, augustus_masked-flattened_line_8-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.197&CDS=1-390
OG0000095	YJR059W, YKL198C	augustus_masked-flattened_line_18-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.103&CDS=1-2028, maker-flattened_line_4-snap-gene-6.51-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-6.51&CDS=1-1761
OG0000096	YKL139W, YPL031C	augustus_masked-flattened_line_0-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.35&CDS=1-969, augustus_masked-flattened_line_4-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.29&CDS=1-1497
OG0000097	YKL222C, YLR266C, YOR162C, YOR172W	
OG0000098	YKR014C, YOR089C	augustus_masked-flattened_line_0-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.1&CDS=1-696, augustus_masked-flattened_line_8-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.20&CDS=1-660
OG0000099	YKR070W, YLR220W	augustus_masked-flattened_line_14-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.50&CDS=1-1143, augustus_masked-flattened_line_14-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.69&CDS=1-1941
OG0000100	YKR072C, YPL103C	augustus_masked-flattened_line_14-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.22&CDS=1-915, maker-flattened_line_6-augustus-gene-4.73-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.73&CDS=1-2982
OG0000101	YKR093W	augustus_masked-flattened_line_47-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.74&CDS=1-1845, augustus_masked-flattened_line_6-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.35&CDS=1-1836, augustus_masked-flattened_line_6-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.60&CDS=1-1698
OG0000102	YLL012W, YLR020C	augustus_masked-flattened_line_23-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.233&CDS=1-1362, augustus_masked-flattened_line_6-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.88&CDS=1-1284
OG0000103	YLL055W	augustus_masked-flattened_line_2-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.137&CDS=1-1602, augustus_masked-flattened_line_2-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.138&CDS=1-1602, augustus_masked-flattened_line_23-processed-gene-1.311-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.311&CDS=1-1605
OG0000104	YLL057C	maker-flattened_line_23-snap-gene-0.109-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.109&CDS=1-2874, maker-flattened_line_37-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.57&CDS=1-2985, snap_masked-flattened_line_79-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.7&CDS=1-1308
OG0000105	YLR143W, YML073C	maker-flattened_line_10-augustus-gene-0.82-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.82&CDS=1-501, maker-flattened_line_20-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.88&CDS=1-2283
OG0000106	YLR146C, YPR069C	augustus_masked-flattened_line_12-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.183&CDS=1-882, augustus_masked-flattened_line_8-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.149&CDS=1-861
OG0000107	YLR300W, YOR190W	augustus_masked-flattened_line_2-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.31&CDS=1-1281, snap_masked-flattened_line_12-processed-gene-3.29-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.29&CDS=1-1311
OG0000108	YLR433C, YML057W	augustus_masked-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.81&CDS=1-1569, snap_masked-flattened_line_4-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.112&CDS=1-1722
OG0000109	YML111W, YMR275C, YNR069C	snap_masked-flattened_line_14-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.132&CDS=1-2283
OG0000110	YML116W, YMR279C, YOR378W	augustus_masked-flattened_line_49-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.144&CDS=1-1620
OG0000111	YMR006C, YMR008C, YOL011W	augustus_masked-flattened_line_4-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.41&CDS=1-2004
OG0000112	YMR237W, YOR299W	augustus_masked-flattened_line_14-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.59&CDS=1-2067, augustus_masked-flattened_line_4-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.80&CDS=1-2094
OG0000113	YMR266W, YOL084W	augustus_masked-flattened_line_2-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.95&CDS=1-2694, genemark-flattened_line_2-processed-gene-7.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.54&CDS=1-2538
OG0000114	YOL018C, YOR036W	snap_masked-flattened_line_14-processed-gene-3.252-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.252&CDS=1-774, snap_masked-flattened_line_6-processed-gene-5.196-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.196&CDS=1-1167
OG0000115	YOR334W, YPL060W	augustus_masked-flattened_line_6-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.141&CDS=1-1227, augustus_masked-flattened_line_72-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.1&CDS=1-1149
OG0000116	YOR390W, YPL279C	augustus_masked-flattened_line_10-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.8&CDS=1-1179, snap_masked-flattened_line_10-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.117&CDS=1-1185
OG0000117	Q0045, Q0065, Q0070	maker-flattened_line_59-snap-gene-0.61-mRNA-1_1&gene=maker-flattened_line_59-snap-gene-0.61&CDS=1-297
OG0000118	YAL015C, YOL043C	genemark-flattened_line_2-processed-gene-6.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.97&CDS=1-1134
OG0000119	YAL017W, YOL045W	snap_masked-flattened_line_65-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.10&CDS=1-3078
OG0000120	YAL030W, YOR327C	augustus_masked-flattened_line_4-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.9&CDS=1-375
OG0000121	YAL034C, YOR338W	augustus_masked-flattened_line_14-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.19&CDS=1-1257
OG0000122	YAL056W, YOR371C	snap_masked-flattened_line_2-processed-gene-8.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.86&CDS=1-2784
OG0000123	YAL060W	augustus_masked-flattened_line_6-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.63&CDS=1-1140, maker-flattened_line_6-snap-gene-5.5-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.5&CDS=1-2268
OG0000124	YAR042W, YDL019C	maker-flattened_line_4-snap-gene-3.100-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.100&CDS=1-4059
OG0000125	YBL002W, YDR224C	augustus_masked-flattened_line_29-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.37&CDS=1-381
OG0000126	YBL003C, YDR225W	augustus_masked-flattened_line_29-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.68&CDS=1-393
OG0000127	YBL009W, YGL021W	augustus_masked-flattened_line_16-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.101&CDS=1-2106
OG0000128	YBL021C	augustus_masked-flattened_line_12-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.107&CDS=1-399, snap_masked-flattened_line_6-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.73&CDS=1-408
OG0000129	YBL027W, YBR084C-A	augustus_masked-flattened_line_27-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.43&CDS=1-579
OG0000130	YBL054W, YER088C	augustus_masked-flattened_line_20-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.116&CDS=1-1401
OG0000131	YBL064C	augustus_masked-flattened_line_18-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.131&CDS=1-726, augustus_masked-flattened_line_18-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.138&CDS=1-675
OG0000132	YBL072C, YER102W	augustus_masked-flattened_line_6-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.47&CDS=1-597
OG0000133	YBL079W, YER105C	augustus_masked-flattened_line_22-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.209&CDS=1-4452
OG0000134	YBL085W, YER114C	augustus_masked-flattened_line_25-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.149&CDS=1-2688
