	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
OG0000038	YOL062C, YPL259C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.280-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.280&CDS=1-1317, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.83&CDS=1-1296, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.76&CDS=1-1401
OG0000039	YOR246C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.92&CDS=1-984, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.294-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.294&CDS=1-981, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.63-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.63&CDS=1-981, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.126-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.126&CDS=1-981
OG0000040	YBL068W-A, YBL069W, YER101C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.119&CDS=1-1083
OG0000041	YBR008C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.131&CDS=1-1701, genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.209-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.209&CDS=1-1608, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-10.101-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-10.101&CDS=1-1710
OG0000042	YBR009C, YNL030W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.52&CDS=1-309, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.26&CDS=1-309
OG0000043	YBR015C, YJL186W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.67-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.67&CDS=1-1713, maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-10.87-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-10.87&CDS=1-3243
OG0000044	YBR054W, YDR033W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.97-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.97&CDS=1-897, genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.84-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.84&CDS=1-891
OG0000045	YBR139W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.199-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.199&CDS=1-1560, genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.91-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.91&CDS=1-1401, maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-6.101-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-6.101&CDS=1-2700
OG0000046	YBR207W, YER145C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.64&CDS=1-1149, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.53&CDS=1-1194
OG0000047	YBR237W, YNL112W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.8-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.8&CDS=1-1695, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.9&CDS=1-3195
OG0000048	YCL035C, YDR513W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.48-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.48&CDS=1-399, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.74&CDS=1-405
OG0000049	YCL040W, YDR516C	augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.152&CDS=1-1404, genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.72-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.72&CDS=1-1368
OG0000050	YCL064C, YIL167W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.89-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.89&CDS=1-960, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.116&CDS=1-1002
OG0000051	YCL069W, YGR224W, YKR105C, YPR198W	
OG0000052	YCR010C, YNR002C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.66-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.66&CDS=1-807, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.70&CDS=1-771
OG0000053	YCR023C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.86&CDS=1-1647, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.69&CDS=1-1479, snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.85&CDS=1-1584
OG0000054	YCR095C, YNL099C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.82-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.82&CDS=1-633, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.93&CDS=1-594
OG0000055	YDL056W, YLR182W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.118&CDS=1-2238, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.59-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.59&CDS=1-2712
OG0000056	YDL088C, YMR153W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.153-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.153&CDS=1-1914, snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.89&CDS=1-951
OG0000057	YDL137W, YOR094W	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.135&CDS=1-546, augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.31&CDS=1-546
OG0000058	YDL161W, YLR206W	maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-2.92-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-2.92&CDS=1-639, snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.8-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.8&CDS=1-1581
OG0000059	YDR038C, YDR039C, YDR040C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.94&CDS=1-3228
OG0000060	YDR121W, YDR397C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.64&CDS=1-414, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.65&CDS=1-750
OG0000061	YDR242W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.109&CDS=1-1623, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.91-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.91&CDS=1-1656, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.63&CDS=1-1650
OG0000062	YDR259C, YOR028C	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.21&CDS=1-1554, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.240-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.240&CDS=1-1536
OG0000063	YDR328C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.107-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.107&CDS=1-477, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.99&CDS=1-504, maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-5.40-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-snap-gene-5.40&CDS=1-438
OG0000064	YDR347W, YJR101W	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.47&CDS=1-909, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.6-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.6&CDS=1-822
OG0000065	YDR406W, YOR153W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.57&CDS=1-4554, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.68-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.68&CDS=1-4416
OG0000066	YER027C, YGL208W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.80&CDS=1-1194, snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.119&CDS=1-501
OG0000067	YER028C, YGL209W	augustus_masked-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.16&CDS=1-1365, genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.147&CDS=1-1125
OG0000068	YER056C, YER060W, YER060W-A	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.71&CDS=1-1536
OG0000069	YER099C, YHL011C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.245-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.245&CDS=1-960, genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.108&CDS=1-954
OG0000070	YFL059W, YMR096W, YNL333W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.17&CDS=1-954
OG0000071	YFL060C, YMR095C, YNL334C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.32&CDS=1-726
OG0000072	YGL083W, YOR112W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.9-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.9&CDS=1-2109, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.24-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.24&CDS=1-2265
OG0000073	YGL147C, YNL067W	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-11.33&CDS=1-567, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-0.80&CDS=1-564
OG0000074	YGL212W, YOR357C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.253-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.253&CDS=1-494, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.77&CDS=1-933
OG0000075	YGL215W, YHR071W	augustus_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.85&CDS=1-1368, augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.54&CDS=1-1587
OG0000076	YGL227W, YMR135C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.48-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.48&CDS=1-1986, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.36&CDS=1-942
OG0000077	YGR087C, YLR044C, YLR134W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.1-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.1&CDS=1-1695
OG0000078	YGR209C, YLR043C	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.73&CDS=1-414, genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.144&CDS=1-309
OG0000079	YGR260W	genemark-NODE_24_length_33235_cov_28.6315_ID_3152-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_24_length_33235_cov_28.6315_ID_3152-processed-gene-0.6&CDS=1-1482, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.14-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.14&CDS=1-1554, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.88-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.88&CDS=1-1545
OG0000080	YHR048W	augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.35&CDS=1-1665, genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.81&CDS=1-1635, genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.31-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.31&CDS=1-1410
OG0000081	YHR052W, YKR060W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.65&CDS=1-1173, genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.25&CDS=1-765
OG0000082	YHR131C, YNL144C	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.95&CDS=1-1035, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-2.56&CDS=1-1278
OG0000083	YHR132W-A, YNL157W	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.85&CDS=1-294, genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.97&CDS=1-408
OG0000084	YIL035C, YOR061W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.266-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.266&CDS=1-981, maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-2.132-mRNA-1_1&gene=maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-2.132&CDS=1-1035
OG0000085	YIL166C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.86&CDS=1-1692, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.71&CDS=1-1593, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.49&CDS=1-1734
OG0000086	YIR033W, YKL020C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.10&CDS=1-3240, maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-14.120-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-14.120&CDS=1-3138
OG0000087	YJL124C, YJR022W	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.81&CDS=1-291, genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.74-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.74&CDS=1-450
OG0000088	YJR005W, YKL135C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.83-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.83&CDS=1-2127, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.63&CDS=1-2136
OG0000089	YJR058C, YLR170C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.57&CDS=1-432, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.116-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.116&CDS=1-471
OG0000090	YJR076C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-3.95&CDS=1-1101, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.75&CDS=1-1344, maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-10.132-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-10.132&CDS=1-1161
OG0000091	YJR119C, YMR176W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.72-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.72&CDS=1-2265, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.110&CDS=1-4866
OG0000092	YJR131W, YLR057W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.49&CDS=1-1917, maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-9.270-mRNA-1_1&gene=maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-9.270&CDS=1-3000
OG0000093	YJR149W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.69&CDS=1-1062, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.111&CDS=1-1035, snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.113-mRNA-1_1&gene=snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.113&CDS=1-969
OG0000094	YKL043W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.142&CDS=1-1725, genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.100&CDS=1-1128, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.55-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.55&CDS=1-1656
OG0000095	YKL090W, YPL199C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.9&CDS=1-777, snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.245-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.245&CDS=1-1017
