	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
OG0000055	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.143&CDS=1-1554
OG0000056	YER123W, YHR135C	genemark-flattened_line_20-processed-gene-0.276-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.276&CDS=1-1722, snap_masked-flattened_line_2-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.14&CDS=1-1626
OG0000057	YGL089C, YPL187W	augustus_masked-flattened_line_60-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.92&CDS=1-399, genemark-flattened_line_12-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.160&CDS=1-405
OG0000058	YGL095C, YLR396C	snap_masked-flattened_line_126-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.47&CDS=1-1890, snap_masked-flattened_line_38-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.74&CDS=1-2286
OG0000059	YGL194C, YNL330C	augustus_masked-flattened_line_8-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.184&CDS=1-1431, snap_masked-flattened_line_22-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.248&CDS=1-1296
OG0000060	YGL216W, YPR141C	snap_masked-flattened_line_118-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.13&CDS=1-2205, snap_masked-flattened_line_46-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.4&CDS=1-2823
OG0000061	YGR059W, YHR107C	augustus_masked-flattened_line_84-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.27&CDS=1-2109, snap_masked-flattened_line_58-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.134&CDS=1-1275
OG0000062	YGR198W	augustus_masked-flattened_line_611-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_611-processed-gene-0.0&CDS=1-543, augustus_masked-flattened_line_621-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_621-processed-gene-0.0&CDS=1-543, genemark-flattened_line_142-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.40&CDS=1-1722
OG0000063	YGR240C, YMR205C	augustus_masked-flattened_line_26-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.142&CDS=1-2784, snap_masked-flattened_line_32-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.37&CDS=1-2364
OG0000064	YGR281W	augustus_masked-flattened_line_34-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.26&CDS=1-4164, snap_masked-flattened_line_0-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.169&CDS=1-4452, snap_masked-flattened_line_46-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.17&CDS=1-4122
OG0000065	YHR023W, YOR326W	genemark-flattened_line_10-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.37&CDS=1-5682, snap_masked-flattened_line_12-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.30&CDS=1-4884
OG0000066	YHR206W, YOR140W	augustus_masked-flattened_line_34-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.65&CDS=1-1194, augustus_masked-flattened_line_8-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.246&CDS=1-1803
OG0000067	YIL126W, YOR290C	augustus_masked-flattened_line_223-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_223-processed-gene-0.2&CDS=1-4368, snap_masked-flattened_line_120-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.9&CDS=1-3906
OG0000068	YJL158C	augustus_masked-flattened_line_0-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.23&CDS=1-594, augustus_masked-flattened_line_32-processed-gene-0.246-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.246&CDS=1-1035, snap_masked-flattened_line_32-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.7&CDS=1-1203
OG0000069	YJL163C, YKL165C	maker-flattened_line_32-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.94&CDS=1-4803, snap_masked-flattened_line_32-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.56&CDS=1-1911
OG0000070	YJL164C, YKL166C, YPL203W	snap_masked-flattened_line_32-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.10&CDS=1-1542
OG0000071	YJL206C, YKL015W	augustus_masked-flattened_line_1159-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_1159-processed-gene-0.0&CDS=1-225, snap_masked-flattened_line_134-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.15&CDS=1-1959
OG0000072	YJR061W, YKL201C	snap_masked-flattened_line_0-processed-gene-2.149-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.149&CDS=1-2685, snap_masked-flattened_line_0-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.150&CDS=1-2940
OG0000073	YKL046C, YMR238W	augustus_masked-flattened_line_38-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.101&CDS=1-1347, augustus_masked-flattened_line_60-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.55&CDS=1-1383
OG0000074	YLL034C, YNL329C	augustus_masked-flattened_line_112-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.45&CDS=1-2697, augustus_masked-flattened_line_22-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.56&CDS=1-2244
OG0000075	YLL052C, YLL053C, YPR192W	snap_masked-flattened_line_18-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.60&CDS=1-885
OG0000076	YLR034C	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-1656, augustus_masked-flattened_line_16-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.104&CDS=1-1557, augustus_masked-flattened_line_32-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.224&CDS=1-1434
OG0000077	YLR196W	augustus_masked-flattened_line_169-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_169-processed-gene-0.7&CDS=1-1506, augustus_masked-flattened_line_747-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_747-processed-gene-0.2&CDS=1-345, augustus_masked-flattened_line_749-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_749-processed-gene-0.0&CDS=1-342
OG0000078	YLR237W, YOR071C, YOR192C	snap_masked-flattened_line_4-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.141&CDS=1-1839
OG0000079	YLR343W, YMR307W	augustus_masked-flattened_line_106-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.68&CDS=1-1680, snap_masked-flattened_line_34-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.82&CDS=1-1686
OG0000080	YLR442C, YML065W	augustus_masked-flattened_line_269-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_269-processed-gene-0.0&CDS=1-930, snap_masked-flattened_line_130-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.41&CDS=1-1671
OG0000081	YML111W, YMR275C, YNR069C	maker-flattened_line_12-snap-gene-0.45-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.45&CDS=1-8133
OG0000082	YMR006C, YMR008C, YOL011W	maker-flattened_line_78-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.103&CDS=1-5232
OG0000083	YNL245C	augustus_masked-flattened_line_14-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.61&CDS=1-489, augustus_masked-flattened_line_433-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_433-processed-gene-0.1&CDS=1-132, genemark-flattened_line_315-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_315-processed-gene-0.1&CDS=1-114
OG0000084	YOR022C	augustus_masked-flattened_line_128-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.24&CDS=1-1089, augustus_masked-flattened_line_465-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_465-processed-gene-0.2&CDS=1-954, augustus_masked-flattened_line_473-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_473-processed-gene-0.0&CDS=1-954
OG0000085	YOR389W, YPL277C, YPL278C	snap_masked-flattened_line_138-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.50&CDS=1-3612
OG0000086	Q0045, Q0065, Q0070	genemark-flattened_line_160-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.13&CDS=1-450
OG0000087	Q0105, Q0115, Q0120	genemark-flattened_line_160-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.8&CDS=1-486
OG0000088	YAL015C, YOL043C	snap_masked-flattened_line_22-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.205&CDS=1-1107
OG0000089	YAL018C, YOL048C	augustus_masked-flattened_line_12-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.15&CDS=1-1176
OG0000090	YAL030W, YOR327C	augustus_masked-flattened_line_54-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.135&CDS=1-402
OG0000091	YAL056W, YOR371C	snap_masked-flattened_line_4-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.150&CDS=1-2652
OG0000092	YAR002C-A, YGL002W	augustus_masked-flattened_line_80-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.44&CDS=1-660
OG0000093	YAR042W, YDL019C	augustus_masked-flattened_line_66-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.96&CDS=1-4113
OG0000094	YBL002W, YDR224C	snap_masked-flattened_line_74-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.48&CDS=1-384
OG0000095	YBL003C, YDR225W	snap_masked-flattened_line_74-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.68&CDS=1-393
OG0000096	YBL009W, YGL021W	augustus_masked-flattened_line_58-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.113&CDS=1-2469
OG0000097	YBL027W, YBR084C-A	snap_masked-flattened_line_0-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.16&CDS=1-564
OG0000098	YBL056W, YER089C	snap_masked-flattened_line_114-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.58&CDS=1-1533
OG0000099	YBL067C, YER098W	augustus_masked-flattened_line_4-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.79&CDS=1-2301
OG0000100	YBL072C, YER102W	snap_masked-flattened_line_229-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_229-processed-gene-0.3&CDS=1-600
OG0000101	YBL079W, YER105C	snap_masked-flattened_line_4-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.118&CDS=1-4488
OG0000102	YBL085W, YER114C	augustus_masked-flattened_line_144-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.10&CDS=1-3201
OG0000103	YBL087C, YER117W	augustus_masked-flattened_line_144-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.5&CDS=1-927
OG0000104	YBL089W, YER119C	augustus_masked-flattened_line_4-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.13&CDS=1-1440
OG0000105	YBL091C-A, YER120W	augustus_masked-flattened_line_4-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.37&CDS=1-564
OG0000106	YBL102W	snap_masked-flattened_line_309-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_309-processed-gene-0.7&CDS=1-618, snap_masked-flattened_line_311-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_311-processed-gene-0.4&CDS=1-618
OG0000107	YBL106C, YPR032W	augustus_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.21&CDS=1-3267
OG0000108	YBR001C, YDR001C	snap_masked-flattened_line_74-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.49&CDS=1-2268
OG0000109	YBR009C, YNL030W	snap_masked-flattened_line_20-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.55&CDS=1-309
OG0000110	YBR010W, YNL031C	snap_masked-flattened_line_20-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.103&CDS=1-417
OG0000111	YBR014C, YDL010W	augustus_masked-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.15&CDS=1-813
OG0000112	YBR024W, YBR037C	augustus_masked-flattened_line_22-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.75&CDS=1-1023
OG0000113	YBR031W, YDR012W	maker-flattened_line_4-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.88&CDS=1-3831
OG0000114	YBR043C	augustus_masked-flattened_line_76-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.78&CDS=1-1458, augustus_masked-flattened_line_76-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.79&CDS=1-2049
OG0000115	YBR048W, YDR025W	snap_masked-flattened_line_148-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.0&CDS=1-468
OG0000116	YBR049C, YDR026C	snap_masked-flattened_line_148-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.6&CDS=1-1998
OG0000117	YBR066C, YDR043C	snap_masked-flattened_line_148-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.9&CDS=1-1719
OG0000118	YBR082C, YDR059C	augustus_masked-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.116&CDS=1-441
OG0000119	YBR084W	augustus_masked-flattened_line_0-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.144&CDS=1-2886, augustus_masked-flattened_line_142-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.11&CDS=1-2766
OG0000120	YBR089C-A, YPR052C	snap_masked-flattened_line_0-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.42&CDS=1-309
OG0000121	YBR104W, YPR058W	snap_masked-flattened_line_0-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.26&CDS=1-906
OG0000122	YBR118W, YPR080W	snap_masked-flattened_line_54-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.43&CDS=1-1368
OG0000123	YBR140C, YOL081W	augustus_masked-flattened_line_118-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.23&CDS=1-9384
OG0000124	YBR147W, YOL092W	augustus_masked-flattened_line_22-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.74&CDS=1-954
OG0000125	YBR161W, YPL057C	genemark-flattened_line_28-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.194&CDS=1-1341
OG0000126	YBR169C, YPL106C	snap_masked-flattened_line_30-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.54&CDS=1-2031
OG0000127	YBR172C, YPL105C	augustus_masked-flattened_line_30-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.135&CDS=1-3627
OG0000128	YBR177C, YPL095C	maker-flattened_line_30-augustus-gene-0.163-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.163&CDS=1-1689
OG0000129	YBR181C, YPL090C	snap_masked-flattened_line_30-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.66&CDS=1-708
OG0000130	YBR182C, YPL089C	maker-flattened_line_30-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.8&CDS=1-2439
OG0000131	YBR183W, YPL087W	snap_masked-flattened_line_30-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.25&CDS=1-966
OG0000132	YBR189W, YPL081W	maker-flattened_line_8-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.38&CDS=1-993
OG0000133	YBR210W, YGL054C	snap_masked-flattened_line_52-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.164&CDS=1-408
OG0000134	YBR214W, YGL056C	snap_masked-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.165&CDS=1-1773
OG0000135	YBR216C, YGL060W	augustus_masked-flattened_line_52-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.72&CDS=1-1644
OG0000136	YBR238C, YGL107C	snap_masked-flattened_line_60-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.14&CDS=1-2859
OG0000137	YBR241C, YGL104C	snap_masked-flattened_line_138-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.48&CDS=1-1422
OG0000138	YBR242W, YGL101W	snap_masked-flattened_line_138-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.42&CDS=1-669
OG0000139	YBR244W, YIR037W	augustus_masked-flattened_line_138-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.12&CDS=1-480
OG0000140	YBR270C, YJL058C	genemark-flattened_line_2-processed-gene-2.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.135&CDS=1-1674
OG0000141	YBR273C, YJL048C	snap_masked-flattened_line_2-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.63&CDS=1-1206
OG0000142	YBR294W, YLR092W	snap_masked-flattened_line_8-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.57&CDS=1-2499
OG0000143	YCL011C, YNL004W	augustus_masked-flattened_line_4-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.73&CDS=1-1617
OG0000144	YCL026C-A, YCL026C-B	augustus_masked-flattened_line_14-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.0&CDS=1-642
OG0000145	YCL035C, YDR513W	augustus_masked-flattened_line_14-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.16&CDS=1-423
OG0000146	YCL036W, YDR514C	augustus_masked-flattened_line_20-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.203&CDS=1-1437
OG0000147	YCL040W, YDR516C	augustus_masked-flattened_line_14-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.99&CDS=1-1461
OG0000148	YCL050C, YDR530C	augustus_masked-flattened_line_14-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.90&CDS=1-993
OG0000149	YCL068C, YCR038C	augustus_masked-flattened_line_134-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.42&CDS=1-4356
OG0000150	YCR031C, YJL191W	snap_masked-flattened_line_62-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.106&CDS=1-411
OG0000151	YCR037C, YJL198W	augustus_masked-flattened_line_62-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.8&CDS=1-2943
OG0000152	YCR048W, YNR019W	augustus_masked-flattened_line_0-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.102&CDS=1-1548
