	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
OG0000036	YGL027C, YHL033C, YLL045C	augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.130&CDS=1-3147, maker-NODE_1_length_742912_cov_33.9653_ID_1-augustus-gene-6.169-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-augustus-gene-6.169&CDS=1-960
OG0000037	YGL257C, YIL014W, YNR059W	augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.97&CDS=1-2904, snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.91&CDS=1-2793
OG0000038	YJL042W, YOR227W, YPL137C	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.37&CDS=1-3939, snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.123&CDS=1-3816
OG0000039	YJL158C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.3&CDS=1-852, snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.41&CDS=1-603, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.155-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.155&CDS=1-999, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.126&CDS=1-594
OG0000040	YJL172W, YOL153C	genemark-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.35&CDS=1-1608, maker-NODE_48_length_51618_cov_56.1852_ID_95-augustus-gene-0.76-mRNA-1_1&gene=maker-NODE_48_length_51618_cov_56.1852_ID_95-augustus-gene-0.76&CDS=1-2532, snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.17&CDS=1-1680
OG0000041	YKL071W	augustus_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.201&CDS=1-735, snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.89&CDS=1-735, snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.91&CDS=1-735, snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.64&CDS=1-741
OG0000042	YML072C, YNL087W, YOR086C	genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.182-mRNA-1_1&gene=genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.182&CDS=1-3477, snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.69&CDS=1-4110
OG0000043	YMR019W, YOR380W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.201-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.201&CDS=1-1938, snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.263-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.263&CDS=1-1938, snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.43&CDS=1-1410
OG0000044	YAL014C, YDR468C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.95&CDS=1-648, snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.232-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.232&CDS=1-894
OG0000045	YAL054C, YLR153C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.211-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.211&CDS=1-2022, snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.33&CDS=1-2001
OG0000046	YAR002C-A, YGL002W, YHR110W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.40&CDS=1-627
OG0000047	YAR035W, YER024W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.27&CDS=1-2208, snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.15&CDS=1-2226
OG0000048	YBL002W, YDR224C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.74&CDS=1-393, snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.138&CDS=1-393
OG0000049	YBL003C, YDR225W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.37&CDS=1-393, snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.109&CDS=1-393
OG0000050	YBL011W, YKR067W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.150-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.150&CDS=1-2133, snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.132&CDS=1-2094
OG0000051	YBL052C, YOR244W	augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.70&CDS=1-1398, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.46&CDS=1-2076
OG0000052	YBR002C, YMR101C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.189&CDS=1-810, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.60&CDS=1-918
OG0000053	YBR006W	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.56&CDS=1-1500, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.9&CDS=1-1560, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.26&CDS=1-1464
OG0000054	YBR009C, YNL030W	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.123&CDS=1-309, snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.48&CDS=1-309
OG0000055	YBR010W, YNL031C	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.98&CDS=1-408, snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.7&CDS=1-408
OG0000056	YBR015C	maker-NODE_30_length_166363_cov_31.3914_ID_59-augustus-gene-0.183-mRNA-1_1&gene=maker-NODE_30_length_166363_cov_31.3914_ID_59-augustus-gene-0.183&CDS=1-3372, maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.11-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.11&CDS=1-3369, snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.93&CDS=1-2040
OG0000057	YBR021W, YIR028W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.248-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.248&CDS=1-1719, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.151&CDS=1-1752
OG0000058	YBR025C, YHL014C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.41&CDS=1-1230, snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.123&CDS=1-1185
OG0000059	YBR139W, YMR297W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.31&CDS=1-1614, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-2.28&CDS=1-1629
OG0000060	YBR149W	augustus_masked-NODE_67_length_13221_cov_60.6797_ID_133-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_67_length_13221_cov_60.6797_ID_133-processed-gene-0.19&CDS=1-1884, snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.213-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.213&CDS=1-960, snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.52&CDS=1-957
OG0000061	YBR195C, YEL056W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.5&CDS=1-1695, snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.109&CDS=1-1332
OG0000062	YBR207W, YER145C	snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_50_length_46340_cov_28.7699_ID_99-processed-gene-0.6&CDS=1-1173, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.151&CDS=1-1263
OG0000063	YBR212W, YHR086W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.221&CDS=1-1611, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.35&CDS=1-1614
OG0000064	YBR237W, YNL112W	augustus_masked-NODE_52_length_44404_cov_49.7936_ID_103-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_52_length_44404_cov_49.7936_ID_103-processed-gene-0.11&CDS=1-2424, maker-NODE_25_length_181391_cov_30.8946_ID_49-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_25_length_181391_cov_30.8946_ID_49-snap-gene-0.10&CDS=1-1614
OG0000065	YBR238C, YGL107C	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.34&CDS=1-1911, snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.4&CDS=1-1803
OG0000066	YBR245C, YOR304W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.116&CDS=1-3192, snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.42&CDS=1-3039
OG0000067	YBR293W	maker-NODE_48_length_51618_cov_56.1852_ID_95-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_48_length_51618_cov_56.1852_ID_95-augustus-gene-0.77&CDS=1-2694, snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.63&CDS=1-1614, snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.67&CDS=1-1650
OG0000068	YBR298C, YDL247W, YGR289C, YJR160C	
OG0000069	YCL037C, YDR515W	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.29&CDS=1-1689, snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.15&CDS=1-1662
OG0000070	YCR102C, YLR460C, YNL134C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.50&CDS=1-1107
OG0000071	YDL077C, YLR039C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.153&CDS=1-2991, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.30&CDS=1-2904
OG0000072	YDL085W, YMR145C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.33&CDS=1-1659, snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.43&CDS=1-1590
OG0000073	YDL115C, YDR388W	maker-NODE_22_length_197219_cov_30.0249_ID_43-augustus-gene-0.216-mRNA-1_1&gene=maker-NODE_22_length_197219_cov_30.0249_ID_43-augustus-gene-0.216&CDS=1-2484, snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.119&CDS=1-1350
OG0000074	YDL144C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.113&CDS=1-1047, snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.50&CDS=1-1017, snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.135&CDS=1-1026
OG0000075	YDL210W	maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-0.101&CDS=1-1644, snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.114&CDS=1-1629, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.132&CDS=1-1779
OG0000076	YDR011W, YPL058C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.50&CDS=1-4482, snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.213-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.213&CDS=1-4476
OG0000077	YDR125C, YLR099C	augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.7&CDS=1-3066, snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.47&CDS=1-1380
OG0000078	YDR135C, YLL015W	genemark-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.80&CDS=1-4599, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.10&CDS=1-4653
OG0000079	YDR144C, YLR120C, YLR121C	snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.16&CDS=1-1845
OG0000080	YDR178W, YLR164W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.47&CDS=1-501, snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.21&CDS=1-540
OG0000081	YDR395W, YJR132W	maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.172-mRNA-1_1&gene=maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.172&CDS=1-5976, snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.48&CDS=1-3105
OG0000082	YDR402C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.32&CDS=1-1581, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.122&CDS=1-1623, snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.257-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.257&CDS=1-1524
OG0000083	YDR463W, YHR006W	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.184&CDS=1-1371, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.122&CDS=1-1155
OG0000084	YER017C, YMR089C	genemark-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.87-mRNA-1_1&gene=genemark-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.87&CDS=1-2637, snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.130&CDS=1-2133
OG0000085	YER054C, YIL045W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.133&CDS=1-1503, snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.207&CDS=1-1899
OG0000086	YER056C, YER060W, YER060W-A	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.88&CDS=1-1536
OG0000087	YER067W, YIL057C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.50&CDS=1-591, snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.232-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.232&CDS=1-534
OG0000088	YER130C, YKL062W, YMR037C	augustus_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.98&CDS=1-3567
OG0000089	YFL055W	maker-NODE_8_length_348112_cov_34.8261_ID_15-augustus-gene-2.82-mRNA-1_1&gene=maker-NODE_8_length_348112_cov_34.8261_ID_15-augustus-gene-2.82&CDS=1-2550, snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.56&CDS=1-1617, snap_masked-NODE_66_length_13663_cov_66.5521_ID_131-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_66_length_13663_cov_66.5521_ID_131-processed-gene-0.12&CDS=1-1551
OG0000090	YFL059W, YMR096W, YNL333W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.123&CDS=1-915
OG0000091	YGL194C, YPR068C	augustus_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.48&CDS=1-1221, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.107&CDS=1-1398
OG0000092	YGR052W, YHR082C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.108&CDS=1-2382, snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.37&CDS=1-1452
OG0000093	YGR067C, YMR182C	maker-NODE_18_length_238426_cov_40.4936_ID_35-snap-gene-1.264-mRNA-1_1&gene=maker-NODE_18_length_238426_cov_40.4936_ID_35-snap-gene-1.264&CDS=1-972, snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.105&CDS=1-3066
OG0000094	YGR087C, YLR044C, YLR134W	augustus_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.249&CDS=1-1725
