	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
OG0000029	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.22&CDS=1-1050, maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-0.133-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-0.133&CDS=1-2004
OG0000030	YER013W, YKR086W, YNR011C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.40&CDS=1-2517, augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.185&CDS=1-2679, augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.61&CDS=1-3297
OG0000031	YER054C, YIL045W, YLR273C, YOR178C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.108&CDS=1-1632, augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.151&CDS=1-1704
OG0000032	YER059W, YGL134W, YIL050W, YPL219W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.106&CDS=1-846, genemark-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.50&CDS=1-1671
OG0000033	YGR192C, YJL052W, YJR009C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.59&CDS=1-996, augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.119&CDS=1-1020, augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.29&CDS=1-996
OG0000034	YHR050W, YLR034C, YOL122C	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.96&CDS=1-1578, augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.246-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.246&CDS=1-1680, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.83&CDS=1-1443
OG0000035	YJL099W, YKR027W, YMR237W, YOR299W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.69&CDS=1-2037, maker-NODE_11_length_296904_cov_22.075_ID_2611-snap-gene-1.138-mRNA-1_1&gene=maker-NODE_11_length_296904_cov_22.075_ID_2611-snap-gene-1.138&CDS=1-2469
OG0000036	YJL172W, YOL153C	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.56&CDS=1-1710, augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.62&CDS=1-1710, genemark-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.1&CDS=1-1587, snap_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.114&CDS=1-1776
OG0000037	YKL046C, YMR238W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.365-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.365&CDS=1-1344, augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-3.74&CDS=1-1344, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.29&CDS=1-1350, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.53&CDS=1-1350
OG0000038	YKL055C, YMR226C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.225&CDS=1-774, augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.57&CDS=1-807, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.46&CDS=1-744, augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.155&CDS=1-804
OG0000039	YMR006C, YMR008C, YNL012W, YOL011W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.58&CDS=1-1977, maker-NODE_17_length_233845_cov_24.4945_ID_2323-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_17_length_233845_cov_24.4945_ID_2323-augustus-gene-1.156&CDS=1-2163
OG0000040	YOR374W, YPL061W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.1&CDS=1-1539, augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.117&CDS=1-1494, augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.52&CDS=1-1539, maker-NODE_58_length_36560_cov_23.6377_ID_5540-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_58_length_36560_cov_23.6377_ID_5540-snap-gene-0.66&CDS=1-1938
OG0000041	YBL089W, YER119C, YIL088C	augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.85&CDS=1-1230, maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-9.66-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-9.66&CDS=1-2319
OG0000042	YBR028C, YPL203W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.34&CDS=1-1188, augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.33&CDS=1-1257, augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.269-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.269&CDS=1-1233
OG0000043	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.62&CDS=1-1689
OG0000044	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.20&CDS=1-1728
OG0000045	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.54&CDS=1-3513, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.24&CDS=1-3369
OG0000046	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.186&CDS=1-2451, augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.66&CDS=1-2550
OG0000047	YDL056W, YLR182W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.165&CDS=1-2202, augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.104&CDS=1-2250, maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-9.4-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-9.4&CDS=1-1917
OG0000048	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.122&CDS=1-582, snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.1&CDS=1-585
OG0000049	YDL078C, YKL085W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.102&CDS=1-1017, augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-4.86&CDS=1-1047, augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.137&CDS=1-1002
OG0000050	YDL174C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.141&CDS=1-1686, augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.47&CDS=1-1656, augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.49&CDS=1-1689, augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.38&CDS=1-1722
OG0000051	YDL210W	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.179&CDS=1-1650, augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.180&CDS=1-1638, augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.42&CDS=1-1662, snap_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.33&CDS=1-1734
OG0000052	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-4.71&CDS=1-897
OG0000053	YDR380W, YLR044C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.49&CDS=1-1806, augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.108&CDS=1-1728, augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.115&CDS=1-1698
OG0000054	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.94&CDS=1-2856, genemark-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.70&CDS=1-2526
OG0000055	YDR523C, YHR102W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.98&CDS=1-1464, augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.16&CDS=1-1458, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.54&CDS=1-2439
OG0000056	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.48&CDS=1-717
OG0000057	YEL063C, YNL268W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.46&CDS=1-1689, augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.7&CDS=1-1629, augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.41&CDS=1-1716
OG0000058	YER015W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.142&CDS=1-2073, augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.45&CDS=1-2172, augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.21&CDS=1-2199, maker-NODE_24_length_139379_cov_21.5415_ID_2650-snap-gene-0.195-mRNA-1_1&gene=maker-NODE_24_length_139379_cov_21.5415_ID_2650-snap-gene-0.195&CDS=1-4194
OG0000059	YER056C, YER060W, YER060W-A	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.85&CDS=1-1563, augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.133&CDS=1-1533
OG0000060	YER103W, YJL034W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.108&CDS=1-2022, augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.64&CDS=1-1962, maker-NODE_20_length_184838_cov_25.5018_ID_5407-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_20_length_184838_cov_25.5018_ID_5407-augustus-gene-0.109&CDS=1-3180
OG0000061	YER133W, YML016C	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-1.36&CDS=1-1716, augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.102&CDS=1-1566, maker-NODE_3_length_686625_cov_22.7875_ID_2680-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_3_length_686625_cov_22.7875_ID_2680-snap-gene-0.3&CDS=1-1182
OG0000062	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.70&CDS=1-2838, augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.105&CDS=1-2550
OG0000063	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.175&CDS=1-1008
OG0000064	YGR197C, YJR015W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.24&CDS=1-1590, augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.10&CDS=1-1611, augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_30_length_117107_cov_22.465_ID_3048-processed-gene-0.43&CDS=1-1626
OG0000065	YHR146W, YPL186C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.185&CDS=1-900, augustus_masked-NODE_44_length_56175_cov_21.588_ID_12004-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_44_length_56175_cov_21.588_ID_12004-processed-gene-0.34&CDS=1-702, snap_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.129&CDS=1-993
OG0000066	YIL123W, YKR042W, YNL066W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-2.19&CDS=1-1179, augustus_masked-NODE_68_length_23584_cov_22.0258_ID_5375-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_68_length_23584_cov_22.0258_ID_5375-processed-gene-0.10&CDS=1-1290
OG0000067	YJL155C, YOL136C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.101&CDS=1-1002, augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.86&CDS=1-1251, augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.11&CDS=1-1365
OG0000068	YJL174W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.55&CDS=1-828, augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.31&CDS=1-822, augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.132&CDS=1-816, augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.28&CDS=1-831
OG0000069	YJR075W, YML021C	augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.43&CDS=1-1149, maker-NODE_10_length_320851_cov_22.4291_ID_1790-augustus-gene-2.246-mRNA-1_1&gene=maker-NODE_10_length_320851_cov_22.4291_ID_1790-augustus-gene-2.246&CDS=1-2169, snap_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.78&CDS=1-1107
OG0000070	YKL071W, YPL222W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.134&CDS=1-759, augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.276-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.276&CDS=1-765, maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.105&CDS=1-2601
OG0000071	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.45&CDS=1-1701, maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.207-mRNA-1_1&gene=maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.207&CDS=1-2052
