	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
OG0000030	YDR326C, YFL042C, YHR080C, YLR072W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.35&CDS=1-2757, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.77&CDS=1-2727
OG0000031	YDR338C, YHR032W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.80&CDS=1-1485, augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.161&CDS=1-1476, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.165-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.165&CDS=1-1830, augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.60&CDS=1-1923
OG0000032	YDR482C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.96&CDS=1-2304, augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.7&CDS=1-3720, augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.202-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.202&CDS=1-2604, augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.171&CDS=1-6492, snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.3&CDS=1-2856
OG0000033	YFL029C, YIL035C, YOR061W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.76&CDS=1-987, augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.2&CDS=1-969, augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.79&CDS=1-1005
OG0000034	YGL194C, YNL330C, YPR068C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.36&CDS=1-1395, genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.113&CDS=1-1272, maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-10.78-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-10.78&CDS=1-1662
OG0000035	YGR249W, YHR206W, YOR140W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.117&CDS=1-1986, augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.191-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.191&CDS=1-2898, snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.42&CDS=1-1533
OG0000036	YGR281W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.55&CDS=1-4107, augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.54&CDS=1-4248, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.278-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.278&CDS=1-4167, augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.90&CDS=1-4323, genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.20-mRNA-1_1&gene=genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.20&CDS=1-4083
OG0000037	YHR179W, YPL171C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.113&CDS=1-1206, augustus_masked-NODE_68_length_513_cov_117.693_ID_135-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_68_length_513_cov_117.693_ID_135-processed-gene-0.1&CDS=1-513, maker-NODE_20_length_229787_cov_48.6478_ID_39-snap-gene-0.118-mRNA-1_1&gene=maker-NODE_20_length_229787_cov_48.6478_ID_39-snap-gene-0.118&CDS=1-3636, maker-NODE_36_length_5095_cov_54.1614_ID_71-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_36_length_5095_cov_54.1614_ID_71-snap-gene-0.0&CDS=1-1899
OG0000038	YJL099W, YKR027W, YMR237W, YOR299W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.91&CDS=1-2265, maker-NODE_8_length_556485_cov_39.8289_ID_15-snap-gene-1.144-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-snap-gene-1.144&CDS=1-3336
OG0000039	YJL158C, YJL160C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.72&CDS=1-912, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.30&CDS=1-963, augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.81&CDS=1-1002, augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.62&CDS=1-972
OG0000040	YJR152W, YLR004C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.121&CDS=1-1446, augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.60&CDS=1-1542, augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.84&CDS=1-1533, snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.118&CDS=1-1563
OG0000041	YLL005C, YMR266W, YOL084W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.98&CDS=1-2469, augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.98&CDS=1-2784, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.2&CDS=1-2664
OG0000042	YML111W, YMR275C, YNR069C	snap_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.109&CDS=1-2391, snap_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.110&CDS=1-2250, snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.12&CDS=1-2463
OG0000043	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.107&CDS=1-1047, augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.33&CDS=1-1125, augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.70&CDS=1-1044
OG0000044	YNR063W, YOR380W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.94&CDS=1-2097, augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.40&CDS=1-1806, augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.264-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.264&CDS=1-1524, snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.89&CDS=1-1902
OG0000045	Q0105, Q0110, Q0115, Q0120	maker-NODE_31_length_31022_cov_1782.5_ID_61-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_31022_cov_1782.5_ID_61-snap-gene-0.2&CDS=1-198, maker-NODE_31_length_31022_cov_1782.5_ID_61-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_31_length_31022_cov_1782.5_ID_61-snap-gene-0.3&CDS=1-840
OG0000046	YAL030W, YLR093C, YOR327C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.87&CDS=1-378, augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.12&CDS=1-906
OG0000047	YBL016W, YBR097W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.113&CDS=1-1074, maker-NODE_9_length_553621_cov_69.3391_ID_17-augustus-gene-0.34-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-augustus-gene-0.34&CDS=1-7395, snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.258-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.258&CDS=1-1047
OG0000048	YBL054W, YBL055C, YER088C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.56&CDS=1-1611, maker-NODE_11_length_412070_cov_44.6161_ID_21-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_11_length_412070_cov_44.6161_ID_21-snap-gene-0.3&CDS=1-2457
OG0000049	YBL056W, YBR125C, YER089C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.88&CDS=1-1329, maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-6.43-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-6.43&CDS=1-1176
OG0000050	YBL063W, YEL062W	maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-0.79&CDS=1-4494, snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.228-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.228&CDS=1-1923, snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.33&CDS=1-3144
OG0000051	YBL089W, YER119C, YIL088C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.53&CDS=1-1497, snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.39&CDS=1-1455
OG0000052	YBR031W, YBR239C, YDR012W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.112&CDS=1-1629, maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-0.109-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-0.109&CDS=1-2424
OG0000053	YBR038W, YNL192W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.19&CDS=1-3159, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.65&CDS=1-2982, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.258-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.258&CDS=1-3282
OG0000054	YBR062C, YPR093C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.124&CDS=1-1557, maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-1.117-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-1.117&CDS=1-1410, snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.4&CDS=1-576
OG0000055	YBR164C, YMR138W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.139&CDS=1-549, augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.134&CDS=1-615, maker-NODE_11_length_412070_cov_44.6161_ID_21-augustus-gene-2.43-mRNA-1_1&gene=maker-NODE_11_length_412070_cov_44.6161_ID_21-augustus-gene-2.43&CDS=1-531
OG0000056	YBR207W, YER145C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.164&CDS=1-1134, augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.62&CDS=1-1254, augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.60&CDS=1-1131
OG0000057	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-0.96&CDS=1-1614
OG0000058	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.161&CDS=1-2541, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.32&CDS=1-2595
OG0000059	YCR045C, YEL060C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.97&CDS=1-1551, augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.169&CDS=1-1131, augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.17&CDS=1-903
OG0000060	YDL127W, YDL179W, YNL289W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.83&CDS=1-993, snap_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.41&CDS=1-1008
OG0000061	YDL138W, YDL194W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.88&CDS=1-1617, snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.145&CDS=1-2865, snap_masked-NODE_44_length_1452_cov_77.1728_ID_87-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_44_length_1452_cov_77.1728_ID_87-processed-gene-0.1&CDS=1-1407
OG0000062	YDL170W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.42&CDS=1-2784, augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.75&CDS=1-1821, genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.102&CDS=1-1635, maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-2.120-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-2.120&CDS=1-2343
OG0000063	YDL222C, YML052W, YNL194C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.42&CDS=1-876, augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.61&CDS=1-1071
OG0000064	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.49&CDS=1-1188, augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.86&CDS=1-1449
OG0000065	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.175&CDS=1-891, augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.121&CDS=1-3024
OG0000066	YDR342C, YDR343C, YDR345C, YHR092C, YHR094C	
OG0000067	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.132&CDS=1-2997, maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.153-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.153&CDS=1-3447
OG0000068	YEL036C, YML115C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.204&CDS=1-1410, augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.36&CDS=1-2019, genemark-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.42&CDS=1-1272
OG0000069	YEL066W, YPR193C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.195-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.195&CDS=1-489, augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.234-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.234&CDS=1-486, augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.53&CDS=1-489
OG0000070	YER133W, YML016C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.9&CDS=1-1968, augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.95&CDS=1-1635, maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-2.40-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-2.40&CDS=1-1212
OG0000071	YFL011W, YMR011W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.50&CDS=1-1614, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.74&CDS=1-1620, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.89&CDS=1-1569
OG0000072	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.104&CDS=1-2931, snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.119&CDS=1-2466
