	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
OG0000024	YKL215C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.1&CDS=1-3903, augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.33&CDS=1-3948, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.69&CDS=1-3912, maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.257-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.257&CDS=1-3987, snap_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.141&CDS=1-3828
OG0000025	YLR090W, YNL064C, YNL077W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.85&CDS=1-1488, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.73&CDS=1-1245, genemark-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.132&CDS=1-1398
OG0000026	YLR256W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.5&CDS=1-3144, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.44&CDS=1-3255, maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-1.0&CDS=1-2853, maker-NODE_6_length_768710_cov_73.8521_ID_11-snap-gene-3.79-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-snap-gene-3.79&CDS=1-4530, snap_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.57&CDS=1-4257
OG0000027	YPL088W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.24&CDS=1-1029, augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.31&CDS=1-1032, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.108&CDS=1-1029, genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.46&CDS=1-1029, maker-NODE_14_length_373348_cov_79.2154_ID_27-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_14_length_373348_cov_79.2154_ID_27-snap-gene-0.113&CDS=1-1974
OG0000028	YAL005C, YJL034W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.0&CDS=1-2022, augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.174-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.174&CDS=1-2004, maker-NODE_4_length_841044_cov_71.5186_ID_7-snap-gene-4.105-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-snap-gene-4.105&CDS=1-2697
OG0000029	YBL068W, YER099C, YHL011C	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.93&CDS=1-960, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.28&CDS=1-975
OG0000030	YBR067C, YIL011W, YOR010C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.147&CDS=1-573, augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.63&CDS=1-1230
OG0000031	YCL024W, YDR507C, YKL101W	genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.172-mRNA-1_1&gene=genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.172&CDS=1-4026, snap_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.102&CDS=1-4041
OG0000032	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.105&CDS=1-2571, augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.131&CDS=1-2604
OG0000033	YDL159W, YOR231W, YPL140C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.3&CDS=1-1473, augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.123&CDS=1-1611
OG0000034	YDL174C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.24&CDS=1-1869, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.115&CDS=1-1683, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.167&CDS=1-1665, genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.141&CDS=1-1575
OG0000035	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.52&CDS=1-1194, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.121&CDS=1-1449
OG0000036	YDR342C, YDR343C, YDR345C, YHR092C, YHR094C	
OG0000037	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.105&CDS=1-2976, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.133&CDS=1-2526
OG0000038	YER133W, YML016C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.229-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.229&CDS=1-2016, augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.103&CDS=1-1650, maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-0.7&CDS=1-1236
OG0000039	YGR087C, YLR044C, YLR134W	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.80&CDS=1-1737, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.21&CDS=1-1704
OG0000040	YGR287C, YIL172C, YJL221C, YOL157C	augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.16&CDS=1-1752
OG0000041	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.132&CDS=1-2862, augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.160-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.160&CDS=1-3498
OG0000042	YJR152W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.179&CDS=1-1539, augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.42&CDS=1-1584, augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.22&CDS=1-1449, snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.93&CDS=1-1593
OG0000043	YLR098C, YOL140W, YOR337W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.78&CDS=1-1425, maker-NODE_13_length_392829_cov_74.6598_ID_25-augustus-gene-2.87-mRNA-1_1&gene=maker-NODE_13_length_392829_cov_74.6598_ID_25-augustus-gene-2.87&CDS=1-3135
OG0000044	YLR144C, YNR067C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.29&CDS=1-2964, augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.103&CDS=1-2139, augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.44&CDS=1-2448
OG0000045	YML111W, YMR275C, YNR069C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.73&CDS=1-2637, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.141&CDS=1-2244
OG0000046	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.61&CDS=1-954, genemark-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.10&CDS=1-1353
OG0000047	YAL023C, YGR199W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.82&CDS=1-2331, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.121&CDS=1-2271
OG0000048	YAL054C, YLR153C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.37&CDS=1-2016, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.87&CDS=1-2010
OG0000049	YAR035W, YER024W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.67&CDS=1-2205, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.17&CDS=1-2295
OG0000050	YBL002W, YDR224C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.28&CDS=1-393, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.33&CDS=1-393
OG0000051	YBL003C, YDR225W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.11&CDS=1-393, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.11&CDS=1-393
OG0000052	YBL011W, YKR067W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.172-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.172&CDS=1-2205, genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.84&CDS=1-2106
OG0000053	YBL052C, YOR244W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.106&CDS=1-1413, genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.67&CDS=1-2526
OG0000054	YBR002C, YMR101C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.85&CDS=1-918, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.219&CDS=1-825
OG0000055	YBR009C, YNL030W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.169&CDS=1-309, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.3&CDS=1-309
OG0000056	YBR010W, YNL031C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.143&CDS=1-408, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.10&CDS=1-408
OG0000057	YBR021W, YIR028W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.7&CDS=1-1710, genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.57-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.57&CDS=1-2640
OG0000058	YBR025C, YHL014C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.27&CDS=1-1185, genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.120&CDS=1-1233
OG0000059	YBR033W, YKL038W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.27&CDS=1-2856, snap_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.25&CDS=1-2046
OG0000060	YBR035C, YKL004W	genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.29-mRNA-1_1&gene=genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.29&CDS=1-1176, maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-7.0-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-7.0&CDS=1-1950
OG0000061	YBR139W, YMR297W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.45&CDS=1-1674, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.35&CDS=1-1605
OG0000062	YBR183W, YPL087W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.120&CDS=1-870, genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.9&CDS=1-990
OG0000063	YBR199W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.138&CDS=1-1488, augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.259-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.259&CDS=1-1443, augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.81&CDS=1-1311
OG0000064	YBR207W, YER145C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.132&CDS=1-1185, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.115&CDS=1-1260
OG0000065	YBR212W, YHR086W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.62&CDS=1-1473, augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.87&CDS=1-2739
OG0000066	YBR237W, YNL112W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.30&CDS=1-2526, maker-NODE_20_length_184659_cov_71.8452_ID_39-augustus-gene-0.225-mRNA-1_1&gene=maker-NODE_20_length_184659_cov_71.8452_ID_39-augustus-gene-0.225&CDS=1-2043
OG0000067	YBR239C, YJL103C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.41&CDS=1-1596, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.72&CDS=1-1584
OG0000068	YBR249C, YDR035W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.111&CDS=1-1089, snap_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.174-mRNA-1_1&gene=snap_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.174&CDS=1-1131
OG0000069	YBR263W, YLR058C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.44&CDS=1-1410, augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.23&CDS=1-1467
OG0000070	YBR283C, YLR378C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.247-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.247&CDS=1-1476, snap_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.11&CDS=1-1425
OG0000071	YCL037C, YDR515W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.132&CDS=1-2352, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.21&CDS=1-1689
OG0000072	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.95&CDS=1-663
OG0000073	YCL069W, YGR224W, YKR105C, YPR198W	
OG0000074	YCR031C, YJL191W	maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-1.80-mRNA-1_1&gene=maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-1.80&CDS=1-1983, maker-NODE_7_length_679996_cov_70.6581_ID_13-augustus-gene-4.50-mRNA-1_1&gene=maker-NODE_7_length_679996_cov_70.6581_ID_13-augustus-gene-4.50&CDS=1-1755
OG0000075	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.149&CDS=1-1119
OG0000076	YDL047W, YDR075W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.63&CDS=1-945, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.121&CDS=1-930
OG0000077	YDL056W, YLR182W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.8&CDS=1-2664, augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.203&CDS=1-2496
