	Fusarium_graminearum	Saccharomyces_cerevisiae
OG0002229	XP_011324867.1	YMR166C
OG0002230	XP_011324869.1	YDR405W
OG0002231	XP_011324871.1	YHR002W
OG0002232	XP_011324872.1	YLR418C
OG0002233	XP_011324877.1	YPR162C
OG0002234	XP_011324887.1	YDR407C
OG0002235	XP_011324888.1	YDL124W
OG0002236	XP_011324890.1	YJR053W
OG0002237	XP_011324891.1	YNL061W
OG0002238	XP_011324893.1	YLL050C
OG0002239	XP_011324894.1	YLR259C
OG0002240	XP_011324903.1	YGR048W
OG0002241	XP_011324910.1	YPL235W
OG0002242	XP_011324915.1	YDL195W
OG0002243	XP_011324918.1	YLR038C
OG0002244	XP_011324922.1	YJR036C
OG0002245	XP_011324923.1	YKL167C
OG0002246	XP_011324927.1	YBL050W
OG0002247	XP_011324929.1	YOR308C
OG0002248	XP_011324931.1	YJL088W
OG0002249	XP_011324932.1	YCL009C
OG0002250	XP_011324940.1	YOR063W
OG0002251	XP_011324941.1	YBR112C
OG0002252	XP_011324942.1	YLR058C
OG0002253	XP_011324943.1	YBR081C
OG0002254	XP_011324944.1	YJR112W-A
OG0002255	XP_011324946.1	YGR078C
OG0002256	XP_011324949.1	YDL230W
OG0002257	XP_011324950.1	YLR077W
OG0002258	XP_011324960.1	YJL111W
OG0002259	XP_011324961.1	YJL127C
OG0002260	XP_011324962.1	YHL004W
OG0002261	XP_011324967.1	YDR188W
OG0002262	XP_011324968.1	YOL022C
OG0002263	XP_011324972.1	YGL220W
OG0002264	XP_011324973.1	YGL221C
OG0002265	XP_011324976.1	YPR189W
OG0002266	XP_011324980.1	YIR007W
OG0002267	XP_011324987.1	YOL090W
OG0002268	XP_011324995.1	YOL093W
OG0002269	XP_011324996.1	YIR008C
OG0002270	XP_011324997.1	YGR090W
OG0002271	XP_011325002.1	YKL082C
OG0002272	XP_011325003.1	YDR372C
OG0002273	XP_011325005.1	YOL023W
OG0002274	XP_011325006.1	YOR006C
OG0002275	XP_011325008.1	YBR215W
OG0002276	XP_011325009.1	YDR527W
OG0002277	XP_011325011.1	YGR054W
OG0002278	XP_011325019.1	YDR211W
OG0002279	XP_011325021.1	YHR206W
OG0002280	XP_011325023.1	YMR129W
OG0002281	XP_011325031.1	YIL108W
OG0002282	XP_011325032.1	YER026C
OG0002283	XP_011325034.1	YHR089C
OG0002284	XP_011325036.1	YDL146W
OG0002285	XP_011325037.1	YNR008W
OG0002286	XP_011325038.1	YPR051W
OG0002287	XP_011325040.1	YBR246W
OG0002288	XP_011325041.1	YDR335W
OG0002289	XP_011325046.1	YIL109C
OG0002290	XP_011325047.1	YBL016W
OG0002291	XP_011325048.1	YPL196W
OG0002292	XP_011325049.1	YOR278W
OG0002293	XP_011325050.1	YNL059C
OG0002294	XP_011325051.1	YDR320C-A
OG0002295	XP_011325053.1	YMR292W
OG0002296	XP_011325054.1	YOR122C
OG0002297	XP_011325056.1	YKL196C
OG0002298	XP_011325057.1	YGR271W
OG0002299	XP_011325067.1	YDR229W
OG0002300	XP_011325068.1	YLR118C
OG0002301	XP_011325070.1	YOR281C
OG0002302	XP_011325074.1	YMR293C
OG0002303	XP_011325077.1	YJL003W
OG0002304	XP_011325079.1	YJL143W
OG0002305	XP_011325081.1	YFL007W
OG0002306	XP_011325088.1	YKR092C
OG0002307	XP_011325090.1	YDR336W
OG0002308	XP_011325405.1	YPL111W
OG0002309	XP_011325408.1	YPR173C
OG0002310	XP_011325409.1	YLR200W
OG0002311	XP_011325425.1	YDR234W
OG0002312	XP_011325430.1	YLR086W
OG0002313	XP_011325433.1	YLR167W
OG0002314	XP_011325435.1	YLR197W
OG0002315	XP_011325440.1	YOL075C
OG0002316	XP_011325441.1	YIR027C
OG0002317	XP_011325442.1	YBR003W
OG0002318	XP_011325451.1	YMR068W
OG0002319	XP_011325453.1	YIR034C
OG0002320	XP_011325466.1	YBR208C
OG0002321	XP_011325469.1	YMR301C
OG0002322	XP_011325472.1	YOR310C
OG0002323	XP_011325473.1	YLR447C
OG0002324	XP_011325474.1	YDR337W
OG0002325	XP_011325476.1	YAL024C
OG0002326	XP_011325477.1	YBR080C
OG0002327	XP_011325483.1	YOR311C
OG0002328	XP_011325484.1	YFL002C
OG0002329	XP_011325486.1	YGR218W
OG0002330	XP_011325487.1	YFL030W
OG0002331	XP_011325499.1	YLL027W
OG0002332	XP_011325500.1	YDL200C
OG0002333	XP_011325501.1	YGR244C
OG0002334	XP_011325503.1	YMR077C
OG0002335	XP_011325507.1	YDL111C
OG0002336	XP_011325508.1	YGL017W
OG0002337	XP_011325511.1	YOR163W
OG0002338	XP_011325512.1	YJL124C
OG0002339	XP_011325513.1	YGR053C
OG0002340	XP_011325518.1	YPR135W
OG0002341	XP_011325521.1	YOR140W
OG0002342	XP_011325525.1	YOR036W
OG0002343	XP_011325527.1	YPR056W
OG0002344	XP_011325528.1	YOR035C
OG0002345	XP_011325529.1	YKR056W
OG0002346	XP_011325531.1	YNL048W
OG0002347	XP_011325533.1	YJR065C
OG0002348	XP_011325535.1	YNL259C
OG0002349	XP_011325540.1	YDR333C
OG0002350	XP_011325541.1	YPR129W
OG0002351	XP_011325542.1	YMR197C
OG0002352	XP_011325546.1	YPL132W
OG0002353	XP_011325552.1	YOL061W
OG0002354	XP_011325554.1	YJL011C
OG0002355	XP_011325556.1	YFL001W
OG0002356	XP_011325562.1	YKL041W
OG0002357	XP_011325563.1	YKL117W
OG0002358	XP_011325564.1	YDR381W
OG0002359	XP_011325566.1	YOR091W
OG0002360	XP_011325570.1	YER091C
OG0002361	XP_011325573.1	YNL153C
OG0002362	XP_011325576.1	YKL073W
OG0002363	XP_011325580.1	YGL240W
OG0002364	XP_011325600.1	YPL127C
OG0002365	XP_011325601.1	YHR098C
OG0002366	XP_011325603.1	YCR024C
OG0002367	XP_011325607.1	YLR115W
OG0002368	XP_011325608.1	YJL004C
OG0002369	XP_011325609.1	YMR244C-A
OG0002370	XP_011325610.1	YDR208W
OG0002371	XP_011325611.1	YDL160C
OG0002372	XP_011325613.1	YKL113C
OG0002373	XP_011325620.1	YPL154C
OG0002374	XP_011325622.1	YDR282C
OG0002375	XP_011325623.1	YMR079W
OG0002376	XP_011325634.1	YDR394W
OG0002377	XP_011325649.1	YBR133C
OG0002378	XP_011325664.1	YMR193W
OG0002379	XP_011325665.1	YGL026C
OG0002380	XP_011325666.1	YNL279W
OG0002381	XP_011325668.1	YBL078C
OG0002382	XP_011325669.1	YDR044W
OG0002383	XP_011325671.1	YOR261C
OG0002384	XP_011325672.1	YDR226W
OG0002385	XP_011325677.1	YNR041C
OG0002386	XP_011325680.1	YJL031C
OG0002387	XP_011325687.1	YDR490C
OG0002388	XP_011325689.1	YKL189W
OG0002389	XP_011325690.1	YBL076C
OG0002390	XP_011325693.1	YJR033C
OG0002391	XP_011325694.1	YGL114W
OG0002392	XP_011325696.1	YDL058W
OG0002393	XP_011325697.1	YOR048C
OG0002394	XP_011326105.1	YFR006W
OG0002395	XP_011326111.1	YOR119C
OG0002396	XP_011326119.1	YOR161C
OG0002397	XP_011326120.1	YLR423C
OG0002398	XP_011326135.1	YER090W
OG0002399	XP_011326138.1	YBR286W
OG0002400	XP_011326141.1	YKL170W
OG0002401	XP_011326142.1	YGL070C
OG0002402	XP_011326143.1	YJR017C
OG0002403	XP_011326154.1	YKL154W
OG0002404	XP_011326155.1	YGR155W
OG0002405	XP_011326178.1	YJR095W
OG0002406	XP_011326179.1	YGR080W
OG0002407	XP_011326186.1	YMR132C
OG0002408	XP_011326192.1	YDR341C
OG0002409	XP_011326193.1	YAL046C
OG0002410	XP_011326195.1	YPR201W
OG0002411	XP_011326196.1	YNR016C
OG0002412	XP_011326198.1	YIL030C
OG0002413	XP_011326201.1	YIL046W
OG0002414	XP_011326202.1	YPL212C
OG0002415	XP_011326215.1	YNL011C
OG0002416	XP_011326232.1	YDR319C
OG0002417	XP_011326248.1	YER016W
OG0002418	XP_011326249.1	YLL008W
OG0002419	XP_011326253.1	YNL094W
OG0002420	XP_011326254.1	YOR093C
OG0002421	XP_011326256.1	YGL248W
OG0002422	XP_011326258.1	YKR079C
OG0002423	XP_011326259.1	YOR271C
OG0002424	XP_011326261.1	YLL019C
OG0002425	XP_011326266.1	YDL052C
OG0002426	XP_011326267.1	YKL047W
OG0002427	XP_011326268.1	YOR254C
OG0002428	XP_011326270.1	YPL218W
OG0002429	XP_011326273.1	YDL004W
OG0002430	XP_011326275.1	YBR053C
OG0002431	XP_011326287.1	YKL205W
OG0002432	XP_011326299.1	YLR150W
OG0002433	XP_011326302.1	YOR141C
OG0002434	XP_011326307.1	YCL018W
OG0002435	XP_011326309.1	YPR168W
OG0002436	XP_011326313.1	YJL068C
OG0002437	XP_011326315.1	YPR187W
OG0002438	XP_011326317.1	YKL175W
OG0002439	XP_011326319.1	YJL208C
OG0002440	XP_011326320.1	YNL317W
OG0002441	XP_011326322.1	YDR410C
OG0002442	XP_011326323.1	YPR153W
OG0002443	XP_011326330.1	YCL057C-A
OG0002444	XP_011326337.1	YDR050C
OG0002445	XP_011326338.1	YPR100W
OG0002446	XP_011326339.1	YIL061C
OG0002447	XP_011326341.1	YKL009W
OG0002448	XP_011326344.1	YJR112W
OG0002449	XP_011326346.1	YGL178W
OG0002450	XP_011326350.1	YHL027W
OG0002451	XP_011326352.1	YDR169C
OG0002452	XP_011326353.1	YLR234W
OG0002453	XP_011326355.1	YDL236W
OG0002454	XP_011326357.1	YPR098C
OG0002455	XP_011326358.1	YMR106C
OG0002456	XP_011326360.1	YLR008C
OG0002457	XP_011326361.1	YLR009W
OG0002458	XP_011326369.1	YDR168W
OG0002459	XP_011326371.1	YBL001C
OG0002460	XP_011326378.1	YAL022C
OG0002461	XP_011326381.1	YNL107W
OG0002462	XP_011326382.1	YLR290C
OG0002463	XP_011326383.1	YGR129W
OG0002464	XP_011326388.1	YAL026C
OG0002465	XP_011326391.1	YPR094W
OG0002466	XP_011326400.1	YPL082C
OG0002467	XP_011326401.1	YJL074C
OG0002468	XP_011326402.1	YNL252C
OG0002469	XP_011326406.1	YDL001W
OG0002470	XP_011326408.1	YJL008C
OG0002471	XP_011326409.1	YJL157C
OG0002472	XP_011326416.1	YEL037C
OG0002473	XP_011326417.1	YNL039W
OG0002474	XP_011326418.1	YDL074C
OG0002475	XP_011326426.1	YNL022C
OG0002476	XP_011326427.1	YLR274W
OG0002477	XP_011326428.1	YDR027C
OG0002478	XP_011326431.1	YHR166C
OG0002479	XP_011326434.1	YJL167W
OG0002480	XP_011326439.1	YLR222C
OG0002481	XP_011326440.1	YFR005C
OG0002482	XP_011326442.1	YFR001W
OG0002483	XP_011326443.1	YMR210W
OG0002484	XP_011326447.1	YDL167C
OG0002485	XP_011326450.1	YEL056W
OG0002486	XP_011326451.1	YGL173C
OG0002487	XP_011326452.1	YLR066W
OG0002488	XP_011326453.1	YIL031W
OG0002489	XP_011326454.1	YPR137W
OG0002490	XP_011326455.1	YER012W
OG0002491	XP_011326456.1	YOR204W
OG0002492	XP_011326468.1	YNL273W
OG0002493	XP_011326470.1	YMR089C
OG0002494	XP_011326472.1	YOL005C
OG0002495	XP_011326473.1	YER146W
OG0002496	XP_011326475.1	YOR272W
OG0002497	XP_011326476.1	YFR015C
OG0002498	XP_011326477.1	YCL029C
OG0002499	XP_011326479.1	YNL064C
OG0002500	XP_011326480.1	YDR165W
OG0002501	XP_011326481.1	YLR340W
OG0002502	XP_011326485.1	YGL156W
OG0002503	XP_011326486.1	YPL236C
OG0002504	XP_011326487.1	YGL131C
OG0002505	XP_011326492.1	YKR088C
OG0002506	XP_011326493.1	YER051W
OG0002507	XP_011326496.1	YER025W
OG0002508	XP_011326498.1	YJL041W
OG0002509	XP_011326501.1	YJR097W
OG0002510	XP_011326502.1	YGR076C
OG0002511	XP_011326503.1	YDR243C
OG0002512	XP_011326504.1	YGR094W
OG0002513	XP_011326511.1	YPL050C
OG0002514	XP_011326514.1	YNL044W
OG0002515	XP_011326520.1	YNR015W
OG0002516	XP_011326521.1	YGR235C
OG0002517	XP_011326522.1	YKL134C
OG0002518	XP_011326524.1	YKL017C
OG0002519	XP_011326527.1	YLR143W
OG0002520	XP_011326528.1	YER130C
OG0002521	XP_011326532.1	YOL006C
OG0002522	XP_011326533.1	YBR039W
OG0002523	XP_011326536.1	YLR396C
OG0002524	XP_011326538.1	YOL016C
OG0002525	XP_011326540.1	YPR033C
OG0002526	XP_011326548.1	YPR103W
OG0002527	XP_011326549.1	YDL104C
OG0002528	XP_011326552.1	YDR245W
OG0002529	XP_011326559.1	YLR022C
OG0002530	XP_011326560.1	YMR297W
OG0002531	XP_011326569.1	YJL207C
OG0002532	XP_011326570.1	YGR021W
OG0002533	XP_011326571.1	YDR079W
OG0002534	XP_011326577.1	YLR389C
OG0002535	XP_011326578.1	YJL197W
OG0002536	XP_011326581.1	YOR360C
OG0002537	XP_011326586.1	YDL144C
OG0002538	XP_011326588.1	YJL189W
OG0002539	XP_011326589.1	YDR328C
OG0002540	XP_011326590.1	YOR149C
OG0002541	XP_011326592.1	YMR259C
OG0002542	XP_011326595.1	YBR143C
OG0002543	XP_011326600.1	YJR105W
OG0002544	XP_011326603.1	YCR063W
OG0002545	XP_011326605.1	YNL113W
OG0002546	XP_011326608.1	YCR008W
OG0002547	XP_011326610.1	YGL179C
OG0002548	XP_011326611.1	YML077W
OG0002549	XP_011326612.1	YDR329C
OG0002550	XP_011326614.1	YCR065W
OG0002551	XP_011326616.1	YIR006C
OG0002552	XP_011326621.1	YOL145C
OG0002553	XP_011326624.1	YDL113C
OG0002554	XP_011326625.1	YGL130W
OG0002555	XP_011326627.1	YMR076C
OG0002556	XP_011326628.1	YBR289W
OG0002557	XP_011326634.1	YNL298W
OG0002558	XP_011326635.1	YBR121C
OG0002559	XP_011326637.1	YNR020C
OG0002560	XP_011326638.1	YDR300C
OG0002561	XP_011326639.1	YPL211W
OG0002562	XP_011326640.1	YPR040W
OG0002563	XP_011326642.1	YGL064C
OG0002564	XP_011326650.1	YBL104C
OG0002565	XP_011326651.1	YGR271C-A
OG0002566	XP_011326653.1	YOL102C
OG0002567	XP_011326657.1	YPL244C
OG0002568	XP_011326664.1	YDL148C
OG0002569	XP_011326670.1	YLR016C
OG0002570	XP_011326674.1	YBL060W
OG0002571	XP_011326679.1	YPR082C
OG0002572	XP_011326681.1	YGR229C
OG0002573	XP_011326682.1	YPR055W
OG0002574	XP_011326686.1	YOR017W
OG0002575	XP_011326690.1	YDL185W
OG0002576	XP_011326694.1	YDR468C
OG0002577	XP_011326695.1	YDL207W
OG0002578	XP_011326696.1	YDR293C
OG0002579	XP_011326698.1	YNL085W
OG0002580	XP_011326704.1	YFL053W
OG0002581	XP_011326705.1	YLR275W
OG0002582	XP_011326706.1	YDR036C
OG0002583	XP_011326708.1	YBL035C
OG0002584	XP_011326713.1	YOR289W
OG0002585	XP_011326721.1	YOR367W
OG0002586	XP_011326729.1	YJL010C
OG0002587	XP_011326734.1	YIL070C
OG0002588	XP_011326735.1	YOR252W
OG0002589	XP_011326737.1	YKR017C
OG0002590	XP_011326741.1	YDR469W
OG0002591	XP_011326742.1	YDR064W
OG0002592	XP_011326744.1	YML060W
OG0002593	XP_011326745.1	YMR288W
OG0002594	XP_011326749.1	YLR084C
OG0002595	XP_011326750.1	YGL085W
OG0002596	XP_011326751.1	YNR035C
OG0002597	XP_011326752.1	YLR129W
OG0002598	XP_011326754.1	YNL168C
OG0002599	XP_011326755.1	YJR025C
OG0002600	XP_011326756.1	YHR175W
OG0002601	XP_011326757.1	YLR151C
OG0002602	XP_011326759.1	YDR414C
OG0002603	XP_011326769.1	YJR101W
OG0002604	XP_011326770.1	YPL162C
OG0002605	XP_011326774.1	YGL080W
OG0002606	XP_011326775.1	YBR218C
OG0002607	XP_011326776.1	YNL023C
OG0002608	XP_011326777.1	YNL320W
OG0002609	XP_011326779.1	YDR265W
OG0002610	XP_011326784.1	YGL124C
OG0002611	XP_011326785.1	YDR141C
OG0002612	XP_011326787.1	YKL125W
OG0002613	XP_011326788.1	YBL021C
OG0002614	XP_011326789.1	YEL003W
OG0002615	XP_011326792.1	YDR517W
OG0002616	XP_011326793.1	YPL157W
OG0002617	XP_011326794.1	YPL263C
OG0002618	XP_011326802.1	YKL012W
OG0002619	XP_011326803.1	YDR091C
OG0002620	XP_011326804.1	YER164W
OG0002621	XP_011326806.1	YKL197C
OG0002622	XP_011326807.1	YBR202W
OG0002623	XP_011326808.1	YGL129C
OG0002624	XP_011326809.1	YOR294W
OG0002625	XP_011326814.1	YCR092C
OG0002626	XP_011326816.1	YFL045C
OG0002627	XP_011326817.1	YDL206W
OG0002628	XP_011326818.1	YBL097W
OG0002629	XP_011326825.1	YOR296W
OG0002630	XP_011326826.1	YDR524C
OG0002631	XP_011326827.1	YDL101C
OG0002632	XP_011326830.1	YKL024C
OG0002633	XP_011326832.1	YMR010W
OG0002634	XP_011326834.1	YPL023C
OG0002635	XP_011326835.1	YLR382C
OG0002636	XP_011326836.1	YCR075C
OG0002637	XP_011326838.1	YPR021C
OG0002638	XP_011326840.1	YDL155W
OG0002639	XP_011326849.1	YIL026C
OG0002640	XP_011326851.1	YNL189W
OG0002641	XP_011326852.1	YLR419W
OG0002642	XP_011326860.1	YKR063C
OG0002643	XP_011326869.1	YGR036C
OG0002644	XP_011326876.1	YNL127W
OG0002645	XP_011326878.1	YOL086W-A
OG0002646	XP_011326882.1	YJR006W
OG0002647	XP_011326883.1	YFL028C
OG0002648	XP_011326888.1	YGL238W
OG0002649	XP_011326892.1	YKR001C
OG0002650	XP_011326894.1	YOR375C
OG0002651	XP_011326895.1	YDL102W
OG0002652	XP_011326900.1	YKL034W
OG0002653	XP_011326904.1	YOR187W
OG0002654	XP_011326905.1	YNL149C
OG0002655	XP_011326919.1	YGL099W
OG0002656	XP_011326920.1	YKL143W
OG0002657	XP_011326921.1	YDR159W
OG0002658	XP_011326925.1	YDR339C
OG0002659	XP_011326926.1	YOL094C
OG0002660	XP_011326931.1	YJR062C
OG0002661	XP_011326933.1	YLR175W
OG0002662	XP_011326937.1	YOR236W
OG0002663	XP_011326940.1	YIL102C-A
OG0002664	XP_011326941.1	YGR278W
OG0002665	XP_011326945.1	YML080W
OG0002666	XP_011326946.1	YNL233W
OG0002667	XP_011326953.1	YGR270W
OG0002668	XP_011326956.1	YPL215W
OG0002669	XP_011326957.1	YER061C
OG0002670	XP_011326960.1	YGR193C
OG0002671	XP_011326966.1	YPR031W
OG0002672	XP_011326968.1	YER133W
OG0002673	XP_011326970.1	YJR086W
OG0002674	XP_011326972.1	YBR079C
OG0002675	XP_011326974.1	YIL049W
OG0002676	XP_011326977.1	YAL036C
OG0002677	XP_011326982.1	YLR203C
OG0002678	XP_011326983.1	YML049C
OG0002679	XP_011326986.1	YGR181W
OG0002680	XP_011326989.1	YPL203W
OG0002681	XP_011326992.1	YPL001W
OG0002682	XP_011326995.1	YGL068W
OG0002683	XP_011326996.1	YLR106C
OG0002684	XP_011327000.1	YJL109C
OG0002685	XP_011327002.1	YPL214C
OG0002686	XP_011327004.1	YDR232W
OG0002687	XP_011327006.1	YOL049W
OG0002688	XP_011327007.1	YCR028C-A
OG0002689	XP_011327014.1	YMR034C
OG0002690	XP_011327021.1	YIL143C
OG0002691	XP_011327022.1	YKL084W
OG0002692	XP_011327023.1	YOL038W
OG0002693	XP_011327025.1	YDL178W
OG0002694	XP_011327031.1	YCL001W
OG0002695	XP_011327032.1	YBR279W
OG0002696	XP_011327035.1	YOR369C
OG0002697	XP_011327038.1	YOR243C
OG0002698	XP_011327041.1	YHR169W
OG0002699	XP_011327045.1	YJR122W
OG0002700	XP_011327052.1	YIL126W
OG0002701	XP_011327054.1	YBR231C
OG0002702	XP_011327056.1	YHR084W
OG0002703	XP_011327059.1	YLR429W
OG0002704	XP_011327060.1	YJR092W
OG0002705	XP_011327061.1	YIL020C
OG0002706	XP_011327063.1	YMR202W
OG0002707	XP_011327064.1	YFL013C
OG0002708	XP_011327068.1	YOR164C
OG0002709	XP_011327070.1	YOL129W
OG0002710	XP_011327073.1	YNL232W
OG0002711	XP_011327075.1	YNL292W
OG0002712	XP_011327077.1	YMR125W
OG0002713	XP_011327079.1	YMR139W
OG0002714	XP_011327080.1	YLR345W
OG0002715	XP_011327081.1	YMR203W
OG0002716	XP_011327084.1	YDR237W
OG0002717	XP_011327085.1	YBR101C
OG0002718	XP_011327087.1	YLR281C
OG0002719	XP_011327089.1	YGR200C
OG0002720	XP_011327090.1	YIL008W
OG0002721	XP_011327091.1	YOR113W
OG0002722	XP_011327096.1	YIL134W
OG0002723	XP_011327097.1	YNL070W
OG0002724	XP_011327098.1	YOR319W
OG0002725	XP_011327100.1	YDL117W
OG0002726	XP_011327102.1	YGL246C
OG0002727	XP_011327105.1	YHR051W
OG0002728	XP_011327106.1	YCR034W
OG0002729	XP_011327122.1	YKL148C
OG0002730	XP_011327123.1	YPR097W
OG0002731	XP_011327133.1	YBR199W
OG0002732	XP_011327136.1	YIL067C
OG0002733	XP_011327142.1	YNL246W
OG0002734	XP_011327144.1	YCR057C
OG0002735	XP_011327147.1	YMR304W
OG0002736	XP_011327158.1	YKL095W
OG0002737	XP_011327159.1	YOR077W
OG0002738	XP_011327160.1	YGR063C
OG0002739	XP_011327162.1	YGR123C
OG0002740	XP_011327164.1	YGL119W
OG0002741	XP_011327165.1	YHR074W
OG0002742	XP_011327167.1	YOR287C
OG0002743	XP_011327170.1	YBR146W
OG0002744	XP_011327173.1	YKL190W
OG0002745	XP_011327174.1	YFL024C
OG0002746	XP_011327175.1	YKR038C
OG0002747	XP_011327182.1	YLR247C
OG0002748	XP_011327188.1	YNL291C
OG0002749	XP_011327189.1	YPR028W
OG0002750	XP_011327190.1	YLR176C
OG0002751	XP_011327191.1	YER052C
OG0002752	XP_011327192.1	YJL204C
OG0002753	XP_011327193.1	YDL108W
OG0002754	XP_011327198.1	YOR239W
OG0002755	XP_011327204.1	YPL195W
OG0002756	XP_011327205.1	YFL047W
OG0002757	XP_011327210.1	YNL081C
OG0002758	XP_011327212.1	YNR046W
OG0002759	XP_011327214.1	YDR412W
OG0002760	XP_011327217.1	YHR119W
OG0002761	XP_011327224.1	YCL054W
OG0002762	XP_011327225.1	YOR211C
OG0002763	XP_011327226.1	YNR039C
OG0002764	XP_011327228.1	YMR100W
OG0002765	XP_011327229.1	YKL172W
OG0002766	XP_011327239.1	YOR291W
OG0002767	XP_011327240.1	YKR048C
OG0002768	XP_011327241.1	YIL074C
OG0002769	XP_011327242.1	YOR326W
OG0002770	XP_011327243.1	YDL166C
OG0002771	XP_011327244.1	YJR069C
OG0002772	XP_011327246.1	YCR027C
OG0002773	XP_011327248.1	YHR128W
OG0002774	XP_011327249.1	YKL160W
OG0002775	XP_011327252.1	YGR277C
OG0002776	XP_011327253.1	YLR441C
OG0002777	XP_011327254.1	YGR031W
OG0002778	XP_011327260.1	YKL191W
OG0002779	XP_011327269.1	YPR169W
OG0002780	XP_011327275.1	YIL075C
OG0002781	XP_011327291.1	YPL225W
OG0002782	XP_011327292.1	YKL209C
OG0002783	XP_011327296.1	YJL057C
OG0002784	XP_011327300.1	YML010W
OG0002785	XP_011327301.1	YPL247C
OG0002786	XP_011327303.1	YIL156W-B
OG0002787	XP_011327304.1	YAL038W
OG0002788	XP_011327313.1	YBL064C
OG0002789	XP_011327317.1	YBR041W
OG0002790	XP_011327318.1	YDR434W
OG0002791	XP_011327325.1	YPL172C
OG0002792	XP_011327328.1	YDR097C
OG0002793	XP_011327336.1	YML051W
OG0002794	XP_011327370.1	YNL208W
OG0002795	XP_011327657.1	YLR220W
OG0002796	XP_011327674.1	YDL156W
OG0002797	XP_011327675.1	YLR189C
OG0002798	XP_011327681.1	YMR277W
OG0002799	XP_011327682.1	YLR272C
OG0002800	XP_011327683.1	YDL017W
OG0002801	XP_011327684.1	YGL103W
OG0002802	XP_011327685.1	YPL008W
OG0002803	XP_011327694.1	YPL054W
OG0002804	XP_011327695.1	YKL192C
OG0002805	XP_011327704.1	YBR290W
OG0002806	XP_011327728.1	YLL063C
OG0002807	XP_011327729.1	YBL039C
OG0002808	XP_011327765.1	YDR074W
OG0002809	XP_011327771.1	YNL051W
OG0002810	XP_011327780.1	YFR052W
OG0002811	XP_011327781.1	YDL145C
OG0002812	XP_011327782.1	YOR336W
OG0002813	XP_011327784.1	YMR308C
OG0002814	XP_011327788.1	YMR296C
OG0002815	XP_011327789.1	YLR342W
OG0002816	XP_011327793.1	YJR074W
OG0002817	XP_011327794.1	YDL125C
OG0002818	XP_011327796.1	YGR113W
OG0002819	XP_011327797.1	YLR074C
OG0002820	XP_011327798.1	YLR304C
OG0002821	XP_011327799.1	YPL246C
OG0002822	XP_011327800.1	YLR088W
OG0002823	XP_011327801.1	YDR427W
OG0002824	XP_011327803.1	YGR001C
OG0002825	XP_011327804.1	YMR223W
OG0002826	XP_011327806.1	YCR061W
OG0002827	XP_011327808.1	YGL163C
OG0002828	XP_011327811.1	YFL044C
OG0002829	XP_011327817.1	YDR148C
OG0002830	XP_011327819.1	YBL003C
OG0002831	XP_011327821.1	YNL224C
OG0002832	XP_011327822.1	YNL223W
OG0002833	XP_011327823.1	YNL227C
OG0002834	XP_011327827.1	YLR186W
OG0002835	XP_011327828.1	YMR188C
OG0002836	XP_011327829.1	YER047C
OG0002837	XP_011327830.1	YNL041C
OG0002838	XP_011327831.1	YDL149W
OG0002839	XP_011327836.1	YLR386W
OG0002840	XP_011327838.1	YFL018C
OG0002841	XP_011327839.1	YLR336C
OG0002842	XP_011327845.1	YLR201C
OG0002843	XP_011327846.1	YLR383W
OG0002844	XP_011327849.1	YGL232W
OG0002845	XP_011327851.1	YGR029W
OG0002846	XP_011327854.1	YGR060W
OG0002847	XP_011327855.1	YPR155C
OG0002848	XP_011327868.1	YPL207W
OG0002849	XP_011327869.1	YGR082W
OG0002850	XP_011327870.1	YBR102C
OG0002851	XP_011327880.1	YMR213W
OG0002852	XP_011327881.1	YJL163C
OG0002853	XP_011327882.1	YDR305C
OG0002854	XP_011327885.1	YBR155W
OG0002855	XP_011327887.1	YNL088W
OG0002856	XP_011327888.1	YMR028W
OG0002857	XP_011327895.1	YPL217C
OG0002858	XP_011327896.1	YKL052C
OG0002859	XP_011327898.1	YNL136W
OG0002860	XP_011327900.1	YDR332W
OG0002861	XP_011327902.1	YOR305W
OG0002862	XP_011327903.1	YIL129C
OG0002863	XP_011327904.1	YHR042W
OG0002864	XP_011327906.1	YNL207W
OG0002865	XP_011327907.1	YHR027C
OG0002866	XP_011327909.1	YER183C
OG0002867	XP_011327910.1	YOR160W
OG0002868	XP_011327918.1	YMR178W
OG0002869	XP_011327919.1	YDR063W
OG0002870	XP_011327920.1	YGL091C
OG0002871	XP_011327921.1	YJR070C
OG0002872	XP_011327922.1	YDR180W
OG0002873	XP_011327924.1	YJR138W
OG0002874	XP_011327928.1	YFL016C
OG0002875	XP_011327930.1	YDL031W
OG0002876	XP_011327935.1	YMR026C
OG0002877	XP_011327944.1	YBR154C
OG0002878	XP_011327945.1	YOR198C
OG0002879	XP_011327948.1	YHR168W
OG0002880	XP_011327949.1	YBL024W
OG0002881	XP_011327954.1	YKR024C
OG0002882	XP_011327956.1	YMR220W
OG0002883	XP_011327959.1	YNR054C
OG0002884	XP_011327960.1	YHR170W
OG0002885	XP_011327964.1	YOR075W
OG0002886	XP_011327966.1	YGL231C
OG0002887	XP_011327969.1	YBR173C
OG0002888	XP_011327970.1	YDR061W
OG0002889	XP_011327973.1	YDL063C
OG0002890	XP_011327974.1	YMR167W
OG0002891	XP_011327978.1	YNL312W
OG0002892	XP_011327980.1	YPL117C
OG0002893	XP_011327981.1	YNL084C
