	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
OG0000039	YLR237W, YOR071C, YOR192C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.51&CDS=1-1854, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.152-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.152&CDS=1-1662
OG0000040	YOL062C, YPL259C	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.85&CDS=1-1347, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.74-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.74&CDS=1-1320, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.65-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.65&CDS=1-1476
OG0000041	YPL088W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.96&CDS=1-1008, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.134-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.134&CDS=1-999, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.38-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.38&CDS=1-1002, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.22-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.22&CDS=1-1005
OG0000042	YAL060W, YAL061W	genemark-NODE_25_length_39176_cov_26.5225_ID_5288-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_25_length_39176_cov_26.5225_ID_5288-processed-gene-0.0&CDS=1-1227, genemark-NODE_35_length_11508_cov_29.1005_ID_5663-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_35_length_11508_cov_29.1005_ID_5663-processed-gene-0.8&CDS=1-744
OG0000043	YAR019C, YLR362W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.1-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.1&CDS=1-2910, snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.13&CDS=1-3078
OG0000044	YBL052C, YOR244W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.88&CDS=1-1440, genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.36&CDS=1-2646
OG0000045	YBR009C, YNL030W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.32&CDS=1-309, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.14&CDS=1-309
OG0000046	YBR038W, YNL192W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.27&CDS=1-3984, genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.75-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.75&CDS=1-2877
OG0000047	YBR073W, YGL163C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.84&CDS=1-2880, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.65-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.65&CDS=1-2481
OG0000048	YBR112C	augustus_masked-NODE_22_length_49778_cov_23.8148_ID_11664-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_22_length_49778_cov_23.8148_ID_11664-processed-gene-0.33&CDS=1-366, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.77-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.77&CDS=1-2574, snap_masked-NODE_22_length_49778_cov_23.8148_ID_11664-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_22_length_49778_cov_23.8148_ID_11664-processed-gene-0.8&CDS=1-204
OG0000049	YBR149W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.52-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.52&CDS=1-939, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.184-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.184&CDS=1-966, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.93&CDS=1-945
OG0000050	YBR150C, YOL089C	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.89&CDS=1-1719, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.121&CDS=1-2553
OG0000051	YBR160W, YPR161C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.89&CDS=1-960, snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.131&CDS=1-1293
OG0000052	YBR207W, YER145C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.28&CDS=1-1227, genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.11&CDS=1-1368
OG0000053	YBR237W, YNL112W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.86-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.86&CDS=1-3606, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.133&CDS=1-1623
OG0000054	YBR240C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.76-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.76&CDS=1-1662, maker-NODE_16_length_108370_cov_23.3074_ID_4316-snap-gene-0.140-mRNA-1_1&gene=maker-NODE_16_length_108370_cov_23.3074_ID_4316-snap-gene-0.140&CDS=1-1143, snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.214-mRNA-1_1&gene=snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.214&CDS=1-1647
OG0000055	YBR249C, YDR035W	genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.51&CDS=1-1140, maker-NODE_9_length_628899_cov_14.4483_ID_3702-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_9_length_628899_cov_14.4483_ID_3702-augustus-gene-0.46&CDS=1-1137
OG0000056	YBR263W, YLR058C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.41-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.41&CDS=1-1476, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.125&CDS=1-1416
OG0000057	YBR291C, YFR045W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.89&CDS=1-1053, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.132-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.132&CDS=1-873
OG0000058	YCL064C, YIL167W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.94&CDS=1-1011, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.52&CDS=1-954
OG0000059	YCR010C, YNR002C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.147&CDS=1-834, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.0&CDS=1-876
OG0000060	YCR059C, YDL177C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.37-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.37&CDS=1-759, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.107&CDS=1-396
OG0000061	YDL056W, YLR182W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.91&CDS=1-3096, maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-2.13-mRNA-1_1&gene=maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-2.13&CDS=1-2439
OG0000062	YDL161W, YLR206W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.90-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.90&CDS=1-723, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.165-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.165&CDS=1-1542
OG0000063	YDL226C, YER122C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.77&CDS=1-1011, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.7&CDS=1-1470
OG0000064	YDL230W, YER075C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.9&CDS=1-936, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.128-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.128&CDS=1-2844
OG0000065	YDR030C, YOR272W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.91&CDS=1-1329, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.80-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.80&CDS=1-1281
OG0000066	YDR038C, YDR039C, YDR040C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-0.52&CDS=1-3096
OG0000067	YDR059C, YGR133W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.78&CDS=1-441, genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.87&CDS=1-468
OG0000068	YDR099W, YER177W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.84-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.84&CDS=1-813, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.27-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.27&CDS=1-861
OG0000069	YDR143C, YOL013C	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.103&CDS=1-1974, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.7-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.7&CDS=1-1440
OG0000070	YDR242W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.83&CDS=1-1629, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.204-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.204&CDS=1-1596, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.106-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.106&CDS=1-1620
OG0000071	YDR313C, YGL023C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.114&CDS=1-864, snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.74&CDS=1-2364
OG0000072	YER028C, YGL209W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.130&CDS=1-1887, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.30&CDS=1-1329
OG0000073	YER041W, YKL113C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.70-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.70&CDS=1-1116, snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.94&CDS=1-1599
OG0000074	YER056C, YER060W, YER060W-A	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.9-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.9&CDS=1-1533
OG0000075	YER065C, YPR006C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.36&CDS=1-1641, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.233-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.233&CDS=1-1623
OG0000076	YER107C, YOR026W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.27&CDS=1-1050, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.15-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.15&CDS=1-993
OG0000077	YFL005W, YFL038C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.53-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.53&CDS=1-609, maker-NODE_4_length_1142970_cov_18.2532_ID_14703-augustus-gene-3.6-mRNA-1_1&gene=maker-NODE_4_length_1142970_cov_18.2532_ID_14703-augustus-gene-3.6&CDS=1-609
OG0000078	YFL034C-B, YIL106W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.0-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.0&CDS=1-678, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.84&CDS=1-804
OG0000079	YFL059W, YMR096W, YNL333W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.21&CDS=1-882
OG0000080	YFL060C, YMR095C, YNL334C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.96&CDS=1-762
OG0000081	YFR004W, YLR073C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.112&CDS=1-1305, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.14-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.14&CDS=1-942
OG0000082	YGL003C, YGL116W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.46&CDS=1-1437, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.123-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.123&CDS=1-1689
OG0000083	YGL076C, YPL198W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.79&CDS=1-750, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.86-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.86&CDS=1-753
OG0000084	YGL120C, YNR011C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.65&CDS=1-3165, genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.49&CDS=1-2301
OG0000085	YGL156W	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.75&CDS=1-3405, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.33-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.33&CDS=1-3288, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.43&CDS=1-3258
OG0000086	YGL227W, YMR171C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.60-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.60&CDS=1-1467, snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.106&CDS=1-2445
OG0000087	YGR058W, YOR257W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.82&CDS=1-522, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.59-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.59&CDS=1-1125
OG0000088	YGR068C, YOR018W	augustus_masked-NODE_333_length_392_cov_0.749077_ID_11947-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_333_length_392_cov_0.749077_ID_11947-processed-gene-0.1&CDS=1-354, genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.142&CDS=1-2193
OG0000089	YGR087C, YLR044C, YLR134W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.70&CDS=1-1683
OG0000090	YGR152C, YOR101W	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.89&CDS=1-777, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.41-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.41&CDS=1-669
OG0000091	YGR192C, YJL052W, YJR009C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.29-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.29&CDS=1-1011
OG0000092	YGR260W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.30-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.30&CDS=1-1512, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.33-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.33&CDS=1-1482, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.38&CDS=1-1512
OG0000093	YHL011C, YOL061W	genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.40&CDS=1-1125, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.54&CDS=1-960
OG0000094	YHR031C, YML061C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.157-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.157&CDS=1-2898, snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.42&CDS=1-1854
OG0000095	YHR052W, YKR060W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.106-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.106&CDS=1-1002, genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.35&CDS=1-834
OG0000096	YHR107C, YLR314C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.116-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.116&CDS=1-1125, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.107-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.107&CDS=1-1374
OG0000097	YHR132W-A, YNL157W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.10&CDS=1-270, genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.7&CDS=1-246
OG0000098	YHR178W, YLR014C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.41&CDS=1-2322, genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.50-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.50&CDS=1-2796
