	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
OG0000069	augustus_masked-NABA0S03-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-5.15&CDS=1-2097, genemark-NABA0S37-processed-gene-1.67-mRNA-1_1&gene=genemark-NABA0S37-processed-gene-1.67&CDS=1-2340	YER017C, YMR089C
OG0000070	augustus_masked-NABA0S15-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-0.17&CDS=1-1812, snap_masked-NABA0S03-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NABA0S03-processed-gene-6.13&CDS=1-2460	YIR016W, YOL036W
OG0000071	augustus_masked-NABA0S03-processed-gene-6.199-mRNA-1_1&gene=augustus_masked-NABA0S03-processed-gene-6.199&CDS=1-3657, augustus_masked-NABA0S06-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NABA0S06-processed-gene-0.6&CDS=1-3873	YAL017W, YOL045W
OG0000072	snap_masked-NABA0S03-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NABA0S03-processed-gene-6.19&CDS=1-732, snap_masked-NABA0S06-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NABA0S06-processed-gene-0.99&CDS=1-912	YAL018C, YOL047C
OG0000073	augustus_masked-NABA0S08-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-2.29&CDS=1-1533, augustus_masked-NABA0S29-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.25&CDS=1-1767	YDL042C, YOL068C
OG0000074	augustus_masked-NABA0S08-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-3.110&CDS=1-708, augustus_masked-NABA0S29-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-8.12&CDS=1-708	YBR181C, YPL090C
OG0000075	augustus_masked-NABA0S29-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-8.16&CDS=1-2094, maker-NABA0S08-augustus-gene-3.2-mRNA-1_1&gene=maker-NABA0S08-augustus-gene-3.2&CDS=1-3768	YBR170C, YPL106C
OG0000076	augustus_masked-NABA0S08-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NABA0S08-processed-gene-4.34&CDS=1-537, augustus_masked-NABA0S29-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-8.51&CDS=1-444	YOR226C, YPL135W
OG0000077	augustus_masked-NABA0S29-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-10.121&CDS=1-2067, genemark-NABA0S08-processed-gene-5.58-mRNA-1_1&gene=genemark-NABA0S08-processed-gene-5.58&CDS=1-2961	YMR237W, YOR299W
OG0000078	augustus_masked-NABA0S09-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NABA0S09-processed-gene-1.149&CDS=1-1251, snap_masked-NABA0S34-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-2.96&CDS=1-1572	YGL134W, YPL219W
OG0000079	augustus_masked-NABA0S09-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NABA0S09-processed-gene-1.152&CDS=1-1086, augustus_masked-NABA0S22-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NABA0S22-processed-gene-0.0&CDS=1-1137	YGL139W, YPL221W
OG0000080	genemark-NABA0S09-processed-gene-2.59-mRNA-1_1&gene=genemark-NABA0S09-processed-gene-2.59&CDS=1-1134, genemark-NABA0S34-processed-gene-2.73-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-2.73&CDS=1-1410	YMR177W, YPL224C
OG0000081	augustus_masked-NABA0S09-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NABA0S09-processed-gene-2.25&CDS=1-1446, genemark-NABA0S34-processed-gene-1.113-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-1.113&CDS=1-1479	YCR052W, YNR023W
OG0000082	augustus_masked-NABA0S10-processed-gene-2.251-mRNA-1_1&gene=augustus_masked-NABA0S10-processed-gene-2.251&CDS=1-1668, augustus_masked-NABA0S29-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-9.156&CDS=1-1662	YIR031C, YNL117W
OG0000083	augustus_masked-NABA0S10-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NABA0S10-processed-gene-2.221&CDS=1-1131	YCR102C, YLR460C, YNL134C
OG0000084	augustus_masked-NABA0S10-processed-gene-2.276-mRNA-1_1&gene=augustus_masked-NABA0S10-processed-gene-2.276&CDS=1-3261, augustus_masked-NABA0S25-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.3&CDS=1-2766	YDR490C, YOL100W
OG0000085	augustus_masked-NABA0S37-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-10.37&CDS=1-1515, snap_masked-NABA0S10-processed-gene-2.191-mRNA-1_1&gene=snap_masked-NABA0S10-processed-gene-2.191&CDS=1-1968	YFR039C, YGL228W
OG0000086	augustus_masked-NABA0S15-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-0.24&CDS=1-2493, augustus_masked-NABA0S29-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.39&CDS=1-2622	YBR001C, YDR001C
OG0000087	augustus_masked-NABA0S15-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-1.144&CDS=1-3237, augustus_masked-NABA0S29-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-10.124&CDS=1-3291	YBR245C, YOR304W
OG0000088	augustus_masked-NABA0S15-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-1.127&CDS=1-1332, augustus_masked-NABA0S15-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-6.34&CDS=1-1503	YDR277C, YOR047C
OG0000089	augustus_masked-NABA0S15-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-2.100&CDS=1-2277, snap_masked-NABA0S15-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NABA0S15-processed-gene-6.109&CDS=1-2490	YDR475C, YOR019W
OG0000090	augustus_masked-NABA0S17-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NABA0S17-processed-gene-0.112&CDS=1-1941, genemark-NABA0S15-processed-gene-2.35-mRNA-1_1&gene=genemark-NABA0S15-processed-gene-2.35&CDS=1-1944	YJR045C, YLR369W
OG0000091	augustus_masked-NABA0S15-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-2.127&CDS=1-2010, augustus_masked-NABA0S27-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.100&CDS=1-1857	YGR041W, YLR353W
OG0000092	augustus_masked-NABA0S15-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-6.5&CDS=1-1524, augustus_masked-NABA0S25-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-2.108&CDS=1-1866	YDR463W, YHR006W
OG0000093	augustus_masked-NABA0S34-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.120&CDS=1-2232, maker-NABA0S15-snap-gene-8.87-mRNA-1_1&gene=maker-NABA0S15-snap-gene-8.87&CDS=1-2028	YBL067C, YER098W
OG0000094	augustus_masked-NABA0S15-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-8.10&CDS=1-1593, augustus_masked-NABA0S34-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.106&CDS=1-1101	YBL056W, YER089C
OG0000095	augustus_masked-NABA0S15-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-9.23&CDS=1-765, augustus_masked-NABA0S37-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-0.94&CDS=1-765	YHL033C, YLL045C
OG0000096	augustus_masked-NABA0S15-processed-gene-10.157-mRNA-1_1&gene=augustus_masked-NABA0S15-processed-gene-10.157&CDS=1-2181, augustus_masked-NABA0S37-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-3.90&CDS=1-2250	YJL082W, YKR018C
OG0000097	snap_masked-NABA0S15-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NABA0S15-processed-gene-10.81&CDS=1-2409, snap_masked-NABA0S37-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NABA0S37-processed-gene-3.50&CDS=1-3540	YJL076W, YKR010C
OG0000098	augustus_masked-NABA0S23-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-2.23&CDS=1-1524, maker-NABA0S29-snap-gene-3.38-mRNA-1_1&gene=maker-NABA0S29-snap-gene-3.38&CDS=1-2967	YBR046C, YDR026C
OG0000099	augustus_masked-NABA0S23-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-2.9&CDS=1-930, augustus_masked-NABA0S29-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-3.8&CDS=1-891	YBR054W, YDR033W
OG0000100	augustus_masked-NABA0S23-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-2.10&CDS=1-1467, augustus_masked-NABA0S29-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-3.9&CDS=1-2589	YBR056W, YDR035W
OG0000101	augustus_masked-NABA0S23-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-2.30&CDS=1-3333	YDR038C, YDR039C, YDR040C
OG0000102	augustus_masked-NABA0S23-processed-gene-3.221-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-3.221&CDS=1-2613, augustus_masked-NABA0S29-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-9.159&CDS=1-2451	YMR054W, YOR270C
OG0000103	augustus_masked-NABA0S25-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-1.78&CDS=1-2058, augustus_masked-NABA0S26-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-1.116&CDS=1-2601	YNL298W, YOL113W
OG0000104	augustus_masked-NABA0S25-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-1.97&CDS=1-4032, augustus_masked-NABA0S29-processed-gene-9.168-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-9.168&CDS=1-5352	YIL126W, YOR290C
OG0000105	augustus_masked-NABA0S29-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.100&CDS=1-8934, snap_masked-NABA0S25-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-4.74&CDS=1-9231	YBR140C, YOL081W
OG0000106	augustus_masked-NABA0S25-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.36&CDS=1-1692, genemark-NABA0S25-processed-gene-7.88-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.88&CDS=1-1884	YDL080C, YLR044C
OG0000107	augustus_masked-NABA0S25-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.117&CDS=1-1410, genemark-NABA0S37-processed-gene-1.53-mRNA-1_1&gene=genemark-NABA0S37-processed-gene-1.53&CDS=1-1776	YHR050W, YLR034C
OG0000108	augustus_masked-NABA0S34-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.41&CDS=1-1983, genemark-NABA0S25-processed-gene-10.139-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.139&CDS=1-1602	YGR197C, YJR015W
OG0000109	augustus_masked-NABA0S25-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.45&CDS=1-1821, augustus_masked-NABA0S34-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.121&CDS=1-1509	YGR241C, YHR161C
OG0000110	augustus_masked-NABA0S32-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NABA0S32-processed-gene-3.49&CDS=1-2208, maker-NABA0S26-augustus-gene-1.1-mRNA-1_1&gene=maker-NABA0S26-augustus-gene-1.1&CDS=1-3177	YKR089C, YOR081C
OG0000111	augustus_masked-NABA0S26-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-2.15&CDS=1-4623, augustus_masked-NABA0S29-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-2.38&CDS=1-4614	YDR135C, YLL015W
OG0000112	augustus_masked-NABA0S26-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-2.26&CDS=1-1554, augustus_masked-NABA0S37-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-4.10&CDS=1-1413	YGR004W, YLR324W
OG0000113	augustus_masked-NABA0S27-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-0.39&CDS=1-1170, augustus_masked-NABA0S37-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-7.14&CDS=1-1428	YDR309C, YHR061C
OG0000114	augustus_masked-NABA0S27-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.136&CDS=1-1872, augustus_masked-NABA0S29-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-9.153&CDS=1-1941	YBL042C, YIR028W
OG0000115	augustus_masked-NABA0S29-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.30&CDS=1-1659	YOL055C, YPL258C, YPR121W
OG0000116	augustus_masked-NABA0S29-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.22&CDS=1-396, augustus_masked-NABA0S37-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-3.101&CDS=1-396	YBL003C, YDR225W
OG0000117	augustus_masked-NABA0S29-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-2.22&CDS=1-1233, genemark-NABA0S29-processed-gene-5.54-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-5.54&CDS=1-1881	YDR147W, YLR133W
OG0000118	augustus_masked-NABA0S29-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-4.91&CDS=1-6483, augustus_masked-NABA0S34-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.110&CDS=1-9798	YER172C, YGR271W
OG0000119	augustus_masked-NABA0S37-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-4.37&CDS=1-2076, maker-NABA0S29-augustus-gene-4.0-mRNA-1_1&gene=maker-NABA0S29-augustus-gene-4.0&CDS=1-5616	YDR107C, YLR083C
OG0000120	augustus_masked-NABA0S29-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-6.118&CDS=1-666, augustus_masked-NABA0S34-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.11&CDS=1-513	YDR185C, YLR168C
OG0000121	augustus_masked-NABA0S29-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-6.122&CDS=1-1503, augustus_masked-NABA0S34-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.4&CDS=1-1596	YDR200C, YLR238W
OG0000122	augustus_masked-NABA0S29-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-6.123&CDS=1-1788	YLR237W, YOR071C, YOR192C
OG0000123	augustus_masked-NABA0S29-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-6.104&CDS=1-1284, snap_masked-NABA0S34-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-4.88&CDS=1-2535	YDR206W, YLR233C
OG0000124	augustus_masked-NABA0S29-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-7.134&CDS=1-1056, snap_masked-NABA0S37-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NABA0S37-processed-gene-2.79&CDS=1-1242	YBR197C, YPL077C
OG0000125	augustus_masked-NABA0S31-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NABA0S31-processed-gene-0.1&CDS=1-411	Q0105, Q0115, Q0120
OG0000126	augustus_masked-NABA0S31-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NABA0S31-processed-gene-0.3&CDS=1-564	Q0045, Q0065, Q0070
OG0000127	augustus_masked-NABA0S34-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-1.19&CDS=1-2868, augustus_masked-NABA0S34-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.120&CDS=1-2961	YGR240C, YMR205C
OG0000128	snap_masked-NABA0S37-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NABA0S37-processed-gene-0.53&CDS=1-2118	YKL220C, YNR060W, YOR381W
OG0000129	augustus_masked-NABA0S37-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-1.28&CDS=1-645	YFL060C, YMR095C, YNL334C
OG0000130	augustus_masked-NABA0S37-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-4.4&CDS=1-2814, augustus_masked-NABA0S37-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-5.118&CDS=1-3765	YDR420W, YGR013W
OG0000131		YAR066W, YHR214W, YIL169C, YOL155C
OG0000132	augustus_masked-NABA0S01-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NABA0S01-processed-gene-1.171&CDS=1-1599, augustus_masked-NABA0S29-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-9.132&CDS=1-1602	YJR152W
OG0000133	augustus_masked-NABA0S01-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-NABA0S01-processed-gene-1.222&CDS=1-2835, augustus_masked-NABA0S32-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NABA0S32-processed-gene-2.122&CDS=1-2829	YGL167C
OG0000134	augustus_masked-NABA0S01-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NABA0S01-processed-gene-1.192&CDS=1-357	YER131W, YGL189C
OG0000135	augustus_masked-NABA0S23-processed-gene-3.232-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-3.232&CDS=1-1029, genemark-NABA0S02-processed-gene-0.68-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-0.68&CDS=1-1146	YCL064C
OG0000136	augustus_masked-NABA0S02-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-0.93&CDS=1-729	YCL051W, YDR528W
OG0000137	augustus_masked-NABA0S02-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-0.115&CDS=1-984	YCL050C, YDR530C
OG0000138	augustus_masked-NABA0S02-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-0.103&CDS=1-1962, augustus_masked-NABA0S37-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-9.77&CDS=1-2331	YLR177W
OG0000139	augustus_masked-NABA0S02-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-0.104&CDS=1-1158, augustus_masked-NABA0S37-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-9.78&CDS=1-1155	YDR502C
OG0000140	snap_masked-NABA0S02-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-0.17&CDS=1-2673, snap_masked-NABA0S37-processed-gene-9.12-mRNA-1_1&gene=snap_masked-NABA0S37-processed-gene-9.12&CDS=1-2817	YLR187W
OG0000141	augustus_masked-NABA0S02-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-1.5&CDS=1-411	YCR031C, YJL191W
OG0000142	augustus_masked-NABA0S02-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-1.7&CDS=1-2466, augustus_masked-NABA0S02-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.40&CDS=1-2379	YCR030C
OG0000143	augustus_masked-NABA0S02-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-1.20&CDS=1-1305, augustus_masked-NABA0S23-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-1.124&CDS=1-1377	YCL011C
OG0000144	augustus_masked-NABA0S02-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-2.2&CDS=1-2400, augustus_masked-NABA0S23-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NABA0S23-processed-gene-2.16&CDS=1-1806	YLR176C
OG0000145	augustus_masked-NABA0S02-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-2.21&CDS=1-1029, augustus_masked-NABA0S02-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.110&CDS=1-1029	YPL088W
OG0000146	augustus_masked-NABA0S02-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.5&CDS=1-3942, snap_masked-NABA0S02-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-2.54&CDS=1-4143	YLR256W
OG0000147	augustus_masked-NABA0S02-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-2.15&CDS=1-1788, maker-NABA0S32-snap-gene-3.1-mRNA-1_1&gene=maker-NABA0S32-snap-gene-3.1&CDS=1-1920	YFR023W
OG0000148	augustus_masked-NABA0S02-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.72&CDS=1-1398	YDR222W, YLR225C
OG0000149	augustus_masked-NABA0S02-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.2&CDS=1-1998, augustus_masked-NABA0S26-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-1.136&CDS=1-1857	YJL128C
OG0000150	augustus_masked-NABA0S02-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.7&CDS=1-1278	YJL137C, YKR058W
OG0000151	augustus_masked-NABA0S02-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.8&CDS=1-1260	YJL139C, YKR061W
OG0000152	augustus_masked-NABA0S02-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.34&CDS=1-1713, augustus_masked-NABA0S37-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NABA0S37-processed-gene-4.16&CDS=1-1710	YJL172W
OG0000153	augustus_masked-NABA0S02-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.101&CDS=1-390	YJL190C, YLR367W
OG0000154	augustus_masked-NABA0S17-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NABA0S17-processed-gene-0.129&CDS=1-960, genemark-NABA0S02-processed-gene-5.58-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-5.58&CDS=1-1512	YJR054W
OG0000155	snap_masked-NABA0S02-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-5.16&CDS=1-2688	YJR061W, YKL201C
OG0000156	augustus_masked-NABA0S02-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.117&CDS=1-7410, augustus_masked-NABA0S17-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NABA0S17-processed-gene-0.125&CDS=1-7344	YKL203C
OG0000157	augustus_masked-NABA0S02-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.118&CDS=1-2436	YHR001W, YKR003W
OG0000158	augustus_masked-NABA0S02-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.137&CDS=1-414	YHL001W, YKL006W
OG0000159	augustus_masked-NABA0S02-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.119&CDS=1-1245, augustus_masked-NABA0S25-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.98&CDS=1-1215	YHL003C
OG0000160	augustus_masked-NABA0S02-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.121&CDS=1-2832, augustus_masked-NABA0S25-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.127&CDS=1-2370	YHL007C
OG0000161	augustus_masked-NABA0S02-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.2&CDS=1-1443, augustus_masked-NABA0S25-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.129&CDS=1-1479	YKL043W
OG0000162	augustus_masked-NABA0S02-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.27&CDS=1-2427, augustus_masked-NABA0S25-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.6&CDS=1-915	YKL062W
OG0000163	augustus_masked-NABA0S02-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.35&CDS=1-1188, augustus_masked-NABA0S25-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.100&CDS=1-1923	YMR164C
OG0000164	maker-NABA0S02-augustus-gene-7.190-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-7.190&CDS=1-1569	YLR432W, YML056C
OG0000165	augustus_masked-NABA0S02-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.45&CDS=1-765, augustus_masked-NABA0S34-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-0.6&CDS=1-765	YLR441C
