	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
OG0000042	YDR155C, YDR304C, YHR057C	augustus_masked-flattened_line_2-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.120&CDS=1-645, snap_masked-flattened_line_103-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.39&CDS=1-489
OG0000043	YDR207C	augustus_masked-flattened_line_14-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.144&CDS=1-891, genemark-flattened_line_203-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_203-processed-gene-0.34&CDS=1-801, snap_masked-flattened_line_129-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.62&CDS=1-609, snap_masked-flattened_line_93-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.63&CDS=1-1332
OG0000044	YDR216W, YJR127C, YML081W	snap_masked-flattened_line_36-processed-gene-0.251-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.251&CDS=1-3504, snap_masked-flattened_line_40-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.105&CDS=1-3942
OG0000045	YDR303C, YHR056C	augustus_masked-flattened_line_139-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.78&CDS=1-1173, maker-flattened_line_183-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_183-snap-gene-0.47&CDS=1-1161, maker-flattened_line_54-snap-gene-0.67-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.67&CDS=1-1926
OG0000046	YDR326C, YFL042C, YHR080C	snap_masked-flattened_line_10-processed-gene-1.197-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.197&CDS=1-2877, snap_masked-flattened_line_12-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.214&CDS=1-3072
OG0000047	YDR406W, YOR153W, YOR328W	maker-flattened_line_119-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_119-snap-gene-0.96&CDS=1-8757, maker-flattened_line_179-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_179-snap-gene-0.1&CDS=1-9012
OG0000048	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-flattened_line_42-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.167&CDS=1-711
OG0000049	YER028C, YGL035C, YGL209W	genemark-flattened_line_2-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.3&CDS=1-1254, snap_masked-flattened_line_10-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.103&CDS=1-1464
OG0000050	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_0-processed-gene-2.152-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.152&CDS=1-993, snap_masked-flattened_line_167-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.34&CDS=1-996
OG0000051	YGR197C, YJR015W	snap_masked-flattened_line_105-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.105&CDS=1-1710, snap_masked-flattened_line_105-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.86&CDS=1-1788, snap_masked-flattened_line_16-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.164&CDS=1-1614
OG0000052	YGR263C	snap_masked-flattened_line_175-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.58&CDS=1-951, snap_masked-flattened_line_18-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.118&CDS=1-1047, snap_masked-flattened_line_18-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.119&CDS=1-1047, snap_masked-flattened_line_18-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.120&CDS=1-1056
OG0000053	YHR049W, YMR222C, YOR280C	snap_masked-flattened_line_125-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.58&CDS=1-684, snap_masked-flattened_line_30-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.3&CDS=1-768
OG0000054	YHR137W	augustus_masked-flattened_line_24-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.145&CDS=1-1281, snap_masked-flattened_line_34-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.47&CDS=1-1434, snap_masked-flattened_line_50-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.145&CDS=1-1476, snap_masked-flattened_line_68-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.161&CDS=1-1407
OG0000055	YHR208W, YJR148W, YLR027C	augustus_masked-flattened_line_10-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.55&CDS=1-2421, snap_masked-flattened_line_165-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.35&CDS=1-1236
OG0000056	YJL163C	augustus_masked-flattened_line_22-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.87&CDS=1-4485, augustus_masked-flattened_line_82-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.114&CDS=1-1692, augustus_masked-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.117&CDS=1-1692, snap_masked-flattened_line_153-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.83&CDS=1-1803
OG0000057	YKL033W	augustus_masked-flattened_line_137-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.87&CDS=1-975, snap_masked-flattened_line_105-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.71&CDS=1-3393, snap_masked-flattened_line_185-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.55&CDS=1-852, snap_masked-flattened_line_185-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.56&CDS=1-216
OG0000058	YKL071W	genemark-flattened_line_109-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.102&CDS=1-735, genemark-flattened_line_304-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_304-processed-gene-0.1&CDS=1-957, genemark-flattened_line_486-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_486-processed-gene-0.3&CDS=1-774, snap_masked-flattened_line_22-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.101&CDS=1-756
OG0000059	YKL088W, YKR072C, YOR054C	snap_masked-flattened_line_149-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.37&CDS=1-1770, snap_masked-flattened_line_76-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.84&CDS=1-1857
OG0000060	YKL103C	genemark-flattened_line_56-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.133&CDS=1-1404, snap_masked-flattened_line_165-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.36&CDS=1-1536, snap_masked-flattened_line_40-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.127&CDS=1-1395, snap_masked-flattened_line_40-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.77&CDS=1-2403
OG0000061	YLR144C, YNR067C	genemark-flattened_line_203-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_203-processed-gene-0.35&CDS=1-2124, snap_masked-flattened_line_131-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.37&CDS=1-2349, snap_masked-flattened_line_189-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.68&CDS=1-3063
OG0000062	YML111W, YMR275C, YNR069C	snap_masked-flattened_line_16-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.137&CDS=1-2112, snap_masked-flattened_line_16-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.138&CDS=1-2037
OG0000063	YMR008C, YNL012W	genemark-flattened_line_42-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.36&CDS=1-1899, snap_masked-flattened_line_2-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.54&CDS=1-2067, snap_masked-flattened_line_2-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.50&CDS=1-1716
OG0000064	YMR083W, YMR303C, YOL086C	snap_masked-flattened_line_139-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.26&CDS=1-1119, snap_masked-flattened_line_89-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.70&CDS=1-1044
OG0000065	YMR114C	augustus_masked-flattened_line_333-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_333-processed-gene-0.10&CDS=1-2937, snap_masked-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.66&CDS=1-1695, snap_masked-flattened_line_197-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.75&CDS=1-1521, snap_masked-flattened_line_48-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.128&CDS=1-2406
OG0000066	YMR169C, YMR170C	genemark-flattened_line_101-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.20&CDS=1-1488, snap_masked-flattened_line_129-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.49&CDS=1-1503, snap_masked-flattened_line_30-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.46&CDS=1-1485
OG0000067	YMR227C	genemark-flattened_line_437-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_437-processed-gene-0.1&CDS=1-405, maker-flattened_line_14-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.2&CDS=1-2028, snap_masked-flattened_line_234-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.4&CDS=1-273, snap_masked-flattened_line_525-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_525-processed-gene-0.4&CDS=1-345
OG0000068	YMR247C	augustus_masked-flattened_line_131-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.16&CDS=1-6105, genemark-flattened_line_290-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_290-processed-gene-0.4&CDS=1-1413, snap_masked-flattened_line_131-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.52&CDS=1-1467, snap_masked-flattened_line_26-processed-gene-0.266-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.266&CDS=1-1857
OG0000069	YNR063W	genemark-flattened_line_30-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.139&CDS=1-2001, snap_masked-flattened_line_10-processed-gene-1.177-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.177&CDS=1-1545, snap_masked-flattened_line_30-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.44&CDS=1-2568, snap_masked-flattened_line_70-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.120&CDS=1-2634
OG0000070	YOL119C	maker-flattened_line_91-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_91-augustus-gene-0.120&CDS=1-2232, snap_masked-flattened_line_151-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.41&CDS=1-1398, snap_masked-flattened_line_207-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_207-processed-gene-0.8&CDS=1-1455, snap_masked-flattened_line_50-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.108&CDS=1-1500
OG0000071	YPL088W	genemark-flattened_line_56-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.107&CDS=1-945, snap_masked-flattened_line_155-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.41&CDS=1-1035, snap_masked-flattened_line_165-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.54&CDS=1-1029, snap_masked-flattened_line_20-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.168&CDS=1-1029
OG0000072		genemark-flattened_line_191-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_191-processed-gene-0.50&CDS=1-1146, snap_masked-flattened_line_191-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.26&CDS=1-378, snap_masked-flattened_line_46-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.148&CDS=1-1914, snap_masked-flattened_line_46-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.149&CDS=1-1911, snap_masked-flattened_line_50-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.142&CDS=1-1827
OG0000073	YAL054C, YLR153C	snap_masked-flattened_line_20-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.115&CDS=1-2001, snap_masked-flattened_line_4-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.82&CDS=1-2013
OG0000074	YBL002W, YDR224C	snap_masked-flattened_line_193-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.44&CDS=1-393, snap_masked-flattened_line_280-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.23&CDS=1-393
OG0000075	YBL016W, YGR040W	snap_masked-flattened_line_165-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.34&CDS=1-1131, snap_masked-flattened_line_66-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.169&CDS=1-1098
OG0000076	YBL052C, YOR244W	augustus_masked-flattened_line_48-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.26&CDS=1-2118, snap_masked-flattened_line_107-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.87&CDS=1-1383
OG0000077	YBR002C, YMR101C	snap_masked-flattened_line_371-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_371-processed-gene-0.3&CDS=1-801, snap_masked-flattened_line_58-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.181&CDS=1-900
OG0000078	YBR009C, YNL030W	snap_masked-flattened_line_2-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.66&CDS=1-309, snap_masked-flattened_line_62-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.182&CDS=1-309
OG0000079	YBR010W, YNL031C	snap_masked-flattened_line_2-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.22&CDS=1-408, snap_masked-flattened_line_62-processed-gene-0.227-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.227&CDS=1-408
OG0000080	YBR025C, YHL014C	genemark-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.65&CDS=1-1182, snap_masked-flattened_line_26-processed-gene-0.275-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.275&CDS=1-1194
OG0000081	YBR038W, YNL192W	snap_masked-flattened_line_117-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.54&CDS=1-3390, snap_masked-flattened_line_151-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.42&CDS=1-3054
OG0000082	YBR118W, YPR080W	augustus_masked-flattened_line_161-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.0&CDS=1-1326, snap_masked-flattened_line_97-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.11&CDS=1-1380
OG0000083	YBR150C, YOL089C	genemark-flattened_line_173-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.41&CDS=1-2541, snap_masked-flattened_line_234-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.14&CDS=1-2433
OG0000084	YBR207W, YER145C	snap_masked-flattened_line_175-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.68&CDS=1-1188, snap_masked-flattened_line_6-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.138&CDS=1-1230
OG0000085	YBR239C, YJL103C	snap_masked-flattened_line_54-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.109&CDS=1-1728, snap_masked-flattened_line_6-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.36&CDS=1-1752
OG0000086	YBR240C	genemark-flattened_line_72-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.12&CDS=1-1266, snap_masked-flattened_line_107-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.66&CDS=1-1221, snap_masked-flattened_line_99-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.22&CDS=1-2367
OG0000087	YBR245C, YOR304W	genemark-flattened_line_4-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.31&CDS=1-3039, snap_masked-flattened_line_6-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.42&CDS=1-3159
OG0000088	YBR263W, YLR058C	snap_masked-flattened_line_20-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.44&CDS=1-1407, snap_masked-flattened_line_60-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.12&CDS=1-1470
OG0000089	YCL036W, YDR514C	genemark-flattened_line_113-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.25&CDS=1-1149, maker-flattened_line_74-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.16&CDS=1-2949
OG0000090	YCL037C, YDR515W	snap_masked-flattened_line_26-processed-gene-0.294-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.294&CDS=1-1464, snap_masked-flattened_line_89-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.67&CDS=1-1695
OG0000091	YCL050C, YDR530C	snap_masked-flattened_line_103-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.58&CDS=1-1029, snap_masked-flattened_line_187-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.45&CDS=1-1029
OG0000092	YCR034W, YLR372W	snap_masked-flattened_line_36-processed-gene-0.245-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.245&CDS=1-999, snap_masked-flattened_line_66-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.145&CDS=1-1011
OG0000093	YCR083W, YGR209C, YLR043C	snap_masked-flattened_line_153-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.72&CDS=1-402
OG0000094	YCR094W, YNL323W	maker-flattened_line_2-snap-gene-2.163-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.163&CDS=1-1203, snap_masked-flattened_line_30-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.66&CDS=1-1239
OG0000095	YCR105W, YMR318C	snap_masked-flattened_line_12-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.211&CDS=1-1089, snap_masked-flattened_line_36-processed-gene-0.185-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.185&CDS=1-1140
OG0000096	YDL113C, YDR425W	snap_masked-flattened_line_34-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.46&CDS=1-1698, snap_masked-flattened_line_38-processed-gene-0.222-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.222&CDS=1-1602
OG0000097	YDL114W, YLR426W	snap_masked-flattened_line_121-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.46&CDS=1-957, snap_masked-flattened_line_16-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.29&CDS=1-783
