	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
OG0000031	YMR006C, YMR008C, YNL012W, YOL011W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.40&CDS=1-2820, augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.178&CDS=1-1959
OG0000032	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.192&CDS=1-1104, augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.48&CDS=1-1107, maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-0.79&CDS=1-2157
OG0000033	YNL283C, YOL105C, YOR008C, YPL260W	genemark-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.34&CDS=1-1065, snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.27&CDS=1-2442
OG0000034	YOR374W, YPL061W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.65&CDS=1-1491, augustus_masked-NODE_67_length_14411_cov_103.796_ID_7778-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_67_length_14411_cov_103.796_ID_7778-processed-gene-0.2&CDS=1-1488, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.107&CDS=1-1539, maker-NODE_10_length_310917_cov_107.48_ID_4357-snap-gene-2.157-mRNA-1_1&gene=maker-NODE_10_length_310917_cov_107.48_ID_4357-snap-gene-2.157&CDS=1-1926
OG0000035	Q0045, Q0065, Q0070	maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.30&CDS=1-474, maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.39&CDS=1-210, maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.43&CDS=1-564
OG0000036	YAL053W, YGL139W, YPL221W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.143&CDS=1-2202, augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-3.38&CDS=1-2358
OG0000037	YBL089W, YER119C, YIL088C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.19&CDS=1-1788, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.75&CDS=1-1227
OG0000038	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.52&CDS=1-1572
OG0000039	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.53&CDS=1-1611
OG0000040	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.12&CDS=1-1776
OG0000041	YCR065W, YIL131C, YNL068C	genemark-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.130-mRNA-1_1&gene=genemark-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.130&CDS=1-2259, maker-NODE_28_length_96598_cov_100.004_ID_8157-augustus-gene-0.118-mRNA-1_1&gene=maker-NODE_28_length_96598_cov_100.004_ID_8157-augustus-gene-0.118&CDS=1-2148
OG0000042	YDL056W, YLR182W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.16&CDS=1-2214, augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.145&CDS=1-2379, maker-NODE_13_length_260485_cov_100.905_ID_4035-snap-gene-1.173-mRNA-1_1&gene=maker-NODE_13_length_260485_cov_100.905_ID_4035-snap-gene-1.173&CDS=1-1962
OG0000043	YDL174C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.127&CDS=1-1692, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.26&CDS=1-1659, augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.23&CDS=1-1680, augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-6.216-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-6.216&CDS=1-1695
OG0000044	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.128&CDS=1-669, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.31&CDS=1-2019
OG0000045	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.137&CDS=1-1779, augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.189&CDS=1-1665
OG0000046	YDR242W	augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.143&CDS=1-1722, augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.166&CDS=1-1614, augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.42&CDS=1-1599, augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.55&CDS=1-1623
OG0000047	YDR251W, YLR054C, YPL032C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.89&CDS=1-2976, snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.70&CDS=1-1827
OG0000048	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.58&CDS=1-2856, maker-NODE_9_length_313077_cov_99.8199_ID_3981-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_9_length_313077_cov_99.8199_ID_3981-augustus-gene-2.1&CDS=1-2526
OG0000049	YDR523C, YHR102W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.116&CDS=1-2610, augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.53&CDS=1-1434, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.76&CDS=1-1467
OG0000050	YER028C, YGL035C, YGL209W	augustus_masked-NODE_23_length_123380_cov_99.8442_ID_4423-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_23_length_123380_cov_99.8442_ID_4423-processed-gene-0.28&CDS=1-945, augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.84&CDS=1-1329
OG0000051	YER109C, YMR164C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.64&CDS=1-2079, augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.12&CDS=1-1599, snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.16&CDS=1-315
OG0000052	YER133W, YML016C	augustus_masked-NODE_59_length_26128_cov_102.527_ID_7968-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_59_length_26128_cov_102.527_ID_7968-processed-gene-0.35&CDS=1-1656, augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.53&CDS=1-1578, maker-NODE_10_length_310917_cov_107.48_ID_4357-augustus-gene-2.101-mRNA-1_1&gene=maker-NODE_10_length_310917_cov_107.48_ID_4357-augustus-gene-2.101&CDS=1-1188
OG0000053	YER185W, YGR213C, YLR046C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.21&CDS=1-1026, snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.37&CDS=1-831
OG0000054	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.91&CDS=1-2733, augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.61&CDS=1-2436
OG0000055	YGL089C, YPL187W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.28&CDS=1-681, augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.4&CDS=1-681, snap_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.66&CDS=1-486
OG0000056	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.126&CDS=1-4140, augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.144&CDS=1-3129
OG0000057	YGR192C, YJL052W, YJR009C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.117&CDS=1-1020, augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.39&CDS=1-1002
OG0000058	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.185&CDS=1-3846, augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.115&CDS=1-3510
OG0000059	YJL089W, YMR280C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.14&CDS=1-1083, augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.63&CDS=1-2829, augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.6&CDS=1-1914
OG0000060	YJL110C, YKR034W	augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.67&CDS=1-600, augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.67&CDS=1-1413, snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-0.106&CDS=1-573
OG0000061	YKL217W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.2&CDS=1-1608, augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.80&CDS=1-1524, augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.105&CDS=1-1500, augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.98&CDS=1-1659
OG0000062	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.64&CDS=1-2733
OG0000063	YLR090W, YNL064C	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.93&CDS=1-1338, augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.125&CDS=1-1218, snap_masked-NODE_66_length_17467_cov_103.331_ID_7742-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_66_length_17467_cov_103.331_ID_7742-processed-gene-0.14&CDS=1-1326
OG0000064	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.55&CDS=1-1629, augustus_masked-NODE_48_length_54476_cov_123.556_ID_10356-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_48_length_54476_cov_123.556_ID_10356-processed-gene-0.67&CDS=1-1710
OG0000065	YLR260W, YOR171C	augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.143&CDS=1-909, augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.72&CDS=1-903, genemark-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.90&CDS=1-1110
OG0000066	YLR342W, YMR306W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.54&CDS=1-5688, augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.85&CDS=1-5544, snap_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.71&CDS=1-5400
OG0000067	YOL119C, YOR306C	augustus_masked-NODE_62_length_21694_cov_104.873_ID_7532-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_62_length_21694_cov_104.873_ID_7532-processed-gene-0.12&CDS=1-1515, maker-NODE_21_length_144094_cov_97.4792_ID_4719-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_21_length_144094_cov_97.4792_ID_4719-snap-gene-0.73&CDS=1-4293, snap_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.43&CDS=1-1491
OG0000068	Q0105, Q0110, Q0115, Q0120	maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_45_length_60554_cov_2938.99_ID_6702-snap-gene-0.38&CDS=1-285
OG0000069	YAL023C, YGR199W	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.39&CDS=1-2208, augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.56&CDS=1-2277
OG0000070	YAL054C, YLR153C	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.112&CDS=1-2007, snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.243-mRNA-1_1&gene=snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.243&CDS=1-2049
OG0000071	YAR035W, YER024W	augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.71&CDS=1-2145, augustus_masked-NODE_57_length_28241_cov_109.051_ID_7223-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_57_length_28241_cov_109.051_ID_7223-processed-gene-0.5&CDS=1-2355
OG0000072	YBL002W, YDR224C	augustus_masked-NODE_65_length_18913_cov_99.5247_ID_7690-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_65_length_18913_cov_99.5247_ID_7690-processed-gene-0.3&CDS=1-399, augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.13&CDS=1-399
OG0000073	YBL011W, YKR067W	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.48&CDS=1-2124, augustus_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.91&CDS=1-2046
OG0000074	YBL016W, YGR040W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.121&CDS=1-1047, augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.95&CDS=1-1059
OG0000075	YBL030C, YBR085W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.146&CDS=1-906, augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.106&CDS=1-915
OG0000076	YBL034C	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.146&CDS=1-747, snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.147&CDS=1-609, snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.134-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.134&CDS=1-4257
OG0000077	YBL042C, YBR021W, YIR028W	maker-NODE_15_length_223829_cov_100.186_ID_4289-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-snap-gene-0.10&CDS=1-3486
OG0000078	YBL052C, YOR244W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.130&CDS=1-2364, augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.22&CDS=1-1302
