	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
OG0000077	YML118W, YMR285C	augustus_masked-flattened_line_18-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.70&CDS=1-2193, maker-flattened_line_18-augustus-gene-3.155-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-3.155&CDS=1-2193
OG0000078	YMR177W, YPL224C	augustus_masked-flattened_line_23-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.59&CDS=1-1203, augustus_masked-flattened_line_23-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.155&CDS=1-1203
OG0000079	YMR242C, YOR312C	augustus_masked-flattened_line_23-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.56&CDS=1-516, augustus_masked-flattened_line_23-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.175&CDS=1-516
OG0000080	YNL087W, YOR086C	augustus_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.89&CDS=1-4287, augustus_masked-flattened_line_18-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.15&CDS=1-4287
OG0000081	YOL055C, YPL258C, YPR121W	maker-flattened_line_0-augustus-gene-8.48-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.48&CDS=1-1605
OG0000082	YPL088W	augustus_masked-flattened_line_28-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.80&CDS=1-1032, augustus_masked-flattened_line_6-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.144&CDS=1-1026, augustus_masked-flattened_line_8-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.101&CDS=1-1017
OG0000083	Q0045, Q0065, Q0070	maker-flattened_line_54-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.0&CDS=1-246
OG0000084		augustus_masked-flattened_line_10-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.50&CDS=1-1440, augustus_masked-flattened_line_2-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.21&CDS=1-1449, augustus_masked-flattened_line_2-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.102&CDS=1-1452, maker-flattened_line_8-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.46&CDS=1-1650
OG0000085	YAL005C, YER103W	augustus_masked-flattened_line_4-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.150&CDS=1-1944
OG0000086	YAL007C, YOR016C	augustus_masked-flattened_line_28-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.130&CDS=1-606
OG0000087	YAL012W	augustus_masked-flattened_line_23-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.92&CDS=1-1173, augustus_masked-flattened_line_23-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.128&CDS=1-1173
OG0000088	YAL016W	augustus_masked-flattened_line_18-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.47&CDS=1-1788, augustus_masked-flattened_line_18-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.125&CDS=1-1788
OG0000089	YAL018C, YOL048C	augustus_masked-flattened_line_10-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.123&CDS=1-840
OG0000090	YAL019W	augustus_masked-flattened_line_23-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.64&CDS=1-2982, augustus_masked-flattened_line_23-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.167&CDS=1-2982
OG0000091	YAL020C	augustus_masked-flattened_line_23-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.65&CDS=1-1026, augustus_masked-flattened_line_23-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.166&CDS=1-1026
OG0000092	YAL021C	augustus_masked-flattened_line_18-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.17&CDS=1-1992, augustus_masked-flattened_line_18-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.36&CDS=1-1992
OG0000093	YAL024C	augustus_masked-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.13&CDS=1-2871, augustus_masked-flattened_line_18-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.40&CDS=1-2871
OG0000094	YAL025C	augustus_masked-flattened_line_18-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.14&CDS=1-891, augustus_masked-flattened_line_18-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.39&CDS=1-891
OG0000095	YAL026C	augustus_masked-flattened_line_18-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.9&CDS=1-3936, augustus_masked-flattened_line_18-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.12&CDS=1-3936
OG0000096	YAL034C, YOR338W	augustus_masked-flattened_line_6-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.103&CDS=1-1194
OG0000097	YAR002C-A, YGL002W	snap_masked-flattened_line_0-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.41&CDS=1-654
OG0000098	YAR042W, YDL019C	augustus_masked-flattened_line_2-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.99&CDS=1-3495
OG0000099	YBL002W, YDR224C	augustus_masked-flattened_line_0-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.70&CDS=1-408
OG0000100	YBL009W, YGL021W	augustus_masked-flattened_line_12-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.102&CDS=1-2829
OG0000101	YBL011W	augustus_masked-flattened_line_23-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.62&CDS=1-2130, augustus_masked-flattened_line_23-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.169&CDS=1-2130
OG0000102	YBL027W, YBR084C-A	augustus_masked-flattened_line_4-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.64&CDS=1-564
OG0000103	YBL043W	augustus_masked-flattened_line_4-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.86&CDS=1-516, snap_masked-flattened_line_2-processed-gene-8.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.26&CDS=1-198
OG0000104	YBL056W, YER089C	augustus_masked-flattened_line_0-processed-gene-28.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.112&CDS=1-1293
OG0000105	YBL060W	augustus_masked-flattened_line_0-processed-gene-24.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.39&CDS=1-2652, snap_masked-flattened_line_38-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.39&CDS=1-2922
OG0000106	YBL067C, YER098W	augustus_masked-flattened_line_21-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.92&CDS=1-2070
OG0000107	YBL072C, YER102W	augustus_masked-flattened_line_36-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.123&CDS=1-609
OG0000108	YBL079W, YER105C	augustus_masked-flattened_line_0-processed-gene-26.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-26.30&CDS=1-4206
OG0000109	YBL085W, YER114C	augustus_masked-flattened_line_4-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.65&CDS=1-2706
OG0000110	YBL087C, YER117W	augustus_masked-flattened_line_4-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.56&CDS=1-414
OG0000111	YBL089W, YER119C	augustus_masked-flattened_line_21-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.212&CDS=1-1377
OG0000112	YBL091C-A, YER120W	augustus_masked-flattened_line_8-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.112&CDS=1-819
OG0000113	YBL106C, YPR032W	augustus_masked-flattened_line_34-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.54&CDS=1-2979
OG0000114	YBR005W, YDR003W	augustus_masked-flattened_line_4-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.79&CDS=1-522
OG0000115	YBR009C, YNL030W	augustus_masked-flattened_line_24-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.37&CDS=1-309
OG0000116	YBR010W, YNL031C	augustus_masked-flattened_line_24-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.17&CDS=1-420
OG0000117	YBR020W, YDR009W	augustus_masked-flattened_line_16-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.55&CDS=1-1512
OG0000118	YBR021W, YIR028W	augustus_masked-flattened_line_40-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.86&CDS=1-1671
OG0000119	YBR031W, YDR012W	augustus_masked-flattened_line_0-processed-gene-11.155-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.155&CDS=1-1092
OG0000120	YBR033W, YKL038W	maker-flattened_line_10-augustus-gene-1.139-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.139&CDS=1-1929
OG0000121	YBR066C, YDR043C	augustus_masked-flattened_line_6-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.136&CDS=1-1002
OG0000122	YBR082C, YDR059C	augustus_masked-flattened_line_34-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.69&CDS=1-441
OG0000123	YBR089C-A, YPR052C	augustus_masked-flattened_line_19-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.146&CDS=1-393
OG0000124	YBR104W, YPR058W	augustus_masked-flattened_line_2-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.90&CDS=1-927
OG0000125	YBR114W	augustus_masked-flattened_line_18-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.39&CDS=1-2517, augustus_masked-flattened_line_18-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.1&CDS=1-2517
OG0000126	YBR118W, YPR080W	augustus_masked-flattened_line_34-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.59&CDS=1-1374
OG0000127	YBR140C, YOL081W	snap_masked-flattened_line_34-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.212&CDS=1-7956
OG0000128	YBR161W, YPL057C	augustus_masked-flattened_line_12-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.110&CDS=1-957
OG0000129	YBR169C, YPL106C	augustus_masked-flattened_line_6-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.75&CDS=1-2145
OG0000130	YBR172C, YPL105C	maker-flattened_line_2-augustus-gene-2.161-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.161&CDS=1-2961
OG0000131	YBR181C, YPL090C	augustus_masked-flattened_line_4-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.63&CDS=1-720
OG0000132	YBR183W, YPL087W	augustus_masked-flattened_line_40-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.100&CDS=1-849
OG0000133	YBR189W, YPL081W	maker-flattened_line_4-snap-gene-6.158-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-6.158&CDS=1-1029
OG0000134	YBR203W	snap_masked-flattened_line_23-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.7&CDS=1-1365, snap_masked-flattened_line_23-processed-gene-2.241-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.241&CDS=1-1365
OG0000135	YBR216C, YGL060W	augustus_masked-flattened_line_0-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.95&CDS=1-1878
OG0000136	YBR238C, YGL107C	augustus_masked-flattened_line_0-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.97&CDS=1-1839
OG0000137	YBR239C	augustus_masked-flattened_line_10-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.21&CDS=1-1242, augustus_masked-flattened_line_16-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.12&CDS=1-1641
OG0000138	YBR241C, YGL104C	augustus_masked-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.102&CDS=1-1404
OG0000139	YBR242W, YGL101W	augustus_masked-flattened_line_0-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.49&CDS=1-660
OG0000140	YBR244W, YIR037W	augustus_masked-flattened_line_16-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.56&CDS=1-510
OG0000141	YBR273C, YJL048C	augustus_masked-flattened_line_56-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.21&CDS=1-1329
OG0000142	YBR294W, YLR092W	augustus_masked-flattened_line_6-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.116&CDS=1-2547
OG0000143	YCL011C, YNL004W	augustus_masked-flattened_line_34-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.65&CDS=1-882
OG0000144	YCL024W, YDR507C	maker-flattened_line_21-augustus-gene-1.171-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.171&CDS=1-3207
OG0000145	YCL029C	augustus_masked-flattened_line_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.65&CDS=1-1806, augustus_masked-flattened_line_23-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.152&CDS=1-1806
OG0000146	YCL035C, YDR513W	maker-flattened_line_0-augustus-gene-19.67-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-19.67&CDS=1-297
OG0000147	YCL036W, YDR514C	augustus_masked-flattened_line_2-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.41&CDS=1-1014
OG0000148	YCL037C, YDR515W	augustus_masked-flattened_line_0-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.79&CDS=1-1560
OG0000149	YCL040W, YDR516C	augustus_masked-flattened_line_4-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.10&CDS=1-1407
OG0000150	YCL050C, YDR530C	snap_masked-flattened_line_2-processed-gene-5.165-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.165&CDS=1-930
OG0000151	YCR010C, YNR002C	augustus_masked-flattened_line_8-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.79&CDS=1-801
OG0000152	YCR014C	augustus_masked-flattened_line_14-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.13&CDS=1-1980, augustus_masked-flattened_line_4-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.171&CDS=1-1800
OG0000153	YCR026C, YEL016C	augustus_masked-flattened_line_2-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.12&CDS=1-1944
OG0000154	YCR027C	augustus_masked-flattened_line_0-processed-gene-27.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.123&CDS=1-552, augustus_masked-flattened_line_10-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.26&CDS=1-555
OG0000155	YCR030C	augustus_masked-flattened_line_18-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.34&CDS=1-2667, snap_masked-flattened_line_18-processed-gene-3.165-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.165&CDS=1-2667
OG0000156	YCR031C, YJL191W	augustus_masked-flattened_line_10-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.87&CDS=1-432
OG0000157	YCR073C, YNR031C	augustus_masked-flattened_line_0-processed-gene-16.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.137&CDS=1-4335
OG0000158	YDL022W, YOL059W	augustus_masked-flattened_line_8-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.129&CDS=1-1149
OG0000159	YDL042C, YOL068C	augustus_masked-flattened_line_19-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.137&CDS=1-1809
OG0000160	YDL048C, YLR375W	augustus_masked-flattened_line_8-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.80&CDS=1-1032
OG0000161	YDL061C, YLR388W	maker-flattened_line_0-augustus-gene-9.97-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.97&CDS=1-168
OG0000162	YDL075W, YLR406C	augustus_masked-flattened_line_16-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.148&CDS=1-360
OG0000163	YDL082W, YMR142C	augustus_masked-flattened_line_6-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.27&CDS=1-630
OG0000164	YDL083C, YMR143W	augustus_masked-flattened_line_6-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.130&CDS=1-429
OG0000165	YDL085W, YMR145C	augustus_masked-flattened_line_4-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.48&CDS=1-1779
OG0000166	YDL088C, YMR153W	snap_masked-flattened_line_16-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.17&CDS=1-1452
OG0000167	YDL109C, YGL144C	augustus_masked-flattened_line_16-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.162&CDS=1-2571
OG0000168	YDL134C, YDL188C	augustus_masked-flattened_line_19-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.14&CDS=1-1034
OG0000169	YDL136W, YDL191W	augustus_masked-flattened_line_0-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.72&CDS=1-363
OG0000170	YDL161W, YLR206W	maker-flattened_line_4-augustus-gene-5.57-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.57&CDS=1-747
OG0000171	YDL175C, YIL079C	snap_masked-flattened_line_21-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.38&CDS=1-822
OG0000172	YDL222C, YNL194C	augustus_masked-flattened_line_52-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.57&CDS=1-816
OG0000173	YDL224C, YNL197C	augustus_masked-flattened_line_52-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.71&CDS=1-2322
OG0000174	YDL246C, YJR159W	augustus_masked-flattened_line_50-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.14&CDS=1-1104
OG0000175	YDR011W	augustus_masked-flattened_line_21-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.223&CDS=1-4632, augustus_masked-flattened_line_8-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.119&CDS=1-4503
OG0000176	YDR026C	augustus_masked-flattened_line_18-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.72&CDS=1-1767, augustus_masked-flattened_line_18-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.32&CDS=1-1767
OG0000177	YDR031W	augustus_masked-flattened_line_23-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.88&CDS=1-315, augustus_masked-flattened_line_23-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.111&CDS=1-315
