	Nakazawaea_peltata	Saccharomyces_cerevisiae
OG0000040	-processed-gene-11.98-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-11.98&CDS=1-1953, -processed-gene-4.124-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-4.124&CDS=1-2013, -processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.54&CDS=1-1932	YAL005C, YJL034W
OG0000041	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-0.29&CDS=1-2148, -processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-3.117&CDS=1-933, -processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.74&CDS=1-2853	YDL230W, YER075C
OG0000042	-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.155&CDS=1-738, -processed-gene-10.38-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-10.38&CDS=1-624, -processed-gene-13.97-mRNA-1_1&gene=snap_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.97&CDS=1-1272	YIR013C, YLR013W
OG0000043	-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-13.13&CDS=1-882, -processed-gene-4.85-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-4.85&CDS=1-3150	YBR066C, YDR043C, YGR067C
OG0000044	-processed-gene-20.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.138&CDS=1-3849, -processed-gene-5.149-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-5.149&CDS=1-3219	YGL092W, YKL068W, YMR047C
OG0000045	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-2.67&CDS=1-1110, -processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-2.94&CDS=1-1104, -processed-gene-7.191-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.191&CDS=1-1092	YGL185C, YPL113C
OG0000046	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.58&CDS=1-3132, -processed-gene-19.9-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-19.9&CDS=1-2607	YHL007C, YNL298W, YOL113W
OG0000047	-processed-gene-0.102-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-0.102&CDS=1-996, -processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-8.68&CDS=1-993	YGR192C, YJL052W, YJR009C
OG0000048	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.107&CDS=1-1230, -processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-4.23&CDS=1-1245	YCR094W, YNL323W, YNR048W
OG0000049	-processed-gene-12.100-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-12.100&CDS=1-1953, -processed-gene-21.16-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.16&CDS=1-1521, -processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-4.73&CDS=1-3108	YAR019C, YLR362W
OG0000050	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-9.21&CDS=1-4110, -snap-gene-5.56-mRNA-1_1&gene=maker-gi|1002316198|dbj|BCGQ01000003.1|-snap-gene-5.56&CDS=1-3708	YJL042W, YOR227W, YPL137C
OG0000051	-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-12.33&CDS=1-1293	YBR297W, YFL052W, YGR288W, YPR196W
OG0000052	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-2.76&CDS=1-1650	YCL069W, YGR224W, YKR105C, YPR198W
OG0000053	-processed-gene-12.70-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-12.70&CDS=1-4509, -processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-9.66&CDS=1-4677	YDR011W, YNR070W, YOR153W
OG0000054	-processed-gene-10.134-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-10.134&CDS=1-1506, -processed-gene-13.140-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.140&CDS=1-1968, -processed-gene-13.51-mRNA-1_1&gene=snap_masked-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.51&CDS=1-2019	YGL257C, YNR059W
OG0000055	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.117&CDS=1-1929, -processed-gene-7.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.126&CDS=1-1668	YKL088W, YKR072C, YOR054C
OG0000056	-processed-gene-0.130-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.130&CDS=1-1494, -processed-gene-2.116-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.116&CDS=1-1407	YBR263W, YLR058C
OG0000057	-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-0.128&CDS=1-1596, -processed-gene-0.130-mRNA-1_1&gene=augustus_masked-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-0.130&CDS=1-1287, -processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.25&CDS=1-1452	YOL137W
OG0000058	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.29&CDS=1-1968, -snap-gene-1.141-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-snap-gene-1.141&CDS=1-2520	YLR188W, YPL270W
OG0000059	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.49&CDS=1-1443, -processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-10.84&CDS=1-1986	YEL047C, YJR051W
OG0000060	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.61&CDS=1-1206, -processed-gene-1.81-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-1.81&CDS=1-1182	YBR025C, YHL014C
OG0000061	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.54&CDS=1-969, -processed-gene-6.12-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-6.12&CDS=1-972, -snap-gene-21.156-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-21.156&CDS=1-1926	YPR127W
OG0000062	-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.56&CDS=1-1377, -snap-gene-12.3-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-12.3&CDS=1-2262	YBR118W, YPR080W
OG0000063	-processed-gene-3.160-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.160&CDS=1-3666, -processed-gene-5.26-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.26&CDS=1-1254	YGR189C, YLL006W
OG0000064	-processed-gene-3.168-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.168&CDS=1-5712, -processed-gene-3.99-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.99&CDS=1-5673	YGR184C, YLR024C
OG0000065	-processed-gene-24.16-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.16&CDS=1-1005, -processed-gene-3.172-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.172&CDS=1-996	YIL035C, YOR061W
OG0000066	-processed-gene-0.0-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-0.0&CDS=1-927, -processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-4.111&CDS=1-915	YDR368W, YOR120W
OG0000067	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-0.19&CDS=1-2148, -processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.21&CDS=1-3369	YJL025W, YML091C
OG0000068	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-1.101&CDS=1-3021, -processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-11.15&CDS=1-3375	YBR038W, YNL192W
OG0000069	-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-0.129&CDS=1-2364, -processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-2.80&CDS=1-2139	YAR035W, YER024W
OG0000070	-augustus-gene-9.4-mRNA-1_1&gene=maker-gi|1002316199|dbj|BCGQ01000002.1|-augustus-gene-9.4&CDS=1-3630, -processed-gene-12.136-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-12.136&CDS=1-1770, -processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-2.63&CDS=1-1767	YBR293W
OG0000071	-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-3.115&CDS=1-1380, -processed-gene-3.75-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-3.75&CDS=1-1353	YKL046C, YMR238W
OG0000072	-processed-gene-2.47-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-2.47&CDS=1-2073, -processed-gene-26.117-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.117&CDS=1-1899, -processed-gene-3.44-mRNA-1_1&gene=snap_masked-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-3.44&CDS=1-1932	YDL170W
OG0000073	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-0.81&CDS=1-1734, -processed-gene-12.75-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-12.75&CDS=1-1788, -processed-gene-4.129-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-4.129&CDS=1-1695	YDL174C
OG0000074	-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-2.28&CDS=1-1638, -processed-gene-4.198-mRNA-1_1&gene=genemark-gi|1002316192|dbj|BCGQ01000009.1|-processed-gene-4.198&CDS=1-1725, -processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-5.45&CDS=1-1632	YDR242W
OG0000075	-augustus-gene-0.118-mRNA-1_1&gene=maker-gi|1002316193|dbj|BCGQ01000008.1|-augustus-gene-0.118&CDS=1-5754, -processed-gene-10.108-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-10.108&CDS=1-3933, -processed-gene-6.44-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-6.44&CDS=1-3951	YKL215C
OG0000076	-processed-gene-27.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.121&CDS=1-2265, -processed-gene-7.158-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-7.158&CDS=1-2427, -snap-gene-0.122-mRNA-1_1&gene=maker-gi|1002316193|dbj|BCGQ01000008.1|-snap-gene-0.122&CDS=1-2895	YJR126C
OG0000077	-processed-gene-1.4-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-1.4&CDS=1-3063, -processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.92&CDS=1-3210	YIL002C, YOR109W
OG0000078	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-1.29&CDS=1-1140, -processed-gene-3.38-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-3.38&CDS=1-1089	YCR105W, YMR318C
OG0000079	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-1.11&CDS=1-1155, -processed-gene-6.6-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-6.6&CDS=1-1191	YGL038C, YJR075W
OG0000080	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-0.65&CDS=1-870, -processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-1.76&CDS=1-891, -processed-gene-7.169-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.169&CDS=1-852	YER175C
OG0000081	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-2.40&CDS=1-804, -processed-gene-4.0-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-4.0&CDS=1-1395	YNL108C, YOR110W
OG0000082	-processed-gene-2.103-mRNA-1_1&gene=snap_masked-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-2.103&CDS=1-3639, -processed-gene-4.77-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-4.77&CDS=1-5571	YIL159W, YNL271C
OG0000083	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-2.63&CDS=1-1560, -processed-gene-28.100-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.100&CDS=1-1464, -processed-gene-28.104-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.104&CDS=1-1602	YBR139W
OG0000084	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.110&CDS=1-1269, -processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-2.70&CDS=1-1614	YOL027C, YPR125W
OG0000085	-processed-gene-2.59-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-2.59&CDS=1-1692	YML116W, YMR279C, YOR378W
OG0000086	-processed-gene-3.36-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-3.36&CDS=1-1785, -processed-gene-4.1-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-4.1&CDS=1-1641	YHR050W, YOL122C
OG0000087	-processed-gene-5.15-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-5.15&CDS=1-627, -processed-gene-9.71-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-9.71&CDS=1-375	YBR005W, YDR003W
OG0000088	-processed-gene-26.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.121&CDS=1-1770, -processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.92&CDS=1-1638, -processed-gene-5.26-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-5.26&CDS=1-1908	YNL125C
OG0000089	-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-5.186&CDS=1-1353	YFR057W, YLR098C, YOR337W
OG0000090	-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-13.40&CDS=1-510, -processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-5.43&CDS=1-498	YDR178W, YLR164W
OG0000091	-processed-gene-5.78-mRNA-1_1&gene=genemark-gi|1002316193|dbj|BCGQ01000008.1|-processed-gene-5.78&CDS=1-1893, -processed-gene-7.175-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.175&CDS=1-1953, -processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-7.62&CDS=1-1986	YPR159W
OG0000092	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-0.20&CDS=1-2133	YKL220C, YNR060W, YOR381W
OG0000093	-processed-gene-1.0-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-1.0&CDS=1-1269, -processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-3.13&CDS=1-2205	YGR052W, YHR082C
OG0000094	-augustus-gene-5.147-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-5.147&CDS=1-4458, -processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-2.60&CDS=1-3969	YIL126W, YOR290C
OG0000095	-processed-gene-11.14-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-11.14&CDS=1-573, -processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-2.61&CDS=1-573	YGL147C, YNL067W
OG0000096	-processed-gene-2.120-mRNA-1_1&gene=snap_masked-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-2.120&CDS=1-1119, -processed-gene-24.59-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.59&CDS=1-546	YHR146W, YNL173C
OG0000097	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.95&CDS=1-1656, -processed-gene-3.48-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-3.48&CDS=1-1668	YIR031C, YNL117W
OG0000098	-processed-gene-23.150-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.150&CDS=1-1491, -processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-3.67&CDS=1-1578, -snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002316195|dbj|BCGQ01000006.1|-snap-gene-2.3&CDS=1-1947	YOR374W
OG0000099	-processed-gene-16.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-16.122&CDS=1-1998, -processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-5.21&CDS=1-2007	YAL054C, YLR153C
OG0000100	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-6.19&CDS=1-2952, -processed-gene-7.111-mRNA-1_1&gene=genemark-gi|1002316198|dbj|BCGQ01000003.1|-processed-gene-7.111&CDS=1-3135	YDR395W, YJR132W
OG0000101	-processed-gene-6.28-mRNA-1_1&gene=genemark-gi|1002316194|dbj|BCGQ01000007.1|-processed-gene-6.28&CDS=1-1545	YER056C, YER060W, YER060W-A
OG0000102	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-0.91&CDS=1-2073, -processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.105&CDS=1-2283	YJR131W, YLR057W
OG0000103	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.115&CDS=1-1389, -processed-gene-27.35-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.35&CDS=1-1446, -processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-3.86&CDS=1-1425	YMR020W
OG0000104	-processed-gene-1.93-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-1.93&CDS=1-1374, -processed-gene-23.129-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.129&CDS=1-1425, -processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.56&CDS=1-1470	YHR137W
OG0000105	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-2.80&CDS=1-3759, -processed-gene-9.174-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.174&CDS=1-1692	YNL095C, YOR092W
OG0000106	-processed-gene-24.12-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.12&CDS=1-2091, -processed-gene-27.112-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.112&CDS=1-2172, -processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-5.104&CDS=1-2127	YER015W
OG0000107	-processed-gene-5.115-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-5.115&CDS=1-2802	YBL005W, YER184C, YGL013C
OG0000108	-processed-gene-5.123-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-5.123&CDS=1-2616, -processed-gene-9.54-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.54&CDS=1-3240	YJL089W, YMR280C
OG0000109	-processed-gene-0.82-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-0.82&CDS=1-2307, -processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-6.73&CDS=1-2388	YAL023C, YGR199W
OG0000110	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-2.82&CDS=1-1716, -processed-gene-7.4-mRNA-1_1&gene=augustus_masked-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.4&CDS=1-3231	YLR343W, YMR307W
OG0000111	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-3.59&CDS=1-1332, -processed-gene-7.178-mRNA-1_1&gene=genemark-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.178&CDS=1-1521	YER028C, YGL209W
OG0000112	-processed-gene-22.73-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.73&CDS=1-1059, -processed-gene-7.156-mRNA-1_1&gene=snap_masked-gi|1002316195|dbj|BCGQ01000006.1|-processed-gene-7.156&CDS=1-978	YFL029C, YPL031C
OG0000113	-processed-gene-0.37-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-0.37&CDS=1-882, -processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-0.64&CDS=1-918	YBR183W, YPL087W
OG0000114	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-0.59&CDS=1-393, -processed-gene-21.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.107&CDS=1-393	YBL003C, YDR225W
OG0000115	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-0.41&CDS=1-393, -processed-gene-21.58-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.58&CDS=1-393	YBL002W, YDR224C
OG0000116	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-0.63&CDS=1-2511, -snap-gene-8.130-mRNA-1_1&gene=maker-gi|1002316199|dbj|BCGQ01000002.1|-snap-gene-8.130&CDS=1-3168	YER017C, YMR089C
OG0000117	-processed-gene-3.58-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.58&CDS=1-1731, -processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-8.4&CDS=1-1353	YHL019C, YPL259C
OG0000118	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.95&CDS=1-3276	YDR038C, YDR039C, YDR040C
OG0000119	-processed-gene-13.123-mRNA-1_1&gene=genemark-gi|1002316199|dbj|BCGQ01000002.1|-processed-gene-13.123&CDS=1-1314, -processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.78&CDS=1-1215	YJL193W, YOR307C
OG0000120	-processed-gene-23.120-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.120&CDS=1-1380, -processed-gene-5.40-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.40&CDS=1-1389	YER119C, YIL088C
