	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
OG0000043	YAR035W, YER024W	genemark-NODE_31_length_80487_cov_14.0152_ID_61-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_31_length_80487_cov_14.0152_ID_61-processed-gene-0.80&CDS=1-2559, snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.77&CDS=1-2190
OG0000044	YBL002W, YDR224C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.96&CDS=1-396, snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.120&CDS=1-396
OG0000045	YBL007C, YPL113C	maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-6.54-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-6.54&CDS=1-6297, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.8&CDS=1-1086
OG0000046	YBR002C, YMR101C	augustus_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.3&CDS=1-1494, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.1-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.1&CDS=1-987
OG0000047	YBR009C, YNL030W	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.128&CDS=1-309, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.12&CDS=1-309
OG0000048	YBR025C, YHL014C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.115&CDS=1-1128, snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.82&CDS=1-1188
OG0000049	YBR078W, YDR055W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.14&CDS=1-1278, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.74&CDS=1-1254
OG0000050	YBR118W, YPR080W	augustus_masked-NODE_53_length_1349_cov_26.0594_ID_105-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_53_length_1349_cov_26.0594_ID_105-processed-gene-0.2&CDS=1-1347, genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.76&CDS=1-1374
OG0000051	YBR139W, YMR297W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-0.47&CDS=1-1638, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-4.65&CDS=1-1620
OG0000052	YBR150C, YOL089C	maker-NODE_8_length_661647_cov_16.5428_ID_15-augustus-gene-2.62-mRNA-1_1&gene=maker-NODE_8_length_661647_cov_16.5428_ID_15-augustus-gene-2.62&CDS=1-5442, snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.74&CDS=1-2547
OG0000053	YBR237W, YNL112W	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.55-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.55&CDS=1-1617, snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.52&CDS=1-2610
OG0000054	YBR245C, YOR304W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.100&CDS=1-3225, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.35&CDS=1-3003
OG0000055	YBR249C, YDR035W	maker-NODE_14_length_488644_cov_13.1912_ID_27-snap-gene-3.225-mRNA-1_1&gene=maker-NODE_14_length_488644_cov_13.1912_ID_27-snap-gene-3.225&CDS=1-1113, snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.116&CDS=1-1095
OG0000056	YCL025C, YDR508C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.39&CDS=1-1707, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.67&CDS=1-1698
OG0000057	YCL035C, YDR513W	maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-5.101-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-5.101&CDS=1-312, snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.89&CDS=1-339
OG0000058	YCL039W, YCR057C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.66&CDS=1-2670, snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.137&CDS=1-2106
OG0000059	YCL064C, YIL167W	snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.10&CDS=1-1047, snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.84&CDS=1-987
OG0000060	YCL067C, YCR039C, YCR096C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.91&CDS=1-594
OG0000061	YCR010C, YNR002C	genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.22&CDS=1-789, snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-1.34&CDS=1-804
OG0000062	YCR027C, YOR101W	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.55&CDS=1-540, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-1.84&CDS=1-750
OG0000063	YDL020C	maker-NODE_11_length_523697_cov_18.1994_ID_21-augustus-gene-0.128-mRNA-1_1&gene=maker-NODE_11_length_523697_cov_18.1994_ID_21-augustus-gene-0.128&CDS=1-2094, snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.97&CDS=1-1323, snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.129&CDS=1-1539
OG0000064	YDL042C, YOL068C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.31&CDS=1-1698, snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.14&CDS=1-1380
OG0000065	YDL066W, YLR174W	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.174-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.174&CDS=1-1293, snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.172&CDS=1-1221
OG0000066	YDL114W, YLR426W	augustus_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.100&CDS=1-960, snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.94&CDS=1-882
OG0000067	YDL138W, YDL194W	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.80&CDS=1-2223, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-2.87&CDS=1-1584
OG0000068	YDR034C	augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.89&CDS=1-2985, augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.93&CDS=1-1950, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.47&CDS=1-1989
OG0000069	YDR134C, YLR110C	snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.27&CDS=1-393, snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.49&CDS=1-693
OG0000070	YDR144C, YLR120C, YLR121C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.46&CDS=1-1650
OG0000071	YDR155C, YDR304C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.94&CDS=1-636, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.26&CDS=1-486
OG0000072	YDR178W, YLR164W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.35&CDS=1-471, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.7&CDS=1-480
OG0000073	YDR218C, YJR076C	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-0.64&CDS=1-1200, maker-NODE_1_length_1418990_cov_15.6188_ID_1-snap-gene-11.44-mRNA-1_1&gene=maker-NODE_1_length_1418990_cov_15.6188_ID_1-snap-gene-11.44&CDS=1-858
OG0000074	YDR382W, YOL039W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.50&CDS=1-330, snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.75&CDS=1-327
OG0000075	YDR444W, YGL144C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.32&CDS=1-2250, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.44&CDS=1-2172
OG0000076	YEL007W, YHR177W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-5.76&CDS=1-471, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.55&CDS=1-2109
OG0000077	YER015W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.92&CDS=1-2160, snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.26&CDS=1-2259, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.32&CDS=1-2247
OG0000078	YER028C, YGL209W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-10.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-10.126&CDS=1-1599, snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.119-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.119&CDS=1-1506
OG0000079	YER056C, YER060W, YER060W-A	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.27&CDS=1-1539
OG0000080	YER062C, YIL053W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.41&CDS=1-759, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.91&CDS=1-804
OG0000081	YFL011W, YMR011W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.107&CDS=1-1671, snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.187-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.187&CDS=1-1641
OG0000082	YFL047W, YHR182W	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.93&CDS=1-2883, snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.14&CDS=1-2739
OG0000083	YFL050C, YOL130W	maker-NODE_16_length_462514_cov_13.0784_ID_31-snap-gene-3.59-mRNA-1_1&gene=maker-NODE_16_length_462514_cov_13.0784_ID_31-snap-gene-3.59&CDS=1-3711, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.52&CDS=1-2466
OG0000084	YFL060C, YMR095C, YNL334C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-4.83&CDS=1-705
OG0000085	YFR042W, YJL097W	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-6.19-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-6.19&CDS=1-744, snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.156&CDS=1-648
OG0000086	YGL257C, YIL014W, YNR059W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.83&CDS=1-2619
OG0000087	YGR192C, YJL052W, YJR009C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.37&CDS=1-1005
OG0000088	YGR249W, YOR140W	genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.31&CDS=1-2778, genemark-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.73&CDS=1-2031
OG0000089	YGR263C	augustus_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.83&CDS=1-1197, genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.79&CDS=1-1221, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.119&CDS=1-1164
OG0000090	YHL033C, YLL045C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.75&CDS=1-780, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.24&CDS=1-780
OG0000091	YHR071W, YNL289W	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.257-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.257&CDS=1-999, snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.81&CDS=1-966
OG0000092	YHR176W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.140&CDS=1-1503, snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.82&CDS=1-1287, snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-0.8&CDS=1-1503
OG0000093	YHR179W, YPL171C	augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-7.97&CDS=1-1560, snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.56&CDS=1-1206
OG0000094	YIL035C, YOR061W	snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.70&CDS=1-984, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.184-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.184&CDS=1-996
OG0000095	YIL120W, YIL121W, YNL065W	maker-NODE_3_length_931105_cov_16.3301_ID_5-snap-gene-5.134-mRNA-1_1&gene=maker-NODE_3_length_931105_cov_16.3301_ID_5-snap-gene-5.134&CDS=1-3045
OG0000096	YIL124W	genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.56&CDS=1-876, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.43&CDS=1-876, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.24&CDS=1-855
OG0000097	YIL126W, YOR290C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.164-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.164&CDS=1-4656, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.46&CDS=1-3843
OG0000098	YIL166C	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.137&CDS=1-1599, snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.8&CDS=1-1662, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-3.41&CDS=1-1710
OG0000099	YIR013C, YLR013W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.202-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.202&CDS=1-984, snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.117&CDS=1-747
OG0000100	YJL089W, YMR280C	augustus_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.53&CDS=1-2760, snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-2.24&CDS=1-3222
OG0000101	YJL172W, YOL153C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-7.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-7.63&CDS=1-1725, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.58&CDS=1-1797
OG0000102	YJL193W, YOR307C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.81&CDS=1-1323, snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.48&CDS=1-1413
OG0000103	YJR045C, YLR369W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.91&CDS=1-1938, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.21-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.21&CDS=1-1938
