	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
OG0000042	YIR013C, YLR013W	augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.88&CDS=1-1131, genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.55&CDS=1-1002, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.134&CDS=1-1272
OG0000043	YJL042W, YOR227W, YPL137C	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.73&CDS=1-3933, genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.81&CDS=1-3777
OG0000044	YJR139C, YLR300W, YOR190W	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.48&CDS=1-1290, maker-NODE_17_length_274412_cov_11.5268_ID_7642-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_17_length_274412_cov_11.5268_ID_7642-augustus-gene-1.1&CDS=1-2550
OG0000045	YKL128C, YOR004W	augustus_masked-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.62&CDS=1-1776, genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.78&CDS=1-948, genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.134&CDS=1-990
OG0000046	YKR042W, YNL066W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.8&CDS=1-1080, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.109&CDS=1-1080, genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.7&CDS=1-1155
OG0000047	YLR144C, YNR067C	augustus_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.82&CDS=1-2994, genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.207-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.207&CDS=1-2241, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.62&CDS=1-2103
OG0000048	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_76_length_1876_cov_267.09_ID_9024-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_76_length_1876_cov_267.09_ID_9024-snap-gene-0.0&CDS=1-246
OG0000049	YLR273C, YOL141W, YOR178C	augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.109&CDS=1-3747, genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.123&CDS=1-1659
OG0000050	YLR343W, YMR307W	augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.54&CDS=1-1635, genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.103&CDS=1-1677, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.59&CDS=1-1608
OG0000051	YLR380W	genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.178&CDS=1-1371, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.35-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.35&CDS=1-1323, genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.92&CDS=1-2235, genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.18&CDS=1-1350
OG0000052	YML072C, YNL087W, YOR086C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.81&CDS=1-3693, maker-NODE_42_length_49079_cov_9.6444_ID_8662-augustus-gene-0.18-mRNA-1_1&gene=maker-NODE_42_length_49079_cov_9.6444_ID_8662-augustus-gene-0.18&CDS=1-4761
OG0000053	YMR006C, YMR008C, YOL011W	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.56&CDS=1-1962, maker-NODE_19_length_201965_cov_9.04237_ID_4400-augustus-gene-1.160-mRNA-1_1&gene=maker-NODE_19_length_201965_cov_9.04237_ID_4400-augustus-gene-1.160&CDS=1-2802
OG0000054	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.101&CDS=1-1002, genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.72&CDS=1-1068
OG0000055		augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.164&CDS=1-1743, genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.97&CDS=1-1434, genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.98&CDS=1-2298, snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.8&CDS=1-2355, snap_masked-NODE_51_length_21887_cov_15.2958_ID_7155-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_51_length_21887_cov_15.2958_ID_7155-processed-gene-0.21&CDS=1-2268
OG0000056	YAL023C, YGR199W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.76&CDS=1-2283, genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.182-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.182&CDS=1-2304
OG0000057	YAL054C, YLR153C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.15&CDS=1-2037, genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.45&CDS=1-2022
OG0000058	YAR035W, YER024W	genemark-NODE_42_length_49079_cov_9.6444_ID_8662-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_42_length_49079_cov_9.6444_ID_8662-processed-gene-0.15&CDS=1-2256, maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-3.12-mRNA-1_1&gene=maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-3.12&CDS=1-3927
OG0000059	YBL002W, YDR224C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.10&CDS=1-387, genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.39&CDS=1-387
OG0000060	YBL052C, YOR244W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.138&CDS=1-2433, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.47&CDS=1-1530
OG0000061	YBL060W, YDR170C	genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.70&CDS=1-6345, genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.63&CDS=1-2892
OG0000062	YBR002C, YMR101C	genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.96&CDS=1-1026, maker-NODE_32_length_96676_cov_9.40922_ID_3887-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_32_length_96676_cov_9.40922_ID_3887-augustus-gene-0.159&CDS=1-999
OG0000063	YBR004C	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.102&CDS=1-1341, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.42&CDS=1-1167, snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.136&CDS=1-2511
OG0000064	YBR008C	augustus_masked-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.40&CDS=1-1416, genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.125&CDS=1-1656, genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.67&CDS=1-1659
OG0000065	YBR009C, YNL030W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.18&CDS=1-309, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.152-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.152&CDS=1-309
OG0000066	YBR010W, YNL031C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.44&CDS=1-408, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.132-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.132&CDS=1-408
OG0000067	YBR073W, YGL163C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.149&CDS=1-2637, genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.203-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.203&CDS=1-2508
OG0000068	YBR078W, YDR055W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.105&CDS=1-1257, genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.213&CDS=1-1236
OG0000069	YBR109C, YPR188C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.70&CDS=1-510, genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.181-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.181&CDS=1-447
OG0000070	YBR139W, YMR297W	genemark-NODE_41_length_60762_cov_17.7391_ID_4983-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_41_length_60762_cov_17.7391_ID_4983-processed-gene-0.53&CDS=1-1614, genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.24&CDS=1-1602
OG0000071	YBR239C, YJL103C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.224-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.224&CDS=1-1656, genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.143&CDS=1-1449
OG0000072	YBR249C, YDR035W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.62&CDS=1-1116, genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.175&CDS=1-1101
OG0000073	YBR291C, YFR045W	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.134&CDS=1-1152, maker-NODE_15_length_323123_cov_9.75563_ID_7113-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_15_length_323123_cov_9.75563_ID_7113-augustus-gene-1.3&CDS=1-2055
OG0000074	YBR297W, YFL052W, YGR288W, YPR196W	
OG0000075	YCL039W, YML102W	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.77&CDS=1-2217, genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.1&CDS=1-1842
OG0000076	YCL064C, YIL167W	genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.186-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.186&CDS=1-1011, genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.215-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.215&CDS=1-1059
OG0000077	YCL067C, YCR039C, YCR096C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.116&CDS=1-573
OG0000078	YCR102C, YLR460C, YNL134C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.85&CDS=1-1104
OG0000079	YCR105W, YMR318C	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.68&CDS=1-1116, genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.68&CDS=1-1068
OG0000080	YDL020C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.68&CDS=1-2673, genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.69&CDS=1-1305, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.20&CDS=1-1425
OG0000081	YDL066W, YLR174W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.13-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.13&CDS=1-1230, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.133&CDS=1-1269
OG0000082	YDL113C, YDR425W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.59&CDS=1-1857, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.19&CDS=1-1827
OG0000083	YDL132W, YGR002C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.11&CDS=1-4191, genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.46&CDS=1-2322
OG0000084	YDL138W, YDL194W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.46&CDS=1-2193, genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.147&CDS=1-1632
OG0000085	YDL236W, YGL141W	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.84&CDS=1-3801, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.66&CDS=1-924
OG0000086	YDL246C, YJR159W, YLR070C	maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-1.49&CDS=1-1512
OG0000087	YDR011W, YOR153W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.124&CDS=1-4494, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.41-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.41&CDS=1-4446
OG0000088	YDR037W, YNL073W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.14&CDS=1-1785, genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.52&CDS=1-1638
OG0000089	YDR038C, YDR039C, YDR040C	genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.4&CDS=1-3237
OG0000090	YDR144C, YLR120C, YLR121C	genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.17&CDS=1-1758
OG0000091	YDR207C	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.131&CDS=1-1548, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.47&CDS=1-1635, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.247-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.247&CDS=1-1101
OG0000092	YDR242W	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.116&CDS=1-1701, genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.296-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.296&CDS=1-1662, genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.19&CDS=1-1635
OG0000093	YDR256C, YGR088W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.67&CDS=1-1452, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.117&CDS=1-1662
OG0000094	YDR319C, YGL126W	maker-NODE_5_length_475292_cov_10.0999_ID_4004-augustus-gene-1.46-mRNA-1_1&gene=maker-NODE_5_length_475292_cov_10.0999_ID_4004-augustus-gene-1.46&CDS=1-1410, snap_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.132&CDS=1-552
OG0000095	YDR351W, YHR103W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.57&CDS=1-2523, snap_masked-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.138&CDS=1-2298
OG0000096	YDR368W, YOR120W	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.99&CDS=1-885, genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.96&CDS=1-927
OG0000097	YDR379W, YOR127W	augustus_masked-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.91&CDS=1-459, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.12&CDS=1-3444
OG0000098	YDR395W, YJR132W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.98&CDS=1-3141, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.1&CDS=1-3024
