	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
OG0000039	YJR061W, YKL201C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.221&CDS=1-2466, genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.43&CDS=1-2406, maker-NODE_134_length_10714_cov_17.6575_ID_267-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_134_length_10714_cov_17.6575_ID_267-snap-gene-0.10&CDS=1-1980
OG0000040	YJR152W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.11&CDS=1-1518, genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.24&CDS=1-1569, genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.69&CDS=1-1587, maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.60-mRNA-1_1&gene=maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.60&CDS=1-1482
OG0000041	YLR144C, YNR067C	augustus_masked-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.24&CDS=1-2289, genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.4&CDS=1-2136, snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.108&CDS=1-2472
OG0000042	YLR181C	genemark-NODE_179_length_3004_cov_28.5127_ID_357-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_179_length_3004_cov_28.5127_ID_357-processed-gene-0.2&CDS=1-1287, genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.87&CDS=1-1635, maker-NODE_112_length_24816_cov_29.6987_ID_223-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_112_length_24816_cov_29.6987_ID_223-snap-gene-0.7&CDS=1-471, snap_masked-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.136&CDS=1-1011
OG0000043	YML072C, YNL087W, YOR086C	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.57&CDS=1-4065, genemark-NODE_83_length_45853_cov_15.1385_ID_165-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_83_length_45853_cov_15.1385_ID_165-processed-gene-0.16&CDS=1-3483
OG0000044	YML116W, YMR279C, YOR378W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.81&CDS=1-1719, genemark-NODE_154_length_5834_cov_15.5368_ID_307-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_154_length_5834_cov_15.5368_ID_307-processed-gene-0.1&CDS=1-1686
OG0000045	YMR303C, YOL086C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.165&CDS=1-1044, genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.61&CDS=1-1107, genemark-NODE_93_length_41028_cov_14.4543_ID_185-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_93_length_41028_cov_14.4543_ID_185-processed-gene-0.14&CDS=1-1047
OG0000046	YOR380W	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.9&CDS=1-1602, genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.76&CDS=1-2079, maker-NODE_11_length_237806_cov_15.2749_ID_21-snap-gene-1.112-mRNA-1_1&gene=maker-NODE_11_length_237806_cov_15.2749_ID_21-snap-gene-1.112&CDS=1-2145, snap_masked-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.25&CDS=1-1482
OG0000047	YPL088W	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.116&CDS=1-1062, genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.1&CDS=1-1050, genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.65&CDS=1-1059, genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.66&CDS=1-987
OG0000048	Q0045, Q0065, Q0070	augustus_masked-NODE_204_length_1851_cov_1611.85_ID_407-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_204_length_1851_cov_1611.85_ID_407-processed-gene-0.0&CDS=1-552, snap_masked-NODE_180_length_2857_cov_2.48287_ID_359-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_180_length_2857_cov_2.48287_ID_359-processed-gene-0.1&CDS=1-309
OG0000049	Q0105, Q0110, Q0115, Q0120	maker-NODE_162_length_4408_cov_1542.55_ID_323-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_162_length_4408_cov_1542.55_ID_323-snap-gene-0.1&CDS=1-204
OG0000050	YAL023C, YGR199W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.62&CDS=1-2310, genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.40&CDS=1-2325
OG0000051	YAL054C, YLR153C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.220-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.220&CDS=1-2028, genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.157&CDS=1-2013
OG0000052	YAR035W, YER024W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.28&CDS=1-2427, genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.161&CDS=1-2259
OG0000053	YBL002W, YDR224C	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.11&CDS=1-393, genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.223-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.223&CDS=1-393
OG0000054	YBL003C, YDR225W	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.26&CDS=1-396, genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.180&CDS=1-390
OG0000055	YBL011W, YKR067W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.71&CDS=1-2085, genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.54&CDS=1-2256
OG0000056	YBL052C, YOR244W	augustus_masked-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.82&CDS=1-2511, genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.109&CDS=1-1464
OG0000057	YBL063W, YEL061C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.141&CDS=1-2763, genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.228-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.228&CDS=1-3381
OG0000058	YBR002C, YMR101C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.22&CDS=1-828, genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.17&CDS=1-918
OG0000059	YBR009C, YNL030W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.20&CDS=1-309, genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.56&CDS=1-309
OG0000060	YBR010W, YNL031C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.64&CDS=1-408, genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.72&CDS=1-408
OG0000061	YBR025C, YHL014C	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.28&CDS=1-1251, genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.145-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.145&CDS=1-1185
OG0000062	YBR139W, YMR297W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.36&CDS=1-1668, genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.113&CDS=1-1671
OG0000063	YBR151W, YML050W	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.20&CDS=1-951, genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.144&CDS=1-1023
OG0000064	YBR199W	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.84&CDS=1-1416, genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.76&CDS=1-1368, genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.7&CDS=1-1431
OG0000065	YBR207W, YER145C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.56&CDS=1-1260, genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.25&CDS=1-1167
OG0000066	YBR212W, YHR086W	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.94&CDS=1-1833, genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.24&CDS=1-1560
OG0000067	YBR237W, YNL112W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.39&CDS=1-3141, maker-NODE_25_length_186291_cov_14.9916_ID_49-snap-gene-0.235-mRNA-1_1&gene=maker-NODE_25_length_186291_cov_14.9916_ID_49-snap-gene-0.235&CDS=1-1605
OG0000068	YBR238C, YGL107C	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.39&CDS=1-1944, maker-NODE_14_length_229610_cov_17.0221_ID_27-snap-gene-1.174-mRNA-1_1&gene=maker-NODE_14_length_229610_cov_17.0221_ID_27-snap-gene-1.174&CDS=1-4074
OG0000069	YBR245C, YOR304W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.45&CDS=1-3249, genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.19&CDS=1-3225
OG0000070	YBR263W, YLR058C	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.124&CDS=1-1476, genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.57&CDS=1-1413
OG0000071	YBR282W	augustus_masked-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.57&CDS=1-1518, genemark-NODE_121_length_17261_cov_15.1391_ID_241-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_121_length_17261_cov_15.1391_ID_241-processed-gene-0.14&CDS=1-1107, genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.138&CDS=1-1161
OG0000072	YBR283C, YLR378C	snap_masked-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.74&CDS=1-1464, snap_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.41&CDS=1-1431
OG0000073	YCL036W, YDR514C	augustus_masked-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.44&CDS=1-1758, snap_masked-NODE_509_length_322_cov_1.36704_ID_1017-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_509_length_322_cov_1.36704_ID_1017-processed-gene-0.0&CDS=1-279
OG0000074	YCL037C, YDR515W	genemark-NODE_109_length_25653_cov_14.9973_ID_217-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_109_length_25653_cov_14.9973_ID_217-processed-gene-0.23&CDS=1-1776, genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.138&CDS=1-1917
OG0000075	YCL067C, YCR039C, YCR096C	snap_masked-NODE_116_length_19600_cov_13.6896_ID_231-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_116_length_19600_cov_13.6896_ID_231-processed-gene-0.18&CDS=1-786
OG0000076	YCR010C, YNR002C	genemark-NODE_113_length_23970_cov_13.5339_ID_225-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_113_length_23970_cov_13.5339_ID_225-processed-gene-0.13&CDS=1-813, genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.13&CDS=1-849
OG0000077	YCR102C, YLR460C, YNL134C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.37&CDS=1-1137
OG0000078	YCR105W, YMR318C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.176&CDS=1-1113, snap_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.7&CDS=1-1074
OG0000079	YDL066W, YLR174W	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.166&CDS=1-1353, genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.73&CDS=1-1233
OG0000080	YDL091C, YML013W	genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.76&CDS=1-1767, genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.11&CDS=1-1752
OG0000081	YDR038C, YDR039C, YDR040C	genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.36&CDS=1-3243
OG0000082	YDR125C, YLR099C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.1&CDS=1-1500, genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.64&CDS=1-1404
OG0000083	YDR135C, YLL015W	augustus_masked-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.74&CDS=1-4827, genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.126&CDS=1-4668
OG0000084	YDR144C, YLR120C, YLR121C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.32&CDS=1-1935
OG0000085	YDR178W, YLR164W	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.143&CDS=1-591, genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.54&CDS=1-489
OG0000086	YDR207C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.106&CDS=1-1374, genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.33&CDS=1-1992, snap_masked-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.53&CDS=1-1638
OG0000087	YDR242W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.41&CDS=1-1704, genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.10&CDS=1-1722, genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.33&CDS=1-1611
OG0000088	YDR301W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.144&CDS=1-1056, genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.29&CDS=1-5610, genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.30&CDS=1-1056
OG0000089	YDR398W, YHR196W	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.88&CDS=1-1971, genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.109&CDS=1-2178
OG0000090	YDR466W, YDR490C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.169&CDS=1-2943, maker-NODE_16_length_227173_cov_14.3993_ID_31-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_16_length_227173_cov_14.3993_ID_31-snap-gene-1.1&CDS=1-4110
OG0000091	YEL066W, YPR193C	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.193-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.193&CDS=1-486, genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.14&CDS=1-486
OG0000092	YER017C, YMR089C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.90&CDS=1-2652, genemark-NODE_79_length_49234_cov_13.7125_ID_157-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_79_length_49234_cov_13.7125_ID_157-processed-gene-0.5&CDS=1-2226
OG0000093	YER048C, YIR004W	genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.8&CDS=1-1395, genemark-NODE_89_length_43145_cov_17.7825_ID_177-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_89_length_43145_cov_17.7825_ID_177-processed-gene-0.26&CDS=1-1461
OG0000094	YER054C, YIL045W	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.13&CDS=1-2229, genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.23-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.23&CDS=1-1638
OG0000095	YER056C, YER060W, YER060W-A	maker-NODE_7_length_299677_cov_14.2618_ID_13-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_7_length_299677_cov_14.2618_ID_13-snap-gene-0.35&CDS=1-3093
OG0000096	YER056C-A, YIL052C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.9&CDS=1-351, genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.164&CDS=1-351
