	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
OG0000027	YER015W	augustus_masked-NODE_119_length_16208_cov_40.7853_ID_18349-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_119_length_16208_cov_40.7853_ID_18349-processed-gene-0.1&CDS=1-2193, augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.207&CDS=1-1905, augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.23&CDS=1-2079, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.115&CDS=1-2082, genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.82&CDS=1-2109
OG0000028	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.161&CDS=1-3516, maker-NODE_142_length_5224_cov_155.401_ID_37484-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_142_length_5224_cov_155.401_ID_37484-snap-gene-0.2&CDS=1-2622
OG0000029	YKL217W	augustus_masked-NODE_112_length_19277_cov_38.3244_ID_18464-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_112_length_19277_cov_38.3244_ID_18464-processed-gene-0.8&CDS=1-1548, augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.267-mRNA-1_1&gene=augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.267&CDS=1-1572, augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.61&CDS=1-1761, augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.81&CDS=1-1644, augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.109&CDS=1-1665
OG0000030	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.53&CDS=1-1884
OG0000031	YAL007C, YDL018C, YOR016C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.66&CDS=1-540, augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.139&CDS=1-663
OG0000032	YAL060W, YAL061W	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.45&CDS=1-1197, augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.124&CDS=1-1158, snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.102&CDS=1-1140
OG0000033	YAR019C, YLR362W	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.30&CDS=1-1932, augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.128&CDS=1-1665, augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.111&CDS=1-3186
OG0000034	YBR009C, YNL030W	augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.104&CDS=1-309, augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.116&CDS=1-309, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.165&CDS=1-309
OG0000035	YBR021W, YIR028W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.62&CDS=1-1818, augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.110&CDS=1-1824, augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.53&CDS=1-1812
OG0000036	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_930_length_430_cov_0.778462_ID_26065-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_930_length_430_cov_0.778462_ID_26065-processed-gene-0.2&CDS=1-402
OG0000037	YCL037C, YDR515W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.28&CDS=1-1896, augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.129&CDS=1-1482, snap_masked-NODE_405_length_564_cov_0.79085_ID_24376-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_405_length_564_cov_0.79085_ID_24376-processed-gene-0.1&CDS=1-522
OG0000038	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.145&CDS=1-1866
OG0000039	YCR004C, YDR032C	augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.40&CDS=1-600, augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.66&CDS=1-762, augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.57&CDS=1-603
OG0000040	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.157&CDS=1-1116, augustus_masked-NODE_403_length_566_cov_0.741866_ID_24374-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_403_length_566_cov_0.741866_ID_24374-processed-gene-0.2&CDS=1-564
OG0000041	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.185&CDS=1-570, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.109&CDS=1-567
OG0000042	YDL144C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.20&CDS=1-1044, augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.81&CDS=1-1017, augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.67&CDS=1-1020, augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.55&CDS=1-1029
OG0000043	YDL161W, YLL038C, YLR206W	genemark-NODE_20_length_189396_cov_46.4716_ID_9660-processed-gene-0.224-mRNA-1_1&gene=genemark-NODE_20_length_189396_cov_46.4716_ID_9660-processed-gene-0.224&CDS=1-642, maker-NODE_38_length_124779_cov_40.7997_ID_14094-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_38_length_124779_cov_40.7997_ID_14094-augustus-gene-0.7&CDS=1-1407
OG0000044	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.93&CDS=1-714
OG0000045	YEL007W, YHR177W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.106&CDS=1-1896, augustus_masked-NODE_825_length_439_cov_1.26347_ID_25775-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_825_length_439_cov_1.26347_ID_25775-processed-gene-0.1&CDS=1-438, genemark-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.80&CDS=1-825
OG0000046	YEL066W, YPR193C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.114&CDS=1-462, augustus_masked-NODE_680_length_449_cov_0.799419_ID_25390-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_680_length_449_cov_0.799419_ID_25390-processed-gene-0.1&CDS=1-294, genemark-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.62&CDS=1-453
OG0000047	YER175C, YHR209W	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.35&CDS=1-882, augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.23&CDS=1-840, genemark-NODE_637_length_455_cov_0.782857_ID_25304-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_637_length_455_cov_0.782857_ID_25304-processed-gene-0.0&CDS=1-420
OG0000048	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.19&CDS=1-2631, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.166&CDS=1-3123
OG0000049	YGL166W, YMR021C, YPR008W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.9&CDS=1-1566, snap_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.149&CDS=1-1500
OG0000050	YGL247W, YHR036W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.27&CDS=1-1518, augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.31&CDS=1-1371, augustus_masked-NODE_708_length_447_cov_0.77193_ID_25446-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_708_length_447_cov_0.77193_ID_25446-processed-gene-0.0&CDS=1-303
OG0000051	YHR058C	augustus_masked-NODE_134_length_6244_cov_61.7561_ID_19807-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_134_length_6244_cov_61.7561_ID_19807-processed-gene-0.5&CDS=1-378, augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.54&CDS=1-465, augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.24&CDS=1-762, snap_masked-NODE_134_length_6244_cov_61.7561_ID_19807-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_134_length_6244_cov_61.7561_ID_19807-processed-gene-0.0&CDS=1-633
OG0000052	YIL038C, YPR072W	augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.41&CDS=1-1761, augustus_masked-NODE_485_length_495_cov_0.997436_ID_24725-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_485_length_495_cov_0.997436_ID_24725-processed-gene-0.2&CDS=1-366, augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.41&CDS=1-1893
OG0000053	YIL123W, YKR042W, YNL066W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.65&CDS=1-1212, genemark-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.137&CDS=1-1314
OG0000054	YIL159W, YNL271C	augustus_masked-NODE_1504_length_393_cov_0.861111_ID_27460-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1504_length_393_cov_0.861111_ID_27460-processed-gene-0.0&CDS=1-393, maker-NODE_5_length_371884_cov_42.9121_ID_10256-snap-gene-2.266-mRNA-1_1&gene=maker-NODE_5_length_371884_cov_42.9121_ID_10256-snap-gene-2.266&CDS=1-4245, snap_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.61&CDS=1-5046
OG0000055	YJL158C	augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.55&CDS=1-531, augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.50&CDS=1-984, augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.25&CDS=1-936, genemark-NODE_1076_length_419_cov_0.88535_ID_26436-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1076_length_419_cov_0.88535_ID_26436-processed-gene-0.0&CDS=1-183
OG0000056	YKL046C, YMR238W	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.2&CDS=1-1344, augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.52&CDS=1-1350, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.120&CDS=1-1344
OG0000057	YKL055C	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-0.18&CDS=1-810, augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.44&CDS=1-723, augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.126&CDS=1-780, snap_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.104&CDS=1-795
OG0000058	YKR014C, YOR089C	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.199&CDS=1-621, augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.102&CDS=1-684, snap_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.65&CDS=1-645
OG0000059	YLL043W	augustus_masked-NODE_104_length_29384_cov_124.969_ID_18089-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_104_length_29384_cov_124.969_ID_18089-processed-gene-0.25&CDS=1-1149, augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_76_length_52859_cov_81.7543_ID_15458-processed-gene-0.8&CDS=1-1305, augustus_masked-NODE_91_length_40934_cov_99.0188_ID_16878-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_91_length_40934_cov_99.0188_ID_16878-processed-gene-0.1&CDS=1-1095, maker-NODE_76_length_52859_cov_81.7543_ID_15458-augustus-gene-0.25-mRNA-1_1&gene=maker-NODE_76_length_52859_cov_81.7543_ID_15458-augustus-gene-0.25&CDS=1-1044
OG0000060	YLL057C	augustus_masked-NODE_1853_length_372_cov_1_ID_28366-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1853_length_372_cov_1_ID_28366-processed-gene-0.1&CDS=1-372, augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.192&CDS=1-1236, augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.220&CDS=1-1251, augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.68&CDS=1-1239
OG0000061	YML111W, YMR275C, YNR069C	augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.110&CDS=1-2400, augustus_masked-NODE_57_length_77037_cov_67.6343_ID_12588-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_57_length_77037_cov_67.6343_ID_12588-processed-gene-0.27&CDS=1-2214
OG0000062	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.100&CDS=1-1956, augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.121&CDS=1-2025
OG0000063	YMR083W	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.226&CDS=1-1110, augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.48&CDS=1-1050, augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.43&CDS=1-1119, maker-NODE_77_length_52822_cov_63.2359_ID_14864-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_77_length_52822_cov_63.2359_ID_14864-snap-gene-0.35&CDS=1-2088
OG0000064	YMR226C	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.69&CDS=1-801, augustus_masked-NODE_174_length_2082_cov_46.4315_ID_28720-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_174_length_2082_cov_46.4315_ID_28720-processed-gene-0.1&CDS=1-789, augustus_masked-NODE_53_length_80360_cov_85.37_ID_12399-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_53_length_80360_cov_85.37_ID_12399-processed-gene-0.84&CDS=1-789, augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.17&CDS=1-813
OG0000065	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_103_length_31402_cov_44.9745_ID_16787-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_103_length_31402_cov_44.9745_ID_16787-processed-gene-0.15&CDS=1-1371, augustus_masked-NODE_80_length_49761_cov_51.1621_ID_17254-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_80_length_49761_cov_51.1621_ID_17254-processed-gene-0.2&CDS=1-1050
OG0000066	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.185&CDS=1-2127, augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.52&CDS=1-2169
OG0000067	Q0045, Q0065, Q0070	augustus_masked-NODE_168_length_2552_cov_1.7074_ID_20336-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_168_length_2552_cov_1.7074_ID_20336-processed-gene-0.4&CDS=1-327, maker-NODE_110_length_20956_cov_4659.78_ID_38016-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_110_length_20956_cov_4659.78_ID_38016-snap-gene-0.7&CDS=1-288
