	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
OG0000029	YBL016W, YFL029C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.83&CDS=1-1050, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.23&CDS=1-963, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.121&CDS=1-1044
OG0000030	YBL017C, YIL173W, YJL222W, YNR065C	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.94-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.94&CDS=1-5472
OG0000031	YBL056W, YBR125C, YER089C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.89&CDS=1-1149, snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.184-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.184&CDS=1-1314
OG0000032	YBR038W, YNL192W	genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.146&CDS=1-3138, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.127&CDS=1-3159, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.35&CDS=1-3021
OG0000033	YCL024W, YDR507C, YKL101W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.18&CDS=1-3453, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.110&CDS=1-2823
OG0000034	YDL159W, YOR231W, YPL140C	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.129-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.129&CDS=1-1158, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.189-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.189&CDS=1-1527
OG0000035	YDR021W, YJL138C, YKR059W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-8.116-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-8.116&CDS=1-1206, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.140-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.140&CDS=1-1188
OG0000036	YDR144C, YLR120C, YLR121C	snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.72&CDS=1-1776, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.141&CDS=1-2082
OG0000037	YDR178W, YLR164W, YOR297C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.5&CDS=1-510, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.298-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.298&CDS=1-474
OG0000038	YDR338C, YHR032W	genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.62&CDS=1-1704, snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.198-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.198&CDS=1-1851, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.29&CDS=1-1848
OG0000039	YEL063C, YNL268W, YNL270C	maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-3.1&CDS=1-4110, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.21&CDS=1-1707
OG0000040	YER133W, YML016C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.1&CDS=1-1593, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.115&CDS=1-1887, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.129&CDS=1-957
OG0000041	YFL050C, YKL064W, YOL130W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.28&CDS=1-2334, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.32&CDS=1-2508
OG0000042	YGL073W, YGR249W	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.76&CDS=1-1959, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.29&CDS=1-1716, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.45&CDS=1-1884
OG0000043	YGR055W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.95&CDS=1-1743, snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.62&CDS=1-1749, snap_masked-NODE_20_length_39510_cov_45.3143_ID_39-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_20_length_39510_cov_45.3143_ID_39-processed-gene-0.0&CDS=1-1743, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.88&CDS=1-1773
OG0000044	YHR023W, YOR326W	maker-NODE_17_length_126295_cov_42.083_ID_33-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_17_length_126295_cov_42.083_ID_33-snap-gene-0.67&CDS=1-4293, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.132&CDS=1-4323, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.108&CDS=1-4572
OG0000045	YIL002C, YNL106C, YOR109W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-0.41&CDS=1-3021, maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-4.103-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-4.103&CDS=1-3984
OG0000046	YIL107C, YOL136C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.1-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.1&CDS=1-2238, snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.119&CDS=1-1956, snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.123&CDS=1-2199
OG0000047	YJL042W, YOR227W, YPL137C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.144&CDS=1-3669, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.121&CDS=1-3765
OG0000048	YJL172W, YOL153C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.75&CDS=1-1563, maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-4.0-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-4.0&CDS=1-3270, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.143-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.143&CDS=1-1731
OG0000049	YJR061W, YKL201C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.99&CDS=1-2379, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.228-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.228&CDS=1-2403, snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.91&CDS=1-2319
OG0000050	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
OG0000051	YML072C, YNL087W, YOR086C	maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-8.6-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-8.6&CDS=1-5253, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.154-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.154&CDS=1-3468
OG0000052	YML111W, YMR275C, YNR069C	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.114&CDS=1-2130, augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.116&CDS=1-1512
OG0000053	YMR303C, YOL086C	genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.119&CDS=1-1044, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.127&CDS=1-1107, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.32-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.32&CDS=1-1116
OG0000054	Q0045, Q0065, Q0070	maker-NODE_19_length_44348_cov_4743.24_ID_37-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_19_length_44348_cov_4743.24_ID_37-snap-gene-0.4&CDS=1-1284, maker-NODE_19_length_44348_cov_4743.24_ID_37-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_19_length_44348_cov_4743.24_ID_37-snap-gene-0.9&CDS=1-375
OG0000055	YAL007C, YDL018C, YOR016C	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-8.114-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-8.114&CDS=1-2196
OG0000056	YAL021C, YOL042W	maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-6.103-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-6.103&CDS=1-2232, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.144-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.144&CDS=1-1197
OG0000057	YAL054C, YLR153C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.131&CDS=1-2019, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.202-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.202&CDS=1-2025
OG0000058	YAR035W, YER024W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.47&CDS=1-2205, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.117&CDS=1-2100
OG0000059	YBL052C, YOR244W	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.95&CDS=1-1470, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.231&CDS=1-1935
OG0000060	YBR002C, YMR101C	augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.136&CDS=1-909, genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.46&CDS=1-774
OG0000061	YBR005W, YDR003W	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.49&CDS=1-426, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.182-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.182&CDS=1-618
OG0000062	YBR021W, YIR028W	augustus_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.5&CDS=1-1773, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.237-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.237&CDS=1-1794
OG0000063	YBR025C, YHL014C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.135&CDS=1-1185, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.144&CDS=1-1200
OG0000064	YBR091C, YHR005C-A	genemark-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.229&CDS=1-1044, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.35&CDS=1-321
OG0000065	YBR114W, YOR191W	maker-NODE_13_length_249367_cov_50.2225_ID_25-snap-gene-1.158-mRNA-1_1&gene=maker-NODE_13_length_249367_cov_50.2225_ID_25-snap-gene-1.158&CDS=1-3942, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.114&CDS=1-2427
OG0000066	YBR151W, YML050W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.43&CDS=1-918, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.102&CDS=1-636
OG0000067	YBR164C, YMR138W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.104-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.104&CDS=1-549, snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.364-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.364&CDS=1-558
OG0000068	YBR238C, YGL107C	augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.115&CDS=1-1917, maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.6-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.6&CDS=1-3732
OG0000069	YBR245C, YOR304W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.77&CDS=1-5241, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.99&CDS=1-3405
OG0000070	YBR248C, YDR035W	genemark-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.259-mRNA-1_1&gene=genemark-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.259&CDS=1-1110, maker-NODE_10_length_355069_cov_42.3146_ID_19-snap-gene-2.247-mRNA-1_1&gene=maker-NODE_10_length_355069_cov_42.3146_ID_19-snap-gene-2.247&CDS=1-2712
OG0000071	YBR263W, YLR058C	genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.82&CDS=1-1419, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.15&CDS=1-1410
OG0000072	YCL067C, YCR039C, YCR096C	genemark-NODE_27_length_6790_cov_48.5574_ID_53-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_27_length_6790_cov_48.5574_ID_53-processed-gene-0.3&CDS=1-471
OG0000073	YCR008W, YLR076C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.36&CDS=1-1872, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.110&CDS=1-3279
OG0000074	YCR010C, YNR002C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.203&CDS=1-825, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.116&CDS=1-801
OG0000075	YCR034W, YLR372W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.146&CDS=1-1026, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.316-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.316&CDS=1-888
OG0000076	YCR065W, YIL131C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.95-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.95&CDS=1-1596, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.125&CDS=1-1965
OG0000077	YCR092C, YDR097C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.97&CDS=1-3459, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.220-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.220&CDS=1-2727
OG0000078	YCR102C, YLR460C, YNL134C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.49&CDS=1-1098
OG0000079	YDL037C, YIR019C	augustus_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.159&CDS=1-2388, augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.85&CDS=1-2301
OG0000080	YDR037W, YNL073W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.128&CDS=1-1668, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.61&CDS=1-1773
OG0000081	YDR038C, YDR039C, YDR040C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.58&CDS=1-3324
OG0000082	YDR067C, YNL032W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.27&CDS=1-651, snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.25&CDS=1-573
OG0000083	YDR128W, YNL020C	maker-NODE_13_length_249367_cov_50.2225_ID_25-augustus-gene-1.246-mRNA-1_1&gene=maker-NODE_13_length_249367_cov_50.2225_ID_25-augustus-gene-1.246&CDS=1-4668, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.56&CDS=1-2247
OG0000084	YDR135C, YLL015W	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.89&CDS=1-4521, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.130&CDS=1-4689
OG0000085	YDR170C, YPR095C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.96&CDS=1-2904, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.166&CDS=1-5283
OG0000086	YDR242W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.30&CDS=1-1710, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.107&CDS=1-1680, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.227-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.227&CDS=1-1671
OG0000087	YDR243C, YNL112W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.60&CDS=1-1521, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.101&CDS=1-1584
