	Pachysolen_tannophilus	Saccharomyces_cerevisiae
OG0000056	augustus_masked-scaffold_3-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.23&CDS=1-1986, augustus_masked-scaffold_8-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.46&CDS=1-2100, augustus_masked-scaffold_8-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.48&CDS=1-1998, maker-scaffold_2-snap-gene-20.105-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.105&CDS=1-3528	YCL032W
OG0000057	genemark-scaffold_2-processed-gene-20.200-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-20.200&CDS=1-1965, maker-scaffold_3-augustus-gene-13.62-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-13.62&CDS=1-2370	YMR008C, YNL012W, YOL011W
OG0000058	augustus_masked-scaffold_2-processed-gene-20.251-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.251&CDS=1-2094, augustus_masked-scaffold_6-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.32&CDS=1-1125, snap_masked-scaffold_24-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_24-processed-gene-0.1&CDS=1-1074	YJL073W, YMR214W
OG0000059	augustus_masked-scaffold_3-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.73&CDS=1-1653, maker-scaffold_8-snap-gene-5.2-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.2&CDS=1-3480	YDR387C, YDR497C, YOL103W
OG0000060	augustus_masked-scaffold_3-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.28&CDS=1-3960, augustus_masked-scaffold_5-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.110&CDS=1-3096	YCL024W, YDR507C, YKL101W
OG0000061	augustus_masked-scaffold_3-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.42&CDS=1-1905, augustus_masked-scaffold_4-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.22&CDS=1-1782	YER045C, YIL036W, YNL167C
OG0000062	augustus_masked-scaffold_4-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.82&CDS=1-3579, augustus_masked-scaffold_5-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.127&CDS=1-3072	YHL007C, YNL298W, YOL113W
OG0000063	maker-scaffold_4-snap-gene-4.5-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.5&CDS=1-2367, snap_masked-scaffold_4-processed-gene-11.37-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.37&CDS=1-2424	YDR475C, YGR237C, YOR019W
OG0000064	augustus_masked-scaffold_4-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.119&CDS=1-1821, augustus_masked-scaffold_4-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.139&CDS=1-1785, augustus_masked-scaffold_8-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.78&CDS=1-1737	YGR197C, YJR015W
OG0000065	augustus_masked-scaffold_4-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.62&CDS=1-408, augustus_masked-scaffold_5-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.147&CDS=1-408, augustus_masked-scaffold_66-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_66-processed-gene-0.0&CDS=1-408	YBR010W, YNL031C
OG0000066	maker-scaffold_5-snap-gene-0.5-mRNA-1_1&gene=maker-scaffold_5-snap-gene-0.5&CDS=1-1581	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A
OG0000067	maker-scaffold_5-snap-gene-5.99-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.99&CDS=1-6834	YDR533C, YMR322C, YOR391C, YPL280W
OG0000068	augustus_masked-scaffold_6-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.16&CDS=1-4716	YBL017C, YIL173W, YJL222W, YNR065C
OG0000069	augustus_masked-scaffold_6-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.35&CDS=1-1470, augustus_masked-scaffold_7-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.117&CDS=1-2328	YKL088W, YKR072C, YOR054C
OG0000070	augustus_masked-scaffold_6-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.91&CDS=1-2619, augustus_masked-scaffold_6-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.63&CDS=1-2466	YCR037C, YJL198W, YNR013C
OG0000071	augustus_masked-scaffold_6-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.70&CDS=1-999, augustus_masked-scaffold_8-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.51&CDS=1-1002	YGR192C, YJL052W, YJR009C
OG0000072	augustus_masked-scaffold_7-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.108&CDS=1-3774, augustus_masked-scaffold_8-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.136&CDS=1-4146	YJL042W, YOR227W, YPL137C
OG0000073	augustus_masked-scaffold_1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.28&CDS=1-1416, augustus_masked-scaffold_2-processed-gene-20.276-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.276&CDS=1-1473, maker-scaffold_7-snap-gene-2.48-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.48&CDS=1-1410	YMR020W
OG0000074	augustus_masked-scaffold_1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.72&CDS=1-2196, augustus_masked-scaffold_4-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.129&CDS=1-2208	YJR005W, YKL135C
OG0000075	augustus_masked-scaffold_1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.75&CDS=1-393, augustus_masked-scaffold_7-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.56&CDS=1-393	YBL003C, YDR225W
OG0000076	augustus_masked-scaffold_1-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.73&CDS=1-2391, augustus_masked-scaffold_3-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.97&CDS=1-2340	YJL200C, YLR304C
OG0000077	augustus_masked-scaffold_1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.61&CDS=1-1029, augustus_masked-scaffold_3-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.19&CDS=1-987, augustus_masked-scaffold_6-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.39&CDS=1-978	YBR053C
OG0000078	augustus_masked-scaffold_1-processed-gene-22.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.41&CDS=1-861, snap_masked-scaffold_1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.63&CDS=1-834	YCR010C, YNR002C
OG0000079	augustus_masked-scaffold_1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.25&CDS=1-1524, augustus_masked-scaffold_1-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.150&CDS=1-1407	YDR072C, YKL004W
OG0000080	augustus_masked-scaffold_2-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.62&CDS=1-2022, maker-scaffold_1-augustus-gene-5.65-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.65&CDS=1-2355	YEL047C, YJR051W
OG0000081	augustus_masked-scaffold_1-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.141&CDS=1-1284, augustus_masked-scaffold_2-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.5&CDS=1-1143	YBR025C, YHL014C
OG0000082	augustus_masked-scaffold_1-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.63&CDS=1-3420, maker-scaffold_1-augustus-gene-7.164-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.164&CDS=1-3285	YBR038W, YNL192W
OG0000083	augustus_masked-scaffold_1-processed-gene-17.132-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.132&CDS=1-1878, augustus_masked-scaffold_1-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.123&CDS=1-1710	YDL091C, YML013W
OG0000084	augustus_masked-scaffold_1-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.125&CDS=1-513, augustus_masked-scaffold_5-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.112&CDS=1-522	YDR178W, YLR164W
OG0000085	augustus_masked-scaffold_1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.81&CDS=1-3615, maker-scaffold_4-augustus-gene-10.132-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-10.132&CDS=1-4383	YML072C, YOR086C
OG0000086	augustus_masked-scaffold_1-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.90&CDS=1-4314, augustus_masked-scaffold_2-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.94&CDS=1-4263, augustus_masked-scaffold_3-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.16&CDS=1-4227	YGR281W
OG0000087	augustus_masked-scaffold_1-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.126&CDS=1-2484, augustus_masked-scaffold_7-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.93&CDS=1-2619, maker-scaffold_4-snap-gene-13.13-mRNA-1_1&gene=maker-scaffold_4-snap-gene-13.13&CDS=1-2847	YJR126C
OG0000088	augustus_masked-scaffold_1-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.37&CDS=1-2310, augustus_masked-scaffold_3-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.101&CDS=1-2169	YBL011W, YKR067W
OG0000089	augustus_masked-scaffold_5-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.99&CDS=1-1665, genemark-scaffold_1-processed-gene-17.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.95&CDS=1-1716, snap_masked-scaffold_1-processed-gene-12.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.84&CDS=1-4461	YHL036W
OG0000090	augustus_masked-scaffold_1-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.25&CDS=1-1884, augustus_masked-scaffold_3-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.77&CDS=1-1449	YGL003C, YGL116W
OG0000091	augustus_masked-scaffold_1-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.53&CDS=1-573, augustus_masked-scaffold_3-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.20&CDS=1-576	YGL147C, YNL067W
OG0000092	augustus_masked-scaffold_1-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.62&CDS=1-1158, augustus_masked-scaffold_6-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.79&CDS=1-981, augustus_masked-scaffold_67-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_67-processed-gene-0.2&CDS=1-1158	YJR107W
OG0000093	maker-scaffold_1-snap-gene-14.147-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.147&CDS=1-987, maker-scaffold_5-augustus-gene-8.172-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.172&CDS=1-630	YAL018C, YOL048C
OG0000094	augustus_masked-scaffold_1-processed-gene-14.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.73&CDS=1-819, maker-scaffold_3-snap-gene-8.8-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.8&CDS=1-1371	YAL014C, YGL212W
OG0000095	augustus_masked-scaffold_1-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.131&CDS=1-1473, augustus_masked-scaffold_7-processed-gene-9.257-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.257&CDS=1-684, augustus_masked-scaffold_7-processed-gene-9.295-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.295&CDS=1-807	YHR137W
OG0000096	augustus_masked-scaffold_1-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.117&CDS=1-816, augustus_masked-scaffold_8-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.77&CDS=1-918	YBR002C, YMR101C
OG0000097	augustus_masked-scaffold_1-processed-gene-15.135-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.135&CDS=1-615, augustus_masked-scaffold_2-processed-gene-20.282-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.282&CDS=1-2277	YDR002W, YLR335W
OG0000098	augustus_masked-scaffold_7-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.8&CDS=1-201, maker-scaffold_1-augustus-gene-17.55-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-17.55&CDS=1-201	YLR264W, YOR167C
OG0000099	augustus_masked-scaffold_1-processed-gene-18.103-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.103&CDS=1-2697, augustus_masked-scaffold_7-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.17&CDS=1-2247	YLR188W, YPL270W
OG0000100	augustus_masked-scaffold_1-processed-gene-19.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.19&CDS=1-1584, augustus_masked-scaffold_5-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.122&CDS=1-1365	YDR125C, YLR099C
OG0000101	augustus_masked-scaffold_1-processed-gene-19.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.23&CDS=1-1647, augustus_masked-scaffold_3-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.59&CDS=1-2391	YGL160W, YLR047C
OG0000102	augustus_masked-scaffold_1-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.38&CDS=1-5463, augustus_masked-scaffold_3-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.33&CDS=1-5661, augustus_masked-scaffold_5-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.128&CDS=1-5643	YLR342W
OG0000103	augustus_masked-scaffold_1-processed-gene-20.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.15&CDS=1-663, maker-scaffold_2-augustus-gene-10.103-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.103&CDS=1-2121	YDL003W, YPR007C
OG0000104	augustus_masked-scaffold_1-processed-gene-20.49-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.49&CDS=1-3429, maker-scaffold_5-snap-gene-0.13-mRNA-1_1&gene=maker-scaffold_5-snap-gene-0.13&CDS=1-2655	YMR237W, YOR299W
OG0000105	genemark-scaffold_5-processed-gene-0.147-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.147&CDS=1-1632, maker-scaffold_1-augustus-gene-21.105-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-21.105&CDS=1-2070	YBR241C, YGL104C
OG0000106	augustus_masked-scaffold_1-processed-gene-21.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-21.11&CDS=1-1227, genemark-scaffold_2-processed-gene-11.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.104&CDS=1-1620	YFL039C, YPR034W
OG0000107	augustus_masked-scaffold_2-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.117&CDS=1-3513, snap_masked-scaffold_1-processed-gene-21.141-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.141&CDS=1-2700	YDR466W, YDR490C
OG0000108	augustus_masked-scaffold_1-processed-gene-22.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.11&CDS=1-3234, augustus_masked-scaffold_5-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.160&CDS=1-2583	YER075C, YOR208W
OG0000109	augustus_masked-scaffold_1-processed-gene-22.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.29&CDS=1-2295, augustus_masked-scaffold_4-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.56&CDS=1-2505	YER017C, YMR089C
OG0000110	augustus_masked-scaffold_1-processed-gene-23.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.14&CDS=1-1194, maker-scaffold_1-snap-gene-24.193-mRNA-1_1&gene=maker-scaffold_1-snap-gene-24.193&CDS=1-2610	YMR253C, YPL264C
OG0000111	augustus_masked-scaffold_1-processed-gene-23.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.37&CDS=1-3156, maker-scaffold_2-augustus-gene-11.14-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.14&CDS=1-3210	YBR245C, YOR304W
OG0000112	augustus_masked-scaffold_1-processed-gene-23.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.39&CDS=1-273, augustus_masked-scaffold_43-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_43-processed-gene-0.1&CDS=1-273	YBR089C-A, YPR052C
OG0000113	augustus_masked-scaffold_1-processed-gene-24.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.57&CDS=1-1992, augustus_masked-scaffold_4-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.69&CDS=1-2199	YBL061C, YDL203C
OG0000114	augustus_masked-scaffold_1-processed-gene-24.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.76&CDS=1-2025, augustus_masked-scaffold_6-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.66&CDS=1-2025	YAL054C, YLR153C
OG0000115	augustus_masked-scaffold_1-processed-gene-24.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.104&CDS=1-1257, augustus_masked-scaffold_3-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.36&CDS=1-1380	YDL066W, YLR174W
OG0000116	augustus_masked-scaffold_10-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.63&CDS=1-3405	Q0045, Q0065, Q0070
OG0000117	augustus_masked-scaffold_2-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.136&CDS=1-2286, augustus_masked-scaffold_8-processed-gene-8.184-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-8.184&CDS=1-2337	YAR035W, YER024W
OG0000118	augustus_masked-scaffold_2-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.154&CDS=1-1578, augustus_masked-scaffold_8-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.22&CDS=1-1485	YOL027C, YPR125W
OG0000119	augustus_masked-scaffold_2-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.134&CDS=1-1803	YML116W, YMR279C, YOR378W
OG0000120	augustus_masked-scaffold_2-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.145&CDS=1-1416, augustus_masked-scaffold_2-processed-gene-20.258-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.258&CDS=1-3069	YBL052C, YOR244W
OG0000121	augustus_masked-scaffold_2-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.55&CDS=1-6633, augustus_masked-scaffold_5-processed-gene-11.163-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.163&CDS=1-6018	YER172C, YGR271W
OG0000122	augustus_masked-scaffold_2-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.44&CDS=1-8418, maker-scaffold_2-snap-gene-4.3-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.3&CDS=1-8928	YLR454W, YPR117W
OG0000123	augustus_masked-scaffold_2-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.63&CDS=1-987, augustus_masked-scaffold_5-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.4&CDS=1-1560, maker-scaffold_2-snap-gene-5.8-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.8&CDS=1-3021	YNR055C
OG0000124	augustus_masked-scaffold_2-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.123&CDS=1-1965, augustus_masked-scaffold_3-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.2&CDS=1-1782, augustus_masked-scaffold_7-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.114&CDS=1-1968	YBR015C
OG0000125	augustus_masked-scaffold_2-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.57&CDS=1-2766, maker-scaffold_5-augustus-gene-8.176-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.176&CDS=1-2874	YMR266W, YOL084W
OG0000126	augustus_masked-scaffold_2-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.58&CDS=1-984, augustus_masked-scaffold_5-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.165&CDS=1-873	YBR011C, YMR267W
OG0000127	augustus_masked-scaffold_2-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.64&CDS=1-1170, augustus_masked-scaffold_4-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.49&CDS=1-1314	YCR094W, YNL323W
OG0000128	augustus_masked-scaffold_2-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.76&CDS=1-984, augustus_masked-scaffold_4-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.115&CDS=1-1074	YER107C, YOR026W
OG0000129	augustus_masked-scaffold_5-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.12&CDS=1-3486, maker-scaffold_2-augustus-gene-8.87-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.87&CDS=1-3924	YJL089W, YMR280C
OG0000130	augustus_masked-scaffold_2-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.116&CDS=1-2487, augustus_masked-scaffold_3-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.78&CDS=1-2325	YJR131W, YLR057W
OG0000131	augustus_masked-scaffold_2-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.137&CDS=1-1767, augustus_masked-scaffold_3-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.109&CDS=1-1632	YDR037W, YNL073W
OG0000132	augustus_masked-scaffold_2-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.61&CDS=1-2610, maker-scaffold_3-augustus-gene-11.15-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.15&CDS=1-3444	YBR073W, YGL163C
OG0000133	augustus_masked-scaffold_2-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.83&CDS=1-3660, snap_masked-scaffold_6-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.20&CDS=1-3252	YDR236C, YER021W
