	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
OG0000022	YDR368W, YOR120W	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.226-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.226&CDS=1-921, augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.229-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.229&CDS=1-930, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.209-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.209&CDS=1-921, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.243-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.243&CDS=1-915
OG0000023	YER073W, YMR169C, YMR170C, YOR374W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.68&CDS=1-1503, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.135&CDS=1-1536
OG0000024	YGL120C, YKR086W, YNR011C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.117-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.117&CDS=1-3156, genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.107-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.107&CDS=1-4050, genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.101&CDS=1-2223
OG0000025	YHL034C, YIR001C, YLL046C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.39&CDS=1-576, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.153-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.153&CDS=1-570, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.58&CDS=1-837
OG0000026	YOL087C, YOR212W	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.44&CDS=1-3006, genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.79&CDS=1-1185, genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.141-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.141&CDS=1-984, snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.208-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.208&CDS=1-1338
OG0000027	YPR022C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.228-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.228&CDS=1-2229, augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.11&CDS=1-2442, maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-1.101&CDS=1-2715, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-0.13&CDS=1-2256, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.44&CDS=1-2145
OG0000028		genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.98&CDS=1-2118, maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-10.120-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-10.120&CDS=1-4293, snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.166&CDS=1-2100, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.103&CDS=1-2166, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.83&CDS=1-2169, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.103&CDS=1-2064
OG0000029	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.57&CDS=1-4668
OG0000030	YBL068W-A, YBL069W, YER101C, YMR152W	genemark-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.151&CDS=1-1599
OG0000031	YBR008C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.159&CDS=1-1668, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.177-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.177&CDS=1-1542, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.102&CDS=1-1638, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.60&CDS=1-1635
OG0000032	YBR015C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.101&CDS=1-1911, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.102&CDS=1-1725, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.245-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.245&CDS=1-1866, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-4.58&CDS=1-1701
OG0000033	YBR062C, YDR143C	augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.12&CDS=1-1155, snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.165&CDS=1-450, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.116&CDS=1-1881
OG0000034	YBR067C, YER011W, YIL011W, YOR010C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.115&CDS=1-444
OG0000035	YBR150C, YOL089C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.18&CDS=1-5502, augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.19&CDS=1-2826, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.97&CDS=1-1281
OG0000036	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.103&CDS=1-2430
OG0000037	YCL024W, YDR507C, YKL101W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.6-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.6&CDS=1-3777, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.122&CDS=1-3846
OG0000038	YCR037C, YJL198W, YNR013C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.92&CDS=1-2487, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.168-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.168&CDS=1-2400
OG0000039	YDL078C, YKL085W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.99&CDS=1-1032, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.51&CDS=1-1008, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.198-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.198&CDS=1-996
OG0000040	YDL109C, YDR444W, YGL144C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.115-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.115&CDS=1-1959, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.76&CDS=1-2304
OG0000041	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.175-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.175&CDS=1-1014
OG0000042	YDR038C, YDR039C, YDR040C	maker-NODE_11_length_319508_cov_75.386_ID_2522-augustus-gene-2.134-mRNA-1_1&gene=maker-NODE_11_length_319508_cov_75.386_ID_2522-augustus-gene-2.134&CDS=1-5676, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.130&CDS=1-3195
OG0000043	YDR326C, YFL042C, YHR080C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.171-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.171&CDS=1-2373, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.113&CDS=1-2313
OG0000044	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.122&CDS=1-702
OG0000045	YFL021W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.84&CDS=1-1119, snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.152&CDS=1-1362, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.69&CDS=1-1044, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.120&CDS=1-1380
OG0000046	YGR192C, YJL052W, YJR009C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.73&CDS=1-1005, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.78&CDS=1-996
OG0000047	YIL002C, YNL106C, YOR109W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.43&CDS=1-3408, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.59&CDS=1-2979
OG0000048	YIL120W, YIL121W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.122&CDS=1-1602, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.135&CDS=1-1404, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.90&CDS=1-1533
OG0000049	YIL123W, YKR042W, YNL066W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.91-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.91&CDS=1-1158, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-10.99-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-10.99&CDS=1-1164
OG0000050	YJL172W, YOL153C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.128&CDS=1-1728, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.188-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.188&CDS=1-1704, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.73&CDS=1-1731
OG0000051	YKL128C	genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.122&CDS=1-930, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.14&CDS=1-987, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.80&CDS=1-888, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.243-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.243&CDS=1-948
OG0000052	YKL215C	augustus_masked-NODE_22_length_13568_cov_158.822_ID_3670-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_22_length_13568_cov_158.822_ID_3670-processed-gene-0.15&CDS=1-4929, snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.126&CDS=1-3951, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.160-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.160&CDS=1-3918, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.7&CDS=1-3903
OG0000053	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
OG0000054	YLR109W, YOL114C	maker-NODE_4_length_917969_cov_39.8804_ID_5033-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_4_length_917969_cov_39.8804_ID_5033-augustus-gene-6.1&CDS=1-1134, snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.28-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.28&CDS=1-549, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.140&CDS=1-519
OG0000055	YLR144C, YNR067C	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-0.61&CDS=1-2265, genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.96&CDS=1-3186, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.87&CDS=1-3297
OG0000056	YLR343W, YMR307W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.8&CDS=1-1638, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.29&CDS=1-1593, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.123&CDS=1-1620
OG0000057	YML131W	maker-NODE_17_length_118177_cov_104.474_ID_4239-snap-gene-0.188-mRNA-1_1&gene=maker-NODE_17_length_118177_cov_104.474_ID_4239-snap-gene-0.188&CDS=1-2079, snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.5&CDS=1-1080, snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.8&CDS=1-1077, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.1-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.1&CDS=1-1077
OG0000058	YOR032C, YOR344C	augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.0&CDS=1-663, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.10&CDS=1-2412, snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.82&CDS=1-864
OG0000059	Q0045, Q0065, Q0070	maker-NODE_26_length_9276_cov_2560.93_ID_3873-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_26_length_9276_cov_2560.93_ID_3873-snap-gene-0.9&CDS=1-993, snap_masked-NODE_26_length_9276_cov_2560.93_ID_3873-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_26_length_9276_cov_2560.93_ID_3873-processed-gene-0.25&CDS=1-747
OG0000060	YAL023C, YGR199W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.100&CDS=1-2304, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.74&CDS=1-2289
OG0000061	YAL054C, YLR153C	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.65&CDS=1-2001, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.79&CDS=1-2010
OG0000062	YAR035W, YER024W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.127&CDS=1-2244, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.18&CDS=1-2478
OG0000063	YAR066W, YHR214W, YIL169C, YOL155C	
OG0000064	YBL002W, YDR224C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.105&CDS=1-387, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.30&CDS=1-387
OG0000065	YBL003C, YDR225W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.85&CDS=1-387, snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.56&CDS=1-387
OG0000066	YBL026W, YHR124W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.127-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.127&CDS=1-1863, snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.50&CDS=1-1182
OG0000067	YBL060W, YDR170C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.49&CDS=1-6429, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.154-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.154&CDS=1-2637
OG0000068	YBL089W, YER119C	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.45&CDS=1-1281, snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.136&CDS=1-1350
OG0000069	YBR002C, YMR101C	genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.13&CDS=1-876, snap_masked-NODE_16_length_146000_cov_112.095_ID_4313-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_16_length_146000_cov_112.095_ID_4313-processed-gene-0.80&CDS=1-969
