	Candida_glabrata	Saccharomyces_cerevisiae
OG0000068	snap_masked-CR380951-processed-gene-5.188-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-5.188&CDS=1-2520, snap_masked-CR380954-processed-gene-8.18-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.18&CDS=1-2418	YGL139W, YPL221W
OG0000069	snap_masked-CR380951-processed-gene-5.155-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-5.155&CDS=1-1233, snap_masked-CR380954-processed-gene-8.38-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.38&CDS=1-1542	YMR177W, YPL224C
OG0000070	snap_masked-CR380951-processed-gene-5.196-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-5.196&CDS=1-2571, snap_masked-CR380956-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-0.25&CDS=1-2571	YHR047C, YKL157W
OG0000071	genemark-CR380952-processed-gene-0.49-mRNA-1_1&gene=genemark-CR380952-processed-gene-0.49&CDS=1-7368, snap_masked-CR380957-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-0.25&CDS=1-7413	YJR066W, YKL203C
OG0000072	snap_masked-CR380952-processed-gene-1.2-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-1.2&CDS=1-3618, snap_masked-CR380954-processed-gene-6.93-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.93&CDS=1-4008	YAL017W, YOL045W
OG0000073	snap_masked-CR380952-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-1.23&CDS=1-1176, snap_masked-CR380954-processed-gene-6.113-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.113&CDS=1-1341	YAL015C, YOL043C
OG0000074	snap_masked-CR380952-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-1.18&CDS=1-1407, snap_masked-CR380955-processed-gene-9.78-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-9.78&CDS=1-1455	YBR263W, YLR058C
OG0000075	snap_masked-CR380952-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-2.14&CDS=1-2496, snap_masked-CR380953-processed-gene-8.51-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.51&CDS=1-2541	YIL130W, YJL206C
OG0000076	snap_masked-CR380952-processed-gene-2.20-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-2.20&CDS=1-4626, snap_masked-CR380959-processed-gene-2.3-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.3&CDS=1-4497	YDR406W, YOR153W
OG0000077	augustus_masked-CR380952-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-3.85&CDS=1-3555, augustus_masked-CR380952-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-8.75&CDS=1-2808	YDR420W, YGR014W
OG0000078	snap_masked-CR380952-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-3.28&CDS=1-2451, snap_masked-CR380956-processed-gene-6.29-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-6.29&CDS=1-2484	YML109W, YMR273C
OG0000079	augustus_masked-CR380952-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-3.112&CDS=1-2265, snap_masked-CR380957-processed-gene-9.111-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-9.111&CDS=1-2379	YOR256C, YPL176C
OG0000080	augustus_masked-CR380952-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-3.113&CDS=1-2154, augustus_masked-CR380956-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-5.32&CDS=1-759	YNL148C, YPL174C
OG0000081	snap_masked-CR380952-processed-gene-4.18-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-4.18&CDS=1-2112, snap_masked-CR380957-processed-gene-10.29-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-10.29&CDS=1-2088	YFR015C, YLR258W
OG0000082	augustus_masked-CR380953-processed-gene-8.175-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.175&CDS=1-621, snap_masked-CR380952-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-5.24&CDS=1-2313	YLR277C, YOR179C
OG0000083	snap_masked-CR380952-processed-gene-5.13-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-5.13&CDS=1-1461, snap_masked-CR380953-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.4&CDS=1-1470	YDR200C, YLR238W
OG0000084	maker-CR380958-snap-gene-5.3-mRNA-1_1&gene=maker-CR380958-snap-gene-5.3&CDS=1-5625, snap_masked-CR380952-processed-gene-6.104-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-6.104&CDS=1-3105	YGR119C, YMR047C
OG0000085	snap_masked-CR380952-processed-gene-6.128-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-6.128&CDS=1-2682, snap_masked-CR380958-processed-gene-5.45-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.45&CDS=1-2436	YKL072W, YMR053C
OG0000086	snap_masked-CR380952-processed-gene-6.119-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-6.119&CDS=1-3540, snap_masked-CR380957-processed-gene-6.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.34&CDS=1-3525	YBR218C, YGL062W
OG0000087	snap_masked-CR380952-processed-gene-7.6-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-7.6&CDS=1-2304, snap_masked-CR380953-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-2.5&CDS=1-3171	YGL120C, YKR086W
OG0000088	snap_masked-CR380952-processed-gene-7.42-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-7.42&CDS=1-2808, snap_masked-CR380955-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.133&CDS=1-3408	YGR238C, YHR158C
OG0000089	snap_masked-CR380952-processed-gene-8.109-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-8.109&CDS=1-1602, snap_masked-CR380955-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.135&CDS=1-2133	YGR241C, YHR161C
OG0000090	snap_masked-CR380952-processed-gene-8.139-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-8.139&CDS=1-1314, snap_masked-CR380955-processed-gene-2.112-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.112&CDS=1-1311	YGR254W, YHR174W
OG0000091	augustus_masked-CR380953-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-0.57&CDS=1-9819, snap_masked-CR380958-processed-gene-12.37-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.37&CDS=1-6420	YER172C, YGR271W
OG0000092	augustus_masked-CR380953-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-0.49&CDS=1-381, snap_masked-CR380956-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-0.22&CDS=1-1491	YGR023W, YLR332W
OG0000093	snap_masked-CR380953-processed-gene-2.29-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-2.29&CDS=1-1893, snap_masked-CR380954-processed-gene-6.119-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.119&CDS=1-3243	YIL156W, YKR098C
OG0000094	augustus_masked-CR380953-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-3.21&CDS=1-2253, augustus_masked-CR380959-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-3.18&CDS=1-2229	YJL082W, YKR018C
OG0000095	augustus_masked-CR380958-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-3.77&CDS=1-2433, snap_masked-CR380953-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-4.92&CDS=1-2133	YJL112W, YKR037C
OG0000096	augustus_masked-CR380953-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-4.52&CDS=1-1050, snap_masked-CR380958-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-3.34&CDS=1-2346	YJL105W, YKR029C
OG0000097	snap_masked-CR380953-processed-gene-4.98-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-4.98&CDS=1-948, snap_masked-CR380955-processed-gene-7.99-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-7.99&CDS=1-903	YDR492W, YOL101C
OG0000098	snap_masked-CR380953-processed-gene-5.1-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-5.1&CDS=1-2835, snap_masked-CR380955-processed-gene-6.16-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-6.16&CDS=1-2661	YDR069C, YER144C
OG0000099	augustus_masked-CR380953-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-5.76&CDS=1-1590, snap_masked-CR380956-processed-gene-10.176-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-10.176&CDS=1-1887	YDL211C, YNL176C
OG0000100	snap_masked-CR380953-processed-gene-6.87-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.87&CDS=1-1767, snap_masked-CR380958-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-4.76&CDS=1-1821	YNL095C, YOR092W
OG0000101	snap_masked-CR380953-processed-gene-6.93-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.93&CDS=1-270, snap_masked-CR380955-processed-gene-8.23-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-8.23&CDS=1-270	YGR169C-A, YJR005C-A
OG0000102	snap_masked-CR380953-processed-gene-8.49-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.49&CDS=1-4062, snap_masked-CR380959-processed-gene-5.120-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-5.120&CDS=1-5190	YIL126W, YOR290C
OG0000103	augustus_masked-CR380953-processed-gene-8.202-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.202&CDS=1-1311, snap_masked-CR380954-processed-gene-3.101-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.101&CDS=1-1605	YGL071W, YPL202C
OG0000104	augustus_masked-CR380954-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-3.54&CDS=1-1155, snap_masked-CR380953-processed-gene-8.58-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.58&CDS=1-1089	YGL082W, YPL191C
OG0000105	snap_masked-CR380953-processed-gene-8.23-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.23&CDS=1-996, snap_masked-CR380956-processed-gene-0.26-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-0.26&CDS=1-996	YGR192C, YJR009C
OG0000106	augustus_masked-CR380954-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.23&CDS=1-1752, augustus_masked-CR380958-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-11.59&CDS=1-1605	YMR198W, YPL253C
OG0000107	snap_masked-CR380954-processed-gene-0.93-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.93&CDS=1-3126, snap_masked-CR380957-processed-gene-10.37-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-10.37&CDS=1-1797	YMR192W, YPL249C
OG0000108	snap_masked-CR380954-processed-gene-1.45-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.45&CDS=1-2805, snap_masked-CR380954-processed-gene-9.136-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.136&CDS=1-3045	YJR061W, YKL201C
OG0000109	snap_masked-CR380954-processed-gene-1.47-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.47&CDS=1-2382, snap_masked-CR380954-processed-gene-9.137-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.137&CDS=1-2331	YJR059W, YKL198C
OG0000110	augustus_masked-CR380957-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.47&CDS=1-1320, snap_masked-CR380954-processed-gene-4.120-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-4.120&CDS=1-1353	YDL048C, YLR375W
OG0000111	augustus_masked-CR380954-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-5.68&CDS=1-2310, snap_masked-CR380956-processed-gene-2.138-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-2.138&CDS=1-2805	YER047C, YPL074W
OG0000112	augustus_masked-CR380959-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-5.40&CDS=1-738, snap_masked-CR380954-processed-gene-5.91-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-5.91&CDS=1-1002	YBR197C, YPL077C
OG0000113	snap_masked-CR380954-processed-gene-5.95-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-5.95&CDS=1-1878, snap_masked-CR380959-processed-gene-6.44-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-6.44&CDS=1-1977	YBR182C, YPL089C
OG0000114	snap_masked-CR380954-processed-gene-5.96-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-5.96&CDS=1-708, snap_masked-CR380959-processed-gene-6.43-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-6.43&CDS=1-708	YBR181C, YPL090C
OG0000115	snap_masked-CR380954-processed-gene-6.121-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.121&CDS=1-3912, snap_masked-CR380956-processed-gene-8.7-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.7&CDS=1-5694	YIL159W, YNL271C
OG0000116	snap_masked-CR380954-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.4&CDS=1-2202, snap_masked-CR380959-processed-gene-9.3-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-9.3&CDS=1-2550	YDR475C, YOR019W
OG0000117	snap_masked-CR380954-processed-gene-9.141-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.141&CDS=1-2250, snap_masked-CR380956-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-1.95&CDS=1-2418	YER017C, YMR089C
OG0000118	snap_masked-CR380954-processed-gene-9.142-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.142&CDS=1-708, snap_masked-CR380954-processed-gene-9.171-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.171&CDS=1-708	YER011W, YOR010C
OG0000119	snap_masked-CR380954-processed-gene-9.147-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.147&CDS=1-975, snap_masked-CR380957-processed-gene-11.93-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.93&CDS=1-948	YBR054W, YDR033W
OG0000120	snap_masked-CR380955-processed-gene-1.117-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.117&CDS=1-1500, snap_masked-CR380958-processed-gene-1.32-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-1.32&CDS=1-1395	YEL047C, YJR051W
OG0000121	snap_masked-CR380955-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.101&CDS=1-471, snap_masked-CR380958-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-1.16&CDS=1-471	YEL034W, YJR047C
OG0000122	maker-CR380955-augustus-gene-2.52-mRNA-1_1&gene=maker-CR380955-augustus-gene-2.52&CDS=1-3423, snap_masked-CR380958-processed-gene-4.94-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-4.94&CDS=1-1833	YOR113W, YOR114W
OG0000123	snap_masked-CR380955-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.16&CDS=1-2286, snap_masked-CR380956-processed-gene-9.0-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-9.0&CDS=1-2568	YDL138W, YDL194W
OG0000124	snap_masked-CR380955-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.24&CDS=1-651, snap_masked-CR380958-processed-gene-10.78-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-10.78&CDS=1-2631	YGL166W, YPR008W
OG0000125	snap_masked-CR380955-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-3.42&CDS=1-1275, snap_masked-CR380957-processed-gene-8.30-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-8.30&CDS=1-1212	YJL134W, YKR053C
OG0000126	snap_masked-CR380955-processed-gene-4.83-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-4.83&CDS=1-1836, snap_masked-CR380959-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-3.89&CDS=1-1800	YBR015C, YJL186W
OG0000127	snap_masked-CR380955-processed-gene-4.106-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-4.106&CDS=1-4521, snap_masked-CR380959-processed-gene-7.36-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-7.36&CDS=1-4545	YDR011W, YPL058C
OG0000128	snap_masked-CR380955-processed-gene-5.109-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-5.109&CDS=1-1362, snap_masked-CR380957-processed-gene-11.81-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.81&CDS=1-1575	YDR247W, YPL026C
OG0000129	snap_masked-CR380955-processed-gene-5.123-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-5.123&CDS=1-1584, snap_masked-CR380958-processed-gene-11.14-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.14&CDS=1-1428	YMR199W, YPL256C
OG0000130	augustus_masked-CR380955-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-6.89&CDS=1-1020, snap_masked-CR380955-processed-gene-6.1-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-6.1&CDS=1-1047, snap_masked-CR380959-processed-gene-8.14-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-8.14&CDS=1-1005	YKL164C
OG0000131	snap_masked-CR380955-processed-gene-7.110-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-7.110&CDS=1-1056, snap_masked-CR380956-processed-gene-1.115-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-1.115&CDS=1-1116	YMR303C, YOL086C
OG0000132	snap_masked-CR380955-processed-gene-7.90-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-7.90&CDS=1-9108, snap_masked-CR380959-processed-gene-10.0-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.0&CDS=1-9372	YBR140C, YOL081W
OG0000133	augustus_masked-CR380956-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-1.64&CDS=1-933, augustus_masked-CR380958-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-6.54&CDS=1-975	YPR013C, YPR015C
OG0000134	snap_masked-CR380956-processed-gene-2.127-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-2.127&CDS=1-1623, snap_masked-CR380959-processed-gene-4.39-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-4.39&CDS=1-1803	YIL015W, YLR120C
OG0000135	snap_masked-CR380956-processed-gene-3.120-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.120&CDS=1-1260, snap_masked-CR380956-processed-gene-3.148-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.148&CDS=1-1305	YOR229W, YOR230W
OG0000136	snap_masked-CR380956-processed-gene-3.149-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.149&CDS=1-3594, snap_masked-CR380959-processed-gene-3.82-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-3.82&CDS=1-3612	YOR227W, YPL137C
OG0000137	snap_masked-CR380956-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-4.25&CDS=1-1071, snap_masked-CR380957-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.30&CDS=1-1194	YBL016W, YGR040W
OG0000138	snap_masked-CR380956-processed-gene-6.23-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-6.23&CDS=1-1293, snap_masked-CR380956-processed-gene-9.9-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-9.9&CDS=1-1311	YDL131W, YDL182W
OG0000139	augustus_masked-CR380956-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-CR380956-processed-gene-6.74&CDS=1-1812, snap_masked-CR380958-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-3.29&CDS=1-1851	YOR204W, YPL119C
OG0000140	snap_masked-CR380956-processed-gene-8.22-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.22&CDS=1-1791, snap_masked-CR380956-processed-gene-8.6-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.6&CDS=1-1716	YEL063C, YNL268W
OG0000141	snap_masked-CR380957-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-0.13&CDS=1-414, snap_masked-CR380958-processed-gene-9.3-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-9.3&CDS=1-405	YCR031C, YJL191W
OG0000142	maker-CR380957-snap-gene-4.34-mRNA-1_1&gene=maker-CR380957-snap-gene-4.34&CDS=1-390, snap_masked-CR380958-processed-gene-9.0-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-9.0&CDS=1-390	YJL190C, YLR367W
OG0000143	snap_masked-CR380957-processed-gene-5.26-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.26&CDS=1-2382, snap_masked-CR380958-processed-gene-5.38-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.38&CDS=1-1680	YLR260W, YOR171C
OG0000144	snap_masked-CR380957-processed-gene-7.80-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.80&CDS=1-975, snap_masked-CR380957-processed-gene-7.81-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.81&CDS=1-969, snap_masked-CR380957-processed-gene-7.82-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-7.82&CDS=1-969	YKL128C
OG0000145	snap_masked-CR380957-processed-gene-9.126-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-9.126&CDS=1-1191, snap_masked-CR380958-processed-gene-13.145-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.145&CDS=1-1170	YHR123W, YNL130C
OG0000146	augustus_masked-CR380957-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-10.58&CDS=1-1608	YHR216W, YLR432W, YML056C
OG0000147	snap_masked-CR380957-processed-gene-11.116-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-11.116&CDS=1-3261	YDR038C, YDR039C, YDR040C
OG0000148	snap_masked-CR380957-processed-gene-12.18-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-12.18&CDS=1-2124, snap_masked-CR380958-processed-gene-13.147-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.147&CDS=1-2199	YFL042C, YLR072W
OG0000149	augustus_masked-CR380958-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-5.107&CDS=1-2502, snap_masked-CR380958-processed-gene-5.34-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-5.34&CDS=1-2961	YOR162C, YOR172W
OG0000150	snap_masked-CR380958-processed-gene-13.122-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.122&CDS=1-750, snap_masked-CR380958-processed-gene-7.87-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-7.87&CDS=1-747	YDR099W, YER177W
OG0000151	snap_masked-CR380958-processed-gene-7.93-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-7.93&CDS=1-1677, snap_masked-CR380959-processed-gene-11.126-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-11.126&CDS=1-1527	YDR132C, YLR108C
OG0000152	snap_masked-CR380958-processed-gene-12.13-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.13&CDS=1-1311, snap_masked-CR380959-processed-gene-0.30-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.30&CDS=1-1194	YLR449W, YML074C
OG0000153	snap_masked-CR380959-processed-gene-6.27-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-6.27&CDS=1-1323, snap_masked-CR380959-processed-gene-7.37-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-7.37&CDS=1-1086	YBR161W, YPL057C
OG0000154	snap_masked-CR380959-processed-gene-11.125-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-11.125&CDS=1-744, snap_masked-CR380959-processed-gene-12.42-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.42&CDS=1-747	YER062C, YIL053W
