	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
OG0000027	YHR050W, YLR034C, YOL122C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.217-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.217&CDS=1-1494, snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.231-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.231&CDS=1-1455, snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.48&CDS=1-1755
OG0000028	YHR146W, YNL173C, YPL186C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.169&CDS=1-531, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.90&CDS=1-909, snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.139&CDS=1-888
OG0000029	YKL046C, YMR238W	maker-NODE_18_length_175216_cov_17.4278_ID_3642-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_18_length_175216_cov_17.4278_ID_3642-snap-gene-0.90&CDS=1-2478, snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.178&CDS=1-1341, snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.138&CDS=1-1368, snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.133&CDS=1-1353
OG0000030	YLL057C, YNL218W	augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.188&CDS=1-2946, snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.3&CDS=1-1152, snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.198-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.198&CDS=1-1104, snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.123&CDS=1-1203
OG0000031	YOR374W, YPL061W	maker-NODE_7_length_436048_cov_13.5576_ID_3675-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_7_length_436048_cov_13.5576_ID_3675-augustus-gene-2.2&CDS=1-2211, snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.10&CDS=1-1491, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.129&CDS=1-1488, snap_masked-NODE_63_length_6881_cov_12.213_ID_18175-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_63_length_6881_cov_12.213_ID_18175-processed-gene-0.3&CDS=1-1500
OG0000032	YAL007C, YDL018C, YOR016C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.76&CDS=1-636, snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.220-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.220&CDS=1-615
OG0000033	YBL089W, YER119C, YIL088C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.74&CDS=1-1515, snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.103&CDS=1-1227
OG0000034	YBR132C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.214-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.214&CDS=1-1695, snap_masked-NODE_23_length_134155_cov_15.5572_ID_8127-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_23_length_134155_cov_15.5572_ID_8127-processed-gene-0.4&CDS=1-1761, snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.11&CDS=1-1683, snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.68&CDS=1-1692
OG0000035	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.61&CDS=1-2064
OG0000036	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.143&CDS=1-1752
OG0000037	YCL069W, YGR224W, YKR105C, YPR198W	snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.63&CDS=1-1755
OG0000038	YCR037C, YJL198W, YNR013C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.34&CDS=1-2622, snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.13&CDS=1-2445
OG0000039	YCR083W, YGR209C, YLR043C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.15&CDS=1-312, snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.86&CDS=1-399
OG0000040	YDL138W, YDL194W	augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.170&CDS=1-2523, snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.112&CDS=1-1656, snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.46&CDS=1-1626
OG0000041	YDL174C	augustus_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.108&CDS=1-1668, snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.198-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.198&CDS=1-1689, snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.139&CDS=1-1692, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.68&CDS=1-1695
OG0000042	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.33&CDS=1-1023
OG0000043	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.35&CDS=1-708, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.33&CDS=1-2235
OG0000044	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.84&CDS=1-1998, augustus_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.96&CDS=1-3063
OG0000045	YDR144C, YLR120C, YLR121C	maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.58&CDS=1-5202, snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.21&CDS=1-1512
OG0000046	YDR261C, YLR300W, YOR190W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.254-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.254&CDS=1-1269, snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.132&CDS=1-1470
OG0000047	YDR380W, YLR044C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.275-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.275&CDS=1-1791, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.100&CDS=1-1698, snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-2.69&CDS=1-1722
OG0000048	YDR391C, YOR013W	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.187-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.187&CDS=1-582, snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.103&CDS=1-630, snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.105&CDS=1-597
OG0000049	YEL063C, YNL268W	augustus_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.128&CDS=1-1674, snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.244-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.244&CDS=1-1656, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.102-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.102&CDS=1-1674
OG0000050	YER011W, YIL011W, YOR009W, YOR010C	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-2.165-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-2.165&CDS=1-1086
OG0000051	YER028C, YGL035C, YGL209W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.141&CDS=1-1413, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.85&CDS=1-1056
OG0000052	YER056C, YER060W, YER060W-A	maker-NODE_4_length_548769_cov_13.6504_ID_5975-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_4_length_548769_cov_13.6504_ID_5975-augustus-gene-3.1&CDS=1-3396, snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.108&CDS=1-1560
OG0000053	YER130C, YKL062W, YMR037C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.47&CDS=1-1689, snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.225-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.225&CDS=1-900
OG0000054	YER133W, YML016C	maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-3.3&CDS=1-1188, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.95&CDS=1-1602, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.194-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.194&CDS=1-1677
OG0000055	YFR040W, YGL229C, YKR028W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.52&CDS=1-2550, snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-0.79&CDS=1-2760
OG0000056	YGL185C, YPL113C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.255-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.255&CDS=1-1128, snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.256-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.256&CDS=1-1101, snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.66&CDS=1-1098
OG0000057	YHR032W	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.135&CDS=1-1482, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.98&CDS=1-1530, snap_masked-NODE_46_length_29026_cov_14.4637_ID_8943-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_46_length_29026_cov_14.4637_ID_8943-processed-gene-0.19&CDS=1-1809, snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.105&CDS=1-1731
OG0000058	YJL155C, YOL136C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.242-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.242&CDS=1-1356, snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.301-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.301&CDS=1-1125, snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.129&CDS=1-1305
OG0000059	YJL158C, YJL160C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.33&CDS=1-621, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.74&CDS=1-948, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.56&CDS=1-936
OG0000060	YJL172W, YOL153C	augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.86&CDS=1-1707, genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.93&CDS=1-2037, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.52&CDS=1-1683
OG0000061	YJR061W, YKL201C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.165-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.165&CDS=1-2130, snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.184-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.184&CDS=1-1731, snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.114&CDS=1-1584
OG0000062	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.19&CDS=1-2610
OG0000063	YLL024C, YLR369W	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.115&CDS=1-1893, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.114&CDS=1-1935, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.106&CDS=1-1941
OG0000064	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.190&CDS=1-1914, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.79&CDS=1-1452
OG0000065	YLR342W, YMR306W	genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.12&CDS=1-5451, maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-6.80-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-6.80&CDS=1-5613, snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.130&CDS=1-5682
OG0000066	YOR153W	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.77&CDS=1-2997, augustus_masked-NODE_67_length_5872_cov_14.142_ID_9842-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_67_length_5872_cov_14.142_ID_9842-processed-gene-0.2&CDS=1-3888, snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.58&CDS=1-4512, snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.70&CDS=1-4548
OG0000067	YPR127W	augustus_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.222&CDS=1-321, augustus_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.133&CDS=1-429, snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.188&CDS=1-1008, snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.61&CDS=1-1008
OG0000068	YAL023C, YGR199W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.88&CDS=1-2262, snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.41&CDS=1-2253
OG0000069	YAL054C, YLR153C	snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.82&CDS=1-1995, snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.39&CDS=1-2049
OG0000070	YAL060W, YAL061W	augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.13&CDS=1-1203, snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.189-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.189&CDS=1-1143
OG0000071	YBL002W, YDR224C	snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.89&CDS=1-399, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.57&CDS=1-399
OG0000072	YBL003C, YDR225W	snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.66&CDS=1-396, snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.79&CDS=1-396
OG0000073	YBL011W, YKR067W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.81&CDS=1-2070, snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.73&CDS=1-2037
