	Metschnikowia_continentalis	Saccharomyces_cerevisiae
OG0000050	augustus_masked-con_s133-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-con_s133-processed-gene-0.81&CDS=1-2802, augustus_masked-con_s345-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.63&CDS=1-1212, snap_masked-con_s57-processed-gene-0.4-mRNA-1_1&gene=snap_masked-con_s57-processed-gene-0.4&CDS=1-228	YDL156W
OG0000051	augustus_masked-con_s133-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-con_s133-processed-gene-0.86&CDS=1-939, augustus_masked-con_s759-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s759-processed-gene-0.31&CDS=1-1344	YDL216C, YFR004W
OG0000052	augustus_masked-con_s137-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s137-processed-gene-0.3&CDS=1-399, augustus_masked-con_s23-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-0.56&CDS=1-453, genemark-con_s535-processed-gene-0.2-mRNA-1_1&gene=genemark-con_s535-processed-gene-0.2&CDS=1-1896	YML127W
OG0000053	augustus_masked-con_s144-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s144-processed-gene-0.29&CDS=1-1113, augustus_masked-con_s17-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-0.110&CDS=1-2187	YEL007W, YHR177W
OG0000054	augustus_masked-con_s83-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-con_s83-processed-gene-0.95&CDS=1-1014, maker-con_s145-augustus-gene-0.124-mRNA-1_1&gene=maker-con_s145-augustus-gene-0.124&CDS=1-1383	YBR011C, YMR267W
OG0000055	augustus_masked-con_s146-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s146-processed-gene-0.6&CDS=1-1539	YER056C, YER060W, YER060W-A
OG0000056	augustus_masked-con_s160-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s160-processed-gene-0.13&CDS=1-708, augustus_masked-con_s661-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s661-processed-gene-0.58&CDS=1-2808, snap_masked-con_s348-processed-gene-0.30-mRNA-1_1&gene=snap_masked-con_s348-processed-gene-0.30&CDS=1-435	YML093W
OG0000057	augustus_masked-con_s160-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s160-processed-gene-0.19&CDS=1-393, augustus_masked-con_s348-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s348-processed-gene-0.8&CDS=1-2856, snap_masked-con_s756-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s756-processed-gene-0.15&CDS=1-261	YDL117W
OG0000058	augustus_masked-con_s167-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-con_s167-processed-gene-0.45&CDS=1-1050, augustus_masked-con_s427-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s427-processed-gene-0.26&CDS=1-990	YCL064C, YIL167W
OG0000059	augustus_masked-con_s167-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s167-processed-gene-0.39&CDS=1-441, augustus_masked-con_s229-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s229-processed-gene-0.2&CDS=1-1773, augustus_masked-con_s479-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-con_s479-processed-gene-0.121&CDS=1-2949	YOR058C
OG0000060	augustus_masked-con_s17-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.26&CDS=1-2016, augustus_masked-con_s340-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.128&CDS=1-2034	YAL054C, YLR153C
OG0000061	augustus_masked-con_s17-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.33&CDS=1-1527, maker-con_s22-augustus-gene-0.1-mRNA-1_1&gene=maker-con_s22-augustus-gene-0.1&CDS=1-1191	YER133W, YML016C
OG0000062	augustus_masked-con_s17-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-1.19&CDS=1-486, augustus_masked-con_s726-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.32&CDS=1-474	YDR178W, YLR164W
OG0000063	augustus_masked-con_s17-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.55&CDS=1-2148, snap_masked-con_s243-processed-gene-0.1-mRNA-1_1&gene=snap_masked-con_s243-processed-gene-0.1&CDS=1-267	YER066W, YFL009W
OG0000064	augustus_masked-con_s17-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-2.74&CDS=1-3678, snap_masked-con_s256-processed-gene-0.30-mRNA-1_1&gene=snap_masked-con_s256-processed-gene-0.30&CDS=1-249	YML109W, YMR273C
OG0000065	augustus_masked-con_s325-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s325-processed-gene-0.19&CDS=1-792, snap_masked-con_s17-processed-gene-3.50-mRNA-1_1&gene=snap_masked-con_s17-processed-gene-3.50&CDS=1-786	YHR203C, YJR145C
OG0000066	augustus_masked-con_s188-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.51&CDS=1-1056, augustus_masked-con_s188-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.52&CDS=1-996, augustus_masked-con_s188-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.53&CDS=1-1008	YJR019C
OG0000067	augustus_masked-con_s188-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.13&CDS=1-1410, augustus_masked-con_s9-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s9-processed-gene-0.23&CDS=1-1467	YBR263W, YLR058C
OG0000068	augustus_masked-con_s188-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.41&CDS=1-2673	YML111W, YMR275C, YNR069C
OG0000069	augustus_masked-con_s188-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.19&CDS=1-324, snap_masked-con_s23-processed-gene-2.15-mRNA-1_1&gene=snap_masked-con_s23-processed-gene-2.15&CDS=1-267	YBR091C, YHR005C-A
OG0000070	augustus_masked-con_s188-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.52&CDS=1-984, genemark-con_s640-processed-gene-0.237-mRNA-1_1&gene=genemark-con_s640-processed-gene-0.237&CDS=1-951	YBR002C, YMR101C
OG0000071	augustus_masked-con_s188-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.27&CDS=1-4128, augustus_masked-con_s313-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s313-processed-gene-0.13&CDS=1-567	YCL024W, YDR507C
OG0000072	augustus_masked-con_s19-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s19-processed-gene-0.5&CDS=1-1353, augustus_masked-con_s434-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-con_s434-processed-gene-1.1&CDS=1-1224	YLR090W, YNL064C
OG0000073	augustus_masked-con_s194-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.50&CDS=1-978, augustus_masked-con_s698-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.175&CDS=1-984	YIL035C, YOR061W
OG0000074	augustus_masked-con_s194-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.56&CDS=1-3930, augustus_masked-con_s240-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s240-processed-gene-0.13&CDS=1-1059	YLL016W, YLR310C
OG0000075	augustus_masked-con_s199-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.59&CDS=1-471, augustus_masked-con_s661-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s661-processed-gene-0.43&CDS=1-2010	YDR505C, YLR177W
OG0000076	augustus_masked-con_s2-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s2-processed-gene-0.9&CDS=1-2766, genemark-con_s434-processed-gene-2.138-mRNA-1_1&gene=genemark-con_s434-processed-gene-2.138&CDS=1-2337	YDL132W, YGR003W
OG0000077	augustus_masked-con_s219-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.57&CDS=1-2166, augustus_masked-con_s465-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s465-processed-gene-0.3&CDS=1-2220, augustus_masked-con_s59-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.113&CDS=1-2076	YER015W
OG0000078	augustus_masked-con_s219-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.86&CDS=1-3243, augustus_masked-con_s434-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-con_s434-processed-gene-2.92&CDS=1-1521, augustus_masked-con_s670-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s670-processed-gene-0.8&CDS=1-1329, snap_masked-con_s308-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s308-processed-gene-0.15&CDS=1-294	
OG0000079	genemark-con_s23-processed-gene-1.54-mRNA-1_1&gene=genemark-con_s23-processed-gene-1.54&CDS=1-2475, genemark-con_s548-processed-gene-0.27-mRNA-1_1&gene=genemark-con_s548-processed-gene-0.27&CDS=1-2037	YBL052C, YGR227W
OG0000080	augustus_masked-con_s23-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-2.67&CDS=1-3249	YDR038C, YDR039C, YDR040C
OG0000081	augustus_masked-con_s23-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-2.53&CDS=1-2172, augustus_masked-con_s23-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.113&CDS=1-1797	YGR068C, YOR018W
OG0000082	augustus_masked-con_s23-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-2.62&CDS=1-1128, augustus_masked-con_s75-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-con_s75-processed-gene-1.107&CDS=1-543	YDR134C, YLR110C
OG0000083	augustus_masked-con_s23-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-2.64&CDS=1-5367, augustus_masked-con_s23-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.116&CDS=1-5673	YGR184C, YLR024C
OG0000084	augustus_masked-con_s23-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.151&CDS=1-1128, augustus_masked-con_s541-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s541-processed-gene-0.17&CDS=1-405	YOR388C, YPL276W
OG0000085	augustus_masked-con_s23-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.77&CDS=1-1386, augustus_masked-con_s442-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s442-processed-gene-0.71&CDS=1-1422	YJL081C, YPR034W
OG0000086	genemark-con_s23-processed-gene-4.203-mRNA-1_1&gene=genemark-con_s23-processed-gene-4.203&CDS=1-1326, maker-con_s810-augustus-gene-1.236-mRNA-1_1&gene=maker-con_s810-augustus-gene-1.236&CDS=1-1533	YBR239C, YJL103C
OG0000087	augustus_masked-con_s23-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.106&CDS=1-1305, augustus_masked-con_s813-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-con_s813-processed-gene-0.50&CDS=1-1521, snap_masked-con_s586-processed-gene-0.4-mRNA-1_1&gene=snap_masked-con_s586-processed-gene-0.4&CDS=1-1863	YLR380W
OG0000088	augustus_masked-con_s23-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.138&CDS=1-1032	YCR102C, YLR460C, YNL134C
OG0000089	augustus_masked-con_s232-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.65&CDS=1-6606, augustus_masked-con_s699-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.20&CDS=1-1116	YGR217W, YOR148C
OG0000090	augustus_masked-con_s506-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s506-processed-gene-0.52&CDS=1-1281, snap_masked-con_s244-processed-gene-0.10-mRNA-1_1&gene=snap_masked-con_s244-processed-gene-0.10&CDS=1-207	YHR179W, YPL171C
OG0000091	augustus_masked-con_s546-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.76&CDS=1-315, genemark-con_s252-processed-gene-0.149-mRNA-1_1&gene=genemark-con_s252-processed-gene-0.149&CDS=1-315	YDL081C, YDL130W
OG0000092	augustus_masked-con_s266-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s266-processed-gene-0.7&CDS=1-525, augustus_masked-con_s412-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-con_s412-processed-gene-1.205&CDS=1-2328	YDL109C, YGL144C
OG0000093	augustus_masked-con_s270-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s270-processed-gene-0.30&CDS=1-2889, augustus_masked-con_s804-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s804-processed-gene-0.25&CDS=1-2082	YHR031C, YML061C
OG0000094	augustus_masked-con_s286-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.26&CDS=1-342, augustus_masked-con_s732-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.29&CDS=1-309	YGR074W, YLR147C
OG0000095	augustus_masked-con_s286-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.44&CDS=1-2748, snap_masked-con_s689-processed-gene-0.29-mRNA-1_1&gene=snap_masked-con_s689-processed-gene-0.29&CDS=1-231	YDR251W, YPL032C
OG0000096	augustus_masked-con_s294-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.6&CDS=1-996	YGR192C, YJL052W, YJR009C
OG0000097	augustus_masked-con_s301-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.8&CDS=1-1671, augustus_masked-con_s71-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.92&CDS=1-1620	YLR343W, YMR307W
OG0000098	augustus_masked-con_s327-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.51&CDS=1-2109, augustus_masked-con_s369-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s369-processed-gene-0.10&CDS=1-2139, genemark-con_s506-processed-gene-0.76-mRNA-1_1&gene=genemark-con_s506-processed-gene-0.76&CDS=1-2175, maker-con_s8-snap-gene-0.18-mRNA-1_1&gene=maker-con_s8-snap-gene-0.18&CDS=1-1785	
OG0000099	augustus_masked-con_s340-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.126&CDS=1-309, augustus_masked-con_s637-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-con_s637-processed-gene-1.52&CDS=1-309	YBR009C, YNL030W
OG0000100	augustus_masked-con_s340-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.127&CDS=1-2373, augustus_masked-con_s726-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.58&CDS=1-1332, augustus_masked-con_s810-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-con_s810-processed-gene-1.101&CDS=1-1233	YBR004C
OG0000101	augustus_masked-con_s345-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.71&CDS=1-1182, augustus_masked-con_s82-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s82-processed-gene-0.46&CDS=1-1089	YGL038C, YJR075W
OG0000102	augustus_masked-con_s345-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.76&CDS=1-3792, augustus_masked-con_s814-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-con_s814-processed-gene-0.63&CDS=1-4830	YIL126W, YOR290C
OG0000103	augustus_masked-con_s348-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s348-processed-gene-0.7&CDS=1-948, augustus_masked-con_s573-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s573-processed-gene-0.3&CDS=1-1278	YDL108W, YPR161C
OG0000104	augustus_masked-con_s364-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s364-processed-gene-0.28&CDS=1-759, augustus_masked-con_s734-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s734-processed-gene-0.1&CDS=1-759	YER062C, YIL053W
OG0000105	augustus_masked-con_s370-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s370-processed-gene-0.10&CDS=1-1359, augustus_masked-con_s62-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-con_s62-processed-gene-1.39&CDS=1-1344	YKL046C, YMR238W
OG0000106	augustus_masked-con_s393-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s393-processed-gene-0.9&CDS=1-246, augustus_masked-con_s412-processed-gene-1.247-mRNA-1_1&gene=augustus_masked-con_s412-processed-gene-1.247&CDS=1-2118, augustus_masked-con_s726-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.50&CDS=1-2394	YOR140W
OG0000107	augustus_masked-con_s403-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s403-processed-gene-0.25&CDS=1-1761, augustus_masked-con_s726-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.136&CDS=1-1770	YDR037W, YNL073W
OG0000108	augustus_masked-con_s412-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s412-processed-gene-0.84&CDS=1-2277, augustus_masked-con_s637-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-con_s637-processed-gene-1.81&CDS=1-1500	YGR052W, YHR082C
OG0000109	augustus_masked-con_s412-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-con_s412-processed-gene-1.268&CDS=1-762, augustus_masked-con_s593-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-con_s593-processed-gene-0.144&CDS=1-762	YFR031C-A, YIL018W
OG0000110	augustus_masked-con_s412-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-con_s412-processed-gene-1.271&CDS=1-774, augustus_masked-con_s593-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-con_s593-processed-gene-0.174&CDS=1-777	YHL033C, YLL045C
OG0000111	augustus_masked-con_s434-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-con_s434-processed-gene-2.66&CDS=1-2382, augustus_masked-con_s468-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-con_s468-processed-gene-0.63&CDS=1-2904	YER017C, YMR089C
OG0000112	augustus_masked-con_s442-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s442-processed-gene-0.48&CDS=1-636, augustus_masked-con_s708-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.191&CDS=1-639	YKR014C, YOR089C
OG0000113	snap_masked-con_s451-processed-gene-0.17-mRNA-1_1&gene=snap_masked-con_s451-processed-gene-0.17&CDS=1-231, snap_masked-con_s661-processed-gene-0.11-mRNA-1_1&gene=snap_masked-con_s661-processed-gene-0.11&CDS=1-1608, snap_masked-con_s726-processed-gene-0.23-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-0.23&CDS=1-273	YDL238C
OG0000114	augustus_masked-con_s804-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s804-processed-gene-0.29&CDS=1-2172, snap_masked-con_s466-processed-gene-0.4-mRNA-1_1&gene=snap_masked-con_s466-processed-gene-0.4&CDS=1-258, snap_masked-con_s467-processed-gene-0.1-mRNA-1_1&gene=snap_masked-con_s467-processed-gene-0.1&CDS=1-258	YKL025C
OG0000115	augustus_masked-con_s468-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s468-processed-gene-0.71&CDS=1-1167, snap_masked-con_s759-processed-gene-0.13-mRNA-1_1&gene=snap_masked-con_s759-processed-gene-0.13&CDS=1-237	YOR390W, YPL279C
OG0000116	augustus_masked-con_s483-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s483-processed-gene-0.0&CDS=1-1095, augustus_masked-con_s80-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s80-processed-gene-0.35&CDS=1-1011	YNL274C, YPL113C
OG0000117	augustus_masked-con_s506-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s506-processed-gene-0.3&CDS=1-780, genemark-con_s506-processed-gene-0.67-mRNA-1_1&gene=genemark-con_s506-processed-gene-0.67&CDS=1-894	YCL036W, YDR514C
OG0000118	augustus_masked-con_s506-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-con_s506-processed-gene-0.50&CDS=1-591, snap_masked-con_s699-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s699-processed-gene-0.15&CDS=1-177	YER067W, YIL057C
OG0000119	augustus_masked-con_s539-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s539-processed-gene-0.19&CDS=1-1005, augustus_masked-con_s662-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.74&CDS=1-1185	YNL283C, YOL105C
OG0000120	augustus_masked-con_s541-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s541-processed-gene-0.20&CDS=1-1077, augustus_masked-con_s75-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-con_s75-processed-gene-1.91&CDS=1-831	YOR036W, YOR106W
OG0000121	augustus_masked-con_s813-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-con_s813-processed-gene-0.40&CDS=1-1188, genemark-con_s546-processed-gene-0.91-mRNA-1_1&gene=genemark-con_s546-processed-gene-0.91&CDS=1-1191	YBR025C, YHL014C
OG0000122	augustus_masked-con_s546-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.110&CDS=1-1095, maker-con_s62-augustus-gene-1.69-mRNA-1_1&gene=maker-con_s62-augustus-gene-1.69&CDS=1-1119	YBR249C, YDR035W
OG0000123	augustus_masked-con_s57-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s57-processed-gene-0.18&CDS=1-996, augustus_masked-con_s795-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s795-processed-gene-0.4&CDS=1-1032	YDR541C, YOL151W
OG0000124	augustus_masked-con_s577-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.32&CDS=1-1083, augustus_masked-con_s590-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.31&CDS=1-1050, augustus_masked-con_s71-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.67&CDS=1-1050	YML131W
OG0000125	genemark-con_s577-processed-gene-0.24-mRNA-1_1&gene=genemark-con_s577-processed-gene-0.24&CDS=1-1098, maker-con_s732-augustus-gene-0.4-mRNA-1_1&gene=maker-con_s732-augustus-gene-0.4&CDS=1-2166	YER107C, YOR026W
OG0000126	augustus_masked-con_s59-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.112&CDS=1-921, augustus_masked-con_s80-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s80-processed-gene-0.22&CDS=1-1617	YDR352W, YOL092W
OG0000127	augustus_masked-con_s590-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.47&CDS=1-651, snap_masked-con_s62-processed-gene-2.63-mRNA-1_1&gene=snap_masked-con_s62-processed-gene-2.63&CDS=1-627	YDR399W, YJR133W
