"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"254",254,254,1060,"OG2665","Node11, Node27, Node51, Node52",4,"YMR080C","Ogataea_polymorpha_Seq_4132,yHMPu5000034885_Ogataea_zsoltii_Seq_3313,Saprochaete_clavata_Seq_308,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5812,yHAB143_Kazachstania_siamensis_Seq_3016,Nakaseomyces_bracarensis_Seq_1070,Nakaseomyces_nivariensis_Seq_1918,Kluyveromyces_marxianus_Seq_1257,Eremothecium_coryli_Seq_2591,Eremothecium_sinecaudum_Seq_2465,yHAB143_Kazachstania_siamensis_Seq_3016,Nakaseomyces_bracarensis_Seq_1070,Nakaseomyces_nivariensis_Seq_1918",4,17,3,0.588235294117647,0.75,10,NA,NA
"255",255,255,1122,"OG2227","Node45, Node68, Node70, Saprochaete_clavata_Seq_5914",4,"YMR189W","yHMPu5000034625_Pichia_kudriavzevii_Seq_2418,Ogataea_polymorpha_Seq_2454,yHMPu5000034885_Ogataea_zsoltii_Seq_2823,yHMPu5000034933_Kuraishia_molischiana_Seq_1088,Candida_auris_Seq_2215,yHMPu5000035662_Meyerozyma_caribbica_Seq_2333,Candida_auris_Seq_2215,yHMPu5000035662_Meyerozyma_caribbica_Seq_2333,Saprochaete_clavata_Seq_5914",4,15,3,0.466666666666667,0.75,7,NA,NA
"256",256,256,1147,"OG3210","Node33, Node35, Node7, Node8",4,"YNR036C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4843,Arxula_adeninivorans_Seq_3866,Saprochaete_clavata_Seq_5247,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3032,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4843,Arxula_adeninivorans_Seq_3866,Ogataea_polymorpha_Seq_4138,yHMPu5000034625_Pichia_kudriavzevii_Seq_1754,yHMPu5000034885_Ogataea_zsoltii_Seq_781,yHMPu5000034625_Pichia_kudriavzevii_Seq_1754,yHMPu5000034885_Ogataea_zsoltii_Seq_781",4,17,2,0.411764705882353,0.5,7,NA,NA
"257",257,257,1166,"OG1333","Arxula_adeninivorans_Seq_1735, Candida_orthopsilosis_Seq_1181, Node24, Node49",4,"YNL241C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6125,Arxula_adeninivorans_Seq_1735,Saprochaete_clavata_Seq_4673,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1841,Candida_auris_Seq_2785,yHMPu5000035662_Meyerozyma_caribbica_Seq_3983,Arxula_adeninivorans_Seq_1735,Candida_orthopsilosis_Seq_1181",4,15,2,0.466666666666667,0.5,7,NA,NA
"258",258,258,1361,"OG1579","Candida_orthopsilosis_Seq_1482, Node68, Node70, Node89",4,"YPL154C","Eremothecium_sinecaudum_Seq_605,Nakaseomyces_bracarensis_Seq_4018,Nakaseomyces_nivariensis_Seq_474,Nakaseomyces_bracarensis_Seq_4018,Nakaseomyces_nivariensis_Seq_474,Ogataea_polymorpha_Seq_3770,yHMPu5000034885_Ogataea_zsoltii_Seq_4140,Candida_orthopsilosis_Seq_1482",4,16,3,0.375,0.75,6,NA,NA
"259",259,259,1365,"OG2113","Arxula_adeninivorans_Seq_902, Node10, Node49, Node72",4,"YCL030C","Saprochaete_clavata_Seq_5474,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6197,yHAB143_Kazachstania_siamensis_Seq_105,Kluyveromyces_marxianus_Seq_1863,Eremothecium_coryli_Seq_345,Eremothecium_sinecaudum_Seq_1274,Nakaseomyces_bracarensis_Seq_3954,Nakaseomyces_nivariensis_Seq_1387,Candida_orthopsilosis_Seq_4318,Candida_auris_Seq_5038,yHMPu5000035662_Meyerozyma_caribbica_Seq_3216,Arxula_adeninivorans_Seq_902",4,16,3,0.75,0.75,12,NA,NA
"260",260,260,1390,"OG1740","Node14, Node15, Node62, Node80",4,"YBR017C","yHAB143_Kazachstania_siamensis_Seq_5175,Nakaseomyces_bracarensis_Seq_2753,Nakaseomyces_nivariensis_Seq_2530,Kluyveromyces_marxianus_Seq_2048,Eremothecium_coryli_Seq_2209,Eremothecium_sinecaudum_Seq_705,yHAB143_Kazachstania_siamensis_Seq_5175,Nakaseomyces_bracarensis_Seq_2753,Nakaseomyces_nivariensis_Seq_2530,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1465,Arxula_adeninivorans_Seq_215,yHMPu5000034933_Kuraishia_molischiana_Seq_1165,Ogataea_polymorpha_Seq_2167,yHMPu5000034885_Ogataea_zsoltii_Seq_1958",4,17,3,0.647058823529412,0.75,11,NA,NA
"261",261,261,1501,"OG1806","Node1, Node15, Node3, Node61",4,"YJR132W","yHMPu5000034933_Kuraishia_molischiana_Seq_4689,yHMPu5000034625_Pichia_kudriavzevii_Seq_2266,Ogataea_polymorpha_Seq_3420,yHMPu5000034885_Ogataea_zsoltii_Seq_4333,yHMPu5000034625_Pichia_kudriavzevii_Seq_2266,Ogataea_polymorpha_Seq_3420,yHMPu5000034885_Ogataea_zsoltii_Seq_4333,Saprochaete_clavata_Seq_3129,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2386,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1010,Arxula_adeninivorans_Seq_5824,yHAB143_Kazachstania_siamensis_Seq_2962,Nakaseomyces_bracarensis_Seq_4183,Nakaseomyces_nivariensis_Seq_3445",4,17,3,0.647058823529412,0.75,11,NA,NA
"262",262,262,1524,"OG1420","Node37, Node39, Node51, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2871",4,"YIL105C","yHMPu5000034933_Kuraishia_molischiana_Seq_3332,Ogataea_polymorpha_Seq_2855,yHMPu5000034885_Ogataea_zsoltii_Seq_1937,Ogataea_polymorpha_Seq_2855,yHMPu5000034885_Ogataea_zsoltii_Seq_1937,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2871,Arxula_adeninivorans_Seq_5492,Saprochaete_clavata_Seq_1667,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5976,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2871",4,16,2,0.4375,0.5,7,NA,NA
"263",263,263,1526,"OG3837","Nakaseomyces_bracarensis_Seq_1837, Node18, Node34, Node35",4,"YER055C","Nakaseomyces_bracarensis_Seq_1837,Nakaseomyces_nivariensis_Seq_3599,Kluyveromyces_marxianus_Seq_541,Eremothecium_coryli_Seq_1359,Eremothecium_sinecaudum_Seq_2771,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1647,Arxula_adeninivorans_Seq_4185,Saprochaete_clavata_Seq_3639,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5518,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1647,Arxula_adeninivorans_Seq_4185,Nakaseomyces_bracarensis_Seq_1837",4,13,2,0.692307692307692,0.5,9,NA,NA
"264",264,264,1610,"OG1828","Node6, Node79, Node80, yHAB143_Kazachstania_siamensis_Seq_3660",4,"YOR291W","Saprochaete_clavata_Seq_5545,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2326,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1087,Arxula_adeninivorans_Seq_1790,yHAB143_Kazachstania_siamensis_Seq_3660,Nakaseomyces_bracarensis_Seq_2002,Nakaseomyces_nivariensis_Seq_4945,Kluyveromyces_marxianus_Seq_4858,Eremothecium_coryli_Seq_3653,Eremothecium_sinecaudum_Seq_1445,yHAB143_Kazachstania_siamensis_Seq_3660,Nakaseomyces_bracarensis_Seq_2002,Nakaseomyces_nivariensis_Seq_4945,yHAB143_Kazachstania_siamensis_Seq_3660",4,17,2,0.588235294117647,0.5,10,NA,NA
"265",265,265,1726,"OG2085","Node39, Node40, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2618, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5310",4,"YPL093W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2618,Arxula_adeninivorans_Seq_4202,Saprochaete_clavata_Seq_3909,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5310,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2618,Arxula_adeninivorans_Seq_4202,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2618,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5310",4,17,1,0.235294117647059,0.25,4,NA,NA
"266",266,266,1798,"OG5490","Eremothecium_sinecaudum_Seq_674, Kluyveromyces_marxianus_Seq_1040, Node34, Node41",4,"YML120C","Kluyveromyces_marxianus_Seq_1040,Eremothecium_coryli_Seq_1846,Eremothecium_sinecaudum_Seq_674,Nakaseomyces_bracarensis_Seq_860,Nakaseomyces_nivariensis_Seq_786,Eremothecium_sinecaudum_Seq_674,Kluyveromyces_marxianus_Seq_1040",4,6,1,0.833333333333333,0.25,5,NA,NA
"267",267,267,1828,"OG1632","Arxula_adeninivorans_Seq_5384, Node35, Node60, Node76",4,"YNL132W","Kluyveromyces_marxianus_Seq_4229,Eremothecium_coryli_Seq_66,Eremothecium_sinecaudum_Seq_1475,yHMPu5000034625_Pichia_kudriavzevii_Seq_5198,Ogataea_polymorpha_Seq_555,yHMPu5000034885_Ogataea_zsoltii_Seq_959,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5531,Arxula_adeninivorans_Seq_5384,Arxula_adeninivorans_Seq_5384",4,17,3,0.470588235294118,0.75,8,NA,NA
"268",268,268,1870,"OG1642","Node45, Node48, Node58, Node71",4,"YKL210W","Eremothecium_coryli_Seq_1256,Eremothecium_sinecaudum_Seq_2648,yHAB143_Kazachstania_siamensis_Seq_3008,Nakaseomyces_bracarensis_Seq_1441,Nakaseomyces_nivariensis_Seq_9,Candida_auris_Seq_4687,yHMPu5000035662_Meyerozyma_caribbica_Seq_4631,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1156,Arxula_adeninivorans_Seq_78",4,17,3,0.529411764705882,0.75,9,NA,NA
"269",269,269,1908,"OG1911","Node38, Node39, Node4, Node5",4,"YNL102W","yHAB143_Kazachstania_siamensis_Seq_4563,Nakaseomyces_bracarensis_Seq_5222,Nakaseomyces_nivariensis_Seq_3277,Kluyveromyces_marxianus_Seq_4276,Eremothecium_coryli_Seq_3548,Eremothecium_sinecaudum_Seq_197,yHAB143_Kazachstania_siamensis_Seq_4563,Nakaseomyces_bracarensis_Seq_5222,Nakaseomyces_nivariensis_Seq_3277,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1039,Arxula_adeninivorans_Seq_3883,Saprochaete_clavata_Seq_4350,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1718,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1039,Arxula_adeninivorans_Seq_3883",4,17,2,0.588235294117647,0.5,10,NA,NA
"270",270,270,1930,"OG1188","Candida_auris_Seq_1183, Node32, Node43, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1703",4,"YHR203C","Arxula_adeninivorans_Seq_4296,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4070,Kluyveromyces_marxianus_Seq_5049,Eremothecium_coryli_Seq_4279,Eremothecium_sinecaudum_Seq_1831,Nakaseomyces_nivariensis_Seq_1916,yHAB143_Kazachstania_siamensis_Seq_489,Candida_auris_Seq_1183,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1703",4,14,3,0.642857142857143,0.75,9,NA,NA
"271",271,271,1948,"OG2399","Node21, Node42, yHMPu5000034625_Pichia_kudriavzevii_Seq_2327, yHMPu5000034933_Kuraishia_molischiana_Seq_4171",4,"YGL068W","Ogataea_polymorpha_Seq_1614,yHMPu5000034885_Ogataea_zsoltii_Seq_3416,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5250,Arxula_adeninivorans_Seq_4139,yHMPu5000034625_Pichia_kudriavzevii_Seq_2327,yHMPu5000034933_Kuraishia_molischiana_Seq_4171",4,16,2,0.375,0.5,6,NA,NA
"272",272,272,1955,"OG3832","Node52, Node56, Node57, Node64",4,"YOR273C","Ogataea_polymorpha_Seq_3987,yHMPu5000034625_Pichia_kudriavzevii_Seq_2445,yHAB143_Kazachstania_siamensis_Seq_2481,Nakaseomyces_bracarensis_Seq_284,Nakaseomyces_nivariensis_Seq_4199,Kluyveromyces_marxianus_Seq_4687,Eremothecium_coryli_Seq_2722,Eremothecium_sinecaudum_Seq_3425,yHAB143_Kazachstania_siamensis_Seq_2481,Nakaseomyces_bracarensis_Seq_284,Nakaseomyces_nivariensis_Seq_4199,Eremothecium_coryli_Seq_2722,Eremothecium_sinecaudum_Seq_3425",4,14,2,0.571428571428571,0.5,8,NA,NA
"273",273,273,1975,"OG1980","Node2, Node3, Node70, Node8",4,"YHL016C","yHAB143_Kazachstania_siamensis_Seq_3861,Nakaseomyces_bracarensis_Seq_4236,Nakaseomyces_nivariensis_Seq_4988,Kluyveromyces_marxianus_Seq_972,Eremothecium_coryli_Seq_291,yHAB143_Kazachstania_siamensis_Seq_3861,Nakaseomyces_bracarensis_Seq_4236,Nakaseomyces_nivariensis_Seq_4988,Kluyveromyces_marxianus_Seq_972,Eremothecium_coryli_Seq_291,Candida_orthopsilosis_Seq_4417,Candida_auris_Seq_4336,yHMPu5000035662_Meyerozyma_caribbica_Seq_4756",4,15,2,0.533333333333333,0.5,8,NA,NA
"274",274,274,2021,"OG1762","Node11, Node27, Node30, Node32",4,"YDL058W","yHAB143_Kazachstania_siamensis_Seq_4868,Nakaseomyces_bracarensis_Seq_1674,Nakaseomyces_nivariensis_Seq_2102,Kluyveromyces_marxianus_Seq_4225,Eremothecium_coryli_Seq_3785,Eremothecium_sinecaudum_Seq_2893,yHMPu5000035662_Meyerozyma_caribbica_Seq_4038,Candida_orthopsilosis_Seq_1597,yHMPu5000034933_Kuraishia_molischiana_Seq_1040,yHMPu5000034625_Pichia_kudriavzevii_Seq_1284,Ogataea_polymorpha_Seq_2609,yHMPu5000034885_Ogataea_zsoltii_Seq_4421,yHMPu5000034625_Pichia_kudriavzevii_Seq_1284,Ogataea_polymorpha_Seq_2609,yHMPu5000034885_Ogataea_zsoltii_Seq_4421",4,15,3,0.8,0.75,12,NA,NA
"275",275,275,2041,"OG2080","Node13, Node15, Node17, Node24",4,"YPL063W","yHMPu5000034933_Kuraishia_molischiana_Seq_5272,yHMPu5000034625_Pichia_kudriavzevii_Seq_1011,Ogataea_polymorpha_Seq_926,yHMPu5000034885_Ogataea_zsoltii_Seq_4825,yHMPu5000034625_Pichia_kudriavzevii_Seq_1011,Ogataea_polymorpha_Seq_926,yHMPu5000034885_Ogataea_zsoltii_Seq_4825,Ogataea_polymorpha_Seq_926,yHMPu5000034885_Ogataea_zsoltii_Seq_4825,Candida_orthopsilosis_Seq_952,Candida_auris_Seq_2039,yHMPu5000035662_Meyerozyma_caribbica_Seq_3493",4,17,2,0.411764705882353,0.5,7,NA,NA
"276",276,276,2103,"OG3780","Node56, Node68, Saprochaete_clavata_Seq_1292, yHMPu5000034933_Kuraishia_molischiana_Seq_5344",4,"YOR061W","yHMPu5000035662_Meyerozyma_caribbica_Seq_4927,Candida_auris_Seq_1865,Candida_orthopsilosis_Seq_955,Arxula_adeninivorans_Seq_1356,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3590,Saprochaete_clavata_Seq_1292,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5132,Saprochaete_clavata_Seq_1292,yHMPu5000034933_Kuraishia_molischiana_Seq_5344",4,17,3,0.470588235294118,0.75,8,NA,NA
"277",277,277,2104,"OG1137","Candida_orthopsilosis_Seq_2518, Node45, Node50, Node72",4,"YDL022W","Candida_auris_Seq_2520,yHMPu5000035662_Meyerozyma_caribbica_Seq_4047,yHMPu5000034933_Kuraishia_molischiana_Seq_1054,Ogataea_polymorpha_Seq_544,yHMPu5000034885_Ogataea_zsoltii_Seq_3575,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5769,Arxula_adeninivorans_Seq_1362,Candida_orthopsilosis_Seq_2518",4,14,3,0.571428571428571,0.75,8,NA,NA
"278",278,278,2198,"OG2930","Node29, Node35, Node37, yHMPu5000034933_Kuraishia_molischiana_Seq_2224",4,"YCL018W","Ogataea_polymorpha_Seq_2493,yHMPu5000034885_Ogataea_zsoltii_Seq_2184,yHMPu5000034933_Kuraishia_molischiana_Seq_2224,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6180,Arxula_adeninivorans_Seq_2000,Saprochaete_clavata_Seq_76,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4166,Arxula_adeninivorans_Seq_2000,Saprochaete_clavata_Seq_76,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4166,yHMPu5000034933_Kuraishia_molischiana_Seq_2224",4,17,2,0.411764705882353,0.5,7,NA,NA
"279",279,279,2217,"OG1968","Node30, Node40, Node6, Node86",4,"YDL001W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1554,Arxula_adeninivorans_Seq_4166,Saprochaete_clavata_Seq_9,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1749,yHMPu5000034625_Pichia_kudriavzevii_Seq_2288,Ogataea_polymorpha_Seq_1154,yHMPu5000034885_Ogataea_zsoltii_Seq_2121,Candida_orthopsilosis_Seq_4090,Candida_auris_Seq_3922,yHMPu5000035662_Meyerozyma_caribbica_Seq_3410,Eremothecium_coryli_Seq_82,Eremothecium_sinecaudum_Seq_2843",4,17,4,0.705882352941177,1,12,NA,NA
"280",280,280,2243,"OG1777","Node3, Node47, Node48, Node58",4,"YLR410W","yHMPu5000034625_Pichia_kudriavzevii_Seq_906,Ogataea_polymorpha_Seq_2438,yHMPu5000034885_Ogataea_zsoltii_Seq_3732,yHAB143_Kazachstania_siamensis_Seq_4691,Nakaseomyces_bracarensis_Seq_2707,Nakaseomyces_nivariensis_Seq_2014,Kluyveromyces_marxianus_Seq_994,Eremothecium_coryli_Seq_3814,Eremothecium_sinecaudum_Seq_3791,yHAB143_Kazachstania_siamensis_Seq_4691,Nakaseomyces_bracarensis_Seq_2707,Nakaseomyces_nivariensis_Seq_2014,Candida_orthopsilosis_Seq_3892,Candida_auris_Seq_1148,yHMPu5000035662_Meyerozyma_caribbica_Seq_2704",4,17,3,0.705882352941177,0.75,12,NA,NA
"281",281,281,2245,"OG1918","Node12, Node40, Node52, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3574",4,"YLR401C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3574,Arxula_adeninivorans_Seq_5639,Saprochaete_clavata_Seq_5074,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5641,Kluyveromyces_marxianus_Seq_2727,Eremothecium_coryli_Seq_4014,Eremothecium_sinecaudum_Seq_4250,Candida_auris_Seq_4277,Candida_orthopsilosis_Seq_2028,yHMPu5000035662_Meyerozyma_caribbica_Seq_4099,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3574",4,17,3,0.588235294117647,0.75,10,NA,NA
"282",282,282,2317,"OG1679","Node52, Node78, Node79, yHMPu5000034933_Kuraishia_molischiana_Seq_444",4,"YLR305C","Ogataea_polymorpha_Seq_2808,yHMPu5000034885_Ogataea_zsoltii_Seq_2007,yHAB143_Kazachstania_siamensis_Seq_644,Nakaseomyces_bracarensis_Seq_3259,Nakaseomyces_nivariensis_Seq_2502,Kluyveromyces_marxianus_Seq_4790,Eremothecium_coryli_Seq_3822,Eremothecium_sinecaudum_Seq_1052,yHAB143_Kazachstania_siamensis_Seq_644,Nakaseomyces_bracarensis_Seq_3259,Nakaseomyces_nivariensis_Seq_2502,yHMPu5000034933_Kuraishia_molischiana_Seq_444",4,17,2,0.529411764705882,0.5,9,NA,NA
"283",283,283,2352,"OG1848","Node10, Node12, Node5, Node74",4,"YPL012W","yHMPu5000035662_Meyerozyma_caribbica_Seq_3859,Candida_auris_Seq_754,Candida_orthopsilosis_Seq_1151,yHMPu5000034933_Kuraishia_molischiana_Seq_4530,yHMPu5000034625_Pichia_kudriavzevii_Seq_3633,Ogataea_polymorpha_Seq_257,yHMPu5000034885_Ogataea_zsoltii_Seq_1662,yHMPu5000034625_Pichia_kudriavzevii_Seq_3633,Ogataea_polymorpha_Seq_257,yHMPu5000034885_Ogataea_zsoltii_Seq_1662,yHAB143_Kazachstania_siamensis_Seq_896,Nakaseomyces_bracarensis_Seq_4665,Nakaseomyces_nivariensis_Seq_4550,Kluyveromyces_marxianus_Seq_1758,Eremothecium_coryli_Seq_3921,Eremothecium_sinecaudum_Seq_1927",4,17,3,0.764705882352941,0.75,13,NA,NA
"284",284,284,2367,"OG3774","Node18, Node62, Node87, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2560",4,"YNR043W","Kluyveromyces_marxianus_Seq_3638,Eremothecium_coryli_Seq_1852,Eremothecium_sinecaudum_Seq_3753,Saprochaete_clavata_Seq_6544,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2560,Candida_orthopsilosis_Seq_4410,yHMPu5000034625_Pichia_kudriavzevii_Seq_3988,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2560",4,14,4,0.5,1,7,NA,NA
"285",285,285,2385,"OG1298","Node19, Node22, Node41, yHMPu5000034625_Pichia_kudriavzevii_Seq_2021",4,"YLR300W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2683,Arxula_adeninivorans_Seq_1612,Saprochaete_clavata_Seq_1137,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3856,Nakaseomyces_bracarensis_Seq_165,Nakaseomyces_nivariensis_Seq_36,yHMPu5000034625_Pichia_kudriavzevii_Seq_2021",4,16,3,0.4375,0.75,7,NA,NA
"286",286,286,2517,"OG3058","Node22, Node28, Node45, Node46",4,"YDL112W","Kluyveromyces_marxianus_Seq_847,Eremothecium_coryli_Seq_2459,Eremothecium_sinecaudum_Seq_2149,yHAB143_Kazachstania_siamensis_Seq_2376,Nakaseomyces_bracarensis_Seq_2847,Nakaseomyces_nivariensis_Seq_456,yHAB143_Kazachstania_siamensis_Seq_2376,Nakaseomyces_bracarensis_Seq_2847,Nakaseomyces_nivariensis_Seq_456,Saprochaete_clavata_Seq_4928,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3425,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1386,Arxula_adeninivorans_Seq_1161,Saprochaete_clavata_Seq_4928,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3425",4,15,2,0.666666666666667,0.5,10,NA,NA
"287",287,287,2523,"OG1880","Node12, Node15, Node71, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1394",4,"YER003C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1394,Arxula_adeninivorans_Seq_2906,yHMPu5000034933_Kuraishia_molischiana_Seq_5452,Ogataea_polymorpha_Seq_4106,yHMPu5000034885_Ogataea_zsoltii_Seq_4602,Nakaseomyces_bracarensis_Seq_1846,Nakaseomyces_nivariensis_Seq_2489,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1394",4,16,3,0.4375,0.75,7,NA,NA
"288",288,288,2554,"OG2264","Node50, Node69, Node70, Node89",4,"YKL135C","Candida_orthopsilosis_Seq_4394,Candida_auris_Seq_2932,yHMPu5000035662_Meyerozyma_caribbica_Seq_3972,yHAB143_Kazachstania_siamensis_Seq_4198,Nakaseomyces_bracarensis_Seq_5241,Nakaseomyces_nivariensis_Seq_3561,Kluyveromyces_marxianus_Seq_3394,Eremothecium_coryli_Seq_2279,Eremothecium_sinecaudum_Seq_313,yHAB143_Kazachstania_siamensis_Seq_4198,Nakaseomyces_bracarensis_Seq_5241,Nakaseomyces_nivariensis_Seq_3561,yHMPu5000034625_Pichia_kudriavzevii_Seq_4533,yHMPu5000034933_Kuraishia_molischiana_Seq_1972,Ogataea_polymorpha_Seq_3533,yHMPu5000034885_Ogataea_zsoltii_Seq_4430",4,17,3,0.764705882352941,0.75,13,NA,NA
"289",289,289,2572,"OG1525","Node18, Node36, Node38, Node42",4,"YER069W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4119,Arxula_adeninivorans_Seq_5430,yHMPu5000034933_Kuraishia_molischiana_Seq_1812,Ogataea_polymorpha_Seq_2279,yHMPu5000034885_Ogataea_zsoltii_Seq_3706,Ogataea_polymorpha_Seq_2279,yHMPu5000034885_Ogataea_zsoltii_Seq_3706,Candida_orthopsilosis_Seq_1332,Candida_auris_Seq_3398,yHMPu5000035662_Meyerozyma_caribbica_Seq_3337",4,17,3,0.470588235294118,0.75,8,NA,NA
"290",290,290,2585,"OG2839","Node57, Node59, Node68, Node76",4,"YJR068W","yHMPu5000034933_Kuraishia_molischiana_Seq_711,Ogataea_polymorpha_Seq_2880,yHMPu5000034885_Ogataea_zsoltii_Seq_1359,Ogataea_polymorpha_Seq_2880,yHMPu5000034885_Ogataea_zsoltii_Seq_1359,Saprochaete_clavata_Seq_3152,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2000,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4758,Arxula_adeninivorans_Seq_798",4,16,2,0.4375,0.5,7,NA,NA
"291",291,291,2653,"OG3108","Node37, Node62, Node63, Node70",4,"YKL211C","Eremothecium_coryli_Seq_2438,Eremothecium_sinecaudum_Seq_3907,yHAB143_Kazachstania_siamensis_Seq_1899,Kluyveromyces_marxianus_Seq_1908,Nakaseomyces_bracarensis_Seq_3077,Nakaseomyces_nivariensis_Seq_865,yHMPu5000034933_Kuraishia_molischiana_Seq_4365,yHMPu5000034625_Pichia_kudriavzevii_Seq_261,Ogataea_polymorpha_Seq_1129,yHMPu5000034885_Ogataea_zsoltii_Seq_3015,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3384,Arxula_adeninivorans_Seq_2373,yHMPu5000034933_Kuraishia_molischiana_Seq_4365,yHMPu5000034625_Pichia_kudriavzevii_Seq_261,Ogataea_polymorpha_Seq_1129,yHMPu5000034885_Ogataea_zsoltii_Seq_3015,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3384,Arxula_adeninivorans_Seq_2373",4,16,3,0.75,0.75,12,NA,NA
"292",292,292,2666,"OG3185","Arxula_adeninivorans_Seq_1716, Candida_orthopsilosis_Seq_3750, Node55, Node8",4,"YHR008C","Candida_auris_Seq_4448,yHMPu5000035662_Meyerozyma_caribbica_Seq_586,Nakaseomyces_bracarensis_Seq_4960,Nakaseomyces_nivariensis_Seq_4743,Arxula_adeninivorans_Seq_1716,Candida_orthopsilosis_Seq_3750",4,16,3,0.375,0.75,6,NA,NA
"293",293,293,2716,"OG1481","Node15, Node82, Node87, yHAB143_Kazachstania_siamensis_Seq_2066",4,"YOR312C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4688,Arxula_adeninivorans_Seq_3016,Kluyveromyces_marxianus_Seq_3283,Eremothecium_coryli_Seq_416,Eremothecium_sinecaudum_Seq_3638,yHAB143_Kazachstania_siamensis_Seq_2066,Nakaseomyces_bracarensis_Seq_2487,Nakaseomyces_nivariensis_Seq_911,yHAB143_Kazachstania_siamensis_Seq_2066",4,16,2,0.5,0.5,8,NA,NA
"294",294,294,2808,"OG4585","Kluyveromyces_marxianus_Seq_2801, Node6, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5083, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4789",4,"YHR010W","Candida_orthopsilosis_Seq_4300,yHMPu5000035662_Meyerozyma_caribbica_Seq_184,Kluyveromyces_marxianus_Seq_2801,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5083,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4789",4,12,3,0.416666666666667,0.75,5,NA,NA
