"","...1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","Select_species","species_select_ratio","clade_select_ratio","X1","site_pvalue_0.1","site_pvalue_0.05"
"94",100,100,2698,"OG1300","Arxula_adeninivorans_Seq_5147, Kluyveromyces_marxianus_Seq_179, Node35, Node6, Node60, Node64, Ogataea_polymorpha_Seq_873, yHMPu5000034885_Ogataea_zsoltii_Seq_2910",8,"YBR078W","yHMPu5000035662_Meyerozyma_caribbica_Seq_1654,Candida_auris_Seq_2769,Candida_orthopsilosis_Seq_145,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5476,Saprochaete_clavata_Seq_4325,Eremothecium_coryli_Seq_2124,Eremothecium_sinecaudum_Seq_1885,Kluyveromyces_marxianus_Seq_179,Nakaseomyces_nivariensis_Seq_2281,yHAB143_Kazachstania_siamensis_Seq_4578,Kluyveromyces_marxianus_Seq_179,Nakaseomyces_nivariensis_Seq_2281,yHAB143_Kazachstania_siamensis_Seq_4578,Arxula_adeninivorans_Seq_5147,Kluyveromyces_marxianus_Seq_179,Ogataea_polymorpha_Seq_873,yHMPu5000034885_Ogataea_zsoltii_Seq_2910",4,16,4,13,0.8125,1,75,1,0
"95",101,101,2818,"OG1804","Arxula_adeninivorans_Seq_1871, Candida_auris_Seq_2648, Node18, Node22, Node47, Node90, Node93, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1654",8,"YBR143C","Candida_auris_Seq_2648,yHMPu5000035662_Meyerozyma_caribbica_Seq_3029,Ogataea_polymorpha_Seq_1723,yHMPu5000034885_Ogataea_zsoltii_Seq_1295,Arxula_adeninivorans_Seq_1871,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1681,Eremothecium_coryli_Seq_3457,Eremothecium_sinecaudum_Seq_929,Nakaseomyces_bracarensis_Seq_4748,Nakaseomyces_nivariensis_Seq_1289,Arxula_adeninivorans_Seq_1871,Candida_auris_Seq_2648,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1654",4,17,4,11.000000008,0.647058824,1,166,0,0
"96",102,102,3001,"OG1384","Arxula_adeninivorans_Seq_461, Candida_auris_Seq_2293, Kluyveromyces_marxianus_Seq_1804, Nakaseomyces_bracarensis_Seq_4108, Node1, Node32, Node39, yHMPu5000034625_Pichia_kudriavzevii_Seq_3319",8,"YNL066W","yHAB143_Kazachstania_siamensis_Seq_4066,Nakaseomyces_bracarensis_Seq_4108,Kluyveromyces_marxianus_Seq_1804,Eremothecium_sinecaudum_Seq_1465,Eremothecium_coryli_Seq_1817,Saprochaete_clavata_Seq_2030,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1468,yHMPu5000034933_Kuraishia_molischiana_Seq_2871,yHMPu5000034885_Ogataea_zsoltii_Seq_4868,Arxula_adeninivorans_Seq_461,Candida_auris_Seq_2293,Kluyveromyces_marxianus_Seq_1804,Nakaseomyces_bracarensis_Seq_4108,yHMPu5000034625_Pichia_kudriavzevii_Seq_3319",4,15,4,12,0.8,1,169,4,2
"97",103,103,3005,"OG1545","Node30, Node31, Node36, Node47, Node48, Node72, Node89, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3368",8,"YGL206C","yHAB143_Kazachstania_siamensis_Seq_3824,Nakaseomyces_bracarensis_Seq_60,Nakaseomyces_nivariensis_Seq_4937,Kluyveromyces_marxianus_Seq_2604,Eremothecium_coryli_Seq_3929,Eremothecium_sinecaudum_Seq_834,yHAB143_Kazachstania_siamensis_Seq_3824,Nakaseomyces_bracarensis_Seq_60,Nakaseomyces_nivariensis_Seq_4937,Kluyveromyces_marxianus_Seq_2604,Eremothecium_coryli_Seq_3929,Eremothecium_sinecaudum_Seq_834,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3368,Arxula_adeninivorans_Seq_4016,Saprochaete_clavata_Seq_2681,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6521,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3368,Arxula_adeninivorans_Seq_4016,Candida_orthopsilosis_Seq_2703,Candida_auris_Seq_1177,yHMPu5000035662_Meyerozyma_caribbica_Seq_4267,yHMPu5000034625_Pichia_kudriavzevii_Seq_4417,Ogataea_polymorpha_Seq_4185,yHMPu5000034885_Ogataea_zsoltii_Seq_2710,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3368",4,17,4,16.000000007,0.941176471,1,180,0,0
"98",104,104,3177,"OG1843","Arxula_adeninivorans_Seq_4261, Kluyveromyces_marxianus_Seq_1712, Node36, Node5, Node58, Node61, Node63, yHAB143_Kazachstania_siamensis_Seq_504",8,"YDR023W","Ogataea_polymorpha_Seq_2508,yHMPu5000034885_Ogataea_zsoltii_Seq_2754,Candida_auris_Seq_1643,yHMPu5000035662_Meyerozyma_caribbica_Seq_1304,yHAB143_Kazachstania_siamensis_Seq_504,Kluyveromyces_marxianus_Seq_1712,Eremothecium_coryli_Seq_2980,Eremothecium_sinecaudum_Seq_563,Nakaseomyces_bracarensis_Seq_3418,Nakaseomyces_nivariensis_Seq_1218,Kluyveromyces_marxianus_Seq_1712,Eremothecium_coryli_Seq_2980,Eremothecium_sinecaudum_Seq_563,Eremothecium_coryli_Seq_2980,Eremothecium_sinecaudum_Seq_563,Arxula_adeninivorans_Seq_4261,Kluyveromyces_marxianus_Seq_1712,yHAB143_Kazachstania_siamensis_Seq_504",4,17,4,11.000000008,0.647058824,1,73,0,0
"99",105,105,3280,"OG1322","Arxula_adeninivorans_Seq_4681, Kluyveromyces_marxianus_Seq_929, Node23, Node27, Node33, Node39, Node46, yHAB143_Kazachstania_siamensis_Seq_3687",8,"YLR028C","yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7766,Saprochaete_clavata_Seq_6082,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2081,Arxula_adeninivorans_Seq_4681,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2081,Arxula_adeninivorans_Seq_4681,Ogataea_polymorpha_Seq_1570,yHMPu5000034885_Ogataea_zsoltii_Seq_2682,Kluyveromyces_marxianus_Seq_929,Eremothecium_coryli_Seq_3988,Nakaseomyces_bracarensis_Seq_941,Nakaseomyces_nivariensis_Seq_138,Candida_orthopsilosis_Seq_1025,yHMPu5000034625_Pichia_kudriavzevii_Seq_2732,Arxula_adeninivorans_Seq_4681,Kluyveromyces_marxianus_Seq_929,yHAB143_Kazachstania_siamensis_Seq_3687",4,16,4,13,0.8125,1,143,0,0
"100",106,106,3407,"OG1639","Nakaseomyces_nivariensis_Seq_1670, Node16, Node19, Node24, Node55, Node86, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_580, yHMPu5000035662_Meyerozyma_caribbica_Seq_4615",8,"YNL055C","Kluyveromyces_marxianus_Seq_2488,yHAB143_Kazachstania_siamensis_Seq_2156,Nakaseomyces_bracarensis_Seq_4955,Nakaseomyces_nivariensis_Seq_1670,Eremothecium_coryli_Seq_3728,Eremothecium_sinecaudum_Seq_164,yHAB143_Kazachstania_siamensis_Seq_2156,Nakaseomyces_bracarensis_Seq_4955,Nakaseomyces_nivariensis_Seq_1670,Eremothecium_coryli_Seq_3728,Eremothecium_sinecaudum_Seq_164,Candida_auris_Seq_5079,yHMPu5000035662_Meyerozyma_caribbica_Seq_4615,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_580,Arxula_adeninivorans_Seq_2308,Nakaseomyces_nivariensis_Seq_1670,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_580,yHMPu5000035662_Meyerozyma_caribbica_Seq_4615",4,16,3,10,0.625,0.75,29,0,0
"101",107,107,3467,"OG2526","Kluyveromyces_marxianus_Seq_2566, Node17, Node23, Node25, Node66, Node67, yHMPu5000034625_Pichia_kudriavzevii_Seq_4806, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6854",8,"YHR064C","Kluyveromyces_marxianus_Seq_2566,Eremothecium_coryli_Seq_3464,Eremothecium_sinecaudum_Seq_2811,yHAB143_Kazachstania_siamensis_Seq_958,Nakaseomyces_bracarensis_Seq_2640,Nakaseomyces_nivariensis_Seq_3932,yHAB143_Kazachstania_siamensis_Seq_958,Nakaseomyces_bracarensis_Seq_2640,Nakaseomyces_nivariensis_Seq_3932,Nakaseomyces_bracarensis_Seq_2640,Nakaseomyces_nivariensis_Seq_3932,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4995,Arxula_adeninivorans_Seq_1437,Saprochaete_clavata_Seq_2288,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6854,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4995,Arxula_adeninivorans_Seq_1437,Kluyveromyces_marxianus_Seq_2566,yHMPu5000034625_Pichia_kudriavzevii_Seq_4806,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6854",4,15,3,10.999999995,0.733333333,0.75,6,0,0
"102",108,108,3500,"OG2006","Candida_auris_Seq_3656, Node11, Node46, Node48, Node76, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2369, yHMPu5000034933_Kuraishia_molischiana_Seq_3424, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_518",8,"YPR191W","Candida_orthopsilosis_Seq_3315,Candida_auris_Seq_3656,yHMPu5000035662_Meyerozyma_caribbica_Seq_1351,yHMPu5000034933_Kuraishia_molischiana_Seq_3424,Ogataea_polymorpha_Seq_3097,yHMPu5000034885_Ogataea_zsoltii_Seq_2654,Ogataea_polymorpha_Seq_3097,yHMPu5000034885_Ogataea_zsoltii_Seq_2654,Nakaseomyces_bracarensis_Seq_2476,Nakaseomyces_nivariensis_Seq_2666,Candida_auris_Seq_3656,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2369,yHMPu5000034933_Kuraishia_molischiana_Seq_3424,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_518",4,16,4,10,0.625,1,119,1,0
"103",109,109,3978,"OG1671","Node31, Node34, Node7, Node80, Node83, yHAB143_Kazachstania_siamensis_Seq_5026, yHMPu5000034625_Pichia_kudriavzevii_Seq_2011, yHMPu5000034885_Ogataea_zsoltii_Seq_3682",8,"YKL035W","Candida_auris_Seq_4631,yHMPu5000035662_Meyerozyma_caribbica_Seq_4793,Saprochaete_clavata_Seq_812,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1444,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4691,Arxula_adeninivorans_Seq_5142,Nakaseomyces_bracarensis_Seq_3470,Nakaseomyces_nivariensis_Seq_4274,Kluyveromyces_marxianus_Seq_2842,Eremothecium_coryli_Seq_764,Eremothecium_sinecaudum_Seq_1,yHAB143_Kazachstania_siamensis_Seq_5026,yHMPu5000034625_Pichia_kudriavzevii_Seq_2011,yHMPu5000034885_Ogataea_zsoltii_Seq_3682",4,16,4,14,0.875,1,63,0,0
"104",110,110,4034,"OG1589","Node1, Node17, Node29, Node73, yHAB143_Kazachstania_siamensis_Seq_2656, yHMPu5000034625_Pichia_kudriavzevii_Seq_1528, yHMPu5000034933_Kuraishia_molischiana_Seq_4613, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7096",8,"YDL171C","Arxula_adeninivorans_Seq_800,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3217,Candida_orthopsilosis_Seq_4256,Candida_auris_Seq_2539,yHMPu5000035662_Meyerozyma_caribbica_Seq_1575,Nakaseomyces_bracarensis_Seq_2325,Nakaseomyces_nivariensis_Seq_2028,Ogataea_polymorpha_Seq_2506,yHMPu5000034885_Ogataea_zsoltii_Seq_1322,yHAB143_Kazachstania_siamensis_Seq_2656,yHMPu5000034625_Pichia_kudriavzevii_Seq_1528,yHMPu5000034933_Kuraishia_molischiana_Seq_4613,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7096",4,17,4,12.999999994,0.764705882,1,4,2,0
"105",111,111,4172,"OG2365","Node2, Node21, Node79, Node82, yHAB143_Kazachstania_siamensis_Seq_4491, yHMPu5000034625_Pichia_kudriavzevii_Seq_2118, yHMPu5000034885_Ogataea_zsoltii_Seq_1016, yHMPu5000034933_Kuraishia_molischiana_Seq_1017",8,"YJR010W","Candida_orthopsilosis_Seq_2297,Candida_auris_Seq_1475,yHMPu5000035662_Meyerozyma_caribbica_Seq_4215,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4075,Arxula_adeninivorans_Seq_4972,Saprochaete_clavata_Seq_3313,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8304,yHAB143_Kazachstania_siamensis_Seq_4491,Nakaseomyces_bracarensis_Seq_2571,Nakaseomyces_nivariensis_Seq_1050,Kluyveromyces_marxianus_Seq_2256,Eremothecium_coryli_Seq_4082,Eremothecium_sinecaudum_Seq_2652,Nakaseomyces_bracarensis_Seq_2571,Nakaseomyces_nivariensis_Seq_1050,yHAB143_Kazachstania_siamensis_Seq_4491,yHMPu5000034625_Pichia_kudriavzevii_Seq_2118,yHMPu5000034885_Ogataea_zsoltii_Seq_1016,yHMPu5000034933_Kuraishia_molischiana_Seq_1017",4,16,4,16,1,1,115,0,0
"106",115,115,4739,"OG1223","Candida_orthopsilosis_Seq_3551, Nakaseomyces_nivariensis_Seq_1277, Node18, Node41, Node71, Node76, yHMPu5000034933_Kuraishia_molischiana_Seq_2684, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1220",8,"YBR181C","Eremothecium_sinecaudum_Seq_2528,Nakaseomyces_bracarensis_Seq_3088,Nakaseomyces_nivariensis_Seq_1277,yHMPu5000035662_Meyerozyma_caribbica_Seq_1489,Candida_auris_Seq_88,Saprochaete_clavata_Seq_2165,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1220,Ogataea_polymorpha_Seq_680,yHMPu5000034885_Ogataea_zsoltii_Seq_3187,Candida_orthopsilosis_Seq_3551,Nakaseomyces_nivariensis_Seq_1277,yHMPu5000034933_Kuraishia_molischiana_Seq_2684,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1220",4,15,4,10.999999995,0.733333333,1,179,0,0
"107",117,117,62,"OG1304","Kluyveromyces_marxianus_Seq_858, Node1, Node2, Node23, Node79, yHMPu5000035662_Meyerozyma_caribbica_Seq_2413, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8703",7,"YML123C","yHAB143_Kazachstania_siamensis_Seq_4863,Nakaseomyces_bracarensis_Seq_707,Nakaseomyces_nivariensis_Seq_3173,Kluyveromyces_marxianus_Seq_858,Eremothecium_coryli_Seq_1707,Eremothecium_sinecaudum_Seq_1943,yHAB143_Kazachstania_siamensis_Seq_4863,Nakaseomyces_bracarensis_Seq_707,Nakaseomyces_nivariensis_Seq_3173,Candida_orthopsilosis_Seq_799,Candida_auris_Seq_2914,yHMPu5000035662_Meyerozyma_caribbica_Seq_2413,Saprochaete_clavata_Seq_5218,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8703,Kluyveromyces_marxianus_Seq_858,yHMPu5000035662_Meyerozyma_caribbica_Seq_2413,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8703",4,13,3,10.999999998,0.846153846,0.75,48,2,1
"108",118,118,361,"OG1920","Node28, Node32, Node34, Node47, Node86, Node89, yHMPu5000034625_Pichia_kudriavzevii_Seq_4821",7,"YER036C","Candida_auris_Seq_342,yHMPu5000035662_Meyerozyma_caribbica_Seq_4974,yHMPu5000034933_Kuraishia_molischiana_Seq_4812,yHMPu5000034885_Ogataea_zsoltii_Seq_2135,Ogataea_polymorpha_Seq_3833,yHMPu5000034885_Ogataea_zsoltii_Seq_2135,Ogataea_polymorpha_Seq_3833,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1624,Arxula_adeninivorans_Seq_5208,Nakaseomyces_bracarensis_Seq_3644,Nakaseomyces_nivariensis_Seq_137,Kluyveromyces_marxianus_Seq_4658,Eremothecium_coryli_Seq_4258,Eremothecium_sinecaudum_Seq_3725,yHMPu5000034625_Pichia_kudriavzevii_Seq_4821",4,17,4,12.999999994,0.764705882,1,88,0,0
"109",119,119,776,"OG3978","Arxula_adeninivorans_Seq_3192, Node18, Node24, Node28, Node47, Node55, yHMPu5000034933_Kuraishia_molischiana_Seq_904",7,"YAL012W","Candida_auris_Seq_3528,yHMPu5000035662_Meyerozyma_caribbica_Seq_1928,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1988,Arxula_adeninivorans_Seq_3192,Saprochaete_clavata_Seq_1817,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1282,Saprochaete_clavata_Seq_1817,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1282,yHAB143_Kazachstania_siamensis_Seq_2707,Kluyveromyces_marxianus_Seq_2911,Eremothecium_sinecaudum_Seq_4123,Eremothecium_coryli_Seq_4003,Nakaseomyces_bracarensis_Seq_3681,Nakaseomyces_nivariensis_Seq_2541,Nakaseomyces_bracarensis_Seq_3681,Nakaseomyces_nivariensis_Seq_2541,Arxula_adeninivorans_Seq_3192,yHMPu5000034933_Kuraishia_molischiana_Seq_904",4,13,4,13,1,1,16,1,0
"110",121,121,1221,"OG1459","Arxula_adeninivorans_Seq_1906, Kluyveromyces_marxianus_Seq_2522, Node30, Node53, Node73, Node87, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8485",7,"YOR310C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3209,Arxula_adeninivorans_Seq_1906,Kluyveromyces_marxianus_Seq_2522,Eremothecium_coryli_Seq_4008,Eremothecium_sinecaudum_Seq_1297,Candida_orthopsilosis_Seq_1156,Candida_auris_Seq_652,yHMPu5000035662_Meyerozyma_caribbica_Seq_2002,yHMPu5000034933_Kuraishia_molischiana_Seq_5195,yHMPu5000034885_Ogataea_zsoltii_Seq_3796,Arxula_adeninivorans_Seq_1906,Kluyveromyces_marxianus_Seq_2522,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8485",4,16,4,11,0.6875,1,91,1,1
"111",124,124,1403,"OG2433","Arxula_adeninivorans_Seq_5601, Candida_auris_Seq_5149, Node1, Node2, Node23, Node63, Node80",7,"YLL018C","Nakaseomyces_bracarensis_Seq_4950,Nakaseomyces_nivariensis_Seq_3039,Kluyveromyces_marxianus_Seq_2251,Eremothecium_coryli_Seq_3403,Eremothecium_sinecaudum_Seq_1769,Nakaseomyces_bracarensis_Seq_4950,Nakaseomyces_nivariensis_Seq_3039,yHMPu5000034933_Kuraishia_molischiana_Seq_740,yHMPu5000034885_Ogataea_zsoltii_Seq_2226,Saprochaete_clavata_Seq_4480,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5301,Arxula_adeninivorans_Seq_5601,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1297,Arxula_adeninivorans_Seq_5601,Candida_auris_Seq_5149",4,15,4,12,0.8,1,51,0,0
"112",127,127,2553,"OG1861","Node42, Node52, Node67, Node68, Node75, Node78, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1043",7,"YNL287W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1043,Arxula_adeninivorans_Seq_472,Saprochaete_clavata_Seq_524,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3414,Candida_orthopsilosis_Seq_3755,Candida_auris_Seq_191,yHMPu5000035662_Meyerozyma_caribbica_Seq_3224,yHAB143_Kazachstania_siamensis_Seq_1789,Nakaseomyces_bracarensis_Seq_3468,Nakaseomyces_nivariensis_Seq_3540,Kluyveromyces_marxianus_Seq_567,Eremothecium_coryli_Seq_1530,Eremothecium_sinecaudum_Seq_283,yHAB143_Kazachstania_siamensis_Seq_1789,Nakaseomyces_bracarensis_Seq_3468,Nakaseomyces_nivariensis_Seq_3540,Eremothecium_coryli_Seq_1530,Eremothecium_sinecaudum_Seq_283,yHMPu5000034625_Pichia_kudriavzevii_Seq_3147,yHMPu5000034933_Kuraishia_molischiana_Seq_4379,Ogataea_polymorpha_Seq_3825,yHMPu5000034885_Ogataea_zsoltii_Seq_5427,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1043",4,17,4,17,1,1,141,0,0
"113",128,128,2848,"OG1696","Arxula_adeninivorans_Seq_2697, Candida_auris_Seq_3660, Candida_orthopsilosis_Seq_354, Node30, Node82, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2700, yHMPu5000034933_Kuraishia_molischiana_Seq_4940",7,"YOR142W","yHMPu5000034625_Pichia_kudriavzevii_Seq_3959,yHMPu5000034885_Ogataea_zsoltii_Seq_722,yHAB143_Kazachstania_siamensis_Seq_4318,Nakaseomyces_bracarensis_Seq_3562,Nakaseomyces_nivariensis_Seq_106,Arxula_adeninivorans_Seq_2697,Candida_auris_Seq_3660,Candida_orthopsilosis_Seq_354,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2700,yHMPu5000034933_Kuraishia_molischiana_Seq_4940",4,15,4,10.000000005,0.666666667,1,103,1,0
"114",131,131,3134,"OG2807","Candida_orthopsilosis_Seq_69, Kluyveromyces_marxianus_Seq_1437, Node13, Node19, Node32, Node35, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1533",7,"YER178W","Eremothecium_coryli_Seq_3341,Eremothecium_sinecaudum_Seq_1967,Kluyveromyces_marxianus_Seq_1437,Nakaseomyces_bracarensis_Seq_2728,Nakaseomyces_nivariensis_Seq_190,Nakaseomyces_bracarensis_Seq_2728,Nakaseomyces_nivariensis_Seq_190,Ogataea_polymorpha_Seq_492,yHMPu5000034885_Ogataea_zsoltii_Seq_146,Candida_auris_Seq_2283,yHMPu5000035662_Meyerozyma_caribbica_Seq_204,Candida_orthopsilosis_Seq_69,Kluyveromyces_marxianus_Seq_1437,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1533",4,17,4,11.000000008,0.647058824,1,61,3,0
"115",132,132,3211,"OG1293","Node13, Node42, Node5, Node52, Node56, Node6, yHMPu5000034625_Pichia_kudriavzevii_Seq_5002",7,"YNL049C","Candida_orthopsilosis_Seq_4989,Candida_auris_Seq_4909,yHMPu5000035662_Meyerozyma_caribbica_Seq_3392,yHMPu5000034933_Kuraishia_molischiana_Seq_5346,Ogataea_polymorpha_Seq_3620,yHMPu5000034885_Ogataea_zsoltii_Seq_3896,Candida_orthopsilosis_Seq_4989,Candida_auris_Seq_4909,yHMPu5000035662_Meyerozyma_caribbica_Seq_3392,Ogataea_polymorpha_Seq_3620,yHMPu5000034885_Ogataea_zsoltii_Seq_3896,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5222,Arxula_adeninivorans_Seq_1563,Saprochaete_clavata_Seq_3492,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5741,Eremothecium_coryli_Seq_3415,Eremothecium_sinecaudum_Seq_2392,yHAB143_Kazachstania_siamensis_Seq_812,Nakaseomyces_bracarensis_Seq_2877,Nakaseomyces_nivariensis_Seq_2354,yHAB143_Kazachstania_siamensis_Seq_812,Nakaseomyces_bracarensis_Seq_2877,Nakaseomyces_nivariensis_Seq_2354,yHMPu5000034625_Pichia_kudriavzevii_Seq_5002",4,16,4,16,1,1,109,1,0
"116",133,133,3332,"OG2156","Node22, Node45, Node70, Node81, Node84, Node87, yHMPu5000034933_Kuraishia_molischiana_Seq_598",7,"YJL167W","Saprochaete_clavata_Seq_2001,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2454,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1138,Arxula_adeninivorans_Seq_5351,Candida_auris_Seq_711,yHMPu5000035662_Meyerozyma_caribbica_Seq_647,yHMPu5000034885_Ogataea_zsoltii_Seq_3320,Ogataea_polymorpha_Seq_1495,Kluyveromyces_marxianus_Seq_2673,Eremothecium_coryli_Seq_1008,Nakaseomyces_bracarensis_Seq_990,Nakaseomyces_nivariensis_Seq_327,yHMPu5000034933_Kuraishia_molischiana_Seq_598",4,15,4,13.000000005,0.866666667,1,59,1,1
"117",135,135,3783,"OG1123","Candida_orthopsilosis_Seq_2889, Kluyveromyces_marxianus_Seq_1472, Node56, Node80, yHMPu5000034885_Ogataea_zsoltii_Seq_5070, yHMPu5000034933_Kuraishia_molischiana_Seq_5221, yHMPu5000035662_Meyerozyma_caribbica_Seq_3397",7,"YDR032C","Saprochaete_clavata_Seq_3633,Arxula_adeninivorans_Seq_3025,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4633,yHMPu5000034933_Kuraishia_molischiana_Seq_5221,Ogataea_polymorpha_Seq_2692,yHMPu5000034885_Ogataea_zsoltii_Seq_5070,yHMPu5000034625_Pichia_kudriavzevii_Seq_3075,Candida_orthopsilosis_Seq_2889,Kluyveromyces_marxianus_Seq_1472,yHMPu5000034885_Ogataea_zsoltii_Seq_5070,yHMPu5000034933_Kuraishia_molischiana_Seq_5221,yHMPu5000035662_Meyerozyma_caribbica_Seq_3397",4,16,4,10,0.625,1,122,0,0
"118",136,136,3903,"OG1706","Node25, Node55, Node70, Node71, Node76, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4092, yHMPu5000034933_Kuraishia_molischiana_Seq_240",7,"YGR264C","yHMPu5000034933_Kuraishia_molischiana_Seq_240,yHMPu5000034885_Ogataea_zsoltii_Seq_5435,Candida_auris_Seq_3498,yHMPu5000035662_Meyerozyma_caribbica_Seq_1807,yHAB143_Kazachstania_siamensis_Seq_1139,Nakaseomyces_bracarensis_Seq_1610,Nakaseomyces_nivariensis_Seq_3305,Kluyveromyces_marxianus_Seq_3299,Eremothecium_coryli_Seq_3405,Eremothecium_sinecaudum_Seq_1180,yHAB143_Kazachstania_siamensis_Seq_1139,Nakaseomyces_bracarensis_Seq_1610,Nakaseomyces_nivariensis_Seq_3305,Kluyveromyces_marxianus_Seq_3299,Eremothecium_coryli_Seq_3405,Eremothecium_sinecaudum_Seq_1180,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4092,yHMPu5000034933_Kuraishia_molischiana_Seq_240",4,16,4,11,0.6875,1,82,2,1
"119",137,137,3981,"OG2384","Kluyveromyces_marxianus_Seq_459, Node15, Node17, Node21, Node52, Node53, Node55",7,"YJR105W","yHMPu5000034933_Kuraishia_molischiana_Seq_2183,Ogataea_polymorpha_Seq_3946,yHMPu5000034885_Ogataea_zsoltii_Seq_3399,Ogataea_polymorpha_Seq_3946,yHMPu5000034885_Ogataea_zsoltii_Seq_3399,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_361,Arxula_adeninivorans_Seq_4798,yHAB143_Kazachstania_siamensis_Seq_3801,Nakaseomyces_bracarensis_Seq_4317,Nakaseomyces_nivariensis_Seq_4928,Kluyveromyces_marxianus_Seq_459,Eremothecium_coryli_Seq_591,Eremothecium_sinecaudum_Seq_3997,yHAB143_Kazachstania_siamensis_Seq_3801,Nakaseomyces_bracarensis_Seq_4317,Nakaseomyces_nivariensis_Seq_4928,Nakaseomyces_bracarensis_Seq_4317,Nakaseomyces_nivariensis_Seq_4928,Kluyveromyces_marxianus_Seq_459",4,17,3,11.000000008,0.647058824,0.75,79,3,2
