"","OG","dN_dS","group"
"701","OG15946",0.34965,"All_OG"
"702","OG10525",0.4708,"All_OG"
"703","OG7284",0.4316,"All_OG"
"704","OG12620",0.4162,"All_OG"
"705","OG8927",0.1145,"All_OG"
"706","OG4380",0.34205,"All_OG"
"707","OG5368",0.2306,"All_OG"
"708","OG14900",0.3738,"All_OG"
"709","OG8837",0.3817,"All_OG"
"710","OG10719",0.3156,"All_OG"
"711","OG4547",0.20575,"All_OG"
"712","OG5055",0.24815,"All_OG"
"713","OG1257",0.19785,"All_OG"
"714","OG12604",0.3194,"All_OG"
"715","OG11634",0.2414,"All_OG"
"716","OG14350",0.33795,"All_OG"
"717","OG14716",0.37105,"All_OG"
"718","OG11313",0.2054,"All_OG"
"719","OG11819",0.16635,"All_OG"
"720","OG13525",0.253,"All_OG"
"721","OG13358",0.1445,"All_OG"
"722","OG8477",0.40495,"All_OG"
"723","OG9657",0.3795,"All_OG"
"724","OG1508",0.1396,"All_OG"
"725","OG13287",0.215,"All_OG"
"726","OG14389",0.2791,"All_OG"
"727","OG1346",0.09055,"All_OG"
"728","OG2562",0.22775,"All_OG"
"729","OG9708",0.31165,"All_OG"
"730","OG8152",0.2122,"All_OG"
"731","OG2747",0.1409,"All_OG"
"732","OG6090",0.1502,"All_OG"
"733","OG14587",0.40385,"All_OG"
"734","OG1657",0.096,"All_OG"
"735","OG11267",0.2227,"All_OG"
"736","OG15216",0.3051,"All_OG"
"737","OG5223",0.2215,"All_OG"
"738","OG14934",0.1201,"All_OG"
"739","OG2195",0.2082,"All_OG"
"740","OG4242",0.1766,"All_OG"
"741","OG7443",0.2306,"All_OG"
"742","OG8240",0.2041,"All_OG"
"743","OG10377",0.2528,"All_OG"
"744","OG9296",0.24805,"All_OG"
"745","OG13045",0.0657,"All_OG"
"746","OG7384",0.4335,"All_OG"
"747","OG4778",0.2278,"All_OG"
"748","OG15286",0.2189,"All_OG"
"749","OG7886",0.1887,"All_OG"
"750","OG6067",0.26735,"All_OG"
"751","OG3844",0.29685,"All_OG"
"752","OG14670",0.36845,"All_OG"
"753","OG6130",0.2332,"All_OG"
"754","OG17077",0.11245,"All_OG"
"755","OG1962",0.1396,"All_OG"
"756","OG16131",0.075,"All_OG"
"757","OG1227",0.1099,"All_OG"
"758","OG13623",0.0108,"All_OG"
"759","OG6172",0.43105,"All_OG"
"760","OG15384",0.1961,"All_OG"
"761","OG5599",0.1631,"All_OG"
"762","OG1367",0.0911,"All_OG"
"763","OG11036",0.1397,"All_OG"
"764","OG7957",0.29315,"All_OG"
"765","OG10043",0.1633,"All_OG"
"766","OG13176",0.32445,"All_OG"
"767","OG3471",0.2447,"All_OG"
"768","OG6793",0.3415,"All_OG"
"769","OG12137",0.2717,"All_OG"
"770","OG14661",0.12945,"All_OG"
"771","OG4274",0.1518,"All_OG"
"772","OG12600",0.2453,"All_OG"
"773","OG2416",0.0554,"All_OG"
"774","OG8933",0.3223,"All_OG"
"775","OG2094",0.0443,"All_OG"
"776","OG13688",0.1284,"All_OG"
"777","OG2437",0.12805,"All_OG"
"778","OG13786",0.3505,"All_OG"
"779","OG10459",0.2889,"All_OG"
"780","OG4289",0.0449,"All_OG"
"781","OG13291",0.198,"All_OG"
"782","OG5461",0.19875,"All_OG"
"783","OG4105",0.4423,"All_OG"
"784","OG10051",0.3045,"All_OG"
"785","OG9381",0.5093,"All_OG"
"786","OG6818",0.1982,"All_OG"
"787","OG9887",0.22385,"All_OG"
"788","OG16501",0.3619,"All_OG"
"789","OG8784",0.1581,"All_OG"
"790","OG6832",0.2447,"All_OG"
"791","OG6119",0.3622,"All_OG"
"792","OG4643",0.2439,"All_OG"
"793","OG13651",0.14505,"All_OG"
"794","OG15153",0.20295,"All_OG"
"795","OG7547",0.2328,"All_OG"
"796","OG15118",0.3321,"All_OG"
"797","OG1349",0.0314,"All_OG"
"798","OG8386",0.161,"All_OG"
"799","OG14917",0.12005,"All_OG"
"800","OG15349",0.1016,"All_OG"
"801","OG9088",0.33395,"All_OG"
"802","OG6829",0.2072,"All_OG"
"803","OG15154",0.26335,"All_OG"
"804","OG15979",0.3588,"All_OG"
"805","OG6220",0.2047,"All_OG"
"806","OG12307",0.3961,"All_OG"
"807","OG1535",0.1066,"All_OG"
"808","OG2498",0.1309,"All_OG"
"809","OG2638",0.2877,"All_OG"
"810","OG8569",0.38745,"All_OG"
"811","OG8592",0.0587,"All_OG"
"812","OG2602",0.1459,"All_OG"
"813","OG15415",0.25285,"All_OG"
"814","OG2467",0.1792,"All_OG"
"815","OG12354",0.28255,"All_OG"
"816","OG13260",0.0632,"All_OG"
"817","OG16746",0.4025,"All_OG"
"818","OG4625",0.3642,"All_OG"
"819","OG13589",0.32575,"All_OG"
"820","OG17445",0.22755,"All_OG"
"821","OG14956",0.0886,"All_OG"
"822","OG12046",0.4432,"All_OG"
"823","OG6775",0.2905,"All_OG"
"824","OG13062",0.13,"All_OG"
"825","OG1650",0.09685,"All_OG"
"826","OG2193",0.1197,"All_OG"
"827","OG9157",0.2146,"All_OG"
"828","OG7759",0.1921,"All_OG"
"829","OG9481",0.24605,"All_OG"
"830","OG7225",0.39805,"All_OG"
"831","OG4060",0.2436,"All_OG"
"832","OG6697",0.3636,"All_OG"
"833","OG5135",0.326,"All_OG"
"834","OG4281",0.11835,"All_OG"
"835","OG7415",0.3771,"All_OG"
"836","OG17851",0.4149,"All_OG"
"837","OG8174",0.3386,"All_OG"
"838","OG1651",0.0739,"All_OG"
"839","OG5050",0.35,"All_OG"
"840","OG8925",0.2494,"All_OG"
"841","OG3620",0.1375,"All_OG"
"842","OG6387",0.23875,"All_OG"
"843","OG4783",0.2791,"All_OG"
"844","OG14973",0.24925,"All_OG"
"845","OG16798",0.2175,"All_OG"
"846","OG13713",0.15575,"All_OG"
"847","OG10409",0.3883,"All_OG"
"848","OG3303",0.2212,"All_OG"
"849","OG14619",0.32765,"All_OG"
"850","OG7129",0.2227,"All_OG"
"851","OG15167",0.5237,"All_OG"
"852","OG9176",0.3156,"All_OG"
"853","OG7019",0.3439,"All_OG"
"854","OG4213",0.2871,"All_OG"
"855","OG3052",0.0201,"All_OG"
"856","OG11525",0.1249,"All_OG"
"857","OG9347",0.0532,"All_OG"
"858","OG1504",0.1612,"All_OG"
"859","OG5764",0.1629,"All_OG"
"860","OG8265",0.3122,"All_OG"
"861","OG18154",0.058,"All_OG"
"862","OG2783",0.162,"All_OG"
"863","OG3333",0.1783,"All_OG"
"864","OG17827",0.1557,"All_OG"
"865","OG6985",0.1825,"All_OG"
"866","OG6986",0.1871,"All_OG"
"867","OG10169",0.2342,"All_OG"
"868","OG4984",0.11935,"All_OG"
"869","OG14967",0.3866,"All_OG"
"870","OG15569",0.4439,"All_OG"
"871","OG4949",0.2781,"All_OG"
"872","OG6166",0.2869,"All_OG"
"873","OG11976",0.1753,"All_OG"
"874","OG6463",0.1446,"All_OG"
"875","OG8076",0.2215,"All_OG"
"876","OG12337",0.2852,"All_OG"
"877","OG7725",0.27105,"All_OG"
"878","OG6145",0.04025,"All_OG"
"879","OG9059",0.2341,"All_OG"
"880","OG7270",0.222,"All_OG"
"881","OG17946",0.36195,"All_OG"
"882","OG3577",0.1866,"All_OG"
"883","OG4319",0.22575,"All_OG"
"884","OG6781",0.2126,"All_OG"
"885","OG2629",0.1407,"All_OG"
"886","OG7372",0.3157,"All_OG"
"887","OG3413",0.2295,"All_OG"
"888","OG5586",0.114,"All_OG"
"889","OG12662",0.2293,"All_OG"
"890","OG7501",0.3454,"All_OG"
"891","OG2975",0.1869,"All_OG"
"892","OG3624",0.18065,"All_OG"
"893","OG7366",0.0451,"All_OG"
"894","OG5737",0.1219,"All_OG"
"895","OG8289",0.3908,"All_OG"
"896","OG9541",0.39075,"All_OG"
"897","OG1271",0.01695,"All_OG"
"898","OG3411",0.1723,"All_OG"
"899","OG9035",0.34315,"All_OG"
"900","OG8011",0.4041,"All_OG"
"901","OG2126",0.1318,"All_OG"
"902","OG1545",0.06035,"All_OG"
"903","OG6929",0.2306,"All_OG"
"904","OG1944",0.0692,"All_OG"
"905","OG14838",0.17915,"All_OG"
"906","OG17839",0.1574,"All_OG"
"907","OG10684",0.1851,"All_OG"
"908","OG1208",0.11385,"All_OG"
"909","OG9822",0.3135,"All_OG"
"910","OG8267",0.17585,"All_OG"
"911","OG12877",0.3609,"All_OG"
"912","OG18635",0.2492,"All_OG"
"913","OG10139",0.2204,"All_OG"
"914","OG7652",0.27,"All_OG"
"915","OG6974",0.0829,"All_OG"
"916","OG9086",0.31355,"All_OG"
"917","OG5219",0.3362,"All_OG"
"918","OG10959",0.354,"All_OG"
"919","OG5410",0.1278,"All_OG"
"920","OG12765",0.44935,"All_OG"
"921","OG3755",0.354,"All_OG"
"922","OG17071",0.3291,"All_OG"
"923","OG11863",0.16985,"All_OG"
"924","OG14415",0.1814,"All_OG"
"925","OG1251",0.1609,"All_OG"
"926","OG4714",0.2933,"All_OG"
"927","OG13840",0.1139,"All_OG"
"928","OG6442",0.0801,"All_OG"
"929","OG7249",0.3737,"All_OG"
"930","OG11069",0.3404,"All_OG"
"931","OG6144",0.2677,"All_OG"
"932","OG3247",0.1912,"All_OG"
"933","OG16555",0.1531,"All_OG"
"934","OG2255",0.5387,"All_OG"
"935","OG5224",0.1569,"All_OG"
"936","OG5767",0.28565,"All_OG"
"937","OG10451",0.4112,"All_OG"
"938","OG1275",0.058,"All_OG"
"939","OG1313",0.0684,"All_OG"
"940","OG3972",0.2582,"All_OG"
"941","OG9787",0.2464,"All_OG"
"942","OG3456",0.2222,"All_OG"
"943","OG3543",0.1916,"All_OG"
"944","OG14367",0.3224,"All_OG"
"945","OG5257",0.1879,"All_OG"
"946","OG12241",0.2986,"All_OG"
"947","OG6036",0.0624,"All_OG"
"948","OG18253",0.1653,"All_OG"
"949","OG9403",0.23515,"All_OG"
"950","OG16377",0.1023,"All_OG"
"951","OG7575",0.2382,"All_OG"
"952","OG16091",0.2568,"All_OG"
"953","OG12707",0.3109,"All_OG"
"954","OG16725",0.1269,"All_OG"
"955","OG17617",0.3097,"All_OG"
"956","OG4698",0.2349,"All_OG"
"957","OG11135",0.15465,"All_OG"
"958","OG14909",0.2461,"All_OG"
"959","OG4794",0.1831,"All_OG"
"960","OG7001",0.25575,"All_OG"
"961","OG4302",0.2352,"All_OG"
"962","OG7693",0.4638,"All_OG"
"963","OG5281",0.2975,"All_OG"
"964","OG2246",0.1521,"All_OG"
"965","OG5453",0.22605,"All_OG"
"966","OG6716",0.4278,"All_OG"
"967","OG16203",0.19915,"All_OG"
"968","OG13601",0.0418,"All_OG"
"969","OG3983",0.2095,"All_OG"
"970","OG5701",0.19725,"All_OG"
"971","OG2008",0.0448,"All_OG"
"972","OG9106",0.1477,"All_OG"
"973","OG6645",0.2859,"All_OG"
"974","OG10847",0.31745,"All_OG"
"975","OG3386",0.3638,"All_OG"
"976","OG16482",0.2657,"All_OG"
"977","OG4255",0.2033,"All_OG"
"978","OG14035",0.1825,"All_OG"
"979","OG8514",0.27375,"All_OG"
"980","OG17442",0.26,"All_OG"
"981","OG2799",0.4359,"All_OG"
"982","OG1859",0.0482,"All_OG"
"983","OG7419",0.453,"All_OG"
"984","OG3936",0.3604,"All_OG"
"985","OG4737",0.3925,"All_OG"
"986","OG7910",0.263,"All_OG"
"987","OG9344",0.2744,"All_OG"
"988","OG10932",0.2463,"All_OG"
"989","OG9208",0.2138,"All_OG"
"990","OG12338",0.24845,"All_OG"
"991","OG9404",0.2722,"All_OG"
"992","OG2588",0.0822,"All_OG"
"993","OG1898",0.1462,"All_OG"
"994","OG2009",0.2781,"All_OG"
"995","OG8003",0.2218,"All_OG"
"996","OG4682",0.0973,"All_OG"
"997","OG2823",0.1393,"All_OG"
"998","OG9433",0.244,"All_OG"
"999","OG2763",0.2654,"All_OG"
"1000","OG2139",0.0862,"All_OG"
"1001","OG6961",0.4029,"All_OG"
"1002","OG12028",0.3527,"All_OG"
"1003","OG16799",0.3325,"All_OG"
"1004","OG2408",0.20225,"All_OG"
"1005","OG15312",0.23985,"All_OG"
"1006","OG6375",0.2535,"All_OG"
"1007","OG3319",0.1587,"All_OG"
"1008","OG5745",0.1722,"All_OG"
"1009","OG12541",0.1876,"All_OG"
"1010","OG11410",0.2064,"All_OG"
"1011","OG4529",0.2062,"All_OG"
"1012","OG1289",0.15,"All_OG"
"1013","OG4243",0.2197,"All_OG"
"1014","OG14836",0.1807,"All_OG"
"1015","OG16916",0.54165,"All_OG"
"1016","OG6382",0.27815,"All_OG"
"1017","OG9277",0.4785,"All_OG"
"1018","OG5926",0.0705,"All_OG"
"1019","OG8639",0.1842,"All_OG"
"1020","OG12035",0.1706,"All_OG"
"1021","OG2806",0.1682,"All_OG"
"1022","OG11158",0.2072,"All_OG"
"1023","OG11601",0.1712,"All_OG"
"1024","OG5353",0.1003,"All_OG"
"1025","OG6563",0.18065,"All_OG"
"1026","OG8444",0.1896,"All_OG"
"1027","OG7076",0.3001,"All_OG"
"1028","OG6006",0.387,"All_OG"
"1029","OG2639",0.3558,"All_OG"
"1030","OG10666",0.2697,"All_OG"
"1031","OG15478",0.2521,"All_OG"
"1032","OG1263",0.1049,"All_OG"
"1033","OG9859",0.2491,"All_OG"
"1034","OG5354",0.49225,"All_OG"
"1035","OG2680",0.1999,"All_OG"
"1036","OG7893",0.28755,"All_OG"
"1037","OG3250",0.1621,"All_OG"
"1038","OG3557",0.10745,"All_OG"
"1039","OG7515",0.2469,"All_OG"
"1040","OG11433",0.2554,"All_OG"
"1041","OG11787",0.25745,"All_OG"
"1042","OG9483",0.1698,"All_OG"
"1043","OG13362",0.3353,"All_OG"
"1044","OG7293",0.13735,"All_OG"
"1045","OG1587",0.2571,"All_OG"
"1046","OG15375",0.3152,"All_OG"
"1047","OG17044",0.1108,"All_OG"
"1048","OG16025",0.248,"All_OG"
"1049","OG8329",0.1994,"All_OG"
"1050","OG18108",0.1767,"All_OG"
"1051","OG2715",0.2289,"All_OG"
"1052","OG4603",0.1116,"All_OG"
"1053","OG4053",0.31,"All_OG"
"1054","OG4259",0.2798,"All_OG"
"1055","OG9948",0.33655,"All_OG"
"1056","OG5261",0.2699,"All_OG"
"1057","OG15052",0.1992,"All_OG"
"1058","OG5184",0.10265,"All_OG"
"1059","OG7447",0.2868,"All_OG"
"1060","OG6155",0.2174,"All_OG"
"1061","OG12112",0.1778,"All_OG"
"1062","OG7511",0.4933,"All_OG"
"1063","OG2123",0.0966,"All_OG"
"1064","OG12903",0.4657,"All_OG"
"1065","OG6633",0.33115,"All_OG"
"1066","OG8098",0.2602,"All_OG"
"1067","OG7549",0.5013,"All_OG"
"1068","OG8756",0.4865,"All_OG"
"1069","OG10558",0.40135,"All_OG"
"1070","OG3210",0.0741,"All_OG"
"1071","OG7490",0.3205,"All_OG"
"1072","OG1808",0.2069,"All_OG"
"1073","OG10041",0.2862,"All_OG"
"1074","OG14749",0.0265,"All_OG"
"1075","OG2147",0.1526,"All_OG"
"1076","OG10247",0.1706,"All_OG"
"1077","OG6690",0.2962,"All_OG"
"1078","OG16747",0.35315,"All_OG"
"1079","OG5815",0.2154,"All_OG"
"1080","OG17629",0.4238,"All_OG"
"1081","OG18234",0.2183,"All_OG"
"1082","OG4327",0.208,"All_OG"
"1083","OG9500",0.2037,"All_OG"
"1084","OG15101",0.2707,"All_OG"
"1085","OG9539",0.0774,"All_OG"
"1086","OG2853",0.2109,"All_OG"
"1087","OG1451",0.1136,"All_OG"
"1088","OG3977",0.2183,"All_OG"
"1089","OG9608",0.42555,"All_OG"
"1090","OG6706",0.24055,"All_OG"
"1091","OG4649",0.15,"All_OG"
"1092","OG6209",0.28,"All_OG"
"1093","OG14896",0.1846,"All_OG"
"1094","OG10528",0.1977,"All_OG"
"1095","OG2003",0.0718,"All_OG"
"1096","OG14213",0.3611,"All_OG"
"1097","OG7423",0.1209,"All_OG"
"1098","OG3913",0.0864,"All_OG"
"1099","OG1447",0.1232,"All_OG"
"1100","OG2934",0.0933,"All_OG"
"1101","OG4383",0.2912,"All_OG"
"1102","OG1519",0.0747,"All_OG"
"1103","OG8103",0.3028,"All_OG"
"1104","OG9957",0.3254,"All_OG"
"1105","OG7697",0.28985,"All_OG"
"1106","OG9331",0.18275,"All_OG"
"1107","OG17528",0.2681,"All_OG"
"1108","OG16505",0.1912,"All_OG"
"1109","OG17909",0.189,"All_OG"
"1110","OG4548",0.326,"All_OG"
"1111","OG12175",0.1617,"All_OG"
"1112","OG13143",0.14345,"All_OG"
"1113","OG3174",0.1047,"All_OG"
"1114","OG12711",0.27345,"All_OG"
"1115","OG13553",0.1703,"All_OG"
"1116","OG13105",0.34975,"All_OG"
"1117","OG7210",0.15865,"All_OG"
"1118","OG11529",0.2985,"All_OG"
"1119","OG11554",0.3843,"All_OG"
"1120","OG8260",0.18885,"All_OG"
"1121","OG2026",0.2857,"All_OG"
"1122","OG2481",0.1273,"All_OG"
"1123","OG3393",0.16195,"All_OG"
"1124","OG3136",0.0944,"All_OG"
"1125","OG5627",0.261,"All_OG"
"1126","OG7891",0.30455,"All_OG"
"1127","OG13101",0.2653,"All_OG"
"1128","OG13613",0.27685,"All_OG"
"1129","OG6503",0.3906,"All_OG"
"1130","OG11446",0.1559,"All_OG"
"1131","OG7056",0.31775,"All_OG"
"1132","OG11718",0.3596,"All_OG"
"1133","OG13182",0.26635,"All_OG"
"1134","OG1472",0.0699,"All_OG"
"1135","OG11015",0.11775,"All_OG"
"1136","OG3477",0.23965,"All_OG"
"1137","OG7137",0.1614,"All_OG"
"1138","OG9406",0.16265,"All_OG"
"1139","OG12236",0.0773,"All_OG"
"1140","OG3817",0.4271,"All_OG"
"1141","OG3721",0.2335,"All_OG"
"1142","OG2847",0.0785,"All_OG"
"1143","OG7032",0.181,"All_OG"
"1144","OG5140",0.24445,"All_OG"
"1145","OG1454",0.1009,"All_OG"
"1146","OG8321",0.35815,"All_OG"
"1147","OG7018",0.0361,"All_OG"
"1148","OG6424",0.16935,"All_OG"
"1149","OG9842",0.238,"All_OG"
"1150","OG4934",0.2499,"All_OG"
"1151","OG13739",0.2159,"All_OG"
"1152","OG6446",0.0503,"All_OG"
"1153","OG8021",0.1809,"All_OG"
"1154","OG7315",0.0399,"All_OG"
"1155","OG5085",0.35325,"All_OG"
"1156","OG18101",0.2269,"All_OG"
"1157","OG9052",0.2605,"All_OG"
"1158","OG18158",0.0357,"All_OG"
"1159","OG4090",0.0682,"All_OG"
"1160","OG12540",0.1896,"All_OG"
"1161","OG15177",0.3962,"All_OG"
"1162","OG12142",0.4577,"All_OG"
"1163","OG7110",0.22595,"All_OG"
"1164","OG14052",0.35195,"All_OG"
"1165","OG1332",0.0771,"All_OG"
"1166","OG10324",0.3059,"All_OG"
"1167","OG15315",0.3763,"All_OG"
"1168","OG17373",0.1238,"All_OG"
"1169","OG7903",0.3661,"All_OG"
"1170","OG2178",0.3397,"All_OG"
"1171","OG3956",0.1812,"All_OG"
"1172","OG15547",0.2557,"All_OG"
"1173","OG9105",0.41635,"All_OG"
"1174","OG4245",0.2297,"All_OG"
"1175","OG3528",0.2408,"All_OG"
"1176","OG10184",0.06245,"All_OG"
"1177","OG2792",0.1819,"All_OG"
"1178","OG15968",0.3159,"All_OG"
"1179","OG12764",0.28845,"All_OG"
"1180","OG11340",0.153,"All_OG"
"1181","OG12908",0.9169,"All_OG"
"1182","OG11019",0.3609,"All_OG"
"1183","OG6260",0.03045,"All_OG"
"1184","OG5564",0.34065,"All_OG"
"1185","OG9908",0.2048,"All_OG"
"1186","OG9744",0.4797,"All_OG"
"1187","OG17605",0.2258,"All_OG"
"1188","OG1753",0.0717,"All_OG"
"1189","OG14808",0.1397,"All_OG"
"1190","OG4151",0.1915,"All_OG"
"1191","OG8891",0.3251,"All_OG"
"1192","OG14723",0.25105,"All_OG"
"1193","OG7593",0.17415,"All_OG"
"1194","OG8835",0.0953,"All_OG"
"1195","OG6437",0.2582,"All_OG"
"1196","OG4627",0.1817,"All_OG"
"1197","OG9044",0.4211,"All_OG"
"1198","OG12684",0.1052,"All_OG"
"1199","OG3157",0.3141,"All_OG"
"1200","OG13357",0.4863,"All_OG"
"1201","OG2034",0.0629,"All_OG"
"1202","OG7212",0.3178,"All_OG"
"1203","OG18202",0.553,"All_OG"
"1204","OG5667",0.1528,"All_OG"
"1205","OG2450",0.2061,"All_OG"
"1206","OG15020",0.27665,"All_OG"
"1207","OG5750",0.1852,"All_OG"
"1208","OG2220",0.1459,"All_OG"
"1209","OG1309",0.1255,"All_OG"
"1210","OG1474",0.04955,"All_OG"
"1211","OG11018",0.3319,"All_OG"
"1212","OG1177",0.05855,"All_OG"
"1213","OG2205",0.08275,"All_OG"
"1214","OG13273",0.35305,"All_OG"
"1215","OG3420",0.05825,"All_OG"
"1216","OG11595",0.2527,"All_OG"
"1217","OG8908",0.2861,"All_OG"
"1218","OG7608",0.32535,"All_OG"
"1219","OG14059",0.13695,"All_OG"
"1220","OG2406",0.0673,"All_OG"
"1221","OG12392",0.2778,"All_OG"
"1222","OG1214",0.1186,"All_OG"
"1223","OG15115",0.465,"All_OG"
"1224","OG15048",0.3219,"All_OG"
"1225","OG10049",0.1524,"All_OG"
"1226","OG6278",0.27385,"All_OG"
"1227","OG5003",0.261,"All_OG"
"1228","OG5279",0.2224,"All_OG"
"1229","OG2570",0.234,"All_OG"
"1230","OG1589",0.0865,"All_OG"
"1231","OG9527",0.2999,"All_OG"
"1232","OG6658",0.28115,"All_OG"
"1233","OG14009",0.31245,"All_OG"
"1234","OG15808",0.15,"All_OG"
"1235","OG4760",0.2817,"All_OG"
"1236","OG6233",0.1098,"All_OG"
"1237","OG16018",0.2578,"All_OG"
"1238","OG13877",0.111,"All_OG"
"1239","OG15470",0.1758,"All_OG"
"1240","OG14641",0.2673,"All_OG"
"1241","OG17493",0.3857,"All_OG"
"1242","OG15866",0.2235,"All_OG"
"1243","OG12807",0.1355,"All_OG"
"1244","OG1762",0.241,"All_OG"
"1245","OG12251",0.3211,"All_OG"
"1246","OG4811",0.24005,"All_OG"
"1247","OG16775",0.35965,"All_OG"
"1248","OG14184",0.1507,"All_OG"
"1249","OG11205",0.4498,"All_OG"
"1250","OG10424",0.36065,"All_OG"
"1251","OG4870",0.3963,"All_OG"
"1252","OG13233",0.3526,"All_OG"
"1253","OG12002",0.336,"All_OG"
"1254","OG13279",0.2113,"All_OG"
"1255","OG17234",0.36215,"All_OG"
"1256","OG11521",0.5237,"All_OG"
"1257","OG9996",0.3019,"All_OG"
"1258","OG10603",0.1437,"All_OG"
"1259","OG1870",0.0046,"All_OG"
"1260","OG1742",0.0788,"All_OG"
"1261","OG9939",0.209,"All_OG"
"1262","OG9987",0.2778,"All_OG"
"1263","OG8149",0.4153,"All_OG"
"1264","OG13734",0.2164,"All_OG"
"1265","OG5483",0.2009,"All_OG"
"1266","OG13938",0.1393,"All_OG"
"1267","OG6910",0.2327,"All_OG"
"1268","OG12133",0.3446,"All_OG"
"1269","OG17223",0.4008,"All_OG"
"1270","OG10364",0.3518,"All_OG"
"1271","OG17143",0.0887,"All_OG"
"1272","OG1794",0.0672,"All_OG"
"1273","OG2512",0.0221,"All_OG"
"1274","OG4917",0.3169,"All_OG"
"1275","OG14592",0.4455,"All_OG"
"1276","OG8713",0.29185,"All_OG"
"1277","OG12308",0.33005,"All_OG"
"1278","OG9487",0.53255,"All_OG"
"1279","OG2565",0.0174,"All_OG"
"1280","OG10499",0.247,"All_OG"
"1281","OG16179",0.1397,"All_OG"
"1282","OG3643",0.1599,"All_OG"
"1283","OG14680",0.2603,"All_OG"
"1284","OG9375",0.2447,"All_OG"
"1285","OG7457",0.10385,"All_OG"
"1286","OG6460",0.03315,"All_OG"
"1287","OG17600",0.1313,"All_OG"
"1288","OG8314",0.289,"All_OG"
"1289","OG14785",0.3291,"All_OG"
"1290","OG16770",0.31685,"All_OG"
"1291","OG15679",0.1844,"All_OG"
"1292","OG7695",0.3051,"All_OG"
"1293","OG8805",0.3516,"All_OG"
"1294","OG4047",0.3288,"All_OG"
"1295","OG2852",0.1224,"All_OG"
"1296","OG4379",0.1695,"All_OG"
"1297","OG9209",0.4356,"All_OG"
"1298","OG1805",0.2588,"All_OG"
"1299","OG3198",0.3786,"All_OG"
"1300","OG15730",0.2898,"All_OG"
"1301","OG3010",0.13525,"All_OG"
"1302","OG14605",0.3862,"All_OG"
"1303","OG3759",0.2076,"All_OG"
"1304","OG11400",0.1993,"All_OG"
"1305","OG6648",0.3662,"All_OG"
"1306","OG18248",0.1569,"All_OG"
"1307","OG10176",0.1709,"All_OG"
"1308","OG3293",0.1168,"All_OG"
"1309","OG14722",0.1871,"All_OG"
"1310","OG1255",0.0787,"All_OG"
"1311","OG16135",0.27935,"All_OG"
"1312","OG13983",0.4351,"All_OG"
"1313","OG9279",0.3909,"All_OG"
"1314","OG9730",0.19745,"All_OG"
"1315","OG12926",0.2912,"All_OG"
"1316","OG3225",0.0496,"All_OG"
"1317","OG5996",0.1417,"All_OG"
"1318","OG9223",0.2419,"All_OG"
"1319","OG15369",0.10415,"All_OG"
"1320","OG1376",0.0949,"All_OG"
"1321","OG1264",0.1299,"All_OG"
"1322","OG8917",0.17515,"All_OG"
"1323","OG12104",0.0366,"All_OG"
"1324","OG7960",0.1722,"All_OG"
"1325","OG8126",0.2273,"All_OG"
"1326","OG5898",0.3397,"All_OG"
"1327","OG13477",0.1831,"All_OG"
"1328","OG4780",0.2046,"All_OG"
"1329","OG7595",0.32475,"All_OG"
"1330","OG6135",0.2111,"All_OG"
"1331","OG7277",0.2991,"All_OG"
"1332","OG3361",0.1444,"All_OG"
"1333","OG7183",0.29795,"All_OG"
"1334","OG13944",0.4558,"All_OG"
"1335","OG11750",0.4721,"All_OG"
"1336","OG12390",0.25035,"All_OG"
"1337","OG16855",0.30545,"All_OG"
"1338","OG2760",0.0302,"All_OG"
"1339","OG10450",0.2011,"All_OG"
"1340","OG13226",0.24625,"All_OG"
"1341","OG12520",0.5822,"All_OG"
"1342","OG6251",0.3396,"All_OG"
"1343","OG4200",0.2696,"All_OG"
"1344","OG4927",0.3521,"All_OG"
"1345","OG18224",0.3513,"All_OG"
"1346","OG3517",0.4381,"All_OG"
"1347","OG4626",0.2428,"All_OG"
"1348","OG7353",0.23535,"All_OG"
"1349","OG10238",0.3303,"All_OG"
"1350","OG4148",0.2628,"All_OG"
"1351","OG6322",0.1126,"All_OG"
"1352","OG13381",0.09835,"All_OG"
"1353","OG10678",0.22055,"All_OG"
"1354","OG9771",0.3013,"All_OG"
"1355","OG8169",0.1016,"All_OG"
"1356","OG3641",0.0379,"All_OG"
"1357","OG1809",0.17825,"All_OG"
"1358","OG4860",0.2252,"All_OG"
"1359","OG1978",0.0683,"All_OG"
"1360","OG15993",0.26115,"All_OG"
"1361","OG17608",0.1956,"All_OG"
"1362","OG7072",0.4561,"All_OG"
"1363","OG3069",0.0985,"All_OG"
"1364","OG15769",0.18065,"All_OG"
"1365","OG3558",0.0668,"All_OG"
"1366","OG11643",0.3382,"All_OG"
"1367","OG4820",0.10865,"All_OG"
"1368","OG13547",0.44765,"All_OG"
"1369","OG8272",0.1867,"All_OG"
"1370","OG10563",0.4142,"All_OG"
"1371","OG3331",0.2497,"All_OG"
"1372","OG7904",0.264,"All_OG"
"1373","OG4959",0.1501,"All_OG"
"1374","OG13221",0.31695,"All_OG"
"1375","OG9172",0.2007,"All_OG"
"1376","OG9529",0.0781,"All_OG"
"1377","OG2622",0.1086,"All_OG"
"1378","OG12906",0.474,"All_OG"
"1379","OG13563",0.44435,"All_OG"
"1380","OG5508",0.1273,"All_OG"
"1381","OG7166",0.18365,"All_OG"
"1382","OG7154",0.14585,"All_OG"
