"X1"	"OG"	"dN_dS"	"species_num"	"protein_num"	"average_duplicate"	"group"
518	"OG13114"	0.215	11	11	1	"g2"
519	"OG2881"	0.166	325	330	1.015384615	"g7"
520	"OG6201"	0.42735	80	80	1	"g3"
521	"OG16304"	0.30725	8	8	1	"g1"
522	"OG14411"	0.0979	9	9	1	"g1"
523	"OG4044"	0.0944	283	285	1.007067138	"g7"
524	"OG9722"	0.1808	24	25	1.041666667	"g2"
525	"OG5422"	0.3701	132	132	1	"g4"
526	"OG10440"	0.3239	20	20	1	"g2"
527	"OG13545"	0.40855	8	10	1.25	"g1"
528	"OG17422"	0.2197	7	7	1	"g1"
529	"OG3518"	0.09345	258	311	1.205426357	"g7"
530	"OG8318"	0.44145	35	36	1.028571429	"g2"
531	"OG5706"	0.55185	97	99	1.020618557	"g3"
532	"OG2905"	0.1626	323	329	1.018575851	"g7"
533	"OG8975"	0.2317	31	31	1	"g2"
534	"OG6654"	0.1506	65	67	1.030769231	"g3"
535	"OG1414"	0.0781	334	366	1.095808383	"g7"
536	"OG5792"	0.29475	93	94	1.010752688	"g3"
537	"OG12923"	0.80485	12	12	1	"g2"
538	"OG15234"	0.3916	9	9	1	"g1"
539	"OG8185"	0.2357	33	38	1.151515152	"g2"
540	"OG6275"	0.18355	77	77	1	"g3"
541	"OG4722"	0.1379	223	227	1.01793722	"g6"
542	"OG13675"	0.3012	10	10	1	"g1"
543	"OG4449"	0.281	245	254	1.036734694	"g6"
544	"OG7491"	0.3532	49	50	1.020408163	"g2"
545	"OG5935"	0.18155	88	89	1.011363636	"g3"
546	"OG13225"	0.38325	10	11	1.1	"g1"
547	"OG4316"	0.2262	258	264	1.023255814	"g7"
548	"OG9397"	0.3833	27	27	1	"g2"
549	"OG4340"	0.2011	257	262	1.019455253	"g7"
550	"OG3926"	0.12835	289	292	1.010380623	"g7"
551	"OG5693"	0.3313	72	100	1.388888889	"g3"
552	"OG5225"	0.2057	151	157	1.039735099	"g5"
553	"OG5302"	0.1716	147	148	1.006802721	"g4"
554	"OG4126"	0.2046	277	279	1.007220217	"g7"
555	"OG8711"	0.27355	33	33	1	"g2"
556	"OG9011"	0.15845	30	30	1	"g2"
557	"OG2540"	0.1779	334	337	1.008982036	"g7"
558	"OG7945"	0.29975	42	42	1	"g2"
559	"OG1666"	0.2853	335	351	1.047761194	"g7"
560	"OG1811"	0.1146	343	348	1.014577259	"g7"
561	"OG6474"	0.4855	71	71	1	"g3"
562	"OG13906"	0.42365	10	10	1	"g1"
563	"OG3320"	0.3197	313	318	1.015974441	"g7"
564	"OG3186"	0.3231	317	322	1.015772871	"g7"
565	"OG13127"	0.1299	11	11	1	"g2"
566	"OG6022"	0.30375	87	87	1	"g3"
567	"OG2473"	0.1974	322	338	1.049689441	"g7"
568	"OG18375"	0.26175	7	7	1	"g1"
569	"OG4903"	0.1346	195	202	1.035897436	"g5"
570	"OG3702"	0.117	302	304	1.006622517	"g7"
571	"OG9579"	0.28015	26	26	1	"g2"
572	"OG4920"	0.1411	181	199	1.099447514	"g5"
573	"OG2286"	0.1229	337	341	1.011869436	"g7"
574	"OG12016"	0.1936	14	14	1	"g2"
575	"OG8218"	0.3661	38	38	1	"g2"
576	"OG3853"	0.2541	289	296	1.024221453	"g7"
577	"OG15984"	0.3551	8	8	1	"g1"
578	"OG2281"	0.4036	336	341	1.014880952	"g7"
579	"OG2734"	0.1847	329	333	1.012158055	"g7"
580	"OG9542"	0.1031	26	26	1	"g2"
581	"OG3118"	0.0926	322	324	1.00621118	"g7"
582	"OG9414"	0.21105	24	27	1.125	"g2"
583	"OG1617"	0.11685	341	353	1.035190616	"g7"
584	"OG15516"	0.1056	9	9	1	"g1"
585	"OG4474"	0.1096	247	251	1.016194332	"g6"
586	"OG1740"	0.2264	342	350	1.023391813	"g7"
587	"OG5677"	0.31155	101	101	1	"g4"
588	"OG7986"	0.3939	41	41	1	"g2"
589	"OG1527"	0.2576	278	357	1.284172662	"g7"
590	"OG4348"	0.2024	248	261	1.052419355	"g6"
591	"OG15412"	0.23015	9	9	1	"g1"
592	"OG17542"	0.112	7	7	1	"g1"
593	"OG9923"	0.2489	23	23	1	"g2"
594	"OG3121"	0.1685	321	324	1.009345794	"g7"
595	"OG3615"	0.0545	302	307	1.016556291	"g7"
596	"OG7208"	0.22125	49	55	1.12244898	"g2"
597	"OG15137"	0.0937	9	9	1	"g1"
598	"OG6827"	0.09055	60	64	1.066666667	"g3"
599	"OG18212"	0.29485	7	7	1	"g1"
600	"OG8271"	0.4389	36	37	1.027777778	"g2"
601	"OG4351"	0.1796	259	261	1.007722008	"g7"
602	"OG17426"	0.1599	7	7	1	"g1"
603	"OG6898"	0.1044	59	62	1.050847458	"g3"
604	"OG3531"	0.177	308	311	1.00974026	"g7"
605	"OG17251"	0.3426	7	7	1	"g1"
606	"OG2443"	0.0718	339	339	1	"g7"
607	"OG1626"	0.0434	342	352	1.029239766	"g7"
608	"OG5768"	0.02645	73	95	1.301369863	"g3"
609	"OG11560"	0.1458	15	15	1	"g2"
610	"OG1999"	0.0902	342	345	1.00877193	"g7"
611	"OG5200"	0.42145	159	161	1.012578616	"g5"
612	"OG6384"	0.2294	73	73	1	"g3"
613	"OG1647"	0.1872	340	352	1.035294118	"g7"
614	"OG3304"	0.10835	306	318	1.039215686	"g7"
615	"OG2636"	0.1022	333	335	1.006006006	"g7"
616	"OG16149"	0.3069	8	8	1	"g1"
617	"OG3311"	0.2051	315	318	1.00952381	"g7"
618	"OG15963"	0.5299	8	8	1	"g1"
619	"OG10243"	0.3881	21	21	1	"g2"
620	"OG7063"	0.2898	58	58	1	"g3"
621	"OG5357"	0.1719	137	142	1.03649635	"g4"
622	"OG1926"	0.0828	340	346	1.017647059	"g7"
623	"OG2978"	0.2897	324	327	1.009259259	"g7"
624	"OG2250"	0.0681	337	342	1.014836795	"g7"
625	"OG17623"	0.0849	7	7	1	"g1"
626	"OG2230"	0.13355	340	342	1.005882353	"g7"
627	"OG16021"	0.2409	8	8	1	"g1"
628	"OG3771"	0.052	297	301	1.013468013	"g7"
629	"OG1763"	0.0429	335	349	1.041791045	"g7"
630	"OG1614"	0.1948	342	353	1.032163743	"g7"
631	"OG3843"	0.2348	232	297	1.280172414	"g6"
632	"OG5268"	0.13505	127	152	1.196850394	"g4"
633	"OG1282"	0.3094	321	385	1.199376947	"g7"
634	"OG6050"	0.2769	86	86	1	"g3"
635	"OG17864"	0.34225	7	7	1	"g1"
636	"OG13940"	0.22	10	10	1	"g1"
637	"OG14508"	0.35095	9	9	1	"g1"
638	"OG14774"	0.1513	9	9	1	"g1"
639	"OG3409"	0.3159	313	315	1.006389776	"g7"
640	"OG4494"	0.1838	248	250	1.008064516	"g6"
641	"OG7559"	0.17	49	49	1	"g2"
642	"OG6502"	0.4602	71	71	1	"g3"
643	"OG1583"	0.1002	339	354	1.044247788	"g7"
644	"OG15096"	0.2444	9	9	1	"g1"
645	"OG4133"	0.1529	276	279	1.010869565	"g7"
646	"OG10876"	0.1558	18	18	1	"g2"
647	"OG7932"	0.02945	40	42	1.05	"g2"
648	"OG7613"	0.1926	48	48	1	"g2"
649	"OG13515"	0.194	9	10	1.111111111	"g1"
650	"OG9926"	0.0963	22	23	1.045454545	"g2"
651	"OG18061"	0.0476	7	7	1	"g1"
652	"OG2485"	0.0935	330	338	1.024242424	"g7"
653	"OG13961"	0.3167	10	10	1	"g1"
654	"OG3973"	0.0876	281	289	1.028469751	"g7"
655	"OG4509"	0.0637	245	248	1.012244898	"g6"
656	"OG4556"	0.3188	242	245	1.012396694	"g6"
657	"OG8642"	0.2976	33	33	1	"g2"
658	"OG1817"	0.0645	343	348	1.014577259	"g7"
659	"OG14657"	0.31175	9	9	1	"g1"
660	"OG6082"	0.303	84	85	1.011904762	"g3"
661	"OG5015"	0.158	186	187	1.005376344	"g5"
662	"OG8231"	0.1085	37	37	1	"g2"
663	"OG1954"	0.1121	341	346	1.014662757	"g7"
664	"OG5970"	0.3285	88	88	1	"g3"
665	"OG7119"	0.2589	57	57	1	"g3"
666	"OG1358"	0.1112	343	373	1.087463557	"g7"
667	"OG6980"	0.43265	54	60	1.111111111	"g3"
668	"OG1903"	0.2444	343	347	1.011661808	"g7"
669	"OG15051"	0.2283	9	9	1	"g1"
670	"OG11565"	0.3388	13	15	1.153846154	"g2"
671	"OG13146"	0.24015	11	11	1	"g2"
672	"OG15831"	0.34215	8	8	1	"g1"
673	"OG4748"	0.4061	222	224	1.009009009	"g6"
674	"OG8954"	0.2233	31	31	1	"g2"
675	"OG13554"	0.2396	10	10	1	"g1"
676	"OG2732"	0.2005	330	333	1.009090909	"g7"
677	"OG2339"	0.0295	329	340	1.03343465	"g7"
678	"OG3901"	0.193	288	293	1.017361111	"g7"
679	"OG13907"	0.1117	8	10	1.25	"g1"
680	"OG5094"	0.27675	176	177	1.005681818	"g5"
681	"OG2306"	0.372	328	341	1.039634146	"g7"
682	"OG8843"	0.3475	32	32	1	"g2"
683	"OG4886"	0.4821	202	205	1.014851485	"g6"
684	"OG11616"	0.0614	15	15	1	"g2"
685	"OG10272"	0.3349	15	21	1.4	"g2"
686	"OG15383"	0.26515	9	9	1	"g1"
687	"OG9300"	0.16115	28	28	1	"g2"
688	"OG14168"	0.3604	10	10	1	"g1"
689	"OG1843"	0.0611	343	348	1.014577259	"g7"
690	"OG3246"	0.1307	316	320	1.012658228	"g7"
691	"OG7426"	0.3734	51	51	1	"g3"
692	"OG6181"	0.31795	79	80	1.012658228	"g3"
693	"OG2196"	0.198	340	343	1.008823529	"g7"
694	"OG2689"	0.3257	326	334	1.024539877	"g7"
695	"OG4035"	0.0793	283	285	1.007067138	"g7"
696	"OG8887"	0.3392	30	31	1.033333333	"g2"
697	"OG7432"	0.2604	51	51	1	"g3"
698	"OG14684"	0.4089	8	9	1.125	"g1"
699	"OG7344"	0.25535	51	53	1.039215686	"g3"
700	"OG9224"	0.2182	29	29	1	"g2"
701	"OG15946"	0.34965	8	8	1	"g1"
702	"OG10525"	0.4708	20	20	1	"g2"
703	"OG7284"	0.4316	54	54	1	"g3"
704	"OG12620"	0.4162	11	12	1.090909091	"g2"
705	"OG8927"	0.1145	31	31	1	"g2"
706	"OG4380"	0.34205	255	259	1.015686275	"g7"
707	"OG5368"	0.2306	139	141	1.014388489	"g4"
708	"OG14900"	0.3738	9	9	1	"g1"
709	"OG8837"	0.3817	32	32	1	"g2"
710	"OG10719"	0.3156	19	19	1	"g2"
711	"OG4547"	0.20575	240	245	1.020833333	"g6"
712	"OG5055"	0.24815	169	182	1.076923077	"g5"
713	"OG1257"	0.19785	302	393	1.301324503	"g7"
714	"OG12604"	0.3194	12	12	1	"g2"
715	"OG11634"	0.2414	15	15	1	"g2"
716	"OG14350"	0.33795	9	9	1	"g1"
717	"OG14716"	0.37105	9	9	1	"g1"
718	"OG11313"	0.2054	16	16	1	"g2"
719	"OG11819"	0.16635	12	14	1.166666667	"g2"
720	"OG13525"	0.253	10	10	1	"g1"
721	"OG13358"	0.1445	11	11	1	"g2"
722	"OG8477"	0.40495	34	35	1.029411765	"g2"
723	"OG9657"	0.3795	25	25	1	"g2"
724	"OG1508"	0.1396	317	358	1.129337539	"g7"
725	"OG13287"	0.215	11	11	1	"g2"
726	"OG14389"	0.2791	9	9	1	"g1"
727	"OG1346"	0.09055	343	374	1.090379009	"g7"
728	"OG2562"	0.22775	330	337	1.021212121	"g7"
729	"OG9708"	0.31165	25	25	1	"g2"
730	"OG8152"	0.2122	39	39	1	"g2"
731	"OG2747"	0.1409	331	333	1.006042296	"g7"
732	"OG6090"	0.1502	79	84	1.063291139	"g3"
733	"OG14587"	0.40385	9	9	1	"g1"
734	"OG1657"	0.096	340	352	1.035294118	"g7"
735	"OG11267"	0.2227	16	16	1	"g2"
736	"OG15216"	0.3051	9	9	1	"g1"
737	"OG5223"	0.2215	155	158	1.019354839	"g5"
738	"OG14934"	0.1201	9	9	1	"g1"
739	"OG2195"	0.2082	339	343	1.01179941	"g7"
740	"OG4242"	0.1766	267	270	1.011235955	"g7"
741	"OG7443"	0.2306	46	51	1.108695652	"g2"
742	"OG8240"	0.2041	37	37	1	"g2"
743	"OG10377"	0.2528	21	21	1	"g2"
744	"OG9296"	0.24805	28	28	1	"g2"
745	"OG13045"	0.0657	11	11	1	"g2"
746	"OG7384"	0.4335	52	52	1	"g3"
747	"OG4778"	0.2278	212	220	1.037735849	"g6"
748	"OG15286"	0.2189	9	9	1	"g1"
749	"OG7886"	0.1887	41	43	1.048780488	"g2"
750	"OG6067"	0.26735	85	85	1	"g3"
751	"OG3844"	0.29685	296	297	1.003378378	"g7"
752	"OG14670"	0.36845	9	9	1	"g1"
753	"OG6130"	0.2332	83	83	1	"g3"
754	"OG17077"	0.11245	7	7	1	"g1"
755	"OG1962"	0.1396	339	346	1.020648968	"g7"
756	"OG16131"	0.075	8	8	1	"g1"
757	"OG1227"	0.1099	319	408	1.278996865	"g7"
758	"OG13623"	0.0108	9	10	1.111111111	"g1"
759	"OG6172"	0.43105	80	81	1.0125	"g3"
760	"OG15384"	0.1961	9	9	1	"g1"
761	"OG5599"	0.1631	98	107	1.091836735	"g3"
762	"OG1367"	0.0911	343	372	1.084548105	"g7"
763	"OG11036"	0.1397	17	17	1	"g2"
764	"OG7957"	0.29315	42	42	1	"g2"
765	"OG10043"	0.1633	22	23	1.045454545	"g2"
766	"OG13176"	0.32445	11	11	1	"g2"
767	"OG3471"	0.2447	308	313	1.016233766	"g7"
768	"OG6793"	0.3415	64	64	1	"g3"
769	"OG12137"	0.2717	13	13	1	"g2"
770	"OG14661"	0.12945	9	9	1	"g1"
771	"OG4274"	0.1518	243	267	1.098765432	"g6"
772	"OG12600"	0.2453	12	12	1	"g2"
773	"OG2416"	0.0554	326	339	1.039877301	"g7"
774	"OG8933"	0.3223	30	31	1.033333333	"g2"
775	"OG2094"	0.0443	341	344	1.008797654	"g7"
776	"OG13688"	0.1284	9	10	1.111111111	"g1"
777	"OG2437"	0.12805	318	339	1.066037736	"g7"
778	"OG13786"	0.3505	10	10	1	"g1"
779	"OG10459"	0.2889	20	20	1	"g2"
780	"OG4289"	0.0449	261	266	1.019157088	"g7"
781	"OG13291"	0.198	11	11	1	"g2"
782	"OG5461"	0.19875	124	125	1.008064516	"g4"
783	"OG4105"	0.4423	275	281	1.021818182	"g7"
784	"OG10051"	0.3045	23	23	1	"g2"
785	"OG9381"	0.5093	27	27	1	"g2"
786	"OG6818"	0.1982	61	64	1.049180328	"g3"
787	"OG9887"	0.22385	23	23	1	"g2"
788	"OG16501"	0.3619	7	8	1.142857143	"g1"
789	"OG8784"	0.1581	32	32	1	"g2"
790	"OG6832"	0.2447	64	64	1	"g3"
791	"OG6119"	0.3622	83	83	1	"g3"
792	"OG4643"	0.2439	232	236	1.017241379	"g6"
793	"OG13651"	0.14505	10	10	1	"g1"
794	"OG15153"	0.20295	9	9	1	"g1"
795	"OG7547"	0.2328	45	49	1.088888889	"g2"
797	"OG15118"	0.3321	9	9	1	"g1"
798	"OG1349"	0.0314	341	374	1.096774194	"g7"
799	"OG8386"	0.161	33	36	1.090909091	"g2"
800	"OG14917"	0.12005	9	9	1	"g1"
801	"OG15349"	0.1016	9	9	1	"g1"
802	"OG9088"	0.33395	30	30	1	"g2"
803	"OG6829"	0.2072	63	64	1.015873016	"g3"
804	"OG15154"	0.26335	9	9	1	"g1"
805	"OG15979"	0.3588	8	8	1	"g1"
806	"OG6220"	0.2047	77	79	1.025974026	"g3"
807	"OG12307"	0.3961	13	13	1	"g2"
808	"OG1535"	0.1066	342	356	1.040935673	"g7"
809	"OG2498"	0.1309	334	338	1.011976048	"g7"
810	"OG2638"	0.2877	325	335	1.030769231	"g7"
811	"OG8569"	0.38745	34	34	1	"g2"
812	"OG8592"	0.0587	33	34	1.03030303	"g2"
813	"OG2602"	0.1459	333	336	1.009009009	"g7"
814	"OG15415"	0.25285	9	9	1	"g1"
815	"OG2467"	0.1792	328	338	1.030487805	"g7"
816	"OG12354"	0.28255	13	13	1	"g2"
817	"OG13260"	0.0632	10	11	1.1	"g1"
818	"OG16746"	0.4025	7	8	1.142857143	"g1"
819	"OG4625"	0.3642	236	239	1.012711864	"g6"
820	"OG13589"	0.32575	10	10	1	"g1"
821	"OG17445"	0.22755	7	7	1	"g1"
822	"OG14956"	0.0886	9	9	1	"g1"
823	"OG12046"	0.4432	14	14	1	"g2"
824	"OG6775"	0.2905	62	65	1.048387097	"g3"
825	"OG13062"	0.13	10	11	1.1	"g1"
826	"OG1650"	0.09685	340	352	1.035294118	"g7"
827	"OG2193"	0.1197	342	343	1.002923977	"g7"
828	"OG9157"	0.2146	29	29	1	"g2"
829	"OG7759"	0.1921	45	45	1	"g2"
830	"OG9481"	0.24605	26	26	1	"g2"
831	"OG7225"	0.39805	55	55	1	"g3"
832	"OG4060"	0.2436	283	283	1	"g7"
833	"OG6697"	0.3636	65	66	1.015384615	"g3"
834	"OG5135"	0.326	169	170	1.00591716	"g5"
835	"OG4281"	0.11835	253	267	1.055335968	"g7"
836	"OG7415"	0.3771	51	51	1	"g3"
837	"OG17851"	0.4149	7	7	1	"g1"
838	"OG8174"	0.3386	38	38	1	"g2"
839	"OG1651"	0.0739	342	352	1.029239766	"g7"
840	"OG5050"	0.35	179	183	1.022346369	"g5"
841	"OG8925"	0.2494	31	31	1	"g2"
842	"OG3620"	0.1375	305	307	1.006557377	"g7"
843	"OG6387"	0.23875	72	73	1.013888889	"g3"
844	"OG4783"	0.2791	218	219	1.004587156	"g6"
845	"OG14973"	0.24925	9	9	1	"g1"
846	"OG16798"	0.2175	8	8	1	"g1"
847	"OG13713"	0.15575	9	10	1.111111111	"g1"
848	"OG10409"	0.3883	21	21	1	"g2"
849	"OG3303"	0.2212	313	318	1.015974441	"g7"
850	"OG14619"	0.32765	9	9	1	"g1"
851	"OG7129"	0.2227	57	57	1	"g3"
852	"OG15167"	0.5237	7	9	1.285714286	"g1"
853	"OG9176"	0.3156	29	29	1	"g2"
855	"OG7019"	0.3439	58	59	1.017241379	"g3"
856	"OG4213"	0.2871	271	272	1.003690037	"g7"
857	"OG3052"	0.0201	315	325	1.031746032	"g7"
858	"OG11525"	0.1249	14	15	1.071428571	"g2"
859	"OG9347"	0.0532	28	28	1	"g2"
860	"OG1504"	0.1612	341	358	1.049853372	"g7"
861	"OG5764"	0.1629	95	96	1.010526316	"g3"
862	"OG8265"	0.3122	36	37	1.027777778	"g2"
863	"OG18154"	0.058	7	7	1	"g1"
864	"OG2783"	0.162	329	332	1.009118541	"g7"
865	"OG3333"	0.1783	308	317	1.029220779	"g7"
866	"OG17827"	0.1557	7	7	1	"g1"
867	"OG6985"	0.1825	59	60	1.016949153	"g3"
868	"OG6986"	0.1871	59	60	1.016949153	"g3"
869	"OG10169"	0.2342	22	22	1	"g2"
870	"OG4984"	0.11935	143	191	1.335664336	"g4"
871	"OG14967"	0.3866	9	9	1	"g1"
872	"OG15569"	0.4439	8	9	1.125	"g1"
873	"OG4949"	0.2781	194	196	1.010309278	"g5"
874	"OG6166"	0.2869	73	81	1.109589041	"g3"
875	"OG11976"	0.1753	11	14	1.272727273	"g2"
876	"OG6463"	0.1446	70	71	1.014285714	"g3"
877	"OG8076"	0.2215	38	40	1.052631579	"g2"
879	"OG12337"	0.2852	13	13	1	"g2"
880	"OG7725"	0.27105	46	46	1	"g2"
881	"OG6145"	0.04025	52	82	1.576923077	"g3"
882	"OG9059"	0.2341	30	30	1	"g2"
883	"OG7270"	0.222	52	54	1.038461538	"g3"
884	"OG17946"	0.36195	7	7	1	"g1"
885	"OG3577"	0.1866	302	309	1.023178808	"g7"
886	"OG4319"	0.22575	262	264	1.007633588	"g7"
887	"OG6781"	0.2126	65	65	1	"g3"
888	"OG2629"	0.1407	320	335	1.046875	"g7"
889	"OG7372"	0.3157	52	52	1	"g3"
890	"OG3413"	0.2295	312	315	1.009615385	"g7"
891	"OG5586"	0.114	104	108	1.038461538	"g4"
892	"OG12662"	0.2293	12	12	1	"g2"
893	"OG7501"	0.3454	50	50	1	"g2"
894	"OG2975"	0.1869	323	328	1.015479876	"g7"
895	"OG3624"	0.18065	301	307	1.019933555	"g7"
896	"OG7366"	0.0451	50	52	1.04	"g2"
897	"OG5737"	0.1219	96	98	1.020833333	"g3"
898	"OG8289"	0.3908	37	37	1	"g2"
899	"OG9541"	0.39075	26	26	1	"g2"
900	"OG1271"	0.01695	343	389	1.134110787	"g7"
901	"OG3411"	0.1723	311	315	1.012861736	"g7"
902	"OG9035"	0.34315	28	30	1.071428571	"g2"
903	"OG8011"	0.4041	39	41	1.051282051	"g2"
904	"OG2126"	0.1318	337	344	1.020771513	"g7"
905	"OG1545"	0.06035	343	356	1.037900875	"g7"
906	"OG6929"	0.2306	61	61	1	"g3"
907	"OG1944"	0.0692	338	346	1.023668639	"g7"
908	"OG14838"	0.17915	9	9	1	"g1"
909	"OG17839"	0.1574	7	7	1	"g1"
910	"OG10684"	0.1851	19	19	1	"g2"
911	"OG1208"	0.11385	338	424	1.25443787	"g7"
912	"OG9822"	0.3135	22	24	1.090909091	"g2"
913	"OG8267"	0.17585	30	37	1.233333333	"g2"
914	"OG12877"	0.3609	12	12	1	"g2"
915	"OG18635"	0.2492	7	7	1	"g1"
916	"OG10139"	0.2204	22	22	1	"g2"
917	"OG7652"	0.27	47	47	1	"g2"
918	"OG6974"	0.0829	59	61	1.033898305	"g3"
919	"OG9086"	0.31355	30	30	1	"g2"
920	"OG5219"	0.3362	153	158	1.032679739	"g5"
921	"OG10959"	0.354	18	18	1	"g2"
922	"OG5410"	0.1278	126	134	1.063492063	"g4"
923	"OG12765"	0.44935	11	12	1.090909091	"g2"
924	"OG3755"	0.354	299	302	1.010033445	"g7"
925	"OG17071"	0.3291	7	7	1	"g1"
926	"OG11863"	0.16985	14	14	1	"g2"
927	"OG14415"	0.1814	9	9	1	"g1"
928	"OG1251"	0.1609	289	396	1.370242215	"g7"
929	"OG4714"	0.2933	227	228	1.004405286	"g6"
930	"OG13840"	0.1139	8	10	1.25	"g1"
931	"OG6442"	0.0801	71	72	1.014084507	"g3"
932	"OG7249"	0.3737	53	54	1.018867925	"g3"
933	"OG11069"	0.3404	17	17	1	"g2"
934	"OG6144"	0.2677	81	82	1.012345679	"g3"
935	"OG3247"	0.1912	318	320	1.006289308	"g7"
936	"OG16555"	0.1531	8	8	1	"g1"
937	"OG2255"	0.5387	324	342	1.055555556	"g7"
938	"OG5224"	0.1569	137	158	1.153284672	"g4"
939	"OG5767"	0.28565	93	95	1.021505376	"g3"
940	"OG10451"	0.4112	20	20	1	"g2"
941	"OG1275"	0.058	341	388	1.137829912	"g7"
942	"OG1313"	0.0684	342	379	1.108187135	"g7"
943	"OG3972"	0.2582	287	289	1.006968641	"g7"
944	"OG9787"	0.2464	24	24	1	"g2"
945	"OG3456"	0.2222	308	313	1.016233766	"g7"
946	"OG3543"	0.1916	308	310	1.006493506	"g7"
947	"OG14367"	0.3224	9	9	1	"g1"
948	"OG5257"	0.1879	149	154	1.033557047	"g4"
949	"OG12241"	0.2986	12	13	1.083333333	"g2"
950	"OG6036"	0.0624	69	86	1.246376812	"g3"
951	"OG18253"	0.1653	7	7	1	"g1"
952	"OG9403"	0.23515	26	27	1.038461538	"g2"
953	"OG16377"	0.1023	8	8	1	"g1"
954	"OG7575"	0.2382	44	48	1.090909091	"g2"
955	"OG16091"	0.2568	8	8	1	"g1"
956	"OG12707"	0.3109	12	12	1	"g2"
957	"OG16725"	0.1269	8	8	1	"g1"
958	"OG17617"	0.3097	7	7	1	"g1"
959	"OG4698"	0.2349	222	229	1.031531532	"g6"
960	"OG11135"	0.15465	17	17	1	"g2"
961	"OG14909"	0.2461	9	9	1	"g1"
962	"OG4794"	0.1831	215	218	1.013953488	"g6"
963	"OG7001"	0.25575	59	60	1.016949153	"g3"
964	"OG4302"	0.2352	265	265	1	"g7"
965	"OG7693"	0.4638	47	47	1	"g2"
966	"OG5281"	0.2975	145	150	1.034482759	"g4"
967	"OG2246"	0.1521	341	342	1.002932551	"g7"
968	"OG5453"	0.22605	107	126	1.177570093	"g4"
969	"OG6716"	0.4278	65	66	1.015384615	"g3"
970	"OG16203"	0.19915	8	8	1	"g1"
971	"OG13601"	0.0418	10	10	1	"g1"
972	"OG3983"	0.2095	282	288	1.021276596	"g7"
973	"OG5701"	0.19725	98	100	1.020408163	"g3"
974	"OG2008"	0.0448	320	345	1.078125	"g7"
975	"OG9106"	0.1477	30	30	1	"g2"
976	"OG6645"	0.2859	67	67	1	"g3"
977	"OG10847"	0.31745	17	18	1.058823529	"g2"
978	"OG3386"	0.3638	312	316	1.012820513	"g7"
979	"OG16482"	0.2657	8	8	1	"g1"
980	"OG4255"	0.2033	265	269	1.01509434	"g7"
981	"OG14035"	0.1825	10	10	1	"g1"
982	"OG8514"	0.27375	34	34	1	"g2"
983	"OG17442"	0.26	7	7	1	"g1"
984	"OG2799"	0.4359	328	332	1.012195122	"g7"
985	"OG1859"	0.0482	319	348	1.090909091	"g7"
986	"OG7419"	0.453	50	51	1.02	"g2"
987	"OG3936"	0.3604	287	291	1.013937282	"g7"
989	"OG4737"	0.3925	222	225	1.013513514	"g6"
990	"OG7910"	0.263	43	43	1	"g2"
991	"OG9344"	0.2744	28	28	1	"g2"
992	"OG10932"	0.2463	18	18	1	"g2"
993	"OG9208"	0.2138	28	29	1.035714286	"g2"
994	"OG12338"	0.24845	13	13	1	"g2"
995	"OG9404"	0.2722	27	27	1	"g2"
996	"OG2588"	0.0822	323	336	1.040247678	"g7"
997	"OG1898"	0.1462	342	347	1.014619883	"g7"
998	"OG2009"	0.2781	336	345	1.026785714	"g7"
999	"OG8003"	0.2218	39	41	1.051282051	"g2"
1000	"OG4682"	0.0973	227	231	1.017621145	"g6"
1001	"OG2823"	0.1393	327	331	1.012232416	"g7"
1002	"OG9433"	0.244	27	27	1	"g2"
1003	"OG2763"	0.2654	322	333	1.034161491	"g7"
1004	"OG2139"	0.0862	328	344	1.048780488	"g7"
1005	"OG6961"	0.4029	59	61	1.033898305	"g3"
1006	"OG12028"	0.3527	14	14	1	"g2"
1007	"OG16799"	0.3325	8	8	1	"g1"
1008	"OG2408"	0.20225	333	339	1.018018018	"g7"
1009	"OG15312"	0.23985	9	9	1	"g1"
1010	"OG6375"	0.2535	72	73	1.013888889	"g3"
1011	"OG3319"	0.1587	315	318	1.00952381	"g7"
1012	"OG5745"	0.1722	75	97	1.293333333	"g3"
1013	"OG12541"	0.1876	12	12	1	"g2"
1014	"OG11410"	0.2064	16	16	1	"g2"
1015	"OG4529"	0.2062	238	247	1.037815126	"g6"
1016	"OG1289"	0.15	340	384	1.129411765	"g7"
1017	"OG4243"	0.2197	267	270	1.011235955	"g7"
1018	"OG14836"	0.1807	9	9	1	"g1"
1019	"OG16916"	0.54165	8	8	1	"g1"
1020	"OG6382"	0.27815	73	73	1	"g3"
1021	"OG9277"	0.4785	28	28	1	"g2"
1022	"OG5926"	0.0705	90	90	1	"g3"
1023	"OG8639"	0.1842	32	33	1.03125	"g2"
1024	"OG12035"	0.1706	14	14	1	"g2"
1025	"OG2806"	0.1682	289	332	1.148788927	"g7"
1026	"OG11158"	0.2072	17	17	1	"g2"
1027	"OG11601"	0.1712	14	15	1.071428571	"g2"
1028	"OG5353"	0.1003	118	142	1.203389831	"g4"
1029	"OG6563"	0.18065	46	69	1.5	"g2"
1030	"OG8444"	0.1896	33	35	1.060606061	"g2"
1031	"OG7076"	0.3001	58	58	1	"g3"
1032	"OG6006"	0.387	86	87	1.011627907	"g3"
1033	"OG2639"	0.3558	328	335	1.021341463	"g7"
1034	"OG10666"	0.2697	19	19	1	"g2"
1035	"OG15478"	0.2521	9	9	1	"g1"
