"X1"	"OG"	"dN_dS"	"representative"	"locus"	"positive_num"	"uniprotID"	"geneID"
673	"OG4748"	0.4061	"Saccharomyces_cerevisiae@YJR003C"	"YJR003C"	NA	"P47084"	"MRX12"
676	"OG2732"	0.2005	"Saccharomyces_cerevisiae@YMR097C"	"YMR097C"	NA	"Q03151"	"MTG1"
677	"OG2339"	0.0295	"Saccharomyces_cerevisiae@YIR004W"	"YIR004W"	1	"P40564"	"DJP1"
678	"OG3901"	0.193	"Saccharomyces_cerevisiae@YHR031C"	"YHR031C"	NA	"P38766"	"RRM3"
681	"OG2306"	0.372	"Saccharomyces_cerevisiae@YHR077C"	"YHR077C"	NA	"P38798"	"NMD2"
683	"OG4886"	0.4821	"Saccharomyces_cerevisiae@YBR272C"	"YBR272C"	NA	"P38348"	"HSM3"
689	"OG1843"	0.0611	"Saccharomyces_cerevisiae@YDR023W"	"YDR023W"	NA	"P07284"	"SYSC"
690	"OG3246"	0.1307	"Saccharomyces_cerevisiae@YPL199C"	"YPL199C"	NA	"Q08954"	"YP199"
693	"OG2196"	0.198	"Saccharomyces_cerevisiae@YER078C"	"YER078C"	1	"P40051"	"ICP55"
694	"OG2689"	0.3257	"Saccharomyces_cerevisiae@YJL039C"	"YJL039C"	NA	"P47054"	"NU192"
695	"OG4035"	0.0793	"Saccharomyces_cerevisiae@YGL050W"	"YGL050W"	NA	"P53177"	"TYW3"
697	"OG7432"	0.2604	"Saccharomyces_cerevisiae@YER128W"	"YER128W"	NA	"P40080"	"VFA1"
711	"OG4547"	0.20575	"Saccharomyces_cerevisiae@YDR332W"	"YDR332W"	NA	"Q06683"	"IRC3"
713	"OG1257"	0.19785	"Saccharomyces_cerevisiae@YCL036W"	"YCL036W"	NA	"P25370"	"GFD2"
724	"OG1508"	0.1396	"Saccharomyces_cerevisiae@YOR280C"	"YOR280C"	NA	"Q99369"	"FSH3"
727	"OG1346"	0.09055	"Saccharomyces_cerevisiae@YMR243C"	"YMR243C"	NA	"P20107"	"ZRC1"
728	"OG2562"	0.22775	"Saccharomyces_cerevisiae@YDL015C"	"YDL015C"	NA	"Q99190"	"TECR"
731	"OG2747"	0.1409	"Saccharomyces_cerevisiae@YOR262W"	"YOR262W"	NA	"Q08726"	"GPN2"
734	"OG1657"	0.096	"Saccharomyces_cerevisiae@YNL275W"	"YNL275W"	2	"P53838"	"BOR1"
739	"OG2195"	0.2082	"Saccharomyces_cerevisiae@YGR005C"	"YGR005C"	1	"P41896"	"T2FB"
740	"OG4242"	0.1766	"Saccharomyces_cerevisiae@YJL062W-A"	"YJL062W-A"	NA	"Q3E7B2"	"COA3"
746	"OG7384"	0.4335	"Saccharomyces_cerevisiae@YPL168W"	"YPL168W"	NA	"Q12467"	"MRX4"
747	"OG4778"	0.2278	"Saccharomyces_cerevisiae@YDR081C"	"YDR081C"	NA	"P32896"	"PDC2"
751	"OG3844"	0.29685	"Saccharomyces_cerevisiae@YAL014C"	"YAL014C"	NA	"P31377"	"STX8"
754	"OG17077"	0.11245	"Saccharomyces_cerevisiae@YER079W"	"YER079W"	NA	"P40052"	"YEQ9"
755	"OG1962"	0.1396	"Saccharomyces_cerevisiae@YPL104W"	"YPL104W"	1	"P15179"	"SYDM"
757	"OG1227"	0.1099	"Saccharomyces_cerevisiae@YMR226C"	"YMR226C"	NA	"Q05016"	"YM71"
761	"OG5599"	0.1631	"Saccharomyces_cerevisiae@YGR230W"	"YGR230W"	NA	"P50084"	"BNS1"
762	"OG1367"	0.0911	"Saccharomyces_cerevisiae@YJL005W"	"YJL005W"	NA	"P08678"	"CYAA"
767	"OG3471"	0.2447	"Saccharomyces_cerevisiae@YGR021W"	"YGR021W"	NA	"P53212"	"YG1D"
768	"OG6793"	0.3415	"Saccharomyces_cerevisiae@YAL047C"	"YAL047C"	NA	"P39723"	"SPC72"
771	"OG4274"	0.1518	"Saccharomyces_cerevisiae@YER176W"	"YER176W"	NA	"P32644"	"ECM32"
773	"OG2416"	0.0554	"Saccharomyces_cerevisiae@YBL036C"	"YBL036C"	2	"P38197"	"PLPHP"
775	"OG2094"	0.0443	"Saccharomyces_cerevisiae@YHR089C"	"YHR089C"	3	"P28007"	"GAR1"
777	"OG2437"	0.12805	"Saccharomyces_cerevisiae@YLR344W"	"YLR344W"	NA	"P05743"	"RL26A"
780	"OG4289"	0.0449	"Saccharomyces_cerevisiae@YAL041W"	"YAL041W"	NA	"P11433"	"CDC24"
783	"OG4105"	0.4423	"Saccharomyces_cerevisiae@YJL117W"	"YJL117W"	NA	"P46956"	"PHO86"
786	"OG6818"	0.1982	"Saccharomyces_cerevisiae@YOL051W"	"YOL051W"	NA	"P19659"	"MED15"
789	"OG8784"	0.1581	"Saccharomyces_cerevisiae@YGR180C"	"YGR180C"	1	"P49723"	"RIR4"
798	"OG1349"	0.0314	"Saccharomyces_cerevisiae@YPR119W"	"YPR119W"	1	"P24869"	"CG22"
803	"OG6829"	0.2072	"Saccharomyces_cerevisiae@YER034W"	"YER034W"	NA	"P40022"	"YEM4"
806	"OG6220"	0.2047	"Saccharomyces_cerevisiae@YML006C"	"YML006C"	NA	"Q04233"	"GIS4"
808	"OG1535"	0.1066	"Saccharomyces_cerevisiae@YAL016W"	"YAL016W"	NA	"P31383"	"2AAA"
809	"OG2498"	0.1309	"Saccharomyces_cerevisiae@YHR190W"	"YHR190W"	1	"P29704"	"FDFT"
810	"OG2638"	0.2877	"Saccharomyces_cerevisiae@YJL204C"	"YJL204C"	NA	"P39531"	"RCY1"
813	"OG2602"	0.1459	"Saccharomyces_cerevisiae@YHR194W"	"YHR194W"	3	"P38880"	"MDM31"
815	"OG2467"	0.1792	"Saccharomyces_cerevisiae@YDR221W"	"YDR221W"	NA	"Q04924"	"GLU2B"
819	"OG4625"	0.3642	"Saccharomyces_cerevisiae@YBL074C"	"YBL074C"	NA	"P32357"	"AAR2"
822	"OG14956"	0.0886	"Saccharomyces_cerevisiae@YDR423C"	"YDR423C"	NA	"P24813"	"AP2"
826	"OG1650"	0.09685	"Saccharomyces_cerevisiae@YLR027C"	"YLR027C"	NA	"P23542"	"AATC"
827	"OG2193"	0.1197	"Saccharomyces_cerevisiae@YOR272W"	"YOR272W"	NA	"Q12024"	"YTM1"
832	"OG4060"	0.2436	"Saccharomyces_cerevisiae@YLL002W"	"YLL002W"	NA	"Q07794"	"RT109"
835	"OG4281"	0.11835	"Saccharomyces_cerevisiae@YOR020C"	"YOR020C"	NA	"P38910"	"CH10"
839	"OG1651"	0.0739	"Saccharomyces_cerevisiae@YLR259C"	"YLR259C"	1	"P19882"	"HSP60"
842	"OG3620"	0.1375	"Saccharomyces_cerevisiae@YCL057C-A"	"YCL057C-A"	NA	"Q96VH5"	"MIC10"
843	"OG6387"	0.23875	"Saccharomyces_cerevisiae@YDR181C"	"YDR181C"	NA	"Q04003"	"SAS4"
849	"OG3303"	0.2212	"Saccharomyces_cerevisiae@YLR212C"	"YLR212C"	1	"P53378"	"TBG"
851	"OG7129"	0.2227	"Saccharomyces_cerevisiae@YIL154C"	"YIL154C"	1	"P32351"	"IMPX"
856	"OG4213"	0.2871	"Saccharomyces_cerevisiae@YJL148W"	"YJL148W"	1	"P47006"	"RPA34"
857	"OG3052"	0.0201	"Saccharomyces_cerevisiae@YBR289W"	"YBR289W"	NA	"P18480"	"SNF5"
860	"OG1504"	0.1612	"Saccharomyces_cerevisiae@YJR138W"	"YJR138W"	NA	"P47170"	"IML1"
864	"OG2783"	0.162	"Saccharomyces_cerevisiae@YGR255C"	"YGR255C"	NA	"P53318"	"COQ6"
865	"OG3333"	0.1783	"Saccharomyces_cerevisiae@YER075C"	"YER075C"	2	"P40048"	"PTP3"
868	"OG6986"	0.1871	"Saccharomyces_cerevisiae@YDL123W"	"YDL123W"	NA	"Q07549"	"SNA4"
873	"OG4949"	0.2781	"Saccharomyces_cerevisiae@YGR247W"	"YGR247W"	NA	"P53314"	"CPD1"
874	"OG6166"	0.2869	"Saccharomyces_cerevisiae@YBR131W"	"YBR131W"	1	"P38273"	"CCZ1"
876	"OG6463"	0.1446	"Saccharomyces_cerevisiae@YMR032W"	"YMR032W"	NA	"Q05080"	"CYK2"
880	"OG7725"	0.27105	"Saccharomyces_cerevisiae@YGR206W"	"YGR206W"	NA	"P42939"	"MVB12"
885	"OG3577"	0.1866	"Saccharomyces_cerevisiae@YGR147C"	"YGR147C"	NA	"P37293"	"NAT2"
886	"OG4319"	0.22575	"Saccharomyces_cerevisiae@YIL087C"	"YIL087C"	NA	"P40502"	"AIM19"
888	"OG2629"	0.1407	"Saccharomyces_cerevisiae@YLR142W"	"YLR142W"	NA	"P09368"	"PUT1"
890	"OG3413"	0.2295	"Saccharomyces_cerevisiae@YNL316C"	"YNL316C"	NA	"P32452"	"PHA2"
894	"OG2975"	0.1869	"Saccharomyces_cerevisiae@YMR240C"	"YMR240C"	NA	"Q02554"	"CUS1"
895	"OG3624"	0.18065	"Saccharomyces_cerevisiae@YJL097W"	"YJL097W"	NA	"P40857"	"HACD"
896	"OG7366"	0.0451	"Saccharomyces_cerevisiae@YNL091W"	"YNL091W"	NA	"P53935"	"NST1"
900	"OG1271"	0.01695	"Saccharomyces_cerevisiae@YLR096W"	"YLR096W"	NA	"P13186"	"KIN2"
901	"OG3411"	0.1723	"Saccharomyces_cerevisiae@YOR017W"	"YOR017W"	NA	"P32606"	"PT127"
904	"OG2126"	0.1318	"Saccharomyces_cerevisiae@YOR241W"	"YOR241W"	NA	"Q08645"	"FOLE"
905	"OG1545"	0.06035	"Saccharomyces_cerevisiae@YGL206C"	"YGL206C"	NA	"P22137"	"CLH"
906	"OG6929"	0.2306	"Saccharomyces_cerevisiae@YJR053W"	"YJR053W"	NA	"P47113"	"BFA1"
907	"OG1944"	0.0692	"Saccharomyces_cerevisiae@YLR303W"	"YLR303W"	1	"P06106"	"CYSD"
911	"OG1208"	0.11385	"Saccharomyces_cerevisiae@YGL253W"	"YGL253W"	1	"P04807"	"HXKB"
924	"OG3755"	0.354	"Saccharomyces_cerevisiae@YOR174W"	"YOR174W"	NA	"Q12343"	"MED4"
927	"OG14415"	0.1814	"Saccharomyces_cerevisiae@YER158C"	"YER158C"	1	"P40095"	"YEY8"
928	"OG1251"	0.1609	"Saccharomyces_cerevisiae@YNL239W"	"YNL239W"	1	"Q01532"	"BLH1"
931	"OG6442"	0.0801	"Saccharomyces_cerevisiae@YCL061C"	"YCL061C"	1	"P25588"	"MRC1"
934	"OG6144"	0.2677	"Saccharomyces_cerevisiae@YBR203W"	"YBR203W"	NA	"P38308"	"CS111"
935	"OG3247"	0.1912	"Saccharomyces_cerevisiae@YGL130W"	"YGL130W"	NA	"Q01159"	"MCE1"
937	"OG2255"	0.5387	"Saccharomyces_cerevisiae@YMR247C"	"YMR247C"	NA	"Q04781"	"LTN1"
938	"OG5224"	0.1569	"Saccharomyces_cerevisiae@YJR004C"	"YJR004C"	NA	"P20840"	"SAG1"
941	"OG1275"	0.058	"Saccharomyces_cerevisiae@YKL148C"	"YKL148C"	NA	"Q00711"	"SDHA"
942	"OG1313"	0.0684	"Saccharomyces_cerevisiae@YBR218C"	"YBR218C"	NA	"P32327"	"PYC2"
943	"OG3972"	0.2582	"Saccharomyces_cerevisiae@YOR038C"	"YOR038C"	NA	"P32480"	"HIR2"
945	"OG3456"	0.2222	"Saccharomyces_cerevisiae@YOL144W"	"YOL144W"	NA	"Q08287"	"NOP8"
946	"OG3543"	0.1916	"Saccharomyces_cerevisiae@YFL017W-A"	"YFL017W-A"	NA	"P40204"	"RUXG"
948	"OG5257"	0.1879	"Saccharomyces_cerevisiae@YBL029C-A"	"YBL029C-A"	NA	"Q3E756"	"YB029"
958	"OG17617"	0.3097	"Saccharomyces_cerevisiae@YER035W"	"YER035W"	NA	"P40023"	"EDC2"
959	"OG4698"	0.2349	"Saccharomyces_cerevisiae@YHL019C"	"YHL019C"	NA	"P38700"	"APM2"
962	"OG4794"	0.1831	"Saccharomyces_cerevisiae@YLR137W"	"YLR137W"	1	"Q12367"	"RKM5"
963	"OG7001"	0.25575	"Saccharomyces_cerevisiae@YIR018W"	"YIR018W"	NA	"P40574"	"YAP5"
964	"OG4302"	0.2352	"Saccharomyces_cerevisiae@YMR132C"	"YMR132C"	1	"P40206"	"JLP2"
966	"OG5281"	0.2975	"Saccharomyces_cerevisiae@YLR035C"	"YLR035C"	NA	"Q07980"	"MLH2"
967	"OG2246"	0.1521	"Saccharomyces_cerevisiae@YPL023C"	"YPL023C"	NA	"P46151"	"MTHR1"
968	"OG5453"	0.22605	"Saccharomyces_cerevisiae@YDR125C"	"YDR125C"	NA	"Q04623"	"ECM18"
969	"OG6716"	0.4278	"Saccharomyces_cerevisiae@YIL071C"	"YIL071C"	NA	"P40512"	"CSN11"
971	"OG13601"	0.0418	"Saccharomyces_cerevisiae@YMR056C"	"YMR056C"	NA	"P04710"	"ADT1"
972	"OG3983"	0.2095	"Saccharomyces_cerevisiae@YHR090C"	"YHR090C"	NA	"P38806"	"YNG2"
974	"OG2008"	0.0448	"Saccharomyces_cerevisiae@YGR266W"	"YGR266W"	NA	"P53326"	"YG5L"
978	"OG3386"	0.3638	"Saccharomyces_cerevisiae@YBR204C"	"YBR204C"	1	"P38139"	"LDH1"
980	"OG4255"	0.2033	"Saccharomyces_cerevisiae@YML050W"	"YML050W"	NA	"Q04689"	"AIM32"
984	"OG2799"	0.4359	"Saccharomyces_cerevisiae@YDR498C"	"YDR498C"	NA	"P28791"	"SEC20"
985	"OG1859"	0.0482	"Saccharomyces_cerevisiae@YGR243W"	"YGR243W"	NA	"P53311"	"MPC3"
987	"OG3936"	0.3604	"Saccharomyces_cerevisiae@YLR292C"	"YLR292C"	1	"P39742"	"SEC72"
989	"OG4737"	0.3925	"Saccharomyces_cerevisiae@YDR137W"	"YDR137W"	NA	"P16664"	"RGP1"
990	"OG7910"	0.263	"Saccharomyces_cerevisiae@YNL086W"	"YNL086W"	NA	"P48232"	"SNAPN"
996	"OG2588"	0.0822	"Saccharomyces_cerevisiae@YBL068W"	"YBL068W"	2	"P38063"	"KPR4"
997	"OG1898"	0.1462	"Saccharomyces_cerevisiae@YDR120C"	"YDR120C"	NA	"P15565"	"TRM1"
998	"OG2009"	0.2781	"Saccharomyces_cerevisiae@YML049C"	"YML049C"	NA	"Q04693"	"RSE1"
1001	"OG2823"	0.1393	"Saccharomyces_cerevisiae@YDR244W"	"YDR244W"	1	"P35056"	"PEX5"
1003	"OG2763"	0.2654	"Saccharomyces_cerevisiae@YOR301W"	"YOR301W"	NA	"Q08760"	"RAX1"
1004	"OG2139"	0.0862	"Saccharomyces_cerevisiae@YLR220W"	"YLR220W"	NA	"P47818"	"CCC1"
1008	"OG2408"	0.20225	"Saccharomyces_cerevisiae@YGR221C"	"YGR221C"	NA	"P50078"	"TOS2"
1010	"OG6375"	0.2535	"Saccharomyces_cerevisiae@YIL026C"	"YIL026C"	1	"P40541"	"SCC3"
1011	"OG3319"	0.1587	"Saccharomyces_cerevisiae@YEL038W"	"YEL038W"	NA	"P32626"	"ENOPH"
1016	"OG1289"	0.15	"Saccharomyces_cerevisiae@YGR162W"	"YGR162W"	NA	"P39935"	"IF4F1"
1017	"OG4243"	0.2197	"Saccharomyces_cerevisiae@YDR322C-A"	"YDR322C-A"	NA	"P81449"	"ATPJ"
1020	"OG6382"	0.27815	"Saccharomyces_cerevisiae@YKL057C"	"YKL057C"	NA	"P35729"	"NU120"
1025	"OG2806"	0.1682	"Saccharomyces_cerevisiae@YKL052C"	"YKL052C"	NA	"P35734"	"ASK1"
1031	"OG7076"	0.3001	"Saccharomyces_cerevisiae@YDR240C"	"YDR240C"	NA	"Q03782"	"SNU56"
1033	"OG2639"	0.3558	"Saccharomyces_cerevisiae@YLR283W"	"YLR283W"	1	"Q05867"	"YL283"
1036	"OG1263"	0.1049	"Saccharomyces_cerevisiae@YOR182C"	"YOR182C"	1	"P0CX34"	"RS30B"
1038	"OG5354"	0.49225	"Saccharomyces_cerevisiae@YIL073C"	"YIL073C"	2	"P40511"	"SPO22"
1039	"OG2680"	0.1999	"Saccharomyces_cerevisiae@YGL136C"	"YGL136C"	NA	"P53123"	"MRM2"
1041	"OG3250"	0.1621	"Saccharomyces_cerevisiae@YNL148C"	"YNL148C"	1	"P53904"	"TBCB"
1042	"OG3557"	0.10745	"Saccharomyces_cerevisiae@YGL184C"	"YGL184C"	NA	"P53101"	"STR3"
1050	"OG1587"	0.2571	"Saccharomyces_cerevisiae@YBL004W"	"YBL004W"	NA	"P35194"	"UTP20"
1056	"OG2715"	0.2289	"Saccharomyces_cerevisiae@YMR071C"	"YMR071C"	NA	"Q04767"	"TVP18"
1057	"OG4603"	0.1116	"Saccharomyces_cerevisiae@YLR364W"	"YLR364W"	NA	"Q05926"	"GLRX8"
1058	"OG4053"	0.31	"Saccharomyces_cerevisiae@YFR027W"	"YFR027W"	NA	"P43605"	"ECO1"
1059	"OG4259"	0.2798	"Saccharomyces_cerevisiae@YDR367W"	"YDR367W"	1	"Q06346"	"KEI1"
1068	"OG2123"	0.0966	"Saccharomyces_cerevisiae@YNR041C"	"YNR041C"	NA	"P32378"	"COQ2"
1072	"OG7549"	0.5013	"Saccharomyces_cerevisiae@YGR067C"	"YGR067C"	NA	"P53243"	"YG2A"
1075	"OG3210"	0.0741	"Saccharomyces_cerevisiae@YNR036C"	"YNR036C"	NA	"P53732"	"RT12"
1077	"OG1808"	0.2069	"Saccharomyces_cerevisiae@YPR140W"	"YPR140W"	NA	"Q06510"	"TAZ1"
1080	"OG2147"	0.1526	"Saccharomyces_cerevisiae@YFR030W"	"YFR030W"	NA	"P39692"	"MET10"
1085	"OG17629"	0.4238	"Saccharomyces_cerevisiae@YPL192C"	"YPL192C"	2	"Q08931"	"PRM3"
1087	"OG4327"	0.208	"Saccharomyces_cerevisiae@YIL098C"	"YIL098C"	NA	"P40491"	"FMC1"
1091	"OG2853"	0.2109	"Saccharomyces_cerevisiae@YBL084C"	"YBL084C"	NA	"P38042"	"CDC27"
1092	"OG1451"	0.1136	"Saccharomyces_cerevisiae@YIR034C"	"YIR034C"	NA	"P38998"	"LYS1"
1093	"OG3977"	0.2183	"Saccharomyces_cerevisiae@YKL207W"	"YKL207W"	NA	"P36039"	"EMC3"
1095	"OG6706"	0.24055	"Saccharomyces_cerevisiae@YKL176C"	"YKL176C"	NA	"P34239"	"LST4"
1101	"OG2003"	0.0718	"Saccharomyces_cerevisiae@YGL201C"	"YGL201C"	NA	"P53091"	"MCM6"
1104	"OG3913"	0.0864	"Saccharomyces_cerevisiae@YOL122C"	"YOL122C"	NA	"P38925"	"SMF1"
1105	"OG1447"	0.1232	"Saccharomyces_cerevisiae@YIL047C"	"YIL047C"	NA	"P40528"	"SYG1"
1106	"OG2934"	0.0933	"Saccharomyces_cerevisiae@YAL039C"	"YAL039C"	NA	"P06182"	"CCHL"
1107	"OG4383"	0.2912	"Saccharomyces_cerevisiae@YLL005C"	"YLL005C"	1	"Q07798"	"SPO75"
1108	"OG1519"	0.0747	"Saccharomyces_cerevisiae@YPL189W"	"YPL189W"	NA	"Q08929"	"GUP2"
1119	"OG3174"	0.1047	"Saccharomyces_cerevisiae@YOL071W"	"YOL071W"	NA	"Q08230"	"SDHF2"
1127	"OG2026"	0.2857	"Saccharomyces_cerevisiae@YIL157C"	"YIL157C"	NA	"P40452"	"COA1"
1128	"OG2481"	0.1273	"Saccharomyces_cerevisiae@YLR399C"	"YLR399C"	NA	"P35817"	"BDF1"
1129	"OG3393"	0.16195	"Saccharomyces_cerevisiae@YDR536W"	"YDR536W"	NA	"P39932"	"STL1"
1130	"OG3136"	0.0944	"Saccharomyces_cerevisiae@YPR179C"	"YPR179C"	NA	"Q06623"	"HDA3"
1140	"OG1472"	0.0699	"Saccharomyces_cerevisiae@YIL048W"	"YIL048W"	1	"P40527"	"ATC7"
1142	"OG3477"	0.23965	"Saccharomyces_cerevisiae@YPL246C"	"YPL246C"	1	"Q12270"	"RBD2"
1146	"OG3817"	0.4271	"Saccharomyces_cerevisiae@YHR078W"	"YHR078W"	NA	"P38799"	"YHN8"
1147	"OG3721"	0.2335	"Saccharomyces_cerevisiae@YGR232W"	"YGR232W"	3	"P50086"	"PSD10"
1148	"OG2847"	0.0785	"Saccharomyces_cerevisiae@YPR110C"	"YPR110C"	NA	"P07703"	"RPAC1"
1150	"OG5140"	0.24445	"Saccharomyces_cerevisiae@YNL249C"	"YNL249C"	NA	"P53583"	"MPA43"
1151	"OG1454"	0.1009	"Saccharomyces_cerevisiae@YOR096W"	"YOR096W"	NA	"P26786"	"RS7A"
1154	"OG6424"	0.16935	"Saccharomyces_cerevisiae@YKL185W"	"YKL185W"	NA	"P34233"	"ASH1"
1158	"OG6446"	0.0503	"Saccharomyces_cerevisiae@YER161C"	"YER161C"	NA	"P06843"	"SPT2"
1171	"OG1332"	0.0771	"Saccharomyces_cerevisiae@YGR094W"	"YGR094W"	NA	"P07806"	"SYV"
1176	"OG2178"	0.3397	"Saccharomyces_cerevisiae@YNL273W"	"YNL273W"	NA	"P53840"	"TOF1"
1177	"OG3956"	0.1812	"Saccharomyces_cerevisiae@YPL127C"	"YPL127C"	NA	"P53551"	"H1"
1180	"OG4245"	0.2297	"Saccharomyces_cerevisiae@YGL178W"	"YGL178W"	NA	"P39016"	"MPT5"
1181	"OG3528"	0.2408	"Saccharomyces_cerevisiae@YPL254W"	"YPL254W"	NA	"Q12060"	"HFI1"
1183	"OG2792"	0.1819	"Saccharomyces_cerevisiae@YOL148C"	"YOL148C"	NA	"P50875"	"SPT20"
1186	"OG11340"	0.153	"Saccharomyces_cerevisiae@YBR252W"	"YBR252W"	2	"P33317"	"DUT"
1190	"OG5564"	0.34065	"Saccharomyces_cerevisiae@YDR103W"	"YDR103W"	NA	"P32917"	"STE5"
1193	"OG17605"	0.2258	"Saccharomyces_cerevisiae@YBR182C"	"YBR182C"	1	"P38128"	"SMP1"
1194	"OG1753"	0.0717	"Saccharomyces_cerevisiae@YBR126C"	"YBR126C"	NA	"Q00764"	"TPS1"
1196	"OG4151"	0.1915	"Saccharomyces_cerevisiae@YPL060W"	"YPL060W"	NA	"Q02783"	"LPE10"
1199	"OG7593"	0.17415	"Saccharomyces_cerevisiae@YPR010C-A"	"YPR010C-A"	1	"A5Z2X5"	"YP010"
1201	"OG6437"	0.2582	"Saccharomyces_cerevisiae@YMR270C"	"YMR270C"	NA	"P53437"	"RRN9"
1202	"OG4627"	0.1817	"Saccharomyces_cerevisiae@YPR182W"	"YPR182W"	NA	"P54999"	"RUXF"
1205	"OG3157"	0.3141	"Saccharomyces_cerevisiae@YJR134C"	"YJR134C"	2	"P47166"	"SGM1"
1207	"OG2034"	0.0629	"Saccharomyces_cerevisiae@YPR019W"	"YPR019W"	NA	"P30665"	"MCM4"
1211	"OG2450"	0.2061	"Saccharomyces_cerevisiae@YMR302C"	"YMR302C"	NA	"P32843"	"YME2"
1214	"OG2220"	0.1459	"Saccharomyces_cerevisiae@YAR007C"	"YAR007C"	NA	"P22336"	"RFA1"
1215	"OG1309"	0.1255	"Saccharomyces_cerevisiae@YHR161C"	"YHR161C"	NA	"P38856"	"AP18A"
1216	"OG1474"	0.04955	"Saccharomyces_cerevisiae@YJR076C"	"YJR076C"	1	"P32458"	"CDC11"
1218	"OG1177"	0.05855	"Saccharomyces_cerevisiae@YGR040W"	"YGR040W"	NA	"P14681"	"KSS1"
1219	"OG2205"	0.08275	"Saccharomyces_cerevisiae@YGL022W"	"YGL022W"	NA	"P39007"	"STT3"
1221	"OG3420"	0.05825	"Saccharomyces_cerevisiae@YOL132W"	"YOL132W"	1	"Q08271"	"GAS4"
1226	"OG2406"	0.0673	"Saccharomyces_cerevisiae@YMR001C"	"YMR001C"	2	"P32562"	"CDC5"
1228	"OG1214"	0.1186	"Saccharomyces_cerevisiae@YNL274C"	"YNL274C"	1	"P53839"	"GOR1"
1235	"OG2570"	0.234	"Saccharomyces_cerevisiae@YDL147W"	"YDL147W"	1	"Q12250"	"RPN5"
1236	"OG1589"	0.0865	"Saccharomyces_cerevisiae@YDL171C"	"YDL171C"	1	"Q12680"	"GLT1"
1238	"OG6658"	0.28115	"Saccharomyces_cerevisiae@YPL255W"	"YPL255W"	NA	"Q12365"	"BBP1"
1242	"OG6233"	0.1098	"Saccharomyces_cerevisiae@YDR538W"	"YDR538W"	1	"P33751"	"PAD1"
1250	"OG1762"	0.241	"Saccharomyces_cerevisiae@YDL058W"	"YDL058W"	NA	"P25386"	"USO1"
1265	"OG1870"	0.0046	"Saccharomyces_cerevisiae@YNL161W"	"YNL161W"	NA	"P53894"	"CBK1"
1266	"OG1742"	0.0788	"Saccharomyces_cerevisiae@YDR037W"	"YDR037W"	NA	"P15180"	"SYKC"
1273	"OG6910"	0.2327	"Saccharomyces_cerevisiae@YER083C"	"YER083C"	NA	"P40056"	"GET2"
1277	"OG17143"	0.0887	"Saccharomyces_cerevisiae@YLR136C"	"YLR136C"	NA	"P47977"	"CTH2"
1278	"OG1794"	0.0672	"Saccharomyces_cerevisiae@YGR274C"	"YGR274C"	1	"P46677"	"TAF1"
1279	"OG2512"	0.0221	"Saccharomyces_cerevisiae@YGL163C"	"YGL163C"	NA	"P32863"	"RAD54"
1280	"OG4917"	0.3169	"Saccharomyces_cerevisiae@YLR426W"	"YLR426W"	NA	"Q06417"	"TDA5"
1285	"OG2565"	0.0174	"Saccharomyces_cerevisiae@YLL019C"	"YLL019C"	NA	"P32350"	"KNS1"
1288	"OG3643"	0.1599	"Saccharomyces_cerevisiae@YPR073C"	"YPR073C"	NA	"P40347"	"PPAL"
1292	"OG6460"	0.03315	"Saccharomyces_cerevisiae@YHR131C"	"YHR131C"	NA	"P38835"	"YHT1"
1293	"OG17600"	0.1313	"Saccharomyces_cerevisiae@YDR374W-A"	"YDR374W-A"	NA	"Q2V2P8"	"CENPW"
1300	"OG4047"	0.3288	"Saccharomyces_cerevisiae@YKL012W"	"YKL012W"	NA	"P33203"	"PRP40"
1301	"OG2852"	0.1224	"Saccharomyces_cerevisiae@YDL103C"	"YDL103C"	NA	"P43123"	"UAP1"
1302	"OG4379"	0.1695	"Saccharomyces_cerevisiae@YOR236W"	"YOR236W"	NA	"P07807"	"DYR"
1304	"OG1805"	0.2588	"Saccharomyces_cerevisiae@YEL002C"	"YEL002C"	NA	"P33767"	"OSTB"
1305	"OG3198"	0.3786	"Saccharomyces_cerevisiae@YOL076W"	"YOL076W"	1	"Q12387"	"NAA25"
1307	"OG3010"	0.13525	"Saccharomyces_cerevisiae@YDL051W"	"YDL051W"	3	"P33399"	"LHP1"
1309	"OG3759"	0.2076	"Saccharomyces_cerevisiae@YOR059C"	"YOR059C"	NA	"Q08448"	"YO059"
1311	"OG6648"	0.3662	"Saccharomyces_cerevisiae@YDR370C"	"YDR370C"	1	"Q06349"	"DXO1"
1314	"OG3293"	0.1168	"Saccharomyces_cerevisiae@YLR418C"	"YLR418C"	NA	"Q06697"	"CDC73"
1316	"OG1255"	0.0787	"Saccharomyces_cerevisiae@YLR138W"	"YLR138W"	1	"Q99271"	"NAH1"
1322	"OG3225"	0.0496	"Saccharomyces_cerevisiae@YCR032W"	"YCR032W"	NA	"P25356"	"BPH1"
1327	"OG1264"	0.1299	"Saccharomyces_cerevisiae@YLR089C"	"YLR089C"	NA	"P52893"	"ALAM"
1332	"OG5898"	0.3397	"Saccharomyces_cerevisiae@YBL060W"	"YBL060W"	NA	"P34225"	"YEL1"
1334	"OG4780"	0.2046	"Saccharomyces_cerevisiae@YOR351C"	"YOR351C"	1	"P24719"	"MEK1"
1335	"OG7595"	0.32475	"Saccharomyces_cerevisiae@YER071C"	"YER071C"	NA	"P40045"	"TDA2"
