geneid	sequenceidofingroupbesthit	taxonomyidofingroupbesthit	evalueofingroupbesthit	sequenceidofoutgroupbesthit	taxonomyidofoutgroupbesthit	evalueofoutgroupbesthit	alienindex	bitscorepercentage	HGTornot	value
Candida_tanzawaensis@Seq_940	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	3.00E-106	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	3.00E-95	-25.32843602	0.469354839	No	0
yHMPu5000035335_Candida_blattae@Seq_4982	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	3.00E-107	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	1.00E-98	-19.62465355	0.558659218	No	0
yHMPu5000035633_Candida_hispaniensis@Seq_5353	XP_751200.1-330879-Aspergillus_fumig-Eurotiomyc	330879	4.00E-126	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-109	-38.4507994	0.657947686	No	0
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_3876	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-108	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-93	-34.53877639	0.556621881	No	0
yHMPu5000035640_Yamadazyma_philogaea@Seq_775	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-105	XP_017301280.1-121845-Diaphorina_citri-Metazoa	121845	9.00E-99	-14.62644077	0.621118012	No	0
yHMPu5000035641_Yamadazyma_scolyti@Seq_216	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	4.00E-101	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	1.00E-87	-30.84989694	0.399445215	No	0
yHMPu5000035643_Yarrowia_bubula@Seq_3667	KXG53228.1-5078-Penicillium_grise-Eurotiomyc	5078	3.00E-122	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	2.00E-112	-22.62038582	0.59714795	No	0
yHMPu5000035650_Trigonopsis_variabilis@Seq_2542	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	2.00E-125	JAN36162.1-35525-Daphnia_magna-Metazoa	35525	7.00E-109	-38.09412446	0.778042959	No	0
yHMPu5000035651_Torulaspora_microellipsoides@Seq_1697	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	4.00E-116	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-94	-49.27057768	0.568897638	No	0
yHMPu5000035651_Torulaspora_microellipsoides@Seq_4204	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	4.00E-116	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-94	-49.27057768	0.568897638	No	0
Candida_tenuis@Seq_2603	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	7.00E-110	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	4.00E-97	-29.37399042	0.590818363	No	0
yHMPu5000035652_Torulaspora_maleeae@Seq_3254	EGC49738.1-544711-Histoplasma_capsu-Eurotiomyc	544711	7.00E-119	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-99	-44.79893889	0.585271318	No	0
yHMPu5000035654_Tortispora_ganteri@Seq_2715	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	2.00E-113	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-94	-43.74911677	0.353757225	No	0
yHMPu5000035658_Starmera_amethionina@Seq_3186	XP_016591856.1-1397361-Sporothrix_schenc-Sordario	1397361	1.00E-105	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	3.00E-96	-21.82187813	0.610416667	No	0
yHMPu5000035659_Saturnispora_dispora@Seq_3270	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	7.00E-95	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	7.00E-87	-18.42068074	0.621247113	No	0
yHMPu5000035665_Middelhovenomyces_tepae@Seq_5647	CEG77932.1-58291-Rhizopus_microspo-other_Fung	58291	2.00E-121	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	1.00E-109	-26.93787394	0.746575342	No	0
yHMPu5000035670_Phaffomyces_opuntiae@Seq_5626	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-105	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	9.00E-96	-22.92049041	0.576998051	No	0
yHMPu5000035671_Phaffomyces_antillensis@Seq_4954	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-107	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	6.00E-99	-19.51929303	0.584795322	No	0
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_5435	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-107	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	2.00E-99	-18.01521564	0.589041096	No	0
Candida_tropicalis@Seq_3064	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-105	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	2.00E-98	-16.81124283	0.480707395	No	0
yHMPu5000035673_Candida_orba@Seq_2761	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	5.00E-106	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	3.00E-97	-20.21244021	0.57925636	No	0
yHMPu5000035674_Kregervanrija_delftensis@Seq_4205	KIW70439.1-5601-Capronia_semi_imm-Eurotiomyc	5601	5.00E-103	XP_009519006.1-67593-Phytophthora_soja-Oomycetes	67593	3.00E-93	-22.51502531	0.635555556	No	0
yHMPu5000035675_Kregervanrija_fluxuum@Seq_1886	KIW70439.1-5601-Capronia_semi_imm-Eurotiomyc	5601	4.00E-105	XP_009519006.1-67593-Phytophthora_soja-Oomycetes	67593	7.00E-93	-28.1906369	0.641255605	No	0
yHMPu5000035677_Kodamaea_ohmeri@Seq_1532	XP_004445769.1-246410-Coccidioides_immi-Eurotiomy	246410	2.00E-105	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-94	-26.24472675	0.529411765	No	0
yHMPu5000035679_Candida_rhagii@Seq_1349	XP_002847679.1-554155-Arthroderma_otae_-Eurotiomy	554155	5.00E-106	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-92	-32.2361913	0.570564516	No	0
yHMPu5000035681_Candida_gotoi@Seq_2766	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	8.00E-108	XP_017301280.1-121845-Diaphorina_citri-Metazoa	121845	2.00E-92	-35.45506713	0.566600398	No	0
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_4582	EGC49738.1-544711-Histoplasma_capsu-Eurotiomyc	544711	2.00E-100	XP_018330304.1-224129-Agrilus_planipenn-Metazoa	224129	6.00E-81	-44.84772906	0.504970179	No	0
yHMPu5000035686_Cyberlindnera_saturnus@Seq_1139	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-110	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	1.00E-92	-40.06023731	0.537313433	No	0
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1596	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-110	XP_003973949.1-31033-Takifugu_rubripes-Metazoa	31033	8.00E-94	-37.53450867	0.542910448	No	0
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2384	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	3.00E-117	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-99	-41.9573573	0.568181818	No	0
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_5156	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	3.00E-117	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-99	-41.9573573	0.568181818	No	0
Candida_versatilis@Seq_1399	XP_751200.1-330879-Aspergillus_fumig-Eurotiomyc	330879	7.00E-126	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	4.00E-116	-22.46623514	0.882051282	No	0
yHMPu5000035689_Candida_mycetangii@Seq_621	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-106	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	6.00E-94	-29.42278059	0.514134276	No	0
yHMPu5000035690_Candida_vartiovaarae@Seq_3383	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-110	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-93	-39.14394658	0.540489642	No	0
yHMPu5000035691_Candida_salmanticensis@Seq_3884	KFH68280.1-1069443-Mortierella_verti-other_Fung	1069443	3.00E-127	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	2.00E-113	-31.83072619	0.710970464	No	0
yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_4206	KHJ32539.1-52586-Erysiphe_necator-Leotiomyce	52586	7.00E-97	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	7.00E-83	-32.2361913	0.422512235	No	0
yHMPu5000035696_Hanseniaspora_singularis@Seq_1314	EPQ66948.1-1268274-Blumeria_graminis-Leotiomyce	1268274	3.00E-97	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	7.00E-83	-33.08348916	0.505859375	No	0
yHMPu5000035699_Cyberlindnera_maclurae@Seq_1144	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-109	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	7.00E-95	-34.18210145	0.544090056	No	0
yHMPu5000035703_Cyberlindnera_americana@Seq_3290	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-108	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-95	-29.93360621	0.524236984	No	0
yHMPu5000035707_Candida_heveicola@Seq_2833	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-109	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	4.00E-101	-19.11382792	0.618181818	No	0
yHMPu5000041678_Debaryomyces_prosopidis@Seq_1803	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-108	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	2.00E-97	-24.92297091	0.496655518	No	0
yHMPu5000041693_Debaryomyces_nepalensis@Seq_5408	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	9.00E-109	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-96	-27.73638163	0.506003431	No	0
Clavispora_lusitaniae@Seq_3867	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-107	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	9.00E-98	-22.22734323	0.482982172	No	0
yHMPu5000041713_Debaryomyces_maramus@Seq_2998	XP_001911835.1-515849-Podospora_anserin-Sordariom	515849	2.00E-100	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	3.00E-89	-25.73390113	0.331447964	No	0
yHMPu5000041743_Candida_hawaiiana@Seq_1068	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-105	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	1.00E-94	-24.63528884	0.532110092	No	0
yHMPu5000041822_Dipodascus_geniculatus@Seq_6322	GAO52483.1-698492-Saitoella_complic-Taphrinomy	698492	2.00E-109	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	4.00E-104	-12.20607265	0.627254509	No	0
yHMPu5000041824_Debaryomyces_subglobosus@Seq_1601	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-110	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	3.00E-97	-31.0322185	0.483660131	No	0
yHMPu5000041829_Debaryomyces_fabryi@Seq_990	CZR55122.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-144	CQB89227.1-813-Chlamydia_trachom-other_Bact	813	2.00E-98	-105.5134492	0.310107949	No	0
yHMPu5000041833_Candida_tammaniensis@Seq_1639	XP_001911835.1-515849-Podospora_anserin-Sordariom	515849	6.00E-109	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	8.00E-98	-25.6161181	0.579766537	No	0
yHMPu5000041840_Candida_wancherniae@Seq_829	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	6.00E-98	XP_005538174.1-280699-Cyanidioschyzon_m-Rhodophyt	280699	3.00E-88	-22.33270375	0.383399209	No	0
yHMPu5000041855_Candida_ascalaphidarum@Seq_4273	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	8.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-104	0.470003629	0.610894942	No	0
yHMPu5000041862_Candida_golubevii@Seq_2948	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	3.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	3.00E-95	-25.32843602	0.521505376	No	0
yHMPu5000041863_Candida_gorgasii@Seq_2252	CUA74981.1-456999-Rhizoctonia_solan-Basidiomyc	456999	5.00E-107	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	1.00E-98	-19.11382792	0.652838428	No	0
Zygosaccharomyces_bailii@Seq_1252	EGC49738.1-544711-Histoplasma_capsu-Eurotiomyc	544711	1.00E-117	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	8.00E-95	-52.73631359	0.482529118	No	0
Zygosaccharomyces_rouxii@Seq_3820	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	1.00E-108	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	8.00E-97	-27.40787756	0.49915683	No	0
Cyberlindnera_fabianii_JCM3601@Seq_5497	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	8.00E-107	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	6.00E-95	-27.34333904	0.487394958	No	0
Cyberlindnera_jadinii@Seq_4862	CZT01000.1-914238-Rhynchosporium_ag-Leotiomyce	914238	3.00E-113	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	3.00E-95	-41.44653167	0.484193012	No	0
Debaryomyces_hansenii@Seq_3041	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	8.00E-109	JAS31137.1-38151-Clastoptera_arizo-Metazoa	38151	1.00E-94	-32.45933485	0.466346154	No	0
Dekkera_bruxellensis@Seq_3970	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	1.00E-99	GAV05686.1-947166-Ramazzottius_vari-Metazoa	947166	2.00E-89	-23.71899811	0.462311558	No	0
Eremothecium_cymbalariae@Seq_3993	XP_002847679.1-554155-Arthroderma_otae_-Eurotiomy	554155	5.00E-111	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	6.00E-94	-39.32626814	0.472817133	No	0
Eremothecium_gossypii@Seq_3455	CEJ93043.1-1531966-Torrubiella_hemip-Sordariomy	1531966	2.00E-106	KNA10343.1-3562-Spinacia_oleracea-Streptophy	3562	2.00E-89	-39.14394658	0.468907563	No	0
Eremothecium_sinecaudum@Seq_1819	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	7.00E-108	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	1.00E-90	-39.50062152	0.465776294	No	0
Geotrichum_candidum@Seq_1146	EPS33181.1-933388-Penicillium_oxali-Eurotiomyc	933388	2.00E-113	XP_014859569.1-48701-Poecilia_mexicana-Metazoa	48701	2.00E-105	-18.42068074	0.535472973	No	0
Hanseniaspora_uvarum@Seq_2554	KZZ92255.1-392613-Ascosphaera_apis_-Eurotiomyc	392613	1.00E-93	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-79	-32.2361913	0.40483871	No	0
Hyphopichia_burtonii@Seq_4029	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	2.00E-97	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	2.00E-92	-11.51292546	0.5	No	0
Kazachstania_africana@Seq_2802	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	4.00E-110	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	7.00E-89	-48.91390274	0.459098497	No	0
Kazachstania_naganishii@Seq_730	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	1.00E-109	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	3.00E-92	-40.24255887	0.476510067	No	0
Arxula_adeninivorans@Seq_1700	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-121	XP_009059846.1-225164-Lottia_gigantea-Metazoa	225164	2.00E-108	-29.93360621	0.735294118	No	0
Kluyveromyces_lactis@Seq_1129	OBS29245.1-36050-Fusarium_poae-Sordariomy	36050	1.00E-115	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	9.00E-91	-57.45926681	0.465776294	No	0
Kluyveromyces_marxianus@Seq_4050	XP_002847679.1-554155-Arthroderma_otae_-Eurotiomy	554155	5.00E-120	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	7.00E-96	-55.59851447	0.488294314	No	0
Kuraishia_capsulata@Seq_4423	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	8.00E-112	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	1.00E-98	-30.15674976	0.5	No	0
Lachancea_cidri@Seq_3987	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	8.00E-107	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	2.00E-89	-40.06023731	0.496402878	No	0
Lachancea_dasiensis@Seq_434	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	3.00E-107	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	3.00E-90	-39.14394658	0.46345515	No	0
Lachancea_fantastica@Seq_604	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	5.00E-113	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	1.00E-96	-37.53450867	0.49	No	0
Lachancea_fermentati@Seq_3705	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	7.00E-110	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	5.00E-89	-48.01781472	0.462184874	No	0
Lachancea_kluyveri@Seq_3922	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	2.00E-114	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	4.00E-95	-44.44226395	0.606694561	No	0
Lachancea_lanzarotensis@Seq_2192	OJJ40253.1-1073089-Aspergillus_wenti-Eurotiomyc	1073089	7.00E-106	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	2.00E-93	-28.68084324	0.479131886	No	0
Ascoidea_asiatica@Seq_4249	CEL51879.1-1108050-Rhizoctonia_solan-Basidiomyc	1108050	2.00E-117	XP_017301280.1-121845-Diaphorina_citri-Metazoa	121845	5.00E-101	-37.75765222	0.70669746	No	0
Lachancea_meyersii@Seq_4255	XP_003239200.1-559305-Trichophyton_rubr-Eurotiomy	559305	2.00E-107	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	9.00E-93	-33.7402687	0.472636816	No	0
Lachancea_mirantina@Seq_2534	CEO59798.1-104259-Penicillium_brasi-Eurotiomyc	104259	5.00E-108	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	2.00E-90	-40.53024094	0.463333333	No	0
Lachancea_nothofagi@Seq_2844	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-104	XP_017122771.1-30023-Drosophila_elegan-Metazoa	30023	2.00E-92	-27.22555601	0.470198675	No	0
Lachancea_quebecensis@Seq_666	KEY77563.1-1476192-Aspergillus_fumig-Eurotiomyc	1476192	4.00E-111	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	6.00E-93	-41.85199678	0.461290323	No	0
Lachancea_thermotolerans@Seq_3451	XP_002564191.1-500485-Penicillium_ruben-Eurotiomy	500485	2.00E-112	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	1.00E-94	-40.75338449	0.466988728	No	0
Lipomyces_starkeyi@Seq_8534	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	9.00E-130	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	2.00E-107	-51.45537974	0.541176471	No	0
Lodderomyces_elongisporus@Seq_1781	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	9.00E-107	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	6.00E-97	-22.62038582	0.478896104	No	0
Metschnikowia_aberdeeniae@Seq_891	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	1.00E-107	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	5.00E-97	-24.63528884	0.547134935	No	0
Ascoidea_rubescens@Seq_3856	XP_002564191.1-500485-Penicillium_ruben-Eurotiomy	500485	2.00E-112	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	4.00E-97	-35.23192358	0.486042693	No	0
Metschnikowia_bicuspidata@Seq_3333	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	1.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	8.00E-92	-29.71046266	0.460162602	No	0
Metschnikowia_bowlesiae@Seq_4059	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	1.00E-94	-26.53240883	0.541044776	No	0
Metschnikowia_cerradonensis@Seq_2748	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	6.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	2.00E-94	-26.53240883	0.532228361	No	0
Metschnikowia_dekortum@Seq_4178	GAO50828.1-698492-Saitoella_complic-Taphrinomy	698492	2.00E-107	XP_005703814.1-130081-Galdieria_sulphur-Rhodophyt	130081	1.00E-30	-176.605905	0.187779434	No	0
Metschnikowia_drakensbergensis@Seq_1036	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	5.00E-101	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	3.00E-94	-15.60727003	0.530275229	No	0
Metschnikowia_hamakuensis@Seq_30	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-99	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	2.00E-86	-29.5281411	0.397202797	No	0
Metschnikowia_hawaiiensis@Seq_1617	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	5.00E-93	-30.15674976	0.525830258	No	0
Metschnikowia_hibisci@Seq_730	XP_002840578.1-656061-Tuber_melanosporu-other_Pez	656061	0	WP_014431758.1-133453-Caldilinea_aeroph-Chlorofle	133453	0	0	0.696586599	No	0
Ashbya_aceri@Seq_3789	KZW00301.1-1314781-Exidia_glandulosa-Basidiomyc	1314781	2.00E-107	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	8.00E-88	-45.13541113	0.45561139	No	0
Metschnikowia_ipomoeae@Seq_4982	KFA73182.1-1283842-Stachybotrys_char-Sordariomy	1283842	6.00E-107	EFA76480.1-670386-Polysphondylium_p-Amoebozoa	670386	2.00E-107	1.098612289	0.870523416	No	0
Metschnikowia_kipukae@Seq_1279	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-100	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	7.00E-86	-33.08348916	0.398030942	No	0
Metschnikowia_matae@Seq_2511	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-107	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	3.00E-95	-28.03648622	0.533944954	No	0
Metschnikowia_matae_maris@Seq_3403	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	1.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	8.00E-95	-27.40787756	0.532110092	No	0
Metschnikowia_mauinuiana@Seq_1840	XP_019022683.1-698492-Saitoella_complic-Taphrinom	698492	0	XP_015331858.1-9994-Marmota_marmota_m-Metazoa	9994	0	0	0.714107366	No	0
Metschnikowia_proteae@Seq_1734	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	6.00E-105	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	1.00E-93	-25.83926165	0.527573529	No	0
Metschnikowia_similis@Seq_550	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	3.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	1.00E-95	-24.22982373	0.540740741	No	0
Meyerozyma_guilliermondii@Seq_1632	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	7.00E-101	-8.160518247	0.493527508	No	0
Millerozyma_acaciae@Seq_288	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	1.00E-109	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-96	-31.54304412	0.570038911	No	0
Nadsonia_fulvescens_var_elongata@Seq_2448	XP_001268376.1-344612-Aspergillus_clava-Eurotiomy	344612	1.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	4.00E-107	-42.83282604	0.543147208	No	0
Nakaseomyces_bacillisporus@Seq_1562	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	2.00E-106	XP_014502186.1-3916-Vigna_radiata_var-Streptophy	3916	8.00E-99	-17.50439001	0.721428571	No	0
Nakaseomyces_bracarensis@Seq_1583	KDQ12270.1-930990-Botryobasidium_bo-Basidiomyc	930990	4.00E-116	KMZ69356.1-29655-Zostera_marina-Streptophy	29655	8.00E-99	-39.83709376	0.584139265	No	0
Nakaseomyces_castellii@Seq_2618	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-105	XP_003287266.1-5786-Dictyostelium_pur-Amoebozoa	5786	1.00E-91	-31.54304412	0.683698297	No	0
Nakaseomyces_delphensis@Seq_359	KEY77563.1-1476192-Aspergillus_fumig-Eurotiomyc	1476192	7.00E-119	KMZ69356.1-29655-Zostera_marina-Streptophy	29655	5.00E-98	-48.01781472	0.5859375	No	0
Nakaseomyces_nivariensis@Seq_2055	XP_006957741.1-671144-Wallemia_mellicol-Basidiomy	671144	3.00E-117	KMZ69356.1-29655-Zostera_marina-Streptophy	29655	1.00E-96	-47.25567466	0.574757282	No	0
Nakazawaea_peltata@Seq_627	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	3.00E-113	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	9.00E-101	-28.7296334	0.690045249	No	0
Babjeviella_inositovora@Seq_3097	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-107	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	2.00E-100	-15.42494847	0.501650165	No	0
Ogataea_methanolica@Seq_1193	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	1.00E-128	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-120	-20.03011866	0.776344086	No	0
Pichia_membranifaciens@Seq_339	XP_018187610.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	7.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-114	-24.07567305	0.526555387	No	0
yHMPu5000034637_Ogataea_populiabae@Seq_1064	KFY29385.1-1420901-Pseudogymnoascus_-Leotiomyce	1420901	2.00E-119	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-108	-25.73390113	0.702811245	No	0
